 Reporting Area,MMWR Year,MMWR Week,"Giardiasis, Current week","Giardiasis, Current week, flag","Giardiasis, Previous 52 weeks Med","Giardiasis, Previous 52 weeks Med, flag","Giardiasis, Previous 52 weeks Max","Giardiasis, Previous 52 weeks Max, flag","Giardiasis, Cum 2014","Giardiasis, Cum 2014, flag","Giardiasis, Cum 2013","Giardiasis, Cum 2013, flag","Gonorrhea,Current week","Gonorrhea,Current week, flag","Gonorrhea,Previous 52 weeks Med","Gonorrhea,Previous 52 weeks Med, flag","Gonorrhea, Previous 52 weeks Max","Gonorrhea, Previous 52 weeks Max, flag","Gonorrhea, Cum 2014","Gonorrhea, Cum 2014, flag","Gonorrhea, Cum 2013","Gonorrhea, Cum 2013, flag","Haemophilus influenzae, invasive†, All ages, all serotypes,Current week","Haemophilus influenzae, invasive†, All ages, all serotypes,Current week, flag","Haemophilus influenzae, invasive†, All ages, all serotypes, Previous 52 weeks Med","Haemophilus influenzae, invasive†, All ages, all serotypes, Previous 52 weeks Med, flag","Haemophilus influenzae, invasive†, All ages, all serotypes, Previous 52 weeks Max","Haemophilus influenzae, invasive†, All ages, all serotypes, Previous 52 weeks Max, flag","Haemophilus influenzae, invasive†, All ages, all serotypes, Cum 2014","Haemophilus influenzae, invasive†, All ages, all serotypes, Cum 2014, flag","Haemophilus influenzae, invasive†, All ages, all serotypes, Cum 2013","Haemophilus influenzae, invasive†, All ages, all serotypes, Cum 2013, flag",Location 1,Location 2
DIST. OF COL.,2014,13,,-,1,,4,,1,,20,,,-,43,,84,,,-,584,,,-,0,,1,,1,,6,,"DIST. OF COL.
(39.52368635500045, -99.11415045099966)",
MONTANA,2014,13,,-,1,,6,,9,,11,,6,,5,,11,,79,,43,,,-,0,,1,,3,,1,,"MONTANA
(47.066526051000494, -109.42441687999968)",
ILLINOIS,2014,13,,-,6,,23,,12,,66,,15,,306,,406,,1651,,4180,,,-,3,,6,,19,,47,,"ILLINOIS
(40.48501278700047, -88.99770813999965)",
NORTH DAKOTA,2014,13,,-,0,,3,,4,,9,,,-,9,,20,,125,,105,,,-,0,,2,,3,,3,,"NORTH DAKOTA
(47.47531738700047, -100.11842599699969)",
MARYLAND,2014,13,2,,4,,9,,56,,52,,,-,114,,174,,877,,1178,,1,,2,,5,,17,,29,,"MARYLAND
(39.2905806980005, -76.60925970899967)",
ALASKA,2014,13,2,,1,,7,,13,,10,,8,,23,,39,,295,,229,,,-,0,,3,,4,,3,,"ALASKA
(64.84507923900048, -147.72205669099972)",
PENNSYLVANIA,2014,13,9,,14,,28,,153,,138,,203,,271,,326,,3120,,3225,,1,,4,,9,,41,,70,,"PENNSYLVANIA
(40.79373106100047, -77.86069775999965)",
LOUISIANA,2014,13,,-,4,,11,,32,,50,,13,,155,,343,,953,,1591,,,-,1,,6,,12,,12,,"LOUISIANA
(31.312662564000448, -92.44567554599968)",
OKLAHOMA,2014,13,,-,0,,0,,,-,,-,,-,79,,177,,499,,1516,,1,,2,,9,,21,,29,,"OKLAHOMA
(35.472034350000456, -97.52106845499969)",
C.N.M.I.,2014,13,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
(39.52368635500045, -99.11415045099966)",
MISSOURI,2014,13,,-,4,,15,,28,,69,,,-,150,,180,,1454,,1702,,1,,2,,6,,29,,26,,"MISSOURI
(38.63579372300046, -92.56629737199967)",
NEW YORK,2014,13,15,,18,,60,,199,,165,,139,,119,,325,,1316,,1512,,4,,3,,18,,29,,28,,"NEW YORK
(42.82700023900048, -75.54396639699968)",
HAWAII,2014,13,,-,1,,4,,3,,16,,2,,13,,22,,161,,214,,,-,0,,2,,8,,8,,"HAWAII
(21.30485166200043, -157.85774691599974)",
SOUTH CAROLINA,2014,13,1,,2,,7,,30,,25,,,-,144,,279,,1843,,1789,,,-,2,,7,,17,,48,,"SOUTH CAROLINA
(33.99882060100049, -81.04536765699964)",
TEXAS,2014,13,,N,0,,0,,,N,,N,,-,647,,803,,7128,,8641,,,-,0,,1,,2,,1,,"TEXAS
(31.827243635000457, -99.4267664729997)",
ARIZONA,2014,13,,-,2,,7,,12,,19,,,-,110,,211,,1875,,1137,,,-,2,,6,,17,,41,,"ARIZONA
(34.865973091000455, -111.76380949799972)",
MINNESOTA,2014,13,,-,0,,0,,,-,,-,4,,74,,107,,665,,906,,,-,1,,5,,,-,13,,"MINNESOTA
(46.35564867700049, -94.79419697699967)",
DELAWARE,2014,13,,-,0,,3,,3,,2,,24,,25,,65,,318,,301,,,-,0,,1,,4,,5,,"DELAWARE
(39.00883351400046, -75.57773943699965)",
NEBRASKA,2014,13,,-,3,,9,,20,,36,,12,,24,,48,,285,,331,,,-,0,,3,,3,,7,,"NEBRASKA
(41.64104043900045, -99.36571864599966)",
NEVADA,2014,13,,-,1,,6,,8,,19,,,-,47,,85,,347,,614,,,-,0,,1,,4,,4,,"NEVADA
(39.49324126500045, -117.07183978499972)",
VERMONT,2014,13,,-,2,,14,,20,,17,,,-,1,,6,,6,,31,,,-,0,,2,,2,,4,,"VERMONT
(43.62538292400046, -72.51763944499965)",
PUERTO RICO,2014,13,1,,0,,4,,3,,10,,1,,6,,21,,87,,85,,,-,0,,0,,,-,,-,"PUERTO RICO
(26.649497232000442, -98.34556876399967)",
WASHINGTON,2014,13,12,,9,,79,,44,,69,,80,,79,,121,,896,,1088,,,-,0,,2,,2,,2,,"WASHINGTON
(47.522287905000496, -120.47002746299972)",
ARKANSAS,2014,13,1,,2,,7,,23,,13,,81,,73,,108,,1019,,1020,,1,,0,,3,,12,,4,,"ARKANSAS
(34.748651751000466, -92.27448794899965)",
VIRGIN ISL.,2014,13,,-,0,,0,,,-,,-,,-,1,,5,,11,,12,,,-,0,,0,,,-,,-,"VIRGIN ISL.
(39.52368635500045, -99.11415045099966)",
NEW JERSEY,2014,13,,-,5,,12,,22,,73,,34,,131,,167,,1454,,1684,,,-,2,,7,,24,,35,,"NEW JERSEY
(40.1305700530005, -74.27368565099965)",
NORTH CAROLINA,2014,13,,N,0,,0,,,N,,N,480,,268,,508,,3790,,3584,,6,,2,,8,,42,,49,,"NORTH CAROLINA
(35.46622388600048, -79.15924924699965)",
SOUTH DAKOTA,2014,13,,-,2,,9,,16,,18,,1,,14,,27,,109,,169,,,-,0,,1,,,-,1,,"SOUTH DAKOTA
(44.35313342000046, -100.37352811899967)",
ALABAMA,2014,13,,-,3,,8,,34,,45,,,-,139,,257,,962,,2089,,,-,1,,4,,23,,35,,"ALABAMA
(32.84057327200048, -86.63185803899967)",
MASSACHUSETTS,2014,13,3,,13,,26,,136,,133,,,-,63,,100,,726,,680,,2,,2,,7,,26,,29,,"MASSACHUSETTS
(42.27687306500047, -72.08268985899963)",
FLORIDA,2014,13,21,,20,,36,,235,,281,,301,,398,,493,,5009,,5056,,8,,5,,13,,98,,77,,"FLORIDA
(28.932042899000464, -81.92895558499964)",
VIRGINIA,2014,13,5,,4,,12,,32,,45,,206,,120,,347,,1786,,1755,,1,,2,,7,,16,,25,,"VIRGINIA
(37.54268075100049, -78.45788924199968)",
MAINE,2014,13,3,,4,,12,,37,,30,,5,,5,,10,,69,,67,,,-,0,,2,,5,,8,,"MAINE
(45.254228663000504, -68.98502952999962)",
IDAHO,2014,13,2,,2,,9,,19,,26,,,-,4,,15,,52,,25,,,-,0,,2,,4,,4,,"IDAHO
(43.682630058000484, -114.3637261449997)",
UNITED STATES,2014,14,127,,240,,423,,2617,,3207,,3324,,6287,,7006,,76279,,87226,,35,,62,,97,,826,,1138,,,
NEW ENGLAND,2014,14,6,,24,,56,,258,,257,,55,,133,,192,,1623,,1625,,1,,4,,11,,45,,69,,,
MID. ATLANTIC,2014,14,36,,50,,90,,591,,573,,439,,765,,917,,9579,,10593,,16,,11,,24,,133,,172,,,
E.N. CENTRAL,2014,14,14,,36,,66,,299,,432,,289,,1038,,1200,,10436,,15263,,,-,12,,19,,116,,173,,,
PENNSYLVANIA,2014,14,8,,14,,28,,159,,145,,178,,268,,326,,3302,,3491,,6,,4,,9,,43,,70,,"PENNSYLVANIA
(40.79373106100047, -77.86069775999965)",
ILLINOIS,2014,14,,-,6,,23,,12,,70,,7,,307,,406,,1839,,4520,,,-,3,,6,,20,,50,,"ILLINOIS
(40.48501278700047, -88.99770813999965)",
NEW HAMPSHIRE,2014,14,,-,1,,7,,10,,14,,,-,2,,8,,36,,35,,,-,0,,3,,6,,7,,"NEW HAMPSHIRE
(43.6559537330005, -71.50035726399966)",
W.N. CENTRAL,2014,14,2,,16,,41,,121,,201,,95,,337,,420,,3901,,4340,,,-,4,,9,,43,,72,,,
S. ATLANTIC,2014,14,32,,43,,101,,538,,642,,1057,,1402,,1760,,18235,,19583,,10,,17,,30,,244,,331,,,
E.S. CENTRAL,2014,14,3,,3,,8,,41,,47,,219,,450,,595,,5934,,7047,,2,,4,,12,,70,,98,,,
W.S. CENTRAL,2014,14,2,,6,,15,,57,,68,,570,,967,,1156,,10813,,13745,,1,,4,,11,,50,,47,,,
MOUNTAIN,2014,14,4,,20,,48,,178,,236,,44,,286,,402,,3967,,3358,,1,,6,,14,,71,,116,,,
PACIFIC,2014,14,28,,52,,124,,534,,751,,556,,900,,1133,,11791,,11672,,4,,3,,7,,54,,60,,,
CONNECTICUT,2014,14,,-,5,,11,,30,,43,,,-,51,,114,,622,,658,,,-,1,,5,,3,,16,,"CONNECTICUT
(41.56266394200048, -72.64983753699966)",
MASSACHUSETTS,2014,14,,-,13,,26,,136,,144,,54,,63,,100,,787,,744,,,-,2,,7,,26,,33,,"MASSACHUSETTS
(42.27687306500047, -72.08268985899963)",
MAINE,2014,14,4,,4,,12,,46,,30,,,-,5,,10,,69,,69,,,-,0,,2,,5,,9,,"MAINE
(45.254228663000504, -68.98502952999962)",
NEW MEXICO,2014,14,,-,2,,6,,13,,29,,6,,37,,79,,409,,428,,1,,1,,3,,15,,19,,"NEW MEXICO
(34.52088247800049, -106.24057768899968)",
NEBRASKA,2014,14,,-,3,,9,,20,,40,,8,,24,,48,,293,,357,,,-,0,,3,,3,,7,,"NEBRASKA
(41.64104043900045, -99.36571864599966)",
NORTH DAKOTA,2014,14,,-,0,,3,,4,,9,,,-,9,,20,,131,,115,,,-,0,,2,,3,,3,,"NORTH DAKOTA
(47.47531738700047, -100.11842599699969)",
ARIZONA,2014,14,,-,2,,7,,13,,20,,,-,112,,212,,2005,,1237,,,-,1,,6,,17,,47,,"ARIZONA
(34.865973091000455, -111.76380949799972)",
IDAHO,2014,14,2,,2,,9,,21,,27,,,-,4,,15,,52,,28,,,-,0,,2,,4,,5,,"IDAHO
(43.682630058000484, -114.3637261449997)",
PUERTO RICO,2014,14,,-,0,,4,,3,,11,,,-,6,,21,,87,,89,,,-,0,,0,,,-,,-,"PUERTO RICO
(26.649497232000442, -98.34556876399967)",
NEVADA,2014,14,,-,1,,6,,8,,23,,,-,47,,85,,347,,654,,,-,0,,1,,4,,5,,"NEVADA
(39.49324126500045, -117.07183978499972)",
ARKANSAS,2014,14,2,,2,,8,,22,,15,,73,,73,,108,,1099,,1107,,1,,0,,3,,13,,4,,"ARKANSAS
(34.748651751000466, -92.27448794899965)",
WASHINGTON,2014,14,4,,10,,80,,47,,79,,85,,79,,121,,981,,1159,,,-,0,,2,,2,,2,,"WASHINGTON
(47.522287905000496, -120.47002746299972)",
NORTH CAROLINA,2014,14,,N,0,,0,,,N,,N,361,,270,,508,,4157,,3849,,1,,2,,8,,45,,49,,"NORTH CAROLINA
(35.46622388600048, -79.15924924699965)",
FLORIDA,2014,14,24,,20,,36,,259,,311,,215,,400,,493,,5440,,5442,,7,,5,,13,,105,,81,,"FLORIDA
(28.932042899000464, -81.92895558499964)",
AMER. SAMOA,2014,14,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
(39.52368635500045, -99.11415045099966)",
VIRGIN ISL.,2014,14,,-,0,,0,,,-,,-,,-,1,,5,,11,,14,,,-,0,,0,,,-,,-,"VIRGIN ISL.
(39.52368635500045, -99.11415045099966)",
OKLAHOMA,2014,14,,-,0,,0,,,-,,-,,-,79,,177,,499,,1595,,,-,2,,9,,21,,30,,"OKLAHOMA
(35.472034350000456, -97.52106845499969)",
KANSAS,2014,14,,-,2,,7,,8,,20,,21,,43,,69,,576,,473,,,-,0,,3,,8,,17,,"KANSAS
(38.34774033400049, -98.20077655499966)",
MISSOURI,2014,14,2,,4,,15,,30,,71,,61,,150,,180,,1726,,1841,,,-,2,,6,,29,,30,,"MISSOURI
(38.63579372300046, -92.56629737199967)",
ALABAMA,2014,14,3,,3,,8,,41,,47,,87,,148,,257,,1798,,2194,,1,,1,,4,,24,,35,,"ALABAMA
(32.84057327200048, -86.63185803899967)",
DIST. OF COL.,2014,14,,-,1,,4,,1,,21,,,-,43,,83,,,-,651,,,-,0,,1,,1,,7,,"DIST. OF COL.
(39.52368635500045, -99.11415045099966)",
GUAM,2014,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.355173397000442, 144.70297250000056)",
KENTUCKY,2014,14,,N,0,,0,,,N,,N,90,,80,,126,,1094,,1154,,,-,1,,4,,11,,14,,"KENTUCKY
(37.645973909000475, -84.77496612599964)",
SOUTH DAKOTA,2014,14,,-,2,,9,,20,,20,,,-,14,,27,,157,,177,,,-,0,,1,,,-,1,,"SOUTH DAKOTA
(44.35313342000046, -100.37352811899967)",
TEXAS,2014,14,,N,0,,0,,,N,,N,497,,650,,803,,8262,,9284,,,-,0,,1,,2,,1,,"TEXAS
(31.827243635000457, -99.4267664729997)",
VIRGINIA,2014,14,4,,5,,12,,43,,47,,159,,123,,347,,1944,,1866,,,-,2,,7,,17,,26,,"VIRGINIA
(37.54268075100049, -78.45788924199968)",
IOWA,2014,14,,-,4,,15,,39,,41,,5,,28,,41,,353,,403,,,-,0,,0,,,-,,-,"IOWA
(42.469404401000475, -93.81648936699969)",
CALIFORNIA,2014,14,20,,31,,102,,401,,565,,430,,751,,953,,9782,,9603,,1,,1,,2,,12,,15,,"CALIFORNIA
(37.638640488000476, -120.99999889499969)",
NEW YORK,2014,14,15,,18,,60,,215,,172,,118,,119,,325,,1434,,1620,,6,,3,,18,,35,,30,,"NEW YORK
(42.82700023900048, -75.54396639699968)",
COLORADO,2014,14,,-,6,,23,,62,,66,,22,,54,,89,,771,,801,,,-,1,,6,,15,,30,,"COLORADO
(38.84384047000049, -106.13360888799969)",
NEW JERSEY,2014,14,,-,5,,12,,22,,80,,42,,131,,167,,1571,,1807,,,-,2,,7,,26,,35,,"NEW JERSEY
(40.1305700530005, -74.27368565099965)",
RHODE ISLAND,2014,14,,-,0,,7,,14,,9,,,-,6,,42,,99,,88,,,-,0,,9,,2,,,-,"RHODE ISLAND
(41.70828281900049, -71.52246918099962)",
MONTANA,2014,14,1,,2,,7,,12,,14,,,-,5,,11,,79,,44,,,-,0,,1,,3,,1,,"MONTANA
(47.066526051000494, -109.42441687999968)",
WEST VIRGINIA,2014,14,,-,1,,4,,6,,9,,18,,19,,34,,208,,237,,,-,0,,2,,6,,13,,"WEST VIRGINIA
(38.665511497000466, -80.71263935099967)",
SOUTH CAROLINA,2014,14,,-,2,,7,,30,,26,,,-,145,,279,,2021,,1961,,,-,2,,7,,21,,52,,"SOUTH CAROLINA
(33.99882060100049, -81.04536765699964)",
TENNESSEE,2014,14,,N,0,,0,,,N,,N,42,,140,,210,,1655,,2153,,1,,2,,6,,26,,39,,"TENNESSEE
(35.680943063000484, -85.77448642199965)",
DELAWARE,2014,14,,-,0,,3,,3,,2,,14,,25,,65,,332,,320,,,-,0,,1,,4,,5,,"DELAWARE
(39.00883351400046, -75.57773943699965)",
UTAH,2014,14,1,,4,,9,,47,,44,,16,,21,,31,,287,,158,,,-,1,,2,,13,,8,,"UTAH
(39.36070374600047, -111.5871285339997)",
HAWAII,2014,14,,-,1,,4,,3,,18,,,-,13,,22,,161,,230,,,-,0,,2,,8,,8,,"HAWAII
(21.30485166200043, -157.85774691599974)",
VERMONT,2014,14,2,,3,,14,,22,,17,,1,,1,,6,,10,,31,,1,,0,,2,,3,,4,,"VERMONT
(43.62538292400046, -72.51763944499965)",
LOUISIANA,2014,14,,-,4,,11,,35,,53,,,-,155,,343,,953,,1759,,,-,1,,6,,14,,12,,"LOUISIANA
(31.312662564000448, -92.44567554599968)",
INDIANA,2014,14,,-,3,,11,,20,,43,,51,,143,,205,,1748,,1920,,,-,3,,6,,20,,33,,"INDIANA
(39.76691364600049, -86.14995579899966)",
ALASKA,2014,14,2,,1,,7,,15,,12,,9,,24,,40,,323,,253,,1,,0,,3,,5,,3,,"ALASKA
(64.84507923900048, -147.72205669099972)",
GEORGIA,2014,14,,-,10,,45,,136,,168,,218,,265,,595,,2979,,3929,,,-,2,,8,,26,,67,,"GEORGIA
(32.83968004200045, -83.62757601199968)",
MINNESOTA,2014,14,,-,0,,0,,,-,,-,,-,73,,107,,665,,974,,,-,1,,5,,,-,14,,"MINNESOTA
(46.35564867700049, -94.79419697699967)",
OHIO,2014,14,8,,9,,25,,89,,124,,94,,311,,391,,3556,,4586,,,-,3,,9,,41,,42,,"OHIO
(40.06021029700048, -82.40425685299965)",
MARYLAND,2014,14,4,,4,,9,,60,,58,,72,,113,,176,,1154,,1328,,2,,2,,5,,19,,31,,"MARYLAND
(39.2905806980005, -76.60925970899967)",
OREGON,2014,14,2,,7,,17,,68,,77,,32,,34,,59,,544,,427,,2,,1,,5,,27,,32,,"OREGON
(44.567446178000466, -120.15502977999972)",
WISCONSIN,2014,14,2,,7,,15,,77,,97,,60,,77,,122,,1092,,1206,,,-,1,,5,,12,,23,,"WISCONSIN
(44.3931903350005, -89.81636715299965)",
MISSISSIPPI,2014,14,,N,0,,0,,,N,,N,,-,99,,277,,1387,,1546,,,-,0,,2,,9,,10,,"MISSISSIPPI
(32.74551123200047, -89.53802764499966)",
MICHIGAN,2014,14,4,,10,,27,,101,,98,,77,,191,,267,,2201,,3031,,,-,2,,5,,23,,25,,"MICHIGAN
(44.66131575600048, -84.71438724399968)",
C.N.M.I.,2014,14,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
(39.52368635500045, -99.11415045099966)",
WYOMING,2014,14,,-,0,,6,,2,,13,,,-,1,,5,,17,,8,,,-,0,,1,,,-,1,,"WYOMING
(43.23554147100049, -108.10982744299969)",
NEW YORK CITY,2014,14,13,,14,,24,,195,,176,,101,,250,,313,,3272,,3675,,4,,2,,7,,29,,37,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
UNITED STATES,2014,15,91,,244,,454,,2781,,3596,,2398,,6299,,7006,,80272,,93407,,17,,63,,93,,911,,1219,,,
NEW ENGLAND,2014,15,2,,24,,56,,287,,281,,22,,131,,192,,1651,,1740,,,-,4,,11,,46,,72,,,
CONNECTICUT,2014,15,,-,5,,11,,30,,48,,,-,50,,114,,622,,700,,,-,1,,5,,3,,16,,"CONNECTICUT
",
MAINE,2014,15,2,,4,,12,,52,,32,,,-,5,,10,,69,,77,,,-,0,,2,,5,,9,,"MAINE
",
MASSACHUSETTS,2014,15,,-,13,,26,,156,,156,,,-,62,,100,,787,,800,,,-,2,,7,,27,,35,,"MASSACHUSETTS
",
NEW HAMPSHIRE,2014,15,,-,1,,7,,13,,15,,6,,2,,8,,43,,38,,,-,0,,3,,6,,7,,"NEW HAMPSHIRE
",
RHODE ISLAND,2014,15,,-,0,,7,,14,,10,,16,,5,,42,,120,,90,,,-,0,,9,,2,,,-,"RHODE ISLAND
",
VERMONT,2014,15,,-,3,,14,,22,,20,,,-,1,,6,,10,,35,,,-,0,,2,,3,,5,,"VERMONT
",
MID. ATLANTIC,2014,15,17,,50,,90,,612,,630,,278,,765,,917,,9936,,11398,,3,,11,,25,,141,,193,,,
NEW JERSEY,2014,15,,-,5,,12,,22,,89,,39,,133,,167,,1689,,1946,,,-,2,,7,,31,,37,,"NEW JERSEY
",
NEW YORK,2014,15,17,,18,,60,,233,,190,,127,,119,,339,,1561,,1736,,3,,3,,19,,38,,36,,"NEW YORK
",
NEW YORK CITY,2014,15,,-,14,,24,,195,,186,,,-,248,,313,,3272,,3963,,,-,2,,7,,29,,41,,"NEW YORK CITY
",
PENNSYLVANIA,2014,15,,-,14,,28,,162,,165,,112,,266,,326,,3414,,3753,,,-,4,,9,,43,,79,,"PENNSYLVANIA
",
E.N. CENTRAL,2014,15,8,,36,,66,,308,,478,,159,,1038,,1200,,11122,,16302,,2,,11,,19,,126,,184,,,
ILLINOIS,2014,15,,-,6,,23,,12,,77,,9,,302,,406,,2041,,4867,,,-,3,,6,,28,,51,,"ILLINOIS
",
INDIANA,2014,15,,-,3,,11,,21,,48,,42,,143,,205,,1889,,2043,,,-,2,,6,,20,,36,,"INDIANA
",
MICHIGAN,2014,15,,-,10,,27,,101,,109,,,-,190,,267,,2201,,3227,,,-,2,,5,,23,,27,,"MICHIGAN
",
OHIO,2014,15,8,,9,,25,,97,,141,,108,,311,,391,,3899,,4871,,2,,3,,9,,43,,45,,"OHIO
",
WISCONSIN,2014,15,,-,7,,15,,77,,103,,,-,76,,122,,1092,,1294,,,-,1,,5,,12,,25,,"WISCONSIN
",
W.N. CENTRAL,2014,15,4,,25,,65,,136,,363,,69,,338,,420,,4132,,4678,,,-,4,,12,,71,,78,,,
IOWA,2014,15,,-,4,,15,,39,,44,,,-,28,,41,,353,,427,,,-,0,,0,,,-,,-,"IOWA
",
KANSAS,2014,15,,-,2,,7,,8,,21,,,-,43,,69,,576,,511,,,-,0,,3,,8,,17,,"KANSAS
",
MINNESOTA,2014,15,,-,10,,24,,,-,145,,,-,73,,107,,727,,1053,,,-,1,,6,,27,,17,,"MINNESOTA
",
MISSOURI,2014,15,4,,4,,15,,34,,79,,50,,150,,180,,1856,,1995,,,-,2,,6,,29,,32,,"MISSOURI
",
NEBRASKA,2014,15,,-,3,,9,,31,,44,,19,,24,,48,,332,,377,,,-,0,,3,,4,,8,,"NEBRASKA
",
NORTH DAKOTA,2014,15,,-,0,,3,,4,,9,,,-,9,,20,,131,,121,,,-,0,,2,,3,,3,,"NORTH DAKOTA
",
SOUTH DAKOTA,2014,15,,-,2,,9,,20,,21,,,-,15,,27,,157,,194,,,-,0,,1,,,-,1,,"SOUTH DAKOTA
",
S. ATLANTIC,2014,15,17,,44,,102,,563,,655,,750,,1397,,1758,,19001,,20927,,5,,17,,30,,264,,350,,,
DELAWARE,2014,15,,-,0,,3,,3,,3,,16,,25,,65,,348,,349,,,-,0,,2,,6,,5,,"DELAWARE
",
DIST. OF COL.,2014,15,,-,1,,4,,1,,22,,,-,42,,83,,,-,699,,,-,0,,1,,1,,7,,"DIST. OF COL.
",
FLORIDA,2014,15,,-,20,,36,,259,,299,,,-,400,,493,,5440,,5863,,,-,5,,13,,105,,86,,"FLORIDA
",
GEORGIA,2014,15,12,,10,,45,,153,,178,,230,,263,,595,,3213,,4233,,,-,2,,8,,36,,70,,"GEORGIA
",
MARYLAND,2014,15,2,,4,,9,,63,,64,,,-,112,,176,,1154,,1427,,2,,2,,5,,21,,32,,"MARYLAND
",
NORTH CAROLINA,2014,15,,N,0,,0,,,N,,N,386,,271,,508,,4544,,4006,,2,,2,,8,,47,,55,,"NORTH CAROLINA
",
SOUTH CAROLINA,2014,15,,-,2,,7,,30,,27,,118,,142,,279,,2150,,2089,,1,,2,,7,,22,,54,,"SOUTH CAROLINA
",
VIRGINIA,2014,15,3,,5,,12,,48,,52,,,-,125,,347,,1944,,2010,,,-,2,,7,,20,,27,,"VIRGINIA
",
WEST VIRGINIA,2014,15,,-,1,,4,,6,,10,,,-,19,,34,,208,,251,,,-,0,,2,,6,,14,,"WEST VIRGINIA
",
E.S. CENTRAL,2014,15,,-,3,,8,,42,,48,,124,,448,,595,,6144,,7581,,2,,4,,12,,75,,100,,,
ALABAMA,2014,15,,-,3,,8,,42,,48,,,-,148,,257,,1798,,2328,,2,,1,,4,,26,,36,,"ALABAMA
",
KENTUCKY,2014,15,,N,0,,0,,,N,,N,,-,82,,126,,1094,,1245,,,-,1,,4,,11,,14,,"KENTUCKY
",
MISSISSIPPI,2014,15,,N,0,,0,,,N,,N,61,,99,,277,,1534,,1715,,,-,0,,2,,10,,11,,"MISSISSIPPI
",
TENNESSEE,2014,15,,N,0,,0,,,N,,N,63,,139,,210,,1718,,2293,,,-,2,,6,,28,,39,,"TENNESSEE
",
W.S. CENTRAL,2014,15,2,,6,,15,,59,,75,,599,,964,,1156,,11494,,14747,,,-,4,,11,,54,,54,,,
ARKANSAS,2014,15,2,,2,,8,,24,,18,,121,,73,,108,,1221,,1183,,,-,1,,3,,16,,5,,"ARKANSAS
",
LOUISIANA,2014,15,,-,4,,11,,35,,57,,12,,151,,344,,973,,1904,,,-,1,,6,,14,,13,,"LOUISIANA
",
OKLAHOMA,2014,15,,-,0,,0,,,-,,-,,-,79,,177,,499,,1672,,,-,2,,9,,21,,35,,"OKLAHOMA
",
TEXAS,2014,15,,N,0,,0,,,N,,N,466,,650,,803,,8801,,9988,,,-,0,,1,,3,,1,,"TEXAS
",
MOUNTAIN,2014,15,4,,19,,41,,193,,259,,23,,288,,403,,4128,,3582,,3,,6,,12,,76,,126,,,
ARIZONA,2014,15,1,,2,,7,,14,,22,,,-,112,,212,,2005,,1303,,,-,1,,5,,18,,49,,"ARIZONA
",
COLORADO,2014,15,,-,6,,22,,65,,76,,,-,54,,89,,771,,853,,,-,1,,6,,15,,34,,"COLORADO
",
IDAHO,2014,15,2,,2,,9,,23,,31,,,-,4,,15,,52,,30,,3,,0,,2,,7,,6,,"IDAHO
",
MONTANA,2014,15,,-,2,,6,,12,,14,,5,,5,,11,,90,,49,,,-,0,,1,,3,,1,,"MONTANA
",
NEVADA,2014,15,1,,1,,6,,10,,24,,3,,48,,85,,477,,694,,,-,0,,1,,4,,5,,"NEVADA
",
NEW MEXICO,2014,15,,-,2,,6,,18,,31,,,-,37,,79,,409,,469,,,-,1,,3,,16,,20,,"NEW MEXICO
",
UTAH,2014,15,,-,4,,9,,49,,47,,15,,21,,31,,307,,173,,,-,1,,2,,13,,10,,"UTAH
",
WYOMING,2014,15,,-,0,,6,,2,,14,,,-,1,,5,,17,,11,,,-,0,,1,,,-,1,,"WYOMING
",
PACIFIC,2014,15,37,,52,,124,,581,,807,,374,,902,,1133,,12664,,12452,,2,,3,,7,,58,,62,,,
CALIFORNIA,2014,15,33,,31,,102,,441,,596,,332,,751,,953,,10584,,10268,,1,,1,,2,,13,,15,,"CALIFORNIA
",
HAWAII,2014,15,,-,0,,4,,3,,19,,,-,13,,22,,161,,244,,,-,0,,2,,8,,9,,"HAWAII
",
OREGON,2014,15,2,,7,,17,,73,,85,,33,,34,,59,,585,,460,,1,,1,,5,,30,,33,,"OREGON
",
WASHINGTON,2014,15,,-,9,,80,,47,,94,,,-,80,,121,,981,,1212,,,-,0,,2,,2,,2,,"WASHINGTON
",
AMER. SAMOA,2014,15,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2014,15,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
GUAM,2014,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
",
PUERTO RICO,2014,15,,-,0,,4,,3,,12,,,-,6,,21,,91,,95,,,-,0,,0,,,-,,-,"PUERTO RICO
",
VIRGIN ISL.,2014,15,,-,0,,0,,,-,,-,,-,1,,5,,11,,16,,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
