Reporting Area,MMWR Year,MMWR Week,"Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Current week","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Current week, flag","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Cum 2014","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Cum 2014, flag","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Cum 2013","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Cum 2013, flag","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Current week","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Current week, flag","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Cum 2014","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Cum 2014, flag","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Cum 2013","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Cum 2013, flag","Ehrlichiosis/Anaplasmosis†, Undetermined, Current week","Ehrlichiosis/Anaplasmosis†, Undetermined, Current week, flag","Ehrlichiosis/Anaplasmosis†, Undetermined, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis†, Undetermined, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis†, Undetermined, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis†, Undetermined, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis†, Undetermined, Cum 2014","Ehrlichiosis/Anaplasmosis†, Undetermined, Cum 2014, flag","Ehrlichiosis/Anaplasmosis†, Undetermined, Cum 2013","Ehrlichiosis/Anaplasmosis†, Undetermined, Cum 2013, flag",Location 1,Location 2
VIRGIN ISL.,2014,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
ILLINOIS,2014,42,,-,0,,5,,45,,43,,,-,0,,2,,13,,8,,,-,0,,1,,1,,,-,"ILLINOIS
(40.48501433000047, -88.99770813999965)",
OHIO,2014,42,,-,0,,1,,4,,9,,,-,0,,1,,1,,4,,,-,0,,1,,1,,2,,"OHIO
(40.06021184000048, -82.40425685299965)",
ALASKA,2014,42,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.84507631500048, -147.72205669099972)",
WISCONSIN,2014,42,,-,0,,2,,4,,29,,,-,4,,43,,357,,631,,,-,0,,4,,29,,42,,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
PUERTO RICO,2014,42,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
MISSISSIPPI,2014,42,,-,0,,1,,3,,3,,,-,0,,0,,,-,1,,,-,0,,0,,,-,1,,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
WEST VIRGINIA,2014,42,,-,0,,1,,3,,3,,,-,0,,0,,,-,3,,,-,0,,0,,,-,2,,"WEST VIRGINIA
(38.66551303900047, -80.71263935099967)",
GEORGIA,2014,42,,-,0,,5,,24,,19,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GEORGIA
(32.83968158500045, -83.62757601199968)",
COLORADO,2014,42,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"COLORADO
(38.84384201300048, -106.13360888799969)",
SOUTH DAKOTA,2014,42,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35313049600046, -100.37352811899967)",
ARIZONA,2014,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,2,,"ARIZONA
(34.865970167000455, -111.76380949799972)",
MICHIGAN,2014,42,,-,0,,1,,3,,1,,,-,0,,1,,4,,4,,,-,0,,0,,,-,1,,"MICHIGAN
(44.66132176400049, -84.71438724399968)",
VIRGINIA,2014,42,,-,1,,9,,89,,99,,,-,0,,2,,10,,21,,,-,0,,1,,1,,1,,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
CONNECTICUT,2014,42,,-,0,,0,,,-,,-,,-,0,,7,,42,,118,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
NEW YORK,2014,42,1,,1,,17,,95,,45,,3,,7,,36,,320,,355,,,-,0,,3,,7,,10,,"NEW YORK
(42.82700178100049, -75.54396639699968)",
CALIFORNIA,2014,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,3,,9,,"CALIFORNIA
(37.63864203100047, -120.99999889499969)",
WYOMING,2014,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.235543013000495, -108.10982744299969)",
NEW YORK CITY,2014,42,,-,0,,3,,14,,14,,,-,0,,5,,36,,20,,,-,0,,0,,,-,,-,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
KANSAS,2014,42,,-,0,,5,,37,,83,,,-,0,,1,,4,,7,,,-,0,,1,,3,,,-,"KANSAS
(38.3477418760005, -98.20077655499966)",
ALABAMA,2014,42,,-,0,,2,,9,,11,,,-,0,,1,,4,,3,,,-,0,,1,,1,,,-,"ALABAMA
(32.84057034900047, -86.63185803899967)",
NEW MEXICO,2014,42,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.520884020000494, -106.24057768899968)",
OKLAHOMA,2014,42,,-,0,,62,,42,,44,,,-,0,,8,,3,,2,,,-,0,,0,,,-,,-,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
VERMONT,2014,42,,-,0,,1,,1,,6,,,-,1,,4,,39,,29,,,-,0,,1,,,-,1,,"VERMONT
(43.62538000100045, -72.51763944499965)",
NEBRASKA,2014,42,,-,0,,2,,7,,6,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"NEBRASKA
(41.641041981000456, -99.36571864599966)",
ARKANSAS,2014,42,,-,1,,18,,171,,157,,,-,0,,3,,13,,7,,,-,0,,0,,,-,,-,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
RHODE ISLAND,2014,42,,-,0,,9,,13,,29,,,-,0,,11,,59,,55,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.708284362000484, -71.52246918099962)",
NEW JERSEY,2014,42,,-,0,,6,,41,,48,,,-,0,,6,,46,,76,,,-,0,,2,,2,,2,,"NEW JERSEY
(40.13057159500045, -74.27368565099965)",
MAINE,2014,42,,-,0,,1,,8,,2,,1,,2,,13,,138,,64,,,-,0,,2,,4,,2,,"MAINE
(45.2542257390005, -68.98502952999962)",
NEW HAMPSHIRE,2014,42,,-,0,,1,,1,,7,,,-,0,,7,,53,,71,,,-,0,,1,,,-,,-,"NEW HAMPSHIRE
(43.65595081000049, -71.50035726399966)",
MASSACHUSETTS,2014,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
LOUISIANA,2014,42,,-,0,,1,,3,,1,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
TEXAS,2014,42,,-,0,,2,,10,,6,,,-,0,,1,,3,,,-,,-,0,,0,,,-,,-,"TEXAS
(31.827240712000446, -99.4267664729997)",
DELAWARE,2014,42,,-,0,,5,,20,,13,,,-,0,,1,,2,,,-,,-,0,,0,,,-,1,,"DELAWARE
(39.00883059000046, -75.57773943699965)",
TENNESSEE,2014,42,,-,0,,8,,80,,83,,,-,0,,1,,2,,5,,,-,0,,2,,10,,4,,"TENNESSEE
(35.68094014000047, -85.77448642199965)",
WASHINGTON,2014,42,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.5222894470005, -120.47002746299972)",
UTAH,2014,42,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.36070082200047, -111.5871285339997)",
MISSOURI,2014,42,2,,2,,30,,291,,347,,,-,0,,3,,18,,12,,,-,0,,3,,18,,11,,"MISSOURI
(38.63579079900046, -92.56629737199967)",
PENNSYLVANIA,2014,42,,-,0,,1,,2,,8,,,-,0,,5,,,-,21,,,-,0,,2,,,-,13,,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
SOUTH CAROLINA,2014,42,,-,0,,2,,8,,7,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
IDAHO,2014,42,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.68263160000049, -114.3637261449997)",
NORTH DAKOTA,2014,42,,-,0,,1,,1,,,-,,-,0,,1,,5,,7,,,-,0,,0,,,-,3,,"NORTH DAKOTA
(47.47531892900048, -100.11842599699969)",
FLORIDA,2014,42,,-,0,,3,,26,,20,,,-,0,,2,,7,,2,,,-,0,,0,,,-,,-,"FLORIDA
(28.93204444200046, -81.92895558499964)",
HAWAII,2014,42,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.304853205000427, -157.85774691599974)",
GUAM,2014,42,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"GUAM
(13.480998894000436, 144.73149801400064)",
MARYLAND,2014,42,,-,0,,5,,35,,29,,,-,0,,2,,7,,4,,,-,0,,0,,,-,1,,"MARYLAND
(39.29058224000045, -76.60925970899967)",
OREGON,2014,42,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.56745218600048, -120.15502977999972)",
IOWA,2014,42,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.469401477000474, -93.81648936699969)",
MONTANA,2014,42,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.06652759400049, -109.42441687999968)",
MINNESOTA,2014,42,,-,0,,0,,,-,7,,,-,0,,15,,,-,595,,,-,0,,2,,,-,37,,"MINNESOTA
(46.35564575300049, -94.79419697699967)",
NEVADA,2014,42,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.493242807000456, -117.07183978499972)",
NORTH CAROLINA,2014,42,,-,0,,13,,39,,62,,,-,0,,2,,4,,10,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.46622096200048, -79.15924924699965)",
INDIANA,2014,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,5,,37,,47,,"INDIANA
(39.76691072200049, -86.14995579899966)",
KENTUCKY,2014,42,,-,0,,6,,59,,60,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.645970985000474, -84.77496612599964)",
UNITED STATES,2014,43,6,,14,,100,,1213,,1317,,16,,23,,99,,1227,,2182,,1,,1,,11,,118,,199,,,
NEW ENGLAND,2014,43,,-,0,,9,,26,,47,,5,,5,,31,,353,,342,,,-,0,,2,,4,,4,,,
MID. ATLANTIC,2014,43,3,,2,,18,,155,,118,,7,,8,,42,,409,,481,,,-,0,,3,,9,,28,,,
E.N. CENTRAL,2014,43,,-,1,,5,,56,,82,,,-,4,,45,,376,,660,,1,,0,,7,,69,,93,,,
W.N. CENTRAL,2014,43,,-,2,,35,,341,,444,,,-,0,,16,,28,,639,,,-,0,,3,,21,,52,,,
S. ATLANTIC,2014,43,3,,3,,24,,252,,257,,4,,0,,3,,34,,41,,,-,0,,1,,1,,6,,,
DIST. OF COL.,2014,43,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"DIST. OF COL.
",
E.S. CENTRAL,2014,43,,-,1,,13,,152,,158,,,-,0,,1,,8,,9,,,-,0,,2,,11,,5,,,
W.S. CENTRAL,2014,43,,-,3,,63,,231,,209,,,-,0,,8,,19,,10,,,-,0,,0,,,-,,-,,
MOUNTAIN,2014,43,,-,0,,0,,,-,2,,,-,0,,1,,,-,,-,,-,0,,0,,,-,2,,,
PACIFIC,2014,43,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,0,,1,,3,,9,,,
AMER. SAMOA,2014,43,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2014,43,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2014,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
SOUTH DAKOTA,2014,43,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35313049600046, -100.37352811899967)",
NEW MEXICO,2014,43,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.520884020000494, -106.24057768899968)",
NEVADA,2014,43,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.493242807000456, -117.07183978499972)",
MARYLAND,2014,43,1,,0,,5,,40,,29,,1,,0,,2,,8,,4,,,-,0,,0,,,-,1,,"MARYLAND
(39.29058224000045, -76.60925970899967)",
RHODE ISLAND,2014,43,,-,0,,9,,14,,32,,,-,0,,11,,61,,55,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.708284362000484, -71.52246918099962)",
WISCONSIN,2014,43,,-,0,,2,,4,,29,,,-,4,,43,,358,,644,,,-,0,,4,,29,,42,,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
NEW YORK,2014,43,1,,1,,17,,96,,47,,6,,7,,36,,326,,362,,,-,0,,3,,7,,11,,"NEW YORK
(42.82700178100049, -75.54396639699968)",
ARKANSAS,2014,43,,-,1,,18,,176,,157,,,-,0,,3,,13,,7,,,-,0,,0,,,-,,-,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
LOUISIANA,2014,43,,-,0,,1,,3,,2,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
MONTANA,2014,43,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.06652759400049, -109.42441687999968)",
ARIZONA,2014,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,2,,"ARIZONA
(34.865970167000455, -111.76380949799972)",
OHIO,2014,43,,-,0,,1,,4,,9,,,-,0,,1,,1,,4,,,-,0,,1,,1,,2,,"OHIO
(40.06021184000048, -82.40425685299965)",
VIRGINIA,2014,43,1,,1,,9,,91,,100,,2,,0,,2,,12,,21,,,-,0,,1,,1,,2,,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
FLORIDA,2014,43,1,,0,,3,,27,,20,,,-,0,,2,,7,,2,,,-,0,,0,,,-,,-,"FLORIDA
(28.93204444200046, -81.92895558499964)",
NEW JERSEY,2014,43,,-,0,,6,,41,,48,,,-,0,,6,,46,,76,,,-,0,,2,,2,,2,,"NEW JERSEY
(40.13057159500045, -74.27368565099965)",
MICHIGAN,2014,43,,-,0,,1,,3,,1,,,-,0,,1,,4,,4,,,-,0,,0,,,-,1,,"MICHIGAN
(44.66132176400049, -84.71438724399968)",
COLORADO,2014,43,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"COLORADO
(38.84384201300048, -106.13360888799969)",
SOUTH CAROLINA,2014,43,,-,0,,2,,8,,7,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
NEBRASKA,2014,43,,-,0,,2,,7,,6,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"NEBRASKA
(41.641041981000456, -99.36571864599966)",
NEW YORK CITY,2014,43,2,,0,,3,,16,,14,,1,,0,,5,,37,,20,,,-,0,,0,,,-,,-,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
IDAHO,2014,43,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.68263160000049, -114.3637261449997)",
INDIANA,2014,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,0,,5,,38,,48,,"INDIANA
(39.76691072200049, -86.14995579899966)",
MISSOURI,2014,43,,-,2,,30,,296,,347,,,-,0,,3,,18,,12,,,-,0,,3,,18,,11,,"MISSOURI
(38.63579079900046, -92.56629737199967)",
ALASKA,2014,43,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.84507631500048, -147.72205669099972)",
OKLAHOMA,2014,43,,-,0,,62,,42,,44,,,-,0,,8,,3,,2,,,-,0,,0,,,-,,-,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
TENNESSEE,2014,43,,-,0,,8,,80,,83,,,-,0,,1,,3,,5,,,-,0,,2,,10,,4,,"TENNESSEE
(35.68094014000047, -85.77448642199965)",
GUAM,2014,43,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"GUAM
(13.480998894000436, 144.73149801400064)",
MISSISSIPPI,2014,43,,-,0,,1,,4,,3,,,-,0,,0,,,-,1,,,-,0,,0,,,-,1,,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
CONNECTICUT,2014,43,,-,0,,0,,,-,,-,,-,0,,7,,43,,118,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
NEW HAMPSHIRE,2014,43,,-,0,,1,,3,,7,,,-,1,,8,,66,,74,,,-,0,,1,,,-,1,,"NEW HAMPSHIRE
(43.65595081000049, -71.50035726399966)",
WEST VIRGINIA,2014,43,,-,0,,1,,3,,3,,1,,0,,0,,1,,3,,,-,0,,0,,,-,2,,"WEST VIRGINIA
(38.66551303900047, -80.71263935099967)",
OREGON,2014,43,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.56745218600048, -120.15502977999972)",
IOWA,2014,43,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.469401477000474, -93.81648936699969)",
WYOMING,2014,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.235543013000495, -108.10982744299969)",
MAINE,2014,43,,-,0,,1,,8,,2,,4,,2,,13,,142,,65,,,-,0,,2,,4,,2,,"MAINE
(45.2542257390005, -68.98502952999962)",
TEXAS,2014,43,,-,0,,2,,10,,6,,,-,0,,1,,3,,,-,,-,0,,0,,,-,,-,"TEXAS
(31.827240712000446, -99.4267664729997)",
UTAH,2014,43,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.36070082200047, -111.5871285339997)",
NORTH CAROLINA,2014,43,,-,0,,13,,39,,65,,,-,0,,2,,4,,11,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.46622096200048, -79.15924924699965)",
MASSACHUSETTS,2014,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
WASHINGTON,2014,43,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.5222894470005, -120.47002746299972)",
ALABAMA,2014,43,,-,0,,2,,9,,11,,,-,0,,1,,5,,3,,,-,0,,1,,1,,,-,"ALABAMA
(32.84057034900047, -86.63185803899967)",
ILLINOIS,2014,43,,-,0,,5,,45,,43,,,-,0,,2,,13,,8,,,-,0,,1,,1,,,-,"ILLINOIS
(40.48501433000047, -88.99770813999965)",
HAWAII,2014,43,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.304853205000427, -157.85774691599974)",
CALIFORNIA,2014,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,3,,9,,"CALIFORNIA
(37.63864203100047, -120.99999889499969)",
VERMONT,2014,43,,-,0,,1,,1,,6,,1,,1,,4,,41,,30,,,-,0,,1,,,-,1,,"VERMONT
(43.62538000100045, -72.51763944499965)",
DELAWARE,2014,43,,-,0,,5,,20,,14,,,-,0,,1,,2,,,-,,-,0,,0,,,-,1,,"DELAWARE
(39.00883059000046, -75.57773943699965)",
PUERTO RICO,2014,43,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
PENNSYLVANIA,2014,43,,-,0,,1,,2,,9,,,-,0,,5,,,-,23,,,-,0,,2,,,-,15,,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
KANSAS,2014,43,,-,0,,5,,37,,83,,,-,0,,1,,4,,7,,,-,0,,1,,3,,,-,"KANSAS
(38.3477418760005, -98.20077655499966)",
NORTH DAKOTA,2014,43,,-,0,,1,,1,,,-,,-,0,,1,,5,,8,,,-,0,,0,,,-,3,,"NORTH DAKOTA
(47.47531892900048, -100.11842599699969)",
KENTUCKY,2014,43,,-,0,,6,,59,,61,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.645970985000474, -84.77496612599964)",
MINNESOTA,2014,43,,-,0,,0,,,-,7,,,-,0,,15,,,-,610,,,-,0,,2,,,-,38,,"MINNESOTA
(46.35564575300049, -94.79419697699967)",
GEORGIA,2014,43,,-,0,,5,,24,,19,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GEORGIA
(32.83968158500045, -83.62757601199968)",
UNITED STATES,2014,44,4,,15,,100,,1232,,1336,,11,,22,,100,,1257,,2229,,,-,1,,11,,123,,199,,,
NEW ENGLAND,2014,44,,-,0,,9,,26,,48,,5,,5,,31,,359,,359,,,-,0,,2,,4,,4,,,
MID. ATLANTIC,2014,44,1,,2,,19,,160,,124,,6,,8,,42,,418,,492,,,-,0,,3,,9,,28,,,
E.N. CENTRAL,2014,44,,-,1,,5,,57,,83,,,-,4,,46,,387,,673,,,-,0,,7,,70,,93,,,
W.N. CENTRAL,2014,44,1,,3,,34,,345,,446,,,-,1,,6,,31,,644,,,-,0,,3,,25,,52,,,
S. ATLANTIC,2014,44,2,,3,,24,,256,,260,,,-,0,,4,,34,,42,,,-,0,,1,,1,,6,,,
DIST. OF COL.,2014,44,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"DIST. OF COL.
",
E.S. CENTRAL,2014,44,,-,1,,13,,155,,160,,,-,0,,2,,9,,9,,,-,0,,2,,11,,5,,,
W.S. CENTRAL,2014,44,,-,3,,63,,233,,213,,,-,0,,8,,19,,10,,,-,0,,0,,,-,,-,,
MOUNTAIN,2014,44,,-,0,,0,,,-,2,,,-,0,,1,,,-,,-,,-,0,,0,,,-,2,,,
PACIFIC,2014,44,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,0,,1,,3,,9,,,
AMER. SAMOA,2014,44,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2014,44,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2014,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
SOUTH CAROLINA,2014,44,,-,0,,2,,8,,7,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
MAINE,2014,44,,-,0,,1,,8,,3,,3,,2,,13,,145,,72,,,-,0,,2,,4,,2,,"MAINE
(45.2542257390005, -68.98502952999962)",
PUERTO RICO,2014,44,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
DELAWARE,2014,44,1,,0,,5,,21,,14,,,-,0,,1,,2,,,-,,-,0,,0,,,-,1,,"DELAWARE
(39.00883059000046, -75.57773943699965)",
UTAH,2014,44,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.36070082200047, -111.5871285339997)",
MINNESOTA,2014,44,,-,0,,0,,,-,7,,,-,0,,6,,,-,615,,,-,0,,2,,,-,38,,"MINNESOTA
(46.35564575300049, -94.79419697699967)",
MISSOURI,2014,44,1,,2,,29,,298,,348,,,-,0,,3,,21,,12,,,-,0,,3,,22,,11,,"MISSOURI
(38.63579079900046, -92.56629737199967)",
NEW JERSEY,2014,44,,-,0,,7,,45,,48,,,-,0,,6,,49,,77,,,-,0,,2,,2,,2,,"NEW JERSEY
(40.13057159500045, -74.27368565099965)",
MISSISSIPPI,2014,44,,-,0,,1,,4,,3,,,-,0,,0,,,-,1,,,-,0,,0,,,-,1,,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
WASHINGTON,2014,44,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.5222894470005, -120.47002746299972)",
NEW HAMPSHIRE,2014,44,,-,0,,1,,3,,7,,,-,0,,8,,66,,78,,,-,0,,1,,,-,1,,"NEW HAMPSHIRE
(43.65595081000049, -71.50035726399966)",
CONNECTICUT,2014,44,,-,0,,0,,,-,,-,,-,0,,7,,43,,121,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
VIRGINIA,2014,44,,-,1,,9,,91,,100,,,-,0,,2,,12,,22,,,-,0,,1,,1,,2,,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
GUAM,2014,44,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"GUAM
(13.480998894000436, 144.73149801400064)",
OHIO,2014,44,,-,0,,1,,4,,9,,,-,0,,1,,1,,4,,,-,0,,1,,1,,2,,"OHIO
(40.06021184000048, -82.40425685299965)",
ALASKA,2014,44,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.84507631500048, -147.72205669099972)",
INDIANA,2014,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,5,,38,,48,,"INDIANA
(39.76691072200049, -86.14995579899966)",
GEORGIA,2014,44,,-,0,,5,,24,,19,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GEORGIA
(32.83968158500045, -83.62757601199968)",
