Reporting Area,MMWR Year,MMWR Week,"Tetanus, Current week","Tetanus, Current week, flag","Tetanus, Previous 52 weeks Med","Tetanus, Previous 52 weeks Med, flag","Tetanus, Previous 52 weeks Max","Tetanus, Previous 52 weeks Max, flag","Tetanus, Cum 2016","Tetanus, Cum 2016, flag","Tetanus, Cum 2015","Tetanus, Cum 2015, flag","Varicella (chickenpox), Current week","Varicella (chickenpox), Current week, flag","Varicella (chickenpox), Previous 52 weeks Med","Varicella (chickenpox), Previous 52 weeks Med, flag","Varicella (chickenpox), Previous 52 weeks Max","Varicella (chickenpox), Previous 52 weeks Max, flag","Varicella (chickenpox), Cum 2016","Varicella (chickenpox), Cum 2016, flag","Varicella (chickenpox), Cum 2015","Varicella (chickenpox), Cum 2015, flag","Vibriosis§, Current week","Vibriosis§, Current week, flag","Vibriosis§, Previous 52 weeks Med","Vibriosis§, Previous 52 weeks Med, flag","Vibriosis§, Previous 52 weeks Max","Vibriosis§, Previous 52 weeks Max, flag","Vibriosis§, Cum 2016","Vibriosis§, Cum 2016, flag","Vibriosis§, Cum 2015","Vibriosis§, Cum 2015, flag",Location 1,Location 2
PACIFIC,2016,12,,-,0,,1,,,-,,-,,-,3,,9,,14,,48,,,-,5,,30,,15,,51,,,
AMER. SAMOA,2016,12,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2016,12,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
LOUISIANA,2016,12,,-,0,,1,,,-,,-,,-,1,,21,,12,,16,,,-,1,,5,,4,,8,,"LOUISIANA
(31.2931, -92.463284)",
MINNESOTA,2016,12,,-,0,,0,,,-,,-,,-,6,,14,,52,,90,,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
MICHIGAN,2016,12,,-,0,,0,,,-,,-,6,,10,,36,,164,,112,,,-,0,,3,,1,,1,,"MICHIGAN
(44.66399, -84.711206)",
TENNESSEE,2016,12,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,2,,3,,1,,"TENNESSEE
(35.681402, -85.774444)",
NEW YORK,2016,12,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
ARIZONA,2016,12,,-,0,,1,,1,,,-,4,,5,,18,,73,,71,,,-,0,,6,,,-,3,,"ARIZONA
(34.869712, -111.760902)",
GEORGIA,2016,12,,-,0,,0,,,-,,-,1,,0,,7,,16,,16,,,-,0,,3,,3,,4,,"GEORGIA
(32.836038, -83.631709)",
HAWAII,2016,12,,-,0,,0,,,-,,-,,-,1,,5,,8,,21,,,-,0,,5,,3,,5,,"HAWAII
(21.30992, -157.858158)",
NEVADA,2016,12,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,"NEVADA
(39.491833, -117.070159)",
GUAM,2016,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
ALABAMA,2016,12,,-,0,,1,,,-,,-,1,,3,,11,,25,,53,,,-,0,,4,,3,,1,,"ALABAMA
(32.839182, -86.631125)",
CONNECTICUT,2016,12,,-,0,,0,,,-,,-,,-,3,,10,,34,,44,,,-,0,,7,,,-,3,,"CONNECTICUT
(41.544654, -72.651713)",
MARYLAND,2016,12,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,6,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
UTAH,2016,12,,-,0,,0,,,-,,-,,-,3,,14,,51,,62,,,-,0,,3,,1,,,-,"UTAH
(39.359772, -111.584173)",
MAINE,2016,12,,-,0,,0,,,-,,-,5,,4,,9,,41,,60,,,-,0,,3,,,-,,-,"MAINE
(45.252223, -68.986647)",
PENNSYLVANIA,2016,12,,-,0,,1,,,-,,-,8,,13,,28,,126,,168,,,-,0,,2,,,-,1,,"PENNSYLVANIA
(40.789676, -77.858055)",
MONTANA,2016,12,,-,0,,0,,,-,,-,1,,0,,13,,21,,52,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
VIRGINIA,2016,12,,-,0,,0,,,-,,-,,-,6,,13,,45,,93,,1,,0,,3,,1,,2,,"VIRGINIA
(37.542699, -78.45822)",
NEW MEXICO,2016,12,,-,0,,1,,,-,,-,2,,1,,5,,12,,10,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
RHODE ISLAND,2016,12,,-,0,,0,,,-,,-,,-,0,,5,,6,,17,,,-,0,,2,,1,,,-,"RHODE ISLAND
(41.707447, -71.522488)",
MISSISSIPPI,2016,12,,-,0,,0,,,-,,-,,-,0,,2,,2,,7,,,-,0,,2,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
NEW HAMPSHIRE,2016,12,,-,0,,1,,,-,,-,,-,1,,7,,1,,21,,,-,0,,2,,1,,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
OHIO,2016,12,,-,0,,1,,,-,,-,12,,8,,21,,121,,112,,,-,0,,2,,,-,1,,"OHIO
(40.056807, -82.405897)",
COLORADO,2016,12,,-,0,,1,,,-,1,,10,,5,,12,,20,,78,,,-,0,,1,,,-,1,,"COLORADO
(38.841772, -106.132562)",
VERMONT,2016,12,,-,0,,0,,,-,,-,1,,0,,6,,20,,12,,,-,0,,1,,,-,,-,"VERMONT
(43.622479, -72.51927)",
IDAHO,2016,12,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
INDIANA,2016,12,,-,0,,0,,,-,,-,,-,3,,7,,37,,49,,,-,0,,1,,2,,1,,"INDIANA
(39.76845, -86.156212)",
IOWA,2016,12,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
CALIFORNIA,2016,12,,-,0,,1,,,-,,-,,-,1,,3,,3,,11,,,-,3,,13,,9,,41,,"CALIFORNIA
(37.640735, -121.002435)",
ALASKA,2016,12,,-,0,,0,,,-,,-,,-,1,,6,,3,,16,,,-,0,,1,,,-,,-,"ALASKA
(64.836661, -147.738891)",
ARKANSAS,2016,12,,-,0,,0,,,-,,-,,-,3,,23,,39,,35,,,-,0,,1,,,-,1,,"ARKANSAS
(34.748745, -92.275105)",
OKLAHOMA,2016,12,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
WISCONSIN,2016,12,,-,0,,1,,,-,,-,4,,6,,13,,65,,92,,,-,0,,2,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
WEST VIRGINIA,2016,12,,-,0,,0,,,-,,-,,-,2,,9,,4,,15,,,-,0,,1,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
MISSOURI,2016,12,,-,0,,0,,,-,,-,1,,2,,9,,35,,43,,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
KENTUCKY,2016,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,3,,,-,"KENTUCKY
(37.64591, -84.774043)",
TEXAS,2016,12,,-,0,,1,,1,,,-,13,,24,,72,,204,,304,,,-,1,,8,,4,,,-,"TEXAS
(31.827233, -99.423022)",
NEBRASKA,2016,12,,-,0,,0,,,-,,-,1,,0,,3,,8,,2,,,-,0,,1,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
SOUTH DAKOTA,2016,12,,-,0,,1,,,-,1,,,-,0,,3,,4,,8,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
FLORIDA,2016,12,,-,0,,1,,,-,1,,20,,13,,39,,234,,221,,3,,4,,9,,17,,19,,"FLORIDA
(28.915325, -81.922409)",
MASSACHUSETTS,2016,12,,-,0,,0,,,-,,-,,-,6,,14,,59,,93,,,-,1,,9,,5,,4,,"MASSACHUSETTS
(42.268546, -72.085064)",
NEW JERSEY,2016,12,,-,0,,0,,,-,,-,,-,5,,18,,34,,85,,,-,0,,4,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
SOUTH CAROLINA,2016,12,,-,0,,0,,,-,1,,,-,3,,13,,19,,38,,,-,0,,2,,2,,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
WYOMING,2016,12,,-,0,,0,,,-,,-,,-,0,,3,,1,,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
KANSAS,2016,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,"KANSAS
(38.345528, -98.201847)",
ILLINOIS,2016,12,,-,0,,1,,,-,,-,2,,7,,16,,93,,95,,,-,0,,3,,1,,3,,"ILLINOIS
(40.477092, -88.993221)",
PUERTO RICO,2016,12,,-,0,,0,,,-,1,,,-,1,,6,,5,,26,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
OREGON,2016,12,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,,-,0,,3,,3,,3,,"OREGON
(44.567912, -120.156945)",
DELAWARE,2016,12,,-,0,,0,,,-,,-,,-,0,,3,,3,,9,,,-,0,,2,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
NORTH CAROLINA,2016,12,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,,-,0,,6,,1,,6,,"NORTH CAROLINA
(35.47995, -79.180571)",
WASHINGTON,2016,12,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,17,,,-,2,,"WASHINGTON
(47.517368, -120.467672)",
NORTH DAKOTA,2016,12,,-,0,,0,,,-,,-,,-,0,,5,,13,,10,,,-,0,,1,,1,,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
UNITED STATES,2016,13,1,,0,,3,,4,,5,,97,,167,,237,,1843,,2374,,2,,16,,69,,74,,127,,,
NEW ENGLAND,2016,13,,-,0,,1,,,-,1,,10,,17,,33,,178,,261,,,-,1,,13,,8,,7,,,
MID. ATLANTIC,2016,13,,-,0,,1,,,-,,-,24,,20,,38,,186,,277,,,-,0,,7,,1,,2,,,
NEW YORK CITY,2016,13,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,3,,1,,1,,"NEW YORK CITY
",
E.N. CENTRAL,2016,13,,-,0,,1,,,-,,-,23,,36,,80,,513,,481,,,-,0,,6,,4,,10,,,
W.N. CENTRAL,2016,13,,-,0,,0,,,-,1,,1,,10,,19,,114,,160,,,-,0,,2,,1,,,-,,
S. ATLANTIC,2016,13,1,,0,,2,,1,,2,,7,,28,,54,,335,,418,,1,,7,,14,,25,,35,,,
DIST. OF COL.,2016,13,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,13,,-,0,,1,,,-,,-,,-,3,,11,,28,,61,,,-,1,,4,,9,,2,,,
W.S. CENTRAL,2016,13,,-,0,,2,,1,,,-,26,,31,,76,,288,,375,,1,,3,,8,,9,,10,,,
MOUNTAIN,2016,13,,-,0,,1,,1,,1,,6,,17,,34,,185,,289,,,-,1,,7,,2,,6,,,
PACIFIC,2016,13,,-,0,,1,,1,,,-,,-,3,,9,,16,,52,,,-,5,,30,,15,,55,,,
AMER. SAMOA,2016,13,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2016,13,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
CALIFORNIA,2016,13,,-,0,,1,,,-,,-,,-,1,,3,,3,,13,,,-,3,,13,,9,,44,,"CALIFORNIA
(37.640735, -121.002435)",
MASSACHUSETTS,2016,13,,-,0,,0,,,-,,-,,-,6,,14,,59,,100,,,-,1,,9,,5,,4,,"MASSACHUSETTS
(42.268546, -72.085064)",
TEXAS,2016,13,,-,0,,1,,1,,,-,25,,24,,72,,233,,320,,1,,1,,8,,5,,,-,"TEXAS
(31.827233, -99.423022)",
NEW MEXICO,2016,13,,-,0,,1,,,-,,-,,-,1,,5,,12,,10,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
PUERTO RICO,2016,13,,-,0,,0,,,-,1,,,-,1,,6,,5,,29,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
SOUTH CAROLINA,2016,13,,-,0,,0,,,-,1,,,-,3,,13,,20,,43,,,-,0,,2,,2,,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
OREGON,2016,13,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,,-,0,,3,,3,,3,,"OREGON
(44.567912, -120.156945)",
UTAH,2016,13,,-,0,,0,,,-,,-,,-,3,,14,,51,,68,,,-,0,,3,,1,,1,,"UTAH
(39.359772, -111.584173)",
GUAM,2016,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
WASHINGTON,2016,13,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,17,,,-,2,,"WASHINGTON
(47.517368, -120.467672)",
ILLINOIS,2016,13,,-,0,,1,,,-,,-,,-,7,,16,,93,,97,,,-,0,,3,,1,,4,,"ILLINOIS
(40.477092, -88.993221)",
MICHIGAN,2016,13,,-,0,,0,,,-,,-,6,,10,,36,,176,,121,,,-,0,,3,,1,,4,,"MICHIGAN
(44.66399, -84.711206)",
NEW HAMPSHIRE,2016,13,,-,0,,1,,,-,1,,,-,1,,7,,1,,26,,,-,0,,2,,1,,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
ALASKA,2016,13,,-,0,,1,,1,,,-,,-,1,,6,,5,,18,,,-,0,,1,,,-,,-,"ALASKA
(64.836661, -147.738891)",
WEST VIRGINIA,2016,13,,-,0,,0,,,-,,-,,-,2,,9,,4,,17,,,-,0,,1,,,-,1,,"WEST VIRGINIA
(38.668501, -80.709421)",
MAINE,2016,13,,-,0,,0,,,-,,-,6,,4,,9,,47,,60,,,-,0,,3,,,-,,-,"MAINE
(45.252223, -68.986647)",
WISCONSIN,2016,13,,-,0,,1,,,-,,-,4,,6,,13,,73,,96,,,-,0,,2,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
CONNECTICUT,2016,13,,-,0,,0,,,-,,-,2,,3,,10,,41,,45,,,-,0,,7,,1,,3,,"CONNECTICUT
(41.544654, -72.651713)",
NORTH DAKOTA,2016,13,,-,0,,0,,,-,,-,,-,0,,5,,13,,10,,,-,0,,1,,1,,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
DELAWARE,2016,13,,-,0,,0,,,-,,-,,-,0,,3,,3,,9,,,-,0,,2,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
MISSISSIPPI,2016,13,,-,0,,0,,,-,,-,,-,0,,2,,2,,7,,,-,0,,2,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
TENNESSEE,2016,13,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,2,,3,,1,,"TENNESSEE
(35.681402, -85.774444)",
LOUISIANA,2016,13,,-,0,,1,,,-,,-,,-,1,,21,,13,,17,,,-,1,,5,,4,,9,,"LOUISIANA
(31.2931, -92.463284)",
VERMONT,2016,13,,-,0,,0,,,-,,-,1,,0,,6,,23,,12,,,-,0,,1,,,-,,-,"VERMONT
(43.622479, -72.51927)",
RHODE ISLAND,2016,13,,-,0,,0,,,-,,-,1,,0,,5,,7,,18,,,-,0,,2,,1,,,-,"RHODE ISLAND
(41.707447, -71.522488)",
NEW YORK,2016,13,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
NEBRASKA,2016,13,,-,0,,0,,,-,,-,1,,0,,3,,9,,2,,,-,0,,1,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
NEVADA,2016,13,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,"NEVADA
(39.491833, -117.070159)",
ARKANSAS,2016,13,,-,0,,0,,,-,,-,1,,3,,23,,42,,38,,,-,0,,1,,,-,1,,"ARKANSAS
(34.748745, -92.275105)",
KANSAS,2016,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,"KANSAS
(38.345528, -98.201847)",
NORTH CAROLINA,2016,13,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,,-,0,,6,,1,,7,,"NORTH CAROLINA
(35.47995, -79.180571)",
INDIANA,2016,13,,-,0,,0,,,-,,-,,-,3,,7,,37,,49,,,-,0,,1,,2,,1,,"INDIANA
(39.76845, -86.156212)",
HAWAII,2016,13,,-,0,,0,,,-,,-,,-,1,,5,,8,,21,,,-,0,,5,,3,,6,,"HAWAII
(21.30992, -157.858158)",
PENNSYLVANIA,2016,13,,-,0,,1,,,-,,-,24,,13,,28,,152,,187,,,-,0,,2,,,-,1,,"PENNSYLVANIA
(40.789676, -77.858055)",
OHIO,2016,13,,-,0,,1,,,-,,-,13,,8,,21,,134,,118,,,-,0,,2,,,-,1,,"OHIO
(40.056807, -82.405897)",
NEW JERSEY,2016,13,,-,0,,0,,,-,,-,,-,5,,18,,34,,90,,,-,0,,4,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
ARIZONA,2016,13,,-,0,,1,,1,,,-,6,,5,,18,,80,,74,,,-,0,,6,,1,,4,,"ARIZONA
(34.869712, -111.760902)",
GEORGIA,2016,13,,-,0,,0,,,-,,-,,-,1,,7,,16,,16,,,-,0,,3,,3,,4,,"GEORGIA
(32.836038, -83.631709)",
MINNESOTA,2016,13,,-,0,,0,,,-,,-,,-,6,,14,,53,,97,,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
MONTANA,2016,13,,-,0,,0,,,-,,-,,-,0,,13,,21,,53,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
IOWA,2016,13,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
SOUTH DAKOTA,2016,13,,-,0,,0,,,-,1,,,-,0,,3,,4,,8,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
ALABAMA,2016,13,,-,0,,1,,,-,,-,,-,2,,11,,26,,54,,,-,0,,4,,3,,1,,"ALABAMA
(32.839182, -86.631125)",
OKLAHOMA,2016,13,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
WYOMING,2016,13,,-,0,,0,,,-,,-,,-,0,,3,,1,,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
MISSOURI,2016,13,,-,0,,0,,,-,,-,,-,2,,9,,35,,43,,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
KENTUCKY,2016,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,3,,,-,"KENTUCKY
(37.64591, -84.774043)",
VIRGINIA,2016,13,,-,0,,0,,,-,,-,,-,6,,13,,52,,99,,,-,0,,3,,1,,2,,"VIRGINIA
(37.542699, -78.45822)",
MARYLAND,2016,13,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,6,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
COLORADO,2016,13,,-,0,,1,,,-,1,,,-,5,,12,,20,,84,,,-,0,,1,,,-,1,,"COLORADO
(38.841772, -106.132562)",
IDAHO,2016,13,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
FLORIDA,2016,13,1,,0,,1,,1,,1,,7,,13,,39,,239,,234,,1,,4,,9,,18,,21,,"FLORIDA
(28.915325, -81.922409)",
UNITED STATES,2016,14,1,,0,,3,,5,,5,,97,,171,,242,,2058,,2558,,3,,17,,69,,81,,143,,,
NEW ENGLAND,2016,14,,-,0,,1,,,-,1,,7,,17,,33,,195,,287,,,-,1,,13,,10,,7,,,
MID. ATLANTIC,2016,14,,-,0,,1,,,-,,-,10,,20,,38,,212,,300,,,-,0,,7,,1,,2,,,
NEW YORK CITY,2016,14,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,3,,1,,1,,"NEW YORK CITY
",
E.N. CENTRAL,2016,14,1,,0,,1,,1,,,-,14,,36,,80,,551,,514,,1,,0,,6,,5,,10,,,
W.N. CENTRAL,2016,14,,-,0,,0,,,-,1,,4,,11,,19,,139,,173,,,-,0,,2,,1,,,-,,
S. ATLANTIC,2016,14,,-,0,,2,,1,,2,,23,,28,,58,,365,,456,,1,,7,,14,,27,,39,,,
DIST. OF COL.,2016,14,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,14,,-,0,,1,,,-,,-,,-,3,,11,,29,,62,,,-,1,,4,,9,,3,,,
W.S. CENTRAL,2016,14,,-,0,,2,,1,,,-,31,,31,,76,,325,,401,,,-,3,,8,,9,,12,,,
MOUNTAIN,2016,14,,-,0,,1,,1,,1,,6,,17,,34,,222,,311,,,-,1,,7,,2,,10,,,
PACIFIC,2016,14,,-,0,,1,,1,,,-,2,,2,,9,,20,,54,,1,,5,,30,,17,,60,,,
AMER. SAMOA,2016,14,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2016,14,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
KENTUCKY,2016,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,3,,,-,"KENTUCKY
(37.64591, -84.774043)",
NEW YORK,2016,14,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
ARKANSAS,2016,14,,-,0,,0,,,-,,-,,-,3,,23,,44,,42,,,-,0,,1,,,-,1,,"ARKANSAS
(34.748745, -92.275105)",
CONNECTICUT,2016,14,,-,0,,0,,,-,,-,3,,3,,10,,45,,48,,,-,0,,7,,1,,3,,"CONNECTICUT
(41.544654, -72.651713)",
GUAM,2016,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
ARIZONA,2016,14,,-,0,,1,,1,,,-,5,,5,,18,,85,,78,,,-,0,,6,,1,,8,,"ARIZONA
(34.869712, -111.760902)",
WEST VIRGINIA,2016,14,,-,0,,0,,,-,,-,,-,2,,9,,5,,18,,,-,0,,1,,,-,1,,"WEST VIRGINIA
(38.668501, -80.709421)",
OHIO,2016,14,1,,0,,1,,1,,,-,5,,9,,21,,151,,124,,1,,0,,2,,1,,1,,"OHIO
(40.056807, -82.405897)",
ALASKA,2016,14,,-,0,,1,,1,,,-,,-,1,,4,,5,,18,,,-,0,,1,,,-,,-,"ALASKA
(64.836661, -147.738891)",
INDIANA,2016,14,,-,0,,0,,,-,,-,,-,3,,7,,45,,52,,,-,0,,1,,2,,1,,"INDIANA
(39.76845, -86.156212)",
MISSISSIPPI,2016,14,,-,0,,0,,,-,,-,,-,0,,2,,1,,7,,,-,0,,2,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
MICHIGAN,2016,14,,-,0,,0,,,-,,-,4,,10,,36,,184,,125,,,-,0,,1,,1,,4,,"MICHIGAN
(44.66399, -84.711206)",
GEORGIA,2016,14,,-,0,,0,,,-,,-,,-,2,,8,,18,,43,,1,,0,,3,,4,,7,,"GEORGIA
(32.836038, -83.631709)",
IDAHO,2016,14,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
NORTH CAROLINA,2016,14,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,,-,0,,6,,1,,7,,"NORTH CAROLINA
(35.47995, -79.180571)",
RHODE ISLAND,2016,14,,-,0,,0,,,-,,-,,-,1,,5,,8,,18,,,-,0,,2,,1,,,-,"RHODE ISLAND
(41.707447, -71.522488)",
PUERTO RICO,2016,14,,-,0,,0,,,-,1,,,-,1,,6,,5,,29,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
NORTH DAKOTA,2016,14,,-,0,,0,,,-,,-,,-,0,,5,,15,,10,,,-,0,,1,,1,,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
CALIFORNIA,2016,14,,-,0,,1,,,-,,-,1,,1,,3,,4,,15,,,-,3,,13,,9,,48,,"CALIFORNIA
(37.640735, -121.002435)",
NEBRASKA,2016,14,,-,0,,0,,,-,,-,1,,0,,3,,11,,3,,,-,0,,1,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
MARYLAND,2016,14,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,6,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
NEVADA,2016,14,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,"NEVADA
(39.491833, -117.070159)",
NEW JERSEY,2016,14,,-,0,,0,,,-,,-,,-,5,,18,,47,,95,,,-,0,,4,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
VIRGINIA,2016,14,,-,0,,0,,,-,,-,,-,6,,13,,55,,95,,,-,0,,3,,1,,2,,"VIRGINIA
(37.542699, -78.45822)",
IOWA,2016,14,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
OKLAHOMA,2016,14,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
COLORADO,2016,14,,-,0,,1,,,-,1,,,-,5,,12,,20,,91,,,-,0,,1,,,-,1,,"COLORADO
(38.841772, -106.132562)",
UTAH,2016,14,,-,0,,0,,,-,,-,1,,4,,18,,80,,72,,,-,0,,3,,1,,1,,"UTAH
(39.359772, -111.584173)",
GUAM,2016,22,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.3532, 144.653198)",
MAINE,2016,14,,-,0,,0,,,-,,-,3,,4,,9,,51,,65,,,-,0,,3,,,-,,-,"MAINE
(45.252223, -68.986647)",
FLORIDA,2016,14,,-,0,,1,,1,,1,,23,,13,,39,,263,,245,,,-,4,,9,,18,,22,,"FLORIDA
(28.915325, -81.922409)",
OREGON,2016,14,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,,-,0,,3,,3,,3,,"OREGON
(44.567912, -120.156945)",
MASSACHUSETTS,2016,14,,-,0,,0,,,-,,-,,-,6,,14,,66,,112,,,-,1,,9,,7,,4,,"MASSACHUSETTS
(42.268546, -72.085064)",
WYOMING,2016,14,,-,0,,0,,,-,,-,,-,0,,3,,1,,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
