Reporting Area,MMWR Year,MMWR Week,"Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Current week","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Current week, flag","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Cum 2016","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Cum 2016, flag","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Cum 2015","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Cum 2015, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Current week","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Current week, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Cum 2016","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Cum 2016, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Cum 2015","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Cum 2015, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Current week","Ehrlichiosis/Anaplasmosis§, Undetermined, Current week, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis§, Undetermined, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis§, Undetermined, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Cum 2016","Ehrlichiosis/Anaplasmosis§, Undetermined, Cum 2016, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Cum 2015","Ehrlichiosis/Anaplasmosis§, Undetermined, Cum 2015, flag",Location 1,Location 2
ARKANSAS,2016,3,,-,2,,16,,,-,,-,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
MARYLAND,2016,3,,-,0,,7,,,-,,-,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
LOUISIANA,2016,3,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
WISCONSIN,2016,3,,-,0,,3,,,-,,-,,-,6,,40,,,-,3,,,-,1,,4,,,-,3,,"WISCONSIN
(44.395526, -89.834513)",
NEBRASKA,2016,3,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
IDAHO,2016,3,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
MICHIGAN,2016,3,,-,0,,2,,,-,,-,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
CONNECTICUT,2016,3,,-,0,,0,,,-,,-,,-,1,,20,,,-,,-,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
KANSAS,2016,3,,-,0,,5,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"KANSAS
(38.345528, -98.201847)",
NORTH DAKOTA,2016,3,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
NEW MEXICO,2016,3,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.520396, -106.244402)",
TENNESSEE,2016,3,,-,1,,7,,,-,,-,,-,0,,3,,,-,,-,,-,0,,5,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
NEVADA,2016,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
INDIANA,2016,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,4,,,-,7,,"INDIANA
(39.76845, -86.156212)",
ALASKA,2016,3,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
FLORIDA,2016,3,,-,0,,3,,,-,1,,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
OREGON,2016,3,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
HAWAII,2016,3,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
TEXAS,2016,3,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
WEST VIRGINIA,2016,3,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
MAINE,2016,3,,-,0,,1,,,-,,-,1,,1,,14,,3,,,-,,-,0,,1,,,-,,-,"MAINE
(45.252223, -68.986647)",
GUAM,2016,3,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"GUAM
(13.3532, 144.653198)",
IOWA,2016,3,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
NORTH CAROLINA,2016,3,,-,0,,22,,,-,2,,,-,0,,5,,,-,2,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
PENNSYLVANIA,2016,3,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
MISSOURI,2016,3,,-,2,,17,,,-,,-,,-,0,,2,,,-,1,,,-,0,,3,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
MONTANA,2016,3,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
KENTUCKY,2016,3,,-,0,,6,,1,,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
WASHINGTON,2016,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
COLORADO,2016,3,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
WYOMING,2016,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
SOUTH DAKOTA,2016,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
RHODE ISLAND,2016,3,,-,0,,4,,,-,,-,,-,1,,10,,,-,1,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
OKLAHOMA,2016,3,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
MINNESOTA,2016,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
GEORGIA,2016,3,,-,0,,4,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
UTAH,2016,3,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
ALABAMA,2016,3,,-,0,,3,,,-,,-,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
ILLINOIS,2016,3,,-,0,,5,,,-,,-,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
ARIZONA,2016,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
OHIO,2016,3,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"OHIO
(40.056807, -82.405897)",
NEW JERSEY,2016,3,,-,0,,5,,,-,4,,,-,1,,12,,,-,3,,,-,0,,2,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
PUERTO RICO,2016,3,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
VIRGINIA,2016,3,,-,1,,9,,,-,2,,,-,0,,3,,,-,1,,,-,0,,1,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
DELAWARE,2016,3,,-,0,,3,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
NEW YORK,2016,3,2,,1,,9,,3,,,-,3,,12,,50,,5,,,-,,-,0,,2,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
VERMONT,2016,3,1,,0,,2,,1,,,-,,-,2,,12,,,-,1,,,-,0,,1,,,-,,-,"VERMONT
(43.622479, -72.51927)",
NEW HAMPSHIRE,2016,3,,-,0,,2,,,-,1,,,-,0,,8,,,-,1,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MISSISSIPPI,2016,3,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
MASSACHUSETTS,2016,3,,-,0,,2,,,-,,-,,-,7,,60,,,-,3,,,-,0,,2,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
SOUTH CAROLINA,2016,3,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
UNITED STATES,2016,4,1,,13,,70,,6,,12,,6,,39,,194,,15,,18,,,-,2,,9,,,-,10,,,
NEW ENGLAND,2016,4,,-,1,,6,,1,,1,,2,,15,,98,,5,,6,,,-,0,,2,,,-,,-,,
MID. ATLANTIC,2016,4,1,,2,,20,,4,,4,,2,,15,,61,,8,,3,,,-,0,,2,,,-,,-,,
NEW YORK CITY,2016,4,,-,0,,2,,,-,,-,,-,1,,6,,1,,,-,,-,0,,0,,,-,,-,"NEW YORK CITY
",
E.N. CENTRAL,2016,4,,-,1,,7,,,-,,-,,-,6,,42,,,-,4,,,-,1,,5,,,-,10,,,
W.N. CENTRAL,2016,4,,-,2,,20,,,-,1,,,-,0,,3,,,-,1,,,-,0,,3,,,-,,-,,
S. ATLANTIC,2016,4,,-,2,,23,,,-,5,,2,,0,,7,,2,,4,,,-,0,,3,,,-,,-,,
DIST. OF COL.,2016,4,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,4,,-,1,,14,,1,,1,,,-,0,,3,,,-,,-,,-,0,,5,,,-,,-,,
W.S. CENTRAL,2016,4,,-,2,,17,,,-,,-,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,,
MOUNTAIN,2016,4,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,,
PACIFIC,2016,4,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,
AMER. SAMOA,2016,4,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2016,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
COLORADO,2016,4,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
MONTANA,2016,4,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
LOUISIANA,2016,4,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
SOUTH DAKOTA,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
MINNESOTA,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
HAWAII,2016,4,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
WISCONSIN,2016,4,,-,0,,3,,,-,,-,,-,6,,41,,,-,3,,,-,1,,4,,,-,3,,"WISCONSIN
(44.395526, -89.834513)",
OREGON,2016,4,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
ARKANSAS,2016,4,,-,2,,16,,,-,,-,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
PENNSYLVANIA,2016,4,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
TEXAS,2016,4,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
TENNESSEE,2016,4,,-,1,,7,,,-,1,,,-,0,,3,,,-,,-,,-,0,,5,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
MASSACHUSETTS,2016,4,,-,0,,2,,,-,,-,,-,8,,60,,,-,3,,,-,0,,2,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
NORTH DAKOTA,2016,4,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
CONNECTICUT,2016,4,,-,0,,0,,,-,,-,,-,1,,20,,,-,,-,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
PUERTO RICO,2016,4,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
VERMONT,2016,4,,-,0,,2,,1,,,-,2,,2,,12,,2,,1,,,-,0,,1,,,-,,-,"VERMONT
(43.622479, -72.51927)",
NEW HAMPSHIRE,2016,4,,-,0,,2,,,-,1,,,-,0,,8,,,-,1,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MISSISSIPPI,2016,4,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
FLORIDA,2016,4,,-,0,,3,,,-,1,,2,,0,,2,,2,,,-,,-,0,,1,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
NEW JERSEY,2016,4,,-,0,,5,,,-,4,,,-,1,,12,,,-,3,,,-,0,,2,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
NORTH CAROLINA,2016,4,,-,0,,22,,,-,2,,,-,0,,5,,,-,2,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
NEBRASKA,2016,4,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
IDAHO,2016,4,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
MAINE,2016,4,,-,0,,1,,,-,,-,,-,1,,14,,3,,,-,,-,0,,1,,,-,,-,"MAINE
(45.252223, -68.986647)",
GEORGIA,2016,4,,-,0,,4,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
CALIFORNIA,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
ALABAMA,2016,4,,-,0,,3,,,-,,-,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
KENTUCKY,2016,4,,-,0,,6,,1,,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
VIRGINIA,2016,4,,-,0,,9,,,-,2,,,-,0,,3,,,-,1,,,-,0,,1,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
WASHINGTON,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
NEVADA,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
INDIANA,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,7,,"INDIANA
(39.76845, -86.156212)",
OKLAHOMA,2016,4,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
ILLINOIS,2016,4,,-,0,,5,,,-,,-,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
IOWA,2016,4,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
KANSAS,2016,4,,-,0,,5,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"KANSAS
(38.345528, -98.201847)",
WYOMING,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
MARYLAND,2016,4,,-,0,,7,,,-,,-,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
GUAM,2016,4,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"GUAM
(13.3532, 144.653198)",
UTAH,2016,4,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
MISSOURI,2016,4,,-,2,,17,,,-,1,,,-,0,,2,,,-,1,,,-,0,,3,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
ALASKA,2016,4,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
DELAWARE,2016,4,,-,0,,3,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
ARIZONA,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
OHIO,2016,4,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"OHIO
(40.056807, -82.405897)",
NEW MEXICO,2016,4,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.520396, -106.244402)",
SOUTH CAROLINA,2016,4,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
MICHIGAN,2016,4,,-,0,,2,,,-,,-,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
NEW YORK,2016,4,1,,1,,20,,4,,,-,2,,12,,50,,7,,,-,,-,0,,2,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
RHODE ISLAND,2016,4,,-,1,,4,,,-,,-,,-,1,,10,,,-,1,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
WEST VIRGINIA,2016,4,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
UNITED STATES,2016,5,2,,13,,70,,8,,13,,1,,41,,195,,16,,19,,2,,2,,9,,2,,10,,,
NEW ENGLAND,2016,5,,-,1,,6,,1,,2,,,-,15,,98,,5,,6,,1,,0,,2,,1,,,-,,
MID. ATLANTIC,2016,5,,-,2,,26,,4,,4,,1,,15,,61,,9,,3,,1,,0,,2,,1,,,-,,
NEW YORK CITY,2016,5,,-,0,,2,,,-,,-,,-,1,,6,,1,,,-,1,,0,,0,,1,,,-,"NEW YORK CITY
",
E.N. CENTRAL,2016,5,,-,1,,7,,,-,,-,,-,6,,42,,,-,5,,,-,1,,5,,,-,10,,,
W.N. CENTRAL,2016,5,,-,2,,20,,,-,1,,,-,0,,3,,,-,1,,,-,0,,3,,,-,,-,,
S. ATLANTIC,2016,5,2,,2,,23,,2,,5,,,-,0,,7,,2,,4,,,-,0,,3,,,-,,-,,
DIST. OF COL.,2016,5,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,5,,-,1,,14,,1,,1,,,-,0,,3,,,-,,-,,-,0,,5,,,-,,-,,
W.S. CENTRAL,2016,5,,-,2,,17,,,-,,-,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,,
MOUNTAIN,2016,5,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,,
PACIFIC,2016,5,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,
AMER. SAMOA,2016,5,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2016,5,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
NEW HAMPSHIRE,2016,5,,-,0,,2,,,-,1,,,-,0,,8,,,-,1,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MARYLAND,2016,5,1,,0,,7,,1,,,-,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
WEST VIRGINIA,2016,5,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
MICHIGAN,2016,5,,-,0,,2,,,-,,-,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
DELAWARE,2016,5,,-,0,,3,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
ARIZONA,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
PENNSYLVANIA,2016,5,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
VIRGINIA,2016,5,,-,1,,9,,,-,2,,,-,0,,3,,,-,1,,,-,0,,1,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
GUAM,2016,5,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"GUAM
(13.3532, 144.653198)",
NORTH CAROLINA,2016,5,,-,0,,22,,,-,2,,,-,0,,5,,,-,2,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
NEVADA,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
MINNESOTA,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
FLORIDA,2016,5,1,,0,,3,,1,,1,,,-,0,,2,,2,,,-,,-,0,,1,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
UTAH,2016,5,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
MISSOURI,2016,5,,-,2,,17,,,-,1,,,-,0,,2,,,-,1,,,-,0,,3,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
MONTANA,2016,5,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
MISSISSIPPI,2016,5,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
LOUISIANA,2016,5,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
OHIO,2016,5,,-,0,,2,,,-,,-,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,"OHIO
(40.056807, -82.405897)",
KANSAS,2016,5,,-,0,,5,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"KANSAS
(38.345528, -98.201847)",
ALASKA,2016,5,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
NEW JERSEY,2016,5,,-,0,,5,,,-,4,,,-,1,,12,,,-,3,,,-,0,,2,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
ILLINOIS,2016,5,,-,0,,5,,,-,,-,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
NEW MEXICO,2016,5,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.520396, -106.244402)",
NEBRASKA,2016,5,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
IOWA,2016,5,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
HAWAII,2016,5,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
KENTUCKY,2016,5,,-,0,,6,,1,,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
CONNECTICUT,2016,5,,-,0,,0,,,-,,-,,-,1,,20,,,-,,-,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
ARKANSAS,2016,5,,-,2,,16,,,-,,-,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
