Reporting Area,MMWRYear,MMWRWeek,"Cryptosporidiosis, Current week","Cryptosporidiosis, Current week, flag","Cryptosporidiosis, Previous 52 weeks Med","Cryptosporidiosis, Previous 52 weeks Med, flag","Cryptosporidiosis, Previous 52 weeks Max","Cryptosporidiosis, Previous 52 weeks Max, flag","Cryptosporidiosis, Cum 2014","Cryptosporidiosis, Cum 2014, flag","Cryptosporidiosis, Cum 2013","Cryptosporidiosis, Cum 2013, flag","Dengue Fever†, Current week","Dengue Fever†, Current week, flag","Dengue Fever†, Previous 52 weeks Med","Dengue Fever†, Previous 52 weeks Med, flag","Dengue Fever†, Previous 52 weeks Max","Dengue Fever†, Previous 52 weeks Max, flag","Dengue Fever†, Cum 2014","Dengue Fever†, Cum 2014, flag","Dengue Fever†, Cum 2013","Dengue Fever†, Cum 2013, flag","Dengue Hemorrhagic Fever§, Current week","Dengue Hemorrhagic Fever§, Current week, flag","Dengue Hemorrhagic Fever§, Previous 52 weeks Med","Dengue Hemorrhagic Fever§, Previous 52 weeks Med, flag","Dengue Hemorrhagic Fever§, Previous 52 weeks Max","Dengue Hemorrhagic Fever§, Previous 52 weeks Max, flag","Dengue Hemorrhagic Fever§, Cum 2014","Dengue Hemorrhagic Fever§, Cum 2014, flag","Dengue Hemorrhagic Fever§, Cum 2013","Dengue Hemorrhagic Fever§, Cum 2013, flag",Location 1,Location 2
W.S. CENTRAL,2014,3,1,,11,,39,,3,,25,,,-,0,,10,,,-,1,,,-,0,,0,,,-,,-,,
MOUNTAIN,2014,3,1,,8,,51,,7,,18,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,
PACIFIC,2014,3,3,,9,,75,,8,,26,,,-,2,,8,,,-,5,,,-,0,,0,,,-,,-,,
LOUISIANA,2014,3,,-,4,,31,,2,,13,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.312662564000448, -92.44567554599968)",
VIRGINIA,2014,3,,-,0,,6,,5,,,-,,-,0,,3,,,-,4,,,-,0,,1,,,-,,-,"VIRGINIA
(37.54268075100049, -78.45788924199968)",
INDIANA,2014,3,,-,2,,7,,,-,9,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"INDIANA
(39.76691364600049, -86.14995579899966)",
TEXAS,2014,3,1,,5,,21,,1,,8,,,-,0,,10,,,-,1,,,-,0,,0,,,-,,-,"TEXAS
(31.827243635000457, -99.4267664729997)",
NEW YORK CITY,2014,3,,-,1,,6,,1,,3,,,-,1,,9,,,-,7,,,-,0,,1,,,-,,-,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
NEW HAMPSHIRE,2014,3,,-,1,,2,,,-,1,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.6559537330005, -71.50035726399966)",
MISSOURI,2014,3,2,,4,,11,,4,,8,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MISSOURI
(38.63579372300046, -92.56629737199967)",
NORTH DAKOTA,2014,3,,-,1,,7,,1,,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.47531738700047, -100.11842599699969)",
DIST. OF COL.,2014,3,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
(39.52368635500045, -99.11415045099966)",
WISCONSIN,2014,3,2,,7,,24,,9,,17,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WISCONSIN
(44.3931903350005, -89.81636715299965)",
NEBRASKA,2014,3,,-,2,,11,,4,,7,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.64104043900045, -99.36571864599966)",
OREGON,2014,3,,-,3,,58,,1,,9,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.567446178000466, -120.15502977999972)",
MINNESOTA,2014,3,,-,0,,0,,,-,,-,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,"MINNESOTA
(46.35564867700049, -94.79419697699967)",
FLORIDA,2014,3,9,,8,,23,,25,,15,,,-,0,,6,,,-,14,,,-,0,,0,,,-,,-,"FLORIDA
(28.932042899000464, -81.92895558499964)",
HAWAII,2014,3,,-,0,,1,,,-,,-,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"HAWAII
(21.30485166200043, -157.85774691599974)",
ALABAMA,2014,3,1,,2,,8,,5,,8,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"ALABAMA
(32.84057327200048, -86.63185803899967)",
VERMONT,2014,3,,-,0,,2,,2,,2,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"VERMONT
(43.62538292400046, -72.51763944499965)",
MAINE,2014,3,,-,0,,4,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MAINE
(45.254228663000504, -68.98502952999962)",
RHODE ISLAND,2014,3,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.70828281900049, -71.52246918099962)",
UTAH,2014,3,,-,1,,7,,1,,10,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.36070374600047, -111.5871285339997)",
MASSACHUSETTS,2014,3,,-,2,,7,,5,,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.27687306500047, -72.08268985899963)",
IOWA,2014,3,,-,5,,155,,1,,10,,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"IOWA
(42.469404401000475, -93.81648936699969)",
NEW MEXICO,2014,3,,-,1,,3,,1,,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.52088247800049, -106.24057768899968)",
NEVADA,2014,3,,-,0,,2,,,-,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.49324126500045, -117.07183978499972)",
KENTUCKY,2014,3,,-,1,,5,,1,,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.645973909000475, -84.77496612599964)",
NEW JERSEY,2014,3,,-,1,,5,,,-,4,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW JERSEY
(40.1305700530005, -74.27368565099965)",
MICHIGAN,2014,3,1,,5,,15,,4,,14,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66131575600048, -84.71438724399968)",
SOUTH DAKOTA,2014,3,,-,3,,17,,1,,6,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35313342000046, -100.37352811899967)",
GEORGIA,2014,3,3,,4,,16,,11,,12,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"GEORGIA
(32.83968004200045, -83.62757601199968)",
ARKANSAS,2014,3,,-,1,,12,,,-,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.748651751000466, -92.27448794899965)",
PENNSYLVANIA,2014,3,1,,6,,30,,8,,17,,,-,0,,3,,,-,5,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.79373106100047, -77.86069775999965)",
SOUTH CAROLINA,2014,3,,-,1,,7,,1,,4,,,-,0,,4,,,-,1,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(33.99882060100049, -81.04536765699964)",
DELAWARE,2014,3,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.00883351400046, -75.57773943699965)",
MARYLAND,2014,3,,-,1,,4,,2,,2,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MARYLAND
(39.2905806980005, -76.60925970899967)",
MISSISSIPPI,2014,3,,-,1,,5,,,-,2,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.74551123200047, -89.53802764499966)",
NORTH CAROLINA,2014,3,3,,0,,25,,3,,9,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.46622388600048, -79.15924924699965)",
ILLINOIS,2014,3,,-,4,,16,,,-,12,,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,"ILLINOIS
(40.48501278700047, -88.99770813999965)",
NEW YORK,2014,3,1,,4,,16,,3,,5,,,-,0,,5,,,-,3,,,-,0,,1,,,-,,-,"NEW YORK
(42.82700023900048, -75.54396639699968)",
OHIO,2014,3,3,,7,,17,,11,,12,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"OHIO
(40.06021029700048, -82.40425685299965)",
WYOMING,2014,3,,-,0,,25,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23554147100049, -108.10982744299969)",
IDAHO,2014,3,1,,2,,16,,3,,2,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"IDAHO
(43.682630058000484, -114.3637261449997)",
CALIFORNIA,2014,3,3,,5,,15,,7,,17,,,-,1,,8,,,-,3,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.638640488000476, -120.99999889499969)",
CONNECTICUT,2014,3,,-,0,,5,,1,,3,,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.56266394200048, -72.64983753699966)",
COLORADO,2014,3,,-,0,,4,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"COLORADO
(38.84384047000049, -106.13360888799969)",
TENNESSEE,2014,3,,-,1,,6,,1,,1,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"TENNESSEE
(35.680943063000484, -85.77448642199965)",
WASHINGTON,2014,3,,-,1,,12,,,-,,-,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"WASHINGTON
(47.522287905000496, -120.47002746299972)",
AMER. SAMOA,2014,3,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
(39.52368635500045, -99.11415045099966)",
OKLAHOMA,2014,3,,-,1,,4,,,-,3,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.472034350000456, -97.52106845499969)",
MONTANA,2014,3,,-,1,,19,,1,,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.066526051000494, -109.42441687999968)",
C.N.M.I.,2014,3,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
(39.52368635500045, -99.11415045099966)",
WEST VIRGINIA,2014,3,,-,0,,2,,,-,3,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.665511497000466, -80.71263935099967)",
ARIZONA,2014,3,,-,1,,6,,1,,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ARIZONA
(34.865973091000455, -111.76380949799972)",
KANSAS,2014,3,,-,2,,6,,1,,1,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"KANSAS
(38.34774033400049, -98.20077655499966)",
UNITED STATES,2014,4,50,,101,,433,,208,,356,,,-,9,,42,,2,,63,,,-,0,,2,,,-,,-,,
NEW ENGLAND,2014,4,,-,4,,14,,9,,9,,,-,0,,3,,,-,5,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2014,4,9,,12,,42,,24,,40,,,-,2,,11,,,-,21,,,-,0,,1,,,-,,-,,
E.N. CENTRAL,2014,4,8,,25,,63,,37,,93,,,-,1,,4,,1,,4,,,-,0,,0,,,-,,-,,
W.N. CENTRAL,2014,4,4,,16,,171,,23,,45,,,-,1,,3,,,-,3,,,-,0,,1,,,-,,-,,
S. ATLANTIC,2014,4,18,,18,,53,,70,,65,,,-,1,,9,,1,,21,,,-,0,,1,,,-,,-,,
IOWA,2014,4,,-,5,,155,,4,,12,,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"IOWA
(42.469404401000475, -93.81648936699969)",
MID. ATLANTIC,2014,5,5,,12,,42,,29,,48,,,-,3,,12,,,-,26,,,-,0,,1,,,-,,-,,
E.N. CENTRAL,2014,5,4,,24,,63,,44,,112,,,-,1,,5,,2,,6,,,-,0,,0,,,-,,-,,
W.N. CENTRAL,2014,5,3,,16,,171,,29,,52,,,-,1,,3,,2,,3,,,-,0,,1,,,-,,-,,
S. ATLANTIC,2014,5,18,,18,,53,,90,,109,,,-,1,,9,,1,,23,,,-,0,,1,,,-,,-,,
E.S. CENTRAL,2014,4,4,,6,,17,,16,,16,,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2014,4,2,,11,,39,,7,,36,,,-,0,,11,,,-,1,,,-,0,,0,,,-,,-,,
MOUNTAIN,2014,4,3,,8,,51,,11,,22,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,
PACIFIC,2014,4,2,,10,,75,,11,,30,,,-,2,,8,,,-,6,,,-,0,,0,,,-,,-,,
VERMONT,2014,4,,-,0,,2,,2,,2,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"VERMONT
(43.62538292400046, -72.51763944499965)",
NEVADA,2014,4,,-,0,,2,,,-,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.49324126500045, -117.07183978499972)",
KANSAS,2014,4,,-,2,,6,,2,,2,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"KANSAS
(38.34774033400049, -98.20077655499966)",
SOUTH CAROLINA,2014,4,1,,1,,7,,4,,8,,,-,0,,4,,,-,1,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(33.99882060100049, -81.04536765699964)",
TEXAS,2014,4,1,,5,,21,,3,,11,,,-,0,,11,,,-,1,,,-,0,,0,,,-,,-,"TEXAS
(31.827243635000457, -99.4267664729997)",
MINNESOTA,2014,4,,-,0,,0,,,-,,-,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,"MINNESOTA
(46.35564867700049, -94.79419697699967)",
IDAHO,2014,4,2,,2,,16,,5,,3,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"IDAHO
(43.682630058000484, -114.3637261449997)",
OHIO,2014,4,6,,7,,17,,17,,25,,,-,0,,2,,1,,1,,,-,0,,0,,,-,,-,"OHIO
(40.06021029700048, -82.40425685299965)",
ALABAMA,2014,4,2,,2,,8,,10,,10,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"ALABAMA
(32.84057327200048, -86.63185803899967)",
ARIZONA,2014,4,,-,1,,6,,1,,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ARIZONA
(34.865973091000455, -111.76380949799972)",
NEW JERSEY,2014,4,,-,1,,5,,,-,4,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW JERSEY
(40.1305700530005, -74.27368565099965)",
NORTH DAKOTA,2014,4,,-,1,,7,,2,,2,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.47531738700047, -100.11842599699969)",
MARYLAND,2014,4,1,,1,,4,,3,,3,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"MARYLAND
(39.2905806980005, -76.60925970899967)",
ILLINOIS,2014,4,,-,4,,16,,,-,14,,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,"ILLINOIS
(40.48501278700047, -88.99770813999965)",
HAWAII,2014,4,,-,0,,1,,,-,,-,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"HAWAII
(21.30485166200043, -157.85774691599974)",
MISSISSIPPI,2014,4,,-,0,,5,,,-,2,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.74551123200047, -89.53802764499966)",
MICHIGAN,2014,4,,-,4,,15,,5,,18,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66131575600048, -84.71438724399968)",
MISSOURI,2014,4,2,,3,,11,,7,,16,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MISSOURI
(38.63579372300046, -92.56629737199967)",
SOUTH DAKOTA,2014,4,,-,3,,17,,2,,6,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35313342000046, -100.37352811899967)",
COLORADO,2014,4,,-,0,,4,,1,,3,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"COLORADO
(38.84384047000049, -106.13360888799969)",
WISCONSIN,2014,4,2,,7,,24,,12,,25,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"WISCONSIN
(44.3931903350005, -89.81636715299965)",
KENTUCKY,2014,4,,-,1,,5,,3,,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.645973909000475, -84.77496612599964)",
NEW HAMPSHIRE,2014,4,,-,0,,2,,,-,1,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.6559537330005, -71.50035726399966)",
TENNESSEE,2014,4,2,,1,,6,,3,,3,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"TENNESSEE
(35.680943063000484, -85.77448642199965)",
ALASKA,2014,4,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.84507923900048, -147.72205669099972)",
C.N.M.I.,2014,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
(39.52368635500045, -99.11415045099966)",
ARKANSAS,2014,4,,-,1,,12,,1,,2,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.748651751000466, -92.27448794899965)",
NEW MEXICO,2014,4,,-,1,,3,,1,,3,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.52088247800049, -106.24057768899968)",
LOUISIANA,2014,4,,-,3,,31,,2,,20,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.312662564000448, -92.44567554599968)",
OKLAHOMA,2014,4,1,,1,,4,,1,,3,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.472034350000456, -97.52106845499969)",
NEW YORK,2014,4,6,,4,,16,,9,,9,,,-,0,,5,,,-,8,,,-,0,,1,,,-,,-,"NEW YORK
(42.82700023900048, -75.54396639699968)",
UTAH,2014,4,,-,1,,7,,1,,10,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.36070374600047, -111.5871285339997)",
NEBRASKA,2014,4,2,,2,,11,,6,,7,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.64104043900045, -99.36571864599966)",
CALIFORNIA,2014,4,1,,5,,15,,8,,18,,,-,1,,8,,,-,3,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.638640488000476, -120.99999889499969)",
GEORGIA,2014,4,12,,5,,16,,25,,17,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"GEORGIA
(32.83968004200045, -83.62757601199968)",
CONNECTICUT,2014,4,,-,0,,5,,2,,3,,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.56266394200048, -72.64983753699966)",
VIRGINIA,2014,4,1,,0,,6,,7,,,-,,-,0,,3,,,-,4,,,-,0,,1,,,-,,-,"VIRGINIA
(37.54268075100049, -78.45788924199968)",
MONTANA,2014,4,1,,1,,19,,2,,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.066526051000494, -109.42441687999968)",
GUAM,2014,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(34.91997872200045, -120.52155783099971)",
PUERTO RICO,2014,4,,N,0,,0,,,N,,N,,-,111,,424,,,-,1028,,,-,0,,5,,,-,2,,"PUERTO RICO
(26.649497232000442, -98.34556876399967)",
MASSACHUSETTS,2014,4,,-,2,,7,,5,,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.27687306500047, -72.08268985899963)",
VIRGIN ISL.,2014,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
(39.52368635500045, -99.11415045099966)",
DELAWARE,2014,4,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.00883351400046, -75.57773943699965)",
WASHINGTON,2014,4,1,,1,,12,,1,,1,,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,"WASHINGTON
(47.522287905000496, -120.47002746299972)",
OREGON,2014,4,,-,3,,58,,2,,11,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.567446178000466, -120.15502977999972)",
FLORIDA,2014,4,3,,8,,23,,28,,21,,,-,0,,6,,,-,14,,,-,0,,0,,,-,,-,"FLORIDA
(28.932042899000464, -81.92895558499964)",
NEW YORK CITY,2014,4,,-,1,,6,,3,,5,,,-,1,,9,,,-,8,,,-,0,,1,,,-,,-,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
DIST. OF COL.,2014,4,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
(39.52368635500045, -99.11415045099966)",
WEST VIRGINIA,2014,4,,-,0,,2,,,-,3,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.665511497000466, -80.71263935099967)",
INDIANA,2014,4,,-,2,,7,,3,,11,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"INDIANA
(39.76691364600049, -86.14995579899966)",
WYOMING,2014,4,,-,0,,25,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23554147100049, -108.10982744299969)",
AMER. SAMOA,2014,4,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
(39.52368635500045, -99.11415045099966)",
RHODE ISLAND,2014,4,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.70828281900049, -71.52246918099962)",
MAINE,2014,4,,-,0,,4,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MAINE
(45.254228663000504, -68.98502952999962)",
NORTH CAROLINA,2014,4,,-,0,,25,,3,,13,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.46622388600048, -79.15924924699965)",
PENNSYLVANIA,2014,4,3,,6,,30,,12,,22,,,-,0,,3,,,-,5,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.79373106100047, -77.86069775999965)",
UNITED STATES,2014,5,36,,102,,434,,268,,460,,,-,9,,43,,5,,74,,,-,0,,2,,,-,,-,,
NEW ENGLAND,2014,5,1,,4,,14,,14,,11,,,-,0,,3,,,-,5,,,-,0,,0,,,-,,-,,
E.S. CENTRAL,2014,5,1,,6,,18,,18,,18,,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2014,5,1,,11,,39,,13,,46,,,-,0,,11,,,-,1,,,-,0,,0,,,-,,-,,
MOUNTAIN,2014,5,,-,8,,51,,12,,27,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,
PACIFIC,2014,5,3,,10,,75,,19,,37,,,-,2,,8,,,-,7,,,-,0,,0,,,-,,-,,
CALIFORNIA,2014,5,3,,5,,15,,15,,24,,,-,1,,8,,,-,4,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.638640488000476, -120.99999889499969)",
OKLAHOMA,2014,5,,-,1,,4,,1,,3,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.472034350000456, -97.52106845499969)",
WYOMING,2014,5,,-,0,,25,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23554147100049, -108.10982744299969)",
ARKANSAS,2014,5,,-,1,,12,,1,,3,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.748651751000466, -92.27448794899965)",
NEVADA,2014,5,,-,0,,2,,,-,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.49324126500045, -117.07183978499972)",
NEBRASKA,2014,5,,-,2,,11,,6,,8,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.64104043900045, -99.36571864599966)",
MASSACHUSETTS,2014,5,,-,2,,7,,8,,3,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.27687306500047, -72.08268985899963)",
NEW YORK CITY,2014,5,,-,1,,6,,3,,5,,,-,2,,9,,,-,10,,,-,0,,1,,,-,,-,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
CONNECTICUT,2014,5,,-,0,,5,,3,,3,,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.56266394200048, -72.64983753699966)",
PENNSYLVANIA,2014,5,1,,6,,30,,13,,29,,,-,0,,3,,,-,6,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.79373106100047, -77.86069775999965)",
ARIZONA,2014,5,,-,1,,6,,2,,3,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ARIZONA
(34.865973091000455, -111.76380949799972)",
UTAH,2014,5,,-,1,,7,,1,,11,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.36070374600047, -111.5871285339997)",
ALASKA,2014,5,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.84507923900048, -147.72205669099972)",
LOUISIANA,2014,5,,-,3,,31,,5,,25,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.312662564000448, -92.44567554599968)",
FLORIDA,2014,5,14,,8,,23,,42,,29,,,-,0,,6,,,-,16,,,-,0,,0,,,-,,-,"FLORIDA
(28.932042899000464, -81.92895558499964)",
MISSOURI,2014,5,2,,3,,11,,12,,19,,,-,0,,2,,2,,,-,,-,0,,0,,,-,,-,"MISSOURI
(38.63579372300046, -92.56629737199967)",
HAWAII,2014,5,,-,0,,1,,,-,,-,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"HAWAII
(21.30485166200043, -157.85774691599974)",
GEORGIA,2014,5,2,,5,,16,,28,,23,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"GEORGIA
(32.83968004200045, -83.62757601199968)",
WEST VIRGINIA,2014,5,,-,0,,2,,,-,3,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.665511497000466, -80.71263935099967)",
NORTH CAROLINA,2014,5,,-,0,,25,,3,,38,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.46622388600048, -79.15924924699965)",
MONTANA,2014,5,,-,1,,19,,2,,2,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.066526051000494, -109.42441687999968)",
MARYLAND,2014,5,1,,1,,4,,4,,5,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"MARYLAND
(39.2905806980005, -76.60925970899967)",
WASHINGTON,2014,5,,-,1,,12,,1,,1,,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,"WASHINGTON
(47.522287905000496, -120.47002746299972)",
RHODE ISLAND,2014,5,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.70828281900049, -71.52246918099962)",
OHIO,2014,5,3,,6,,17,,20,,31,,,-,0,,2,,2,,1,,,-,0,,0,,,-,,-,"OHIO
(40.06021029700048, -82.40425685299965)",
VERMONT,2014,5,,-,0,,2,,2,,2,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"VERMONT
(43.62538292400046, -72.51763944499965)",
