Reporting Area,MMWR Year,MMWR Week,"Mumps, Current week","Mumps, Current week, flag","Mumps, Previous 52 weeks Med","Mumps, Previous 52 weeks Med, flag","Mumps, Previous 52 weeks Max","Mumps, Previous 52 weeks Max, flag","Mumps, Cum 2015","Mumps, Cum 2015, flag","Mumps, Cum 2014","Mumps, Cum 2014, flag","Pertussis, Current week","Pertussis, Current week, flag","Pertussis, Previous 52 weeks Med","Pertussis, Previous 52 weeks Med, flag","Pertussis, Previous 52 weeks Max","Pertussis, Previous 52 weeks Max, flag","Pertussis, Cum 2015","Pertussis, Cum 2015, flag","Pertussis, Cum 2014","Pertussis, Cum 2014, flag","Rabies, animal, Current week","Rabies, animal, Current week, flag","Rabies, animal, Previous 52 weeks Med","Rabies, animal, Previous 52 weeks Med, flag","Rabies, animal, Previous 52 weeks Max","Rabies, animal, Previous 52 weeks Max, flag","Rabies, animal, Cum 2015","Rabies, animal, Cum 2015, flag","Rabies, animal, Cum 2014","Rabies, animal, Cum 2014, flag",Location 1,Location 2
MICHIGAN,2015,3,,-,0,,2,,,-,1,,2,,20,,58,,21,,71,,,-,0,,4,,,-,,-,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
WYOMING,2015,3,,-,0,,0,,,-,,-,,-,0,,6,,,-,6,,,-,0,,0,,,-,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
WISCONSIN,2015,3,,-,0,,10,,,-,,-,,-,23,,70,,2,,69,,,N,0,,0,,,N,,N,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
GUAM,2015,3,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
ALASKA,2015,3,,-,0,,1,,,-,,-,,-,2,,17,,6,,5,,,-,0,,1,,,-,,-,"ALASKA
(64.84507799500005, -147.72205958799998)",
INDIANA,2015,3,,-,0,,2,,,-,5,,,-,8,,21,,,-,29,,,-,0,,4,,,-,,-,"INDIANA
(39.766913353000064, -86.14995646699998)",
NEW MEXICO,2015,3,,-,0,,1,,,-,,-,,-,5,,14,,2,,42,,,-,0,,2,,,-,,-,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
TENNESSEE,2015,3,2,,0,,1,,2,,1,,3,,5,,16,,15,,20,,,-,0,,0,,,-,,-,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
WASHINGTON,2015,3,,-,0,,4,,,-,,-,,-,8,,67,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
MAINE,2015,3,,-,0,,0,,,-,,-,8,,9,,34,,41,,16,,,-,1,,3,,1,,2,,"MAINE
(45.25422910300006, -68.98502586699993)",
OREGON,2015,3,,-,0,,1,,,-,,-,,-,8,,16,,13,,20,,,-,0,,3,,,-,,-,"OREGON
(44.56745049300008, -120.15502935599994)",
HAWAII,2015,3,,-,0,,1,,,-,,-,,-,0,,4,,,-,,-,,-,0,,0,,,-,,-,"HAWAII
(21.30485232600006, -157.85774798099996)",
CONNECTICUT,2015,3,,-,0,,0,,,-,,-,,-,1,,7,,,-,3,,,-,3,,13,,5,,4,,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
KENTUCKY,2015,3,,-,0,,2,,2,,,-,,-,5,,11,,6,,30,,,-,0,,2,,,-,1,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
NEW YORK CITY,2015,3,,-,1,,24,,,-,3,,,-,2,,6,,,-,3,,,-,0,,0,,,-,,-,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
CALIFORNIA,2015,3,,-,0,,6,,,-,,-,,-,102,,305,,11,,185,,,-,3,,21,,,-,6,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
TEXAS,2015,3,1,,0,,3,,1,,,-,2,,47,,81,,7,,17,,,-,19,,51,,2,,16,,"TEXAS
(31.827240467000024, -99.42676785299994)",
VERMONT,2015,3,,-,0,,0,,,-,,-,,-,0,,5,,1,,1,,,-,1,,4,,,-,3,,"VERMONT
(43.62538389600007, -72.51763667599994)",
PUERTO RICO,2015,3,,-,0,,0,,,-,,-,,-,0,,2,,,-,3,,,-,0,,4,,,-,6,,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
SOUTH DAKOTA,2015,3,,-,0,,0,,,-,,-,,-,1,,11,,,-,12,,,-,0,,2,,,-,,-,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
LOUISIANA,2015,3,,-,0,,0,,,-,,-,,-,1,,6,,1,,4,,,-,0,,0,,,-,,-,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
NEVADA,2015,3,,-,0,,1,,,-,,-,,-,2,,8,,,-,10,,,-,0,,4,,,-,,-,"NEVADA
(39.49324221300003, -117.07183885899997)",
ILLINOIS,2015,3,,-,1,,15,,,-,3,,,-,12,,37,,1,,42,,,-,0,,6,,,-,,-,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
COLORADO,2015,3,,-,0,,1,,,-,,-,,-,23,,42,,1,,89,,,-,0,,0,,,-,,-,"COLORADO
(38.84384342200008, -106.13360911499996)",
KANSAS,2015,3,,-,0,,1,,,-,,-,,-,6,,18,,,-,23,,,-,1,,5,,4,,1,,"KANSAS
(38.347742794000055, -98.20077822999997)",
MISSISSIPPI,2015,3,,-,0,,0,,,-,,-,,-,1,,5,,,-,6,,,-,0,,1,,,-,,-,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
NEBRASKA,2015,3,,-,0,,0,,,-,,-,45,,4,,38,,116,,20,,,-,0,,3,,,-,,-,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
MISSOURI,2015,3,,-,0,,2,,,-,,-,6,,9,,23,,23,,31,,,-,0,,3,,,-,1,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
OKLAHOMA,2015,3,,-,0,,2,,,-,,-,,-,0,,32,,,-,,-,,-,1,,17,,,-,2,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
UTAH,2015,3,,-,0,,1,,,-,,-,,-,15,,38,,1,,63,,,-,0,,4,,,-,,-,"UTAH
(39.36070123200005, -111.58712831499997)",
NEW HAMPSHIRE,2015,3,,-,0,,2,,,-,,-,,-,1,,5,,,-,3,,,-,0,,2,,,-,,-,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
IDAHO,2015,3,1,,0,,3,,3,,,-,3,,7,,23,,9,,9,,,-,0,,2,,,-,,-,"IDAHO
(43.68263174800006, -114.36372693399994)",
PENNSYLVANIA,2015,3,1,,0,,5,,2,,,-,8,,15,,38,,43,,43,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
ARKANSAS,2015,3,,-,0,,1,,1,,,-,,-,5,,14,,,-,4,,,-,1,,23,,2,,5,,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
MASSACHUSETTS,2015,3,,-,0,,2,,,-,,-,,-,5,,13,,,-,9,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
RHODE ISLAND,2015,3,,-,0,,0,,,-,,-,,-,0,,23,,,-,1,,,-,0,,4,,,-,,-,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
SOUTH CAROLINA,2015,3,,-,0,,1,,,-,,-,4,,3,,9,,7,,5,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
NORTH CAROLINA,2015,3,,-,0,,2,,1,,,-,9,,12,,76,,43,,36,,3,,0,,6,,10,,,-,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
MARYLAND,2015,3,,-,0,,1,,,-,,-,,-,3,,17,,9,,10,,,-,6,,19,,,-,10,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
MONTANA,2015,3,,-,0,,1,,,-,,-,1,,8,,27,,23,,12,,,N,0,,0,,,N,,N,"MONTANA
(47.06652795700006, -109.42441587999997)",
NORTH DAKOTA,2015,3,,-,0,,1,,,-,,-,,-,0,,8,,,-,2,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
UNITED STATES,2015,4,4,,12,,118,,28,,27,,211,,525,,781,,878,,1656,,20,,59,,114,,74,,177,,,
NEW ENGLAND,2015,4,,-,0,,2,,,-,,-,6,,20,,45,,50,,45,,,-,6,,16,,6,,10,,,
MID. ATLANTIC,2015,4,,-,2,,25,,3,,5,,31,,37,,82,,124,,126,,2,,6,,15,,9,,19,,,
E.N. CENTRAL,2015,4,1,,5,,108,,9,,18,,56,,89,,173,,174,,525,,,-,1,,12,,4,,,-,,
W.N. CENTRAL,2015,4,,-,0,,6,,1,,,-,76,,41,,70,,225,,187,,2,,2,,8,,7,,3,,,
S. ATLANTIC,2015,4,,-,0,,9,,3,,,-,12,,55,,100,,93,,202,,13,,8,,19,,39,,104,,,
DIST. OF COL.,2015,4,,-,0,,4,,,-,,-,,-,0,,3,,1,,1,,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,4,,-,0,,2,,4,,1,,12,,18,,31,,40,,89,,,-,1,,7,,,-,5,,,
W.S. CENTRAL,2015,4,,-,0,,3,,2,,1,,9,,57,,99,,26,,58,,3,,23,,65,,9,,25,,,
MOUNTAIN,2015,4,3,,0,,4,,6,,1,,6,,70,,115,,60,,390,,,-,0,,7,,,-,,-,,
PACIFIC,2015,4,,-,0,,6,,,-,1,,3,,129,,332,,86,,34,,,-,3,,21,,,-,11,,,
AMER. SAMOA,2015,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2015,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
IDAHO,2015,4,3,,0,,3,,6,,,-,1,,6,,23,,11,,18,,,-,0,,2,,,-,,-,"IDAHO
(43.68263174800006, -114.36372693399994)",
MARYLAND,2015,4,,-,0,,1,,1,,,-,3,,3,,17,,15,,11,,5,,6,,19,,16,,15,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
MAINE,2015,4,,-,0,,0,,,-,,-,6,,9,,35,,49,,20,,,-,1,,3,,1,,2,,"MAINE
(45.25422910300006, -68.98502586699993)",
UTAH,2015,4,,-,0,,1,,,-,,-,,-,14,,38,,5,,85,,,-,0,,4,,,-,,-,"UTAH
(39.36070123200005, -111.58712831499997)",
NEW JERSEY,2015,4,,-,0,,9,,,-,1,,,-,5,,15,,,-,29,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
SOUTH CAROLINA,2015,4,,-,0,,1,,,-,,-,,-,3,,9,,8,,6,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
DELAWARE,2015,4,,-,0,,0,,,-,,-,,-,1,,35,,,-,28,,,-,0,,0,,,-,,-,"DELAWARE
(39.00883389200004, -75.57773597599999)",
INDIANA,2015,4,,-,0,,2,,,-,6,,,-,8,,21,,,-,36,,,-,0,,4,,,-,,-,"INDIANA
(39.766913353000064, -86.14995646699998)",
OHIO,2015,4,1,,2,,97,,9,,4,,53,,24,,61,,132,,247,,,-,0,,5,,4,,,-,"OHIO
(40.060212455000055, -82.40425667899996)",
ARIZONA,2015,4,,-,0,,2,,,-,1,,4,,6,,25,,4,,63,,,N,0,,0,,,N,,N,"ARIZONA
(34.86597351900008, -111.76380664699997)",
OKLAHOMA,2015,4,,-,0,,2,,,-,,-,,-,0,,32,,,-,1,,1,,1,,17,,1,,2,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
MASSACHUSETTS,2015,4,,-,0,,2,,,-,,-,,-,5,,13,,,-,11,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
MICHIGAN,2015,4,,-,0,,2,,,-,2,,3,,19,,58,,35,,98,,,-,0,,4,,,-,,-,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
NEW YORK,2015,4,,-,0,,1,,1,,,-,22,,16,,59,,65,,34,,2,,6,,15,,9,,19,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
CALIFORNIA,2015,4,,-,0,,6,,,-,1,,,-,103,,306,,62,,,-,,-,3,,21,,,-,11,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
NEVADA,2015,4,,-,0,,1,,,-,,-,,-,2,,8,,1,,15,,,-,0,,4,,,-,,-,"NEVADA
(39.49324221300003, -117.07183885899997)",
NEW HAMPSHIRE,2015,4,,-,0,,2,,,-,,-,,-,1,,5,,,-,5,,,-,0,,2,,,-,,-,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
COLORADO,2015,4,,-,0,,1,,,-,,-,,-,23,,42,,1,,126,,,-,0,,0,,,-,,-,"COLORADO
(38.84384342200008, -106.13360911499996)",
KANSAS,2015,4,,-,0,,1,,,-,,-,,-,6,,18,,,-,31,,2,,1,,5,,7,,2,,"KANSAS
(38.347742794000055, -98.20077822999997)",
MONTANA,2015,4,,-,0,,1,,,-,,-,1,,9,,27,,35,,20,,,N,0,,0,,,N,,N,"MONTANA
(47.06652795700006, -109.42441587999997)",
MINNESOTA,2015,4,,-,0,,6,,,-,,-,,-,10,,29,,,-,57,,,-,0,,0,,,-,,-,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
SOUTH DAKOTA,2015,4,,-,0,,0,,,-,,-,,-,1,,11,,,-,16,,,-,0,,2,,,-,,-,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
NEW YORK CITY,2015,4,,-,1,,24,,,-,4,,,-,2,,6,,,-,4,,,-,0,,0,,,-,,-,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
WASHINGTON,2015,4,,-,0,,4,,,-,,-,,-,8,,67,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
KENTUCKY,2015,4,,-,0,,2,,2,,,-,,-,5,,11,,6,,36,,,-,0,,2,,,-,1,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
VERMONT,2015,4,,-,0,,0,,,-,,-,,-,0,,5,,1,,1,,,-,1,,4,,,-,3,,"VERMONT
(43.62538389600007, -72.51763667599994)",
CONNECTICUT,2015,4,,-,0,,0,,,-,,-,,-,1,,7,,,-,3,,,-,3,,13,,5,,4,,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
RHODE ISLAND,2015,4,,-,0,,0,,,-,,-,,-,0,,23,,,-,5,,,-,0,,4,,,-,1,,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
WEST VIRGINIA,2015,4,,-,0,,1,,,-,,-,,-,0,,1,,,-,4,,,-,0,,3,,,-,2,,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
LOUISIANA,2015,4,,-,0,,0,,,-,,-,,-,1,,6,,1,,6,,,-,0,,0,,,-,,-,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
IOWA,2015,4,,-,0,,3,,1,,,-,,-,3,,11,,,-,16,,,-,0,,0,,,-,,-,"IOWA
(42.469401411000035, -93.81648725599996)",
MISSISSIPPI,2015,4,,-,0,,0,,,-,,-,,-,1,,5,,,-,8,,,-,0,,1,,,-,,-,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
PENNSYLVANIA,2015,4,,-,0,,5,,2,,,-,9,,14,,38,,59,,59,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
GUAM,2015,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
FLORIDA,2015,4,,-,0,,1,,,-,,-,5,,12,,32,,20,,66,,3,,0,,8,,8,,87,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
NEBRASKA,2015,4,,-,0,,0,,,-,,-,73,,4,,52,,196,,25,,,-,0,,3,,,-,,-,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
TEXAS,2015,4,,-,0,,3,,1,,1,,9,,47,,96,,22,,39,,1,,19,,65,,3,,18,,"TEXAS
(31.827240467000024, -99.42676785299994)",
PUERTO RICO,2015,4,,-,0,,0,,,-,,-,,-,0,,2,,1,,3,,,-,0,,4,,,-,6,,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
NORTH DAKOTA,2015,4,,-,0,,1,,,-,,-,,-,0,,8,,1,,2,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
ILLINOIS,2015,4,,-,1,,15,,,-,5,,,-,12,,39,,3,,53,,,-,0,,6,,,-,,-,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
ALASKA,2015,4,,-,0,,1,,,-,,-,1,,2,,17,,7,,5,,,-,0,,1,,,-,,-,"ALASKA
(64.84507799500005, -147.72205958799998)",
ALABAMA,2015,4,,-,0,,1,,,-,,-,,-,5,,13,,5,,17,,,-,1,,7,,,-,4,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
HAWAII,2015,4,,-,0,,1,,,-,,-,,-,0,,4,,,-,,-,,-,0,,0,,,-,,-,"HAWAII
(21.30485232600006, -157.85774798099996)",
GEORGIA,2015,4,,-,0,,0,,,-,,-,,-,7,,15,,,-,13,,,-,0,,0,,,-,,-,"GEORGIA
(32.839683200000024, -83.62757885599996)",
VIRGINIA,2015,4,,-,0,,8,,1,,,-,,-,9,,33,,2,,24,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
WYOMING,2015,4,,-,0,,0,,,-,,-,,-,0,,6,,,-,7,,,-,0,,0,,,-,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
NORTH CAROLINA,2015,4,,-,0,,2,,1,,,-,4,,11,,76,,47,,49,,5,,0,,6,,15,,,-,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
C.N.M.I.,2015,6,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
MISSOURI,2015,4,,-,0,,2,,,-,,-,3,,9,,23,,28,,40,,,-,0,,3,,,-,1,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
OREGON,2015,4,,-,0,,1,,,-,,-,2,,8,,16,,17,,29,,,-,0,,3,,,-,,-,"OREGON
(44.56745049300008, -120.15502935599994)",
WISCONSIN,2015,4,,-,0,,10,,,-,1,,,-,23,,71,,4,,91,,,N,0,,0,,,N,,N,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
TENNESSEE,2015,4,,-,0,,2,,2,,1,,12,,5,,16,,29,,28,,,-,0,,0,,,-,,-,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
ARKANSAS,2015,4,,-,0,,1,,1,,,-,,-,5,,14,,3,,12,,1,,1,,23,,5,,5,,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
NEW MEXICO,2015,4,,-,0,,1,,,-,,-,,-,5,,14,,3,,56,,,-,0,,2,,,-,,-,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
UNITED STATES,2015,5,3,,12,,118,,33,,38,,219,,530,,783,,1269,,2088,,16,,59,,114,,95,,207,,,
NEW ENGLAND,2015,5,,-,0,,2,,,-,1,,4,,20,,46,,58,,49,,1,,6,,16,,7,,13,,,
MID. ATLANTIC,2015,5,,-,2,,25,,3,,10,,20,,37,,82,,154,,157,,2,,6,,15,,11,,21,,,
E.N. CENTRAL,2015,5,2,,5,,108,,11,,22,,37,,89,,176,,248,,651,,1,,1,,12,,5,,,-,,
W.N. CENTRAL,2015,5,,-,0,,6,,1,,1,,36,,43,,88,,292,,216,,2,,2,,8,,10,,4,,,
S. ATLANTIC,2015,5,,-,0,,9,,5,,,-,54,,54,,100,,173,,267,,9,,8,,19,,49,,116,,,
DIST. OF COL.,2015,5,,-,0,,4,,,-,,-,,-,0,,3,,1,,1,,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,5,,-,0,,2,,4,,1,,10,,18,,31,,53,,102,,,-,1,,7,,,-,5,,,
W.S. CENTRAL,2015,5,1,,0,,3,,3,,1,,16,,57,,108,,45,,111,,,-,23,,65,,12,,37,,,
MOUNTAIN,2015,5,,-,0,,4,,6,,1,,13,,71,,115,,86,,495,,,-,1,,7,,,-,,-,,
PACIFIC,2015,5,,-,0,,6,,,-,1,,29,,139,,333,,160,,40,,1,,3,,21,,1,,11,,,
AMER. SAMOA,2015,5,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2015,5,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
CALIFORNIA,2015,5,,-,0,,6,,,-,1,,1,,103,,307,,102,,,-,,-,3,,21,,,-,11,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
MISSISSIPPI,2015,5,,-,0,,0,,,-,,-,,-,1,,5,,1,,9,,,-,0,,1,,,-,,-,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
ARIZONA,2015,5,,-,0,,2,,,-,1,,1,,7,,29,,5,,84,,,N,0,,0,,,N,,N,"ARIZONA
(34.86597351900008, -111.76380664699997)",
PENNSYLVANIA,2015,5,,-,0,,5,,2,,,-,6,,15,,38,,75,,69,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
DELAWARE,2015,5,,-,0,,0,,,-,,-,2,,1,,35,,2,,58,,,-,0,,0,,,-,,-,"DELAWARE
(39.00883389200004, -75.57773597599999)",
COLORADO,2015,5,,-,0,,1,,,-,,-,,-,22,,42,,1,,153,,,-,0,,0,,,-,,-,"COLORADO
(38.84384342200008, -106.13360911499996)",
OKLAHOMA,2015,5,,-,0,,2,,,-,,-,,-,0,,32,,,-,1,,,-,1,,17,,1,,3,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
OREGON,2015,5,,-,0,,1,,,-,,-,2,,9,,16,,22,,34,,1,,0,,3,,1,,,-,"OREGON
(44.56745049300008, -120.15502935599994)",
ALASKA,2015,5,,-,0,,1,,,-,,-,10,,2,,17,,17,,5,,,-,0,,1,,,-,,-,"ALASKA
(64.84507799500005, -147.72205958799998)",
MICHIGAN,2015,5,,-,0,,2,,,-,2,,2,,19,,58,,49,,113,,,-,0,,4,,,-,,-,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
WISCONSIN,2015,5,,-,0,,10,,,-,1,,,-,24,,74,,21,,116,,,N,0,,0,,,N,,N,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
LOUISIANA,2015,5,,-,0,,0,,,-,,-,,-,1,,6,,1,,7,,,-,0,,0,,,-,,-,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
RHODE ISLAND,2015,5,,-,0,,0,,,-,,-,,-,0,,23,,,-,5,,,-,0,,4,,,-,1,,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
MAINE,2015,5,,-,0,,0,,,-,,-,4,,9,,35,,57,,21,,,-,1,,3,,1,,2,,"MAINE
(45.25422910300006, -68.98502586699993)",
WEST VIRGINIA,2015,5,,-,0,,1,,1,,,-,,-,0,,3,,6,,5,,,-,1,,3,,1,,2,,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
NEW JERSEY,2015,5,,-,0,,9,,,-,1,,,-,5,,15,,,-,34,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
WASHINGTON,2015,5,,-,0,,4,,,-,,-,16,,8,,104,,19,,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
NEVADA,2015,5,,-,0,,1,,,-,,-,,-,2,,8,,3,,19,,,-,0,,4,,,-,,-,"NEVADA
(39.49324221300003, -117.07183885899997)",
WYOMING,2015,5,,-,0,,0,,,-,,-,,-,0,,6,,,-,7,,,-,0,,0,,,-,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
INDIANA,2015,5,,-,0,,2,,,-,7,,,-,8,,21,,7,,45,,,-,0,,4,,,-,,-,"INDIANA
(39.766913353000064, -86.14995646699998)",
GEORGIA,2015,5,,-,0,,0,,,-,,-,,-,7,,15,,11,,15,,,-,0,,0,,,-,,-,"GEORGIA
(32.839683200000024, -83.62757885599996)",
PUERTO RICO,2015,5,,-,0,,0,,,-,,-,1,,0,,2,,2,,5,,,-,0,,4,,,-,6,,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
SOUTH DAKOTA,2015,5,,-,0,,0,,,-,,-,,-,1,,11,,,-,16,,1,,0,,2,,1,,1,,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
MASSACHUSETTS,2015,5,,-,0,,2,,,-,1,,,-,6,,13,,,-,13,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
NORTH DAKOTA,2015,5,,-,0,,1,,,-,,-,,-,0,,8,,1,,3,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
KANSAS,2015,5,,-,0,,1,,,-,,-,,-,6,,18,,11,,32,,,-,1,,5,,8,,2,,"KANSAS
(38.347742794000055, -98.20077822999997)",
IOWA,2015,5,,-,0,,3,,1,,,-,,-,2,,11,,2,,19,,,-,0,,0,,,-,,-,"IOWA
(42.469401411000035, -93.81648725599996)",
MINNESOTA,2015,5,,-,0,,6,,,-,,-,,-,11,,29,,,-,68,,,-,0,,0,,,-,,-,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
VIRGINIA,2015,5,,-,0,,8,,2,,,-,,-,9,,35,,4,,26,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
GUAM,2015,5,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
TENNESSEE,2015,5,,-,0,,2,,2,,1,,9,,5,,16,,38,,30,,,-,0,,0,,,-,,-,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
HAWAII,2015,5,,-,0,,1,,,-,,-,,-,0,,4,,,-,1,,,-,0,,0,,,-,,-,"HAWAII
(21.30485232600006, -157.85774798099996)",
ALABAMA,2015,5,,-,0,,1,,,-,,-,1,,5,,13,,8,,18,,,-,1,,7,,,-,4,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
MARYLAND,2015,5,,-,0,,1,,1,,,-,4,,3,,17,,21,,14,,,-,6,,19,,16,,19,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
NEW MEXICO,2015,5,,-,0,,1,,,-,,-,,-,5,,14,,5,,68,,,-,0,,2,,,-,,-,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
NEW YORK CITY,2015,5,,-,1,,24,,,-,8,,,-,2,,6,,,-,5,,,-,0,,0,,,-,,-,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
NEW HAMPSHIRE,2015,5,,-,0,,2,,,-,,-,,-,1,,5,,,-,6,,1,,0,,2,,1,,1,,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
UTAH,2015,5,,-,0,,1,,,-,,-,,-,13,,38,,6,,119,,,-,0,,4,,,-,,-,"UTAH
(39.36070123200005, -111.58712831499997)",
ILLINOIS,2015,5,,-,1,,15,,,-,6,,,-,12,,39,,4,,69,,,-,0,,6,,,-,,-,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
