Reporting Area,MMWR Year,MMWR Week,"Invasive Pneumococcal disease, All ages, Current week","Invasive Pneumococcal disease§, All ages, Current week, flag","Invasive Pneumococcal disease§, All ages, Previous 52 weeks Med","Invasive Pneumococcal disease§, All ages, Previous 52 weeks Med, flag","Invasive Pneumococcal disease§, All ages, Previous 52 weeks Max","Invasive Pneumococcal disease§, All ages, Previous 52 weeks Max, flag","Invasive Pneumococcal disease§, All ages, Cum 2016","Invasive Pneumococcal disease§, All ages, Cum 2016, flag","Invasive Pneumococcal disease§, All ages, Cum 2015","Invasive Pneumococcal disease§, All ages, Cum 2015, flag","Invasive Pneumococcal disease§, Age LT 5, Current week","Invasive Pneumococcal disease§, Age LT 5, Current week, flag","Invasive Pneumococcal disease§, Age LT 5, Previous 52 weeks Med","Invasive Pneumococcal disease§, Age LT 5, Previous 52 weeks Med, flag","Invasive Pneumococcal disease§, Age LT 5, Previous 52 weeks Max","Invasive Pneumococcal disease§, Age LT 5, Previous 52 weeks Max, flag","Invasive Pneumococcal disease§, Age LT 5, Cum 2016","Invasive Pneumococcal disease§, Age LT 5, Cum 2016, flag","Invasive Pneumococcal disease§, Age LT 5, Cum 2015","Invasive Pneumococcal disease§, Age LT 5, Cum 2015, flag","Legionellosis, Current week","Legionellosis, Current week, flag","Legionellosis, Previous 52 weeks Med","Legionellosis, Previous 52 weeks Med, flag","Legionellosis, Previous 52 weeks Max","Legionellosis, Previous 52 weeks Max, flag","Legionellosis, Cum 2016","Legionellosis, Cum 2016, flag","Legionellosis, Cum 2015","Legionellosis, Cum 2015, flag",Location 1,Location 2
SOUTH DAKOTA,2016,3,1,,2,,11,,5,,7,,,N,0,,0,,,N,,N,,-,0,,2,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
CONNECTICUT,2016,3,,-,4,,11,,4,,19,,,-,0,,1,,,-,1,,,-,1,,4,,1,,,-,"CONNECTICUT
(41.544654, -72.651713)",
DELAWARE,2016,3,1,,1,,5,,8,,10,,,-,0,,1,,,-,,-,,-,0,,3,,3,,2,,"DELAWARE
(39.008676, -75.574561)",
NEW HAMPSHIRE,2016,3,,-,1,,7,,1,,7,,,-,0,,1,,,-,3,,,-,0,,5,,,-,1,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MINNESOTA,2016,3,,-,6,,36,,,-,74,,,-,0,,5,,,-,9,,,-,1,,5,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
FLORIDA,2016,3,13,,8,,29,,65,,38,,1,,1,,4,,7,,6,,10,,6,,13,,22,,13,,"FLORIDA
(28.915325, -81.922409)",
MAINE,2016,3,3,,3,,7,,13,,12,,,-,0,,1,,,-,,-,1,,0,,2,,1,,,-,"MAINE
(45.252223, -68.986647)",
MARYLAND,2016,3,6,,7,,22,,37,,62,,,-,0,,3,,1,,1,,,-,2,,9,,5,,13,,"MARYLAND
(39.290443, -76.612333)",
MISSISSIPPI,2016,3,3,,5,,12,,22,,13,,,-,0,,3,,1,,,-,,-,0,,4,,,-,2,,"MISSISSIPPI
(32.738663, -89.537312)",
COLORADO,2016,3,,-,6,,19,,,-,28,,,-,0,,3,,,-,1,,,-,0,,2,,,-,,-,"COLORADO
(38.841772, -106.132562)",
PENNSYLVANIA,2016,3,8,,9,,21,,33,,45,,,-,0,,3,,,-,2,,,-,5,,23,,7,,12,,"PENNSYLVANIA
(40.789676, -77.858055)",
VERMONT,2016,3,1,,1,,5,,7,,5,,,-,0,,1,,,-,1,,,-,0,,3,,1,,,-,"VERMONT
(43.622479, -72.51927)",
IDAHO,2016,3,,N,0,,0,,,N,,N,,-,0,,1,,1,,,-,,-,0,,2,,1,,,-,"IDAHO
(43.680635, -114.364237)",
WISCONSIN,2016,3,5,,8,,23,,32,,24,,,-,1,,2,,1,,1,,,-,0,,3,,,-,3,,"WISCONSIN
(44.395526, -89.834513)",
WASHINGTON,2016,3,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,7,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
WEST VIRGINIA,2016,3,,-,3,,11,,,-,27,,,-,0,,2,,,-,1,,,-,0,,2,,,-,4,,"WEST VIRGINIA
(38.668501, -80.709421)",
ALABAMA,2016,3,1,,5,,17,,18,,22,,,-,0,,2,,2,,2,,,-,1,,6,,1,,3,,"ALABAMA
(32.839182, -86.631125)",
MISSOURI,2016,3,,N,0,,0,,,N,,N,,-,0,,1,,,-,2,,,-,2,,19,,2,,,-,"MISSOURI
(38.636168, -92.566292)",
OHIO,2016,3,34,,18,,41,,98,,105,,4,,1,,4,,7,,3,,4,,7,,74,,17,,22,,"OHIO
(40.056807, -82.405897)",
ARIZONA,2016,3,17,,12,,31,,78,,74,,,-,1,,5,,3,,2,,3,,2,,4,,6,,3,,"ARIZONA
(34.869712, -111.760902)",
NEW JERSEY,2016,3,,-,0,,20,,,-,60,,,-,0,,2,,,-,,-,,-,3,,10,,,-,11,,"NEW JERSEY
(40.104655, -74.386686)",
OKLAHOMA,2016,3,,N,0,,0,,,N,,N,,-,0,,2,,,-,2,,,-,0,,9,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
NORTH DAKOTA,2016,3,1,,1,,6,,1,,9,,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
NEW MEXICO,2016,3,,-,4,,13,,14,,27,,,-,0,,4,,1,,3,,,-,0,,2,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
NEVADA,2016,3,,-,3,,9,,14,,26,,,-,0,,2,,1,,1,,,-,0,,2,,,-,3,,"NEVADA
(39.491833, -117.070159)",
HAWAII,2016,3,,-,1,,5,,1,,5,,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,"HAWAII
(21.30992, -157.858158)",
PUERTO RICO,2016,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
VIRGINIA,2016,3,,-,0,,2,,,-,1,,,-,0,,2,,,-,1,,,-,3,,9,,2,,3,,"VIRGINIA
(37.542699, -78.45822)",
MICHIGAN,2016,3,2,,13,,29,,37,,77,,,-,1,,3,,3,,1,,,-,2,,9,,2,,11,,"MICHIGAN
(44.66399, -84.711206)",
MONTANA,2016,3,,-,1,,5,,4,,6,,,-,0,,1,,1,,,-,,-,0,,2,,,-,,-,"MONTANA
(47.062617, -109.430168)",
NEBRASKA,2016,3,2,,3,,8,,14,,11,,,-,0,,1,,,-,,-,,-,0,,2,,,-,4,,"NEBRASKA
(41.640503, -99.367122)",
TEXAS,2016,3,17,,27,,159,,54,,76,,,-,2,,8,,1,,5,,2,,5,,13,,3,,3,,"TEXAS
(31.827233, -99.423022)",
TENNESSEE,2016,3,10,,13,,34,,53,,102,,,-,1,,4,,2,,6,,2,,2,,9,,7,,1,,"TENNESSEE
(35.681402, -85.774444)",
GEORGIA,2016,3,1,,17,,50,,29,,97,,,-,1,,5,,,-,2,,,-,2,,9,,2,,2,,"GEORGIA
(32.836038, -83.631709)",
NEW YORK,2016,3,18,,15,,51,,55,,66,,2,,1,,3,,2,,1,,2,,7,,25,,13,,12,,"NEW YORK
(42.826892, -75.544286)",
SOUTH CAROLINA,2016,3,,-,7,,20,,20,,59,,,-,0,,3,,,-,2,,1,,1,,3,,1,,1,,"SOUTH CAROLINA
(34.009286, -81.037094)",
OREGON,2016,3,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,1,,3,,,-,,-,"OREGON
(44.567912, -120.156945)",
KANSAS,2016,3,,-,3,,7,,3,,12,,,-,0,,2,,1,,1,,,-,0,,4,,,-,1,,"KANSAS
(38.345528, -98.201847)",
WYOMING,2016,3,,-,0,,4,,1,,1,,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,"WYOMING
(43.23558, -108.110518)",
UNITED STATES,2016,4,203,,277,,557,,1102,,1830,,16,,22,,33,,55,,111,,32,,88,,223,,184,,291,,,
NEW ENGLAND,2016,4,2,,19,,41,,46,,102,,,-,0,,4,,1,,12,,1,,5,,15,,7,,9,,,
MID. ATLANTIC,2016,4,40,,40,,86,,184,,282,,3,,2,,7,,5,,5,,9,,20,,101,,65,,70,,,
NEW YORK CITY,2016,4,12,,13,,24,,58,,75,,,-,1,,3,,,-,2,,4,,5,,84,,39,,25,,"NEW YORK CITY
",
E.N. CENTRAL,2016,4,31,,51,,108,,230,,296,,4,,3,,9,,16,,11,,15,,15,,97,,38,,60,,,
W.N. CENTRAL,2016,4,5,,13,,49,,31,,147,,,-,1,,6,,1,,17,,1,,4,,22,,3,,11,,,
S. ATLANTIC,2016,4,36,,47,,97,,207,,357,,3,,4,,10,,11,,19,,2,,18,,30,,44,,70,,,
DIST. OF COL.,2016,4,4,,1,,5,,4,,6,,,-,0,,2,,,-,2,,,-,0,,1,,,-,,-,"DIST. OF COL.
",
FLORIDA,2016,4,24,,8,,29,,89,,49,,3,,1,,4,,10,,8,,1,,6,,13,,23,,18,,"FLORIDA
(28.915325, -81.922409)",
E.S. CENTRAL,2016,4,19,,29,,65,,134,,215,,,-,2,,5,,5,,13,,2,,5,,15,,11,,10,,,
W.S. CENTRAL,2016,4,38,,39,,186,,119,,202,,,-,4,,12,,2,,19,,1,,8,,15,,5,,8,,,
MOUNTAIN,2016,4,31,,29,,63,,142,,216,,6,,2,,8,,14,,15,,1,,3,,7,,9,,13,,,
PACIFIC,2016,4,1,,3,,8,,9,,13,,,-,0,,2,,,-,,-,,-,8,,17,,2,,40,,,
AMER. SAMOA,2016,4,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2016,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
MASSACHUSETTS,2016,4,,-,9,,25,,8,,47,,,-,0,,3,,,-,6,,,-,3,,8,,3,,6,,"MASSACHUSETTS
(42.268546, -72.085064)",
NORTH CAROLINA,2016,4,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,3,,8,,1,,17,,"NORTH CAROLINA
(35.47995, -79.180571)",
NEVADA,2016,4,,-,3,,9,,16,,28,,,-,0,,2,,1,,1,,,-,0,,2,,,-,4,,"NEVADA
(39.491833, -117.070159)",
KANSAS,2016,4,,-,2,,7,,3,,14,,,-,0,,2,,1,,1,,,-,0,,4,,,-,2,,"KANSAS
(38.345528, -98.201847)",
PUERTO RICO,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,1,,"PUERTO RICO
(18.215692, -66.414655)",
VERMONT,2016,4,1,,1,,5,,8,,7,,,-,0,,1,,,-,1,,,-,0,,3,,1,,,-,"VERMONT
(43.622479, -72.51927)",
NORTH DAKOTA,2016,4,,-,1,,6,,1,,11,,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
CONNECTICUT,2016,4,,-,4,,11,,14,,23,,,-,0,,1,,1,,1,,,-,1,,4,,1,,,-,"CONNECTICUT
(41.544654, -72.651713)",
UTAH,2016,4,,-,3,,7,,2,,17,,,-,0,,2,,,-,2,,,-,0,,2,,,-,4,,"UTAH
(39.359772, -111.584173)",
MINNESOTA,2016,4,,-,3,,36,,,-,101,,,-,0,,5,,,-,12,,,-,1,,5,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
RHODE ISLAND,2016,4,,-,1,,5,,,-,2,,,-,0,,1,,,-,1,,,-,0,,6,,,-,2,,"RHODE ISLAND
(41.707447, -71.522488)",
NEW HAMPSHIRE,2016,4,,-,1,,7,,2,,9,,,-,0,,1,,,-,3,,,-,0,,5,,,-,1,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
DELAWARE,2016,4,,-,1,,5,,9,,13,,,-,0,,1,,,-,,-,,-,0,,3,,3,,2,,"DELAWARE
(39.008676, -75.574561)",
GEORGIA,2016,4,2,,17,,50,,37,,121,,,-,1,,5,,,-,2,,,-,2,,9,,4,,2,,"GEORGIA
(32.836038, -83.631709)",
GUAM,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
CALIFORNIA,2016,4,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,6,,15,,2,,38,,"CALIFORNIA
(37.640735, -121.002435)",
MISSOURI,2016,4,,N,0,,0,,,N,,N,,-,0,,0,,,-,2,,,-,2,,19,,2,,1,,"MISSOURI
(38.636168, -92.566292)",
OHIO,2016,4,25,,18,,41,,123,,128,,4,,1,,4,,11,,3,,13,,7,,74,,30,,22,,"OHIO
(40.056807, -82.405897)",
MAINE,2016,4,1,,3,,7,,14,,14,,,-,0,,1,,,-,,-,1,,0,,2,,2,,,-,"MAINE
(45.252223, -68.986647)",
ARIZONA,2016,4,30,,12,,31,,104,,97,,6,,1,,5,,10,,6,,,-,2,,4,,7,,5,,"ARIZONA
(34.869712, -111.760902)",
MARYLAND,2016,4,5,,7,,22,,46,,68,,,-,0,,3,,1,,1,,1,,2,,9,,7,,17,,"MARYLAND
(39.290443, -76.612333)",
LOUISIANA,2016,4,14,,5,,16,,27,,49,,,-,0,,3,,,-,5,,1,,0,,4,,1,,,-,"LOUISIANA
(31.2931, -92.463284)",
MICHIGAN,2016,4,4,,14,,39,,60,,88,,,-,1,,3,,4,,2,,2,,2,,9,,4,,16,,"MICHIGAN
(44.66399, -84.711206)",
OKLAHOMA,2016,4,,N,0,,0,,,N,,N,,-,0,,2,,,-,3,,,-,0,,9,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
TEXAS,2016,4,21,,28,,167,,83,,130,,,-,2,,9,,1,,10,,,-,5,,13,,3,,6,,"TEXAS
(31.827233, -99.423022)",
VIRGINIA,2016,4,,-,0,,2,,,-,2,,,-,0,,2,,,-,2,,,-,3,,9,,3,,5,,"VIRGINIA
(37.542699, -78.45822)",
SOUTH DAKOTA,2016,4,3,,2,,11,,8,,8,,,N,0,,0,,,N,,N,,-,0,,2,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
ALASKA,2016,4,1,,2,,7,,5,,8,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
COLORADO,2016,4,,-,6,,19,,,-,35,,,-,0,,3,,,-,3,,,-,0,,2,,,-,,-,"COLORADO
(38.841772, -106.132562)",
ARKANSAS,2016,4,3,,5,,22,,9,,23,,,-,0,,3,,1,,1,,,-,0,,4,,1,,2,,"ARKANSAS
(34.748745, -92.275105)",
NEBRASKA,2016,4,2,,3,,8,,19,,13,,,-,0,,1,,,-,1,,,-,0,,2,,,-,4,,"NEBRASKA
(41.640503, -99.367122)",
MISSISSIPPI,2016,4,2,,5,,12,,25,,22,,,-,0,,3,,1,,3,,,-,0,,4,,,-,2,,"MISSISSIPPI
(32.738663, -89.537312)",
MONTANA,2016,4,,-,1,,5,,4,,6,,,-,0,,1,,1,,,-,,-,0,,2,,,-,,-,"MONTANA
(47.062617, -109.430168)",
IOWA,2016,4,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,1,,0,,3,,1,,4,,"IOWA
(42.46942, -93.815856)",
IDAHO,2016,4,,N,0,,0,,,N,,N,,-,0,,1,,1,,,-,1,,0,,2,,2,,,-,"IDAHO
(43.680635, -114.364237)",
SOUTH CAROLINA,2016,4,1,,6,,20,,21,,67,,,-,0,,3,,,-,3,,,-,1,,3,,3,,4,,"SOUTH CAROLINA
(34.009286, -81.037094)",
WISCONSIN,2016,4,2,,8,,24,,34,,32,,,-,1,,2,,1,,2,,,-,0,,3,,,-,3,,"WISCONSIN
(44.395526, -89.834513)",
HAWAII,2016,4,,-,1,,6,,4,,5,,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,"HAWAII
(21.30992, -157.858158)",
NEW YORK,2016,4,25,,15,,53,,81,,78,,3,,1,,3,,5,,1,,5,,7,,25,,18,,15,,"NEW YORK
(42.826892, -75.544286)",
TENNESSEE,2016,4,17,,13,,34,,75,,131,,,-,1,,3,,2,,6,,1,,2,,9,,9,,2,,"TENNESSEE
(35.681402, -85.774444)",
NEW JERSEY,2016,4,,-,0,,20,,,-,74,,,-,0,,2,,,-,,-,,-,3,,10,,,-,14,,"NEW JERSEY
(40.104655, -74.386686)",
WYOMING,2016,4,,-,0,,4,,1,,1,,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,"WYOMING
(43.23558, -108.110518)",
WASHINGTON,2016,4,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,7,,,-,1,,"WASHINGTON
(47.517368, -120.467672)",
PENNSYLVANIA,2016,4,3,,9,,21,,45,,55,,,-,0,,3,,,-,2,,,-,5,,23,,8,,16,,"PENNSYLVANIA
(40.789676, -77.858055)",
INDIANA,2016,4,,-,10,,26,,13,,48,,,-,0,,3,,,-,4,,,-,2,,8,,4,,17,,"INDIANA
(39.76845, -86.156212)",
WEST VIRGINIA,2016,4,,-,2,,11,,1,,31,,,-,0,,2,,,-,1,,,-,0,,2,,,-,5,,"WEST VIRGINIA
(38.668501, -80.709421)",
KENTUCKY,2016,4,,-,4,,10,,13,,29,,,-,0,,2,,,-,1,,1,,1,,7,,1,,3,,"KENTUCKY
(37.64591, -84.774043)",
OREGON,2016,4,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,1,,3,,,-,,-,"OREGON
(44.567912, -120.156945)",
ILLINOIS,2016,4,,N,0,,0,,,N,,N,,-,0,,2,,,-,,-,,-,4,,48,,,-,2,,"ILLINOIS
(40.477092, -88.993221)",
NEW MEXICO,2016,4,1,,4,,13,,15,,32,,,-,0,,4,,1,,3,,,-,0,,2,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
ALABAMA,2016,4,,-,5,,17,,21,,33,,,-,0,,2,,2,,3,,,-,1,,6,,1,,3,,"ALABAMA
(32.839182, -86.631125)",
UNITED STATES,2016,5,218,,269,,577,,1411,,2228,,21,,21,,33,,82,,129,,26,,88,,223,,226,,387,,,
NEW ENGLAND,2016,5,4,,19,,41,,55,,132,,,-,0,,4,,1,,13,,1,,5,,15,,8,,16,,,
MID. ATLANTIC,2016,5,38,,40,,89,,222,,349,,2,,2,,7,,7,,6,,8,,20,,101,,76,,82,,,
NEW YORK CITY,2016,5,12,,13,,24,,70,,96,,,-,0,,3,,,-,2,,2,,4,,84,,41,,26,,"NEW YORK CITY
",
E.N. CENTRAL,2016,5,45,,51,,119,,301,,337,,3,,3,,9,,21,,14,,5,,15,,97,,47,,80,,,
W.N. CENTRAL,2016,5,6,,12,,49,,50,,176,,1,,0,,6,,2,,18,,,-,4,,22,,4,,16,,,
S. ATLANTIC,2016,5,42,,46,,97,,267,,412,,7,,4,,10,,23,,25,,6,,18,,30,,53,,89,,,
DIST. OF COL.,2016,5,1,,1,,5,,5,,8,,,-,0,,2,,,-,2,,,-,0,,1,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,5,22,,29,,65,,167,,260,,1,,2,,5,,7,,14,,1,,5,,15,,13,,15,,,
W.S. CENTRAL,2016,5,31,,39,,196,,163,,267,,3,,4,,12,,5,,22,,3,,8,,15,,11,,18,,,
MOUNTAIN,2016,5,27,,29,,63,,172,,278,,3,,2,,8,,15,,17,,2,,3,,7,,9,,16,,,
PACIFIC,2016,5,3,,3,,8,,14,,17,,1,,0,,2,,1,,,-,,-,8,,17,,5,,55,,,
AMER. SAMOA,2016,5,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2016,5,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
VERMONT,2016,5,3,,1,,5,,12,,9,,,-,0,,1,,,-,1,,,-,0,,3,,1,,,-,"VERMONT
(43.622479, -72.51927)",
ARIZONA,2016,5,27,,12,,30,,125,,125,,3,,1,,5,,11,,6,,1,,2,,4,,5,,7,,"ARIZONA
(34.869712, -111.760902)",
LOUISIANA,2016,5,6,,6,,16,,37,,71,,1,,0,,3,,1,,6,,1,,0,,4,,2,,3,,"LOUISIANA
(31.2931, -92.463284)",
NEW YORK,2016,5,20,,16,,55,,101,,100,,2,,1,,3,,7,,2,,5,,7,,25,,23,,21,,"NEW YORK
(42.826892, -75.544286)",
MONTANA,2016,5,,-,1,,5,,5,,8,,,-,0,,1,,1,,,-,1,,0,,2,,1,,,-,"MONTANA
(47.062617, -109.430168)",
MARYLAND,2016,5,3,,8,,23,,49,,76,,,-,0,,3,,1,,2,,,-,2,,9,,8,,21,,"MARYLAND
(39.290443, -76.612333)",
UTAH,2016,5,,-,3,,7,,2,,24,,,-,0,,2,,,-,2,,,-,0,,2,,,-,5,,"UTAH
(39.359772, -111.584173)",
VIRGINIA,2016,5,,-,0,,2,,3,,2,,,-,0,,2,,3,,2,,1,,3,,9,,4,,9,,"VIRGINIA
(37.542699, -78.45822)",
INDIANA,2016,5,,-,11,,27,,24,,52,,,-,0,,3,,,-,4,,,-,2,,8,,5,,18,,"INDIANA
(39.76845, -86.156212)",
RHODE ISLAND,2016,5,,-,1,,5,,,-,5,,,-,0,,1,,,-,1,,,-,0,,6,,,-,2,,"RHODE ISLAND
(41.707447, -71.522488)",
WEST VIRGINIA,2016,5,,-,2,,11,,1,,35,,,-,0,,2,,,-,1,,,-,0,,2,,,-,6,,"WEST VIRGINIA
(38.668501, -80.709421)",
MICHIGAN,2016,5,5,,14,,42,,78,,95,,,-,1,,3,,6,,3,,,-,2,,9,,4,,18,,"MICHIGAN
(44.66399, -84.711206)",
KANSAS,2016,5,,-,3,,7,,11,,20,,,-,0,,2,,1,,1,,,-,0,,4,,1,,2,,"KANSAS
(38.345528, -98.201847)",
SOUTH DAKOTA,2016,5,,-,2,,11,,10,,10,,,N,0,,0,,,N,,N,,-,0,,2,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
OREGON,2016,5,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,1,,3,,,-,1,,"OREGON
(44.567912, -120.156945)",
ILLINOIS,2016,5,,N,0,,0,,,N,,N,,-,0,,2,,,-,,-,,-,4,,48,,3,,6,,"ILLINOIS
(40.477092, -88.993221)",
MASSACHUSETTS,2016,5,,-,9,,25,,8,,62,,,-,0,,3,,,-,6,,,-,3,,8,,3,,11,,"MASSACHUSETTS
(42.268546, -72.085064)",
MAINE,2016,5,1,,3,,7,,15,,17,,,-,0,,1,,,-,,-,1,,0,,2,,3,,,-,"MAINE
(45.252223, -68.986647)",
TENNESSEE,2016,5,16,,14,,34,,93,,154,,1,,1,,3,,3,,7,,1,,2,,9,,10,,3,,"TENNESSEE
(35.681402, -85.774444)",
DELAWARE,2016,5,,-,1,,5,,9,,15,,,-,0,,1,,,-,,-,,-,0,,3,,3,,2,,"DELAWARE
(39.008676, -75.574561)",
WISCONSIN,2016,5,7,,7,,24,,43,,44,,,-,1,,2,,1,,2,,,-,0,,3,,,-,6,,"WISCONSIN
(44.395526, -89.834513)",
OKLAHOMA,2016,5,,N,0,,0,,,N,,N,,-,0,,2,,,-,3,,,-,0,,9,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
MISSISSIPPI,2016,5,2,,5,,12,,31,,29,,,-,0,,2,,2,,3,,,-,0,,4,,,-,3,,"MISSISSIPPI
(32.738663, -89.537312)",
IOWA,2016,5,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,3,,1,,5,,"IOWA
(42.46942, -93.815856)",
GEORGIA,2016,5,14,,16,,50,,56,,138,,4,,1,,5,,4,,4,,,-,2,,9,,5,,2,,"GEORGIA
(32.836038, -83.631709)",
IDAHO,2016,5,,N,0,,0,,,N,,N,,-,0,,1,,1,,1,,,-,0,,2,,3,,,-,"IDAHO
(43.680635, -114.364237)",
CONNECTICUT,2016,5,,-,4,,11,,17,,23,,,-,0,,1,,1,,1,,,-,1,,4,,1,,1,,"CONNECTICUT
(41.544654, -72.651713)",
NORTH DAKOTA,2016,5,1,,1,,6,,2,,11,,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
KENTUCKY,2016,5,,-,4,,10,,13,,37,,,-,0,,2,,,-,1,,,-,1,,7,,1,,4,,"KENTUCKY
(37.64591, -84.774043)",
MINNESOTA,2016,5,,-,1,,36,,,-,119,,,-,0,,5,,,-,12,,,-,1,,5,,,-,1,,"MINNESOTA
(44.943719, -93.094281)",
COLORADO,2016,5,,-,5,,19,,,-,44,,,-,0,,3,,,-,3,,,-,0,,2,,,-,,-,"COLORADO
(38.841772, -106.132562)",
ARKANSAS,2016,5,1,,5,,22,,11,,27,,,-,0,,3,,1,,1,,,-,0,,4,,1,,2,,"ARKANSAS
(34.748745, -92.275105)",
ALABAMA,2016,5,4,,5,,17,,30,,40,,,-,0,,2,,2,,3,,,-,1,,6,,2,,5,,"ALABAMA
(32.839182, -86.631125)",
OHIO,2016,5,33,,18,,41,,156,,146,,3,,1,,4,,14,,5,,5,,8,,74,,35,,32,,"OHIO
(40.056807, -82.405897)",
WYOMING,2016,5,,-,0,,4,,1,,1,,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,"WYOMING
(43.23558, -108.110518)",
NEVADA,2016,5,,-,3,,9,,16,,31,,,-,0,,2,,1,,1,,,-,0,,2,,,-,4,,"NEVADA
(39.491833, -117.070159)",
NEW HAMPSHIRE,2016,5,,-,1,,7,,3,,16,,,-,0,,1,,,-,4,,,-,0,,5,,,-,2,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
NEW JERSEY,2016,5,,-,0,,20,,,-,87,,,-,0,,2,,,-,,-,,-,3,,10,,,-,17,,"NEW JERSEY
(40.104655, -74.386686)",
GUAM,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NEW MEXICO,2016,5,,-,4,,13,,23,,45,,,-,0,,4,,1,,4,,,-,0,,2,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
NEBRASKA,2016,5,5,,3,,8,,27,,16,,1,,0,,1,,1,,2,,,-,0,,2,,,-,4,,"NEBRASKA
(41.640503, -99.367122)",
HAWAII,2016,5,,-,1,,6,,6,,8,,,-,0,,1,,,-,,-,,-,0,,1,,,-,2,,"HAWAII
(21.30992, -157.858158)",
ALASKA,2016,5,3,,2,,7,,8,,9,,1,,0,,1,,1,,,-,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
PENNSYLVANIA,2016,5,6,,9,,21,,51,,66,,,-,0,,2,,,-,2,,1,,5,,23,,12,,18,,"PENNSYLVANIA
(40.789676, -77.858055)",
FLORIDA,2016,5,19,,8,,29,,106,,59,,3,,1,,4,,13,,10,,5,,6,,13,,27,,25,,"FLORIDA
(28.915325, -81.922409)",
PUERTO RICO,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,2,,"PUERTO RICO
(18.215692, -66.414655)",
NORTH CAROLINA,2016,5,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,3,,8,,3,,20,,"NORTH CAROLINA
(35.47995, -79.180571)",
SOUTH CAROLINA,2016,5,5,,7,,20,,38,,79,,,-,0,,3,,2,,4,,,-,1,,3,,3,,4,,"SOUTH CAROLINA
(34.009286, -81.037094)",
