 Reporting Area,MMWR Year,MMWR Week,"Giardiasis, Current week","Giardiasis, Current week, flag","Giardiasis, Previous 52 weeks Med","Giardiasis, Previous 52 weeks Med, flag","Giardiasis, Previous 52 weeks Max","Giardiasis, Previous 52 weeks Max, flag","Giardiasis, Cum 2016","Giardiasis, Cum 2016, flag","Giardiasis, Cum 2015","Giardiasis, Cum 2015, flag","Gonorrhea,Current week","Gonorrhea,Current week, flag","Gonorrhea,Previous 52 weeks Med","Gonorrhea,Previous 52 weeks Med, flag","Gonorrhea, Previous 52 weeks Max","Gonorrhea, Previous 52 weeks Max, flag","Gonorrhea, Cum 2016","Gonorrhea, Cum 2016, flag","Gonorrhea, Cum 2015","Gonorrhea, Cum 2015, flag","Haemophilus influenzae, invasive§, All ages, all serotypes,Current week","Haemophilus influenzae, invasive§, All ages, all serotypes,Current week, flag","Haemophilus influenzae, invasive§, All ages, all serotypes, Previous 52 weeks Med","Haemophilus influenzae, invasive§, All ages, all serotypes, Previous 52 weeks Med, flag","Haemophilus influenzae, invasive§, All ages, all serotypes, Previous 52 weeks Max","Haemophilus influenzae, invasive§, All ages, all serotypes, Previous 52 weeks Max, flag","Haemophilus influenzae, invasive§, All ages, all serotypes, Cum 2016","Haemophilus influenzae, invasive§, All ages, all serotypes, Cum 2016, flag","Haemophilus influenzae, invasive§, All ages, all serotypes, Cum 2015","Haemophilus influenzae, invasive§, All ages, all serotypes, Cum 2015, flag",Location 1,Location 2
AMER. SAMOA,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,10,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,10,,-,0,,0,,,-,,-,,-,0,,6,,3,,16,,,N,0,,0,,,N,,N,"VIRGIN ISL.
",
NEVADA,2016,10,,-,1,,4,,3,,12,,11,,51,,75,,386,,571,,,-,0,,3,,4,,7,,"NEVADA
(39.491833, -117.070159)",
PENNSYLVANIA,2016,10,7,,12,,22,,76,,107,,170,,259,,376,,2853,,2429,,3,,4,,11,,46,,41,,"PENNSYLVANIA
(40.789676, -77.858055)",
OHIO,2016,10,1,,7,,15,,62,,80,,109,,328,,432,,3088,,2918,,6,,3,,8,,43,,42,,"OHIO
(40.056807, -82.405897)",
WYOMING,2016,10,,-,0,,4,,,-,2,,,-,3,,10,,11,,24,,,-,0,,2,,,-,,-,"WYOMING
(43.23558, -108.110518)",
KANSAS,2016,10,,-,2,,7,,13,,21,,8,,50,,65,,449,,439,,,-,1,,3,,3,,10,,"KANSAS
(38.345528, -98.201847)",
OKLAHOMA,2016,10,,N,0,,0,,,N,,N,25,,90,,114,,733,,972,,,-,1,,6,,12,,24,,"OKLAHOMA
(35.468494, -97.521264)",
NEBRASKA,2016,10,2,,2,,9,,24,,39,,23,,33,,63,,358,,318,,1,,1,,3,,5,,2,,"NEBRASKA
(41.640503, -99.367122)",
VERMONT,2016,10,,N,0,,0,,,N,,N,4,,3,,8,,32,,22,,,-,0,,1,,2,,4,,"VERMONT
(43.622479, -72.51927)",
SOUTH CAROLINA,2016,10,,-,2,,9,,20,,21,,185,,166,,271,,1865,,1494,,,-,2,,5,,17,,25,,"SOUTH CAROLINA
(34.009286, -81.037094)",
NEW MEXICO,2016,10,,-,1,,4,,7,,14,,10,,45,,82,,452,,502,,,-,1,,5,,15,,16,,"NEW MEXICO
(34.520396, -106.244402)",
INDIANA,2016,10,,-,3,,11,,10,,22,,91,,155,,304,,1735,,1413,,,-,2,,8,,3,,14,,"INDIANA
(39.76845, -86.156212)",
CONNECTICUT,2016,10,,-,4,,10,,42,,37,,6,,40,,93,,325,,339,,,-,1,,3,,12,,10,,"CONNECTICUT
(41.544654, -72.651713)",
TEXAS,2016,10,,N,0,,0,,,N,,N,653,,754,,1422,,7644,,8036,,4,,0,,6,,38,,4,,"TEXAS
(31.827233, -99.423022)",
TENNESSEE,2016,10,,N,0,,0,,,N,,N,59,,140,,231,,1327,,1634,,2,,3,,10,,45,,36,,"TENNESSEE
(35.681402, -85.774444)",
MINNESOTA,2016,10,,-,0,,1,,,-,,-,14,,79,,122,,792,,794,,,-,0,,8,,,-,50,,"MINNESOTA
(44.943719, -93.094281)",
WEST VIRGINIA,2016,10,,-,1,,5,,2,,9,,,-,12,,29,,39,,168,,,-,0,,3,,,-,13,,"WEST VIRGINIA
(38.668501, -80.709421)",
VIRGINIA,2016,10,2,,5,,26,,31,,35,,117,,153,,359,,1699,,1450,,1,,2,,14,,27,,24,,"VIRGINIA
(37.542699, -78.45822)",
COLORADO,2016,10,,-,7,,21,,,-,46,,56,,91,,172,,996,,718,,1,,1,,6,,21,,18,,"COLORADO
(38.841772, -106.132562)",
SOUTH DAKOTA,2016,10,,-,2,,8,,9,,14,,1,,10,,32,,52,,193,,,-,0,,1,,3,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
MASSACHUSETTS,2016,10,,-,13,,26,,86,,102,,,-,76,,109,,736,,703,,,-,2,,7,,23,,22,,"MASSACHUSETTS
(42.268546, -72.085064)",
LOUISIANA,2016,10,,-,4,,12,,20,,31,,235,,164,,762,,1761,,1163,,1,,2,,9,,18,,26,,"LOUISIANA
(31.2931, -92.463284)",
DELAWARE,2016,10,,-,0,,3,,2,,4,,30,,35,,66,,326,,390,,,-,0,,2,,4,,4,,"DELAWARE
(39.008676, -75.574561)",
MISSISSIPPI,2016,10,,N,0,,0,,,N,,N,,-,69,,238,,,-,528,,2,,1,,3,,10,,11,,"MISSISSIPPI
(32.738663, -89.537312)",
MICHIGAN,2016,10,2,,8,,20,,49,,70,,119,,207,,277,,1890,,1900,,1,,2,,10,,29,,25,,"MICHIGAN
(44.66399, -84.711206)",
HAWAII,2016,10,1,,1,,3,,8,,3,,3,,21,,38,,126,,266,,,-,0,,5,,11,,,-,"HAWAII
(21.30992, -157.858158)",
NORTH CAROLINA,2016,10,,N,0,,0,,,N,,N,,-,322,,796,,690,,4771,,,-,2,,10,,22,,38,,"NORTH CAROLINA
(35.47995, -79.180571)",
GEORGIA,2016,10,9,,11,,51,,122,,142,,121,,313,,364,,2363,,3153,,2,,4,,14,,33,,36,,"GEORGIA
(32.836038, -83.631709)",
PUERTO RICO,2016,10,,-,0,,3,,,-,2,,5,,9,,40,,51,,108,,,-,0,,0,,,-,1,,"PUERTO RICO
(18.215692, -66.414655)",
OREGON,2016,10,6,,6,,14,,53,,86,,90,,66,,98,,703,,582,,,-,2,,4,,23,,33,,"OREGON
(44.567912, -120.156945)",
MAINE,2016,10,,-,2,,10,,17,,13,,,-,8,,20,,12,,33,,,-,0,,3,,4,,10,,"MAINE
(45.252223, -68.986647)",
RHODE ISLAND,2016,10,,-,0,,7,,11,,,-,2,,10,,29,,80,,111,,,-,0,,2,,,-,3,,"RHODE ISLAND
(41.707447, -71.522488)",
ARIZONA,2016,10,1,,3,,7,,31,,27,,119,,159,,252,,1439,,1380,,2,,2,,11,,43,,38,,"ARIZONA
(34.869712, -111.760902)",
MONTANA,2016,10,,-,1,,6,,13,,12,,14,,17,,31,,202,,167,,,-,0,,2,,3,,,-,"MONTANA
(47.062617, -109.430168)",
WASHINGTON,2016,10,10,,8,,110,,66,,41,,104,,134,,211,,1164,,1334,,,-,0,,2,,2,,,-,"WASHINGTON
(47.517368, -120.467672)",
ARKANSAS,2016,10,6,,2,,11,,24,,11,,,-,106,,222,,678,,87,,,-,1,,5,,9,,9,,"ARKANSAS
(34.748745, -92.275105)",
IOWA,2016,10,,-,1,,10,,21,,9,,8,,44,,66,,378,,329,,,-,0,,1,,,-,,-,"IOWA
(42.46942, -93.815856)",
NEW JERSEY,2016,10,,-,0,,9,,6,,57,,43,,138,,171,,1283,,1404,,,-,2,,6,,24,,23,,"NEW JERSEY
(40.104655, -74.386686)",
ALABAMA,2016,10,3,,4,,12,,51,,36,,137,,130,,250,,1482,,1413,,1,,1,,6,,17,,19,,"ALABAMA
(32.839182, -86.631125)",
WISCONSIN,2016,10,3,,7,,34,,51,,43,,70,,107,,162,,1185,,683,,,-,2,,5,,5,,17,,"WISCONSIN
(44.395526, -89.834513)",
GUAM,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NEW HAMPSHIRE,2016,10,1,,2,,6,,15,,14,,10,,5,,52,,149,,41,,,-,0,,2,,,-,4,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
IDAHO,2016,10,1,,3,,9,,25,,20,,,-,8,,30,,68,,71,,,-,0,,2,,7,,5,,"IDAHO
(43.680635, -114.364237)",
ALASKA,2016,10,2,,2,,6,,12,,11,,8,,17,,28,,143,,170,,,-,0,,3,,4,,2,,"ALASKA
(64.836661, -147.738891)",
MARYLAND,2016,10,4,,4,,13,,37,,39,,101,,136,,249,,1222,,769,,,-,1,,6,,26,,22,,"MARYLAND
(39.290443, -76.612333)",
KENTUCKY,2016,10,,-,0,,2,,,-,,-,33,,75,,361,,293,,626,,,-,0,,4,,6,,8,,"KENTUCKY
(37.64591, -84.774043)",
MISSOURI,2016,10,,-,0,,0,,,-,25,,156,,181,,238,,2049,,1669,,,-,0,,0,,,-,12,,"MISSOURI
(38.636168, -92.566292)",
UTAH,2016,10,1,,4,,13,,15,,26,,23,,28,,42,,308,,284,,,-,1,,4,,4,,5,,"UTAH
(39.359772, -111.584173)",
CALIFORNIA,2016,10,13,,39,,71,,308,,355,,467,,1079,,1296,,10495,,9904,,,-,1,,3,,8,,16,,"CALIFORNIA
(37.640735, -121.002435)",
ILLINOIS,2016,10,,N,0,,0,,,N,,N,11,,296,,364,,1616,,2929,,,-,4,,8,,34,,31,,"ILLINOIS
(40.477092, -88.993221)",
NORTH DAKOTA,2016,10,,-,0,,3,,5,,5,,2,,12,,28,,134,,120,,,-,0,,2,,3,,4,,"NORTH DAKOTA
(47.475879, -100.121011)",
FLORIDA,2016,10,16,,20,,33,,179,,187,,285,,468,,725,,4422,,4005,,7,,4,,57,,65,,39,,"FLORIDA
(28.915325, -81.922409)",
NEW YORK,2016,10,16,,16,,34,,143,,116,,144,,170,,341,,1513,,1349,,4,,4,,20,,37,,34,,"NEW YORK
(42.826892, -75.544286)",
UNITED STATES,2016,11,105,,230,,381,,2001,,2321,,3969,,7516,,8849,,74691,,77134,,33,,76,,148,,899,,925,,,
NEW ENGLAND,2016,11,1,,20,,42,,173,,182,,28,,140,,212,,1429,,1375,,1,,4,,10,,47,,55,,,
MID. ATLANTIC,2016,11,35,,46,,74,,407,,487,,562,,896,,1046,,9671,,9095,,5,,12,,24,,146,,129,,,
NEW YORK CITY,2016,11,15,,15,,29,,156,,173,,158,,332,,400,,3450,,3406,,1,,2,,7,,30,,23,,"NEW YORK CITY
",
E.N. CENTRAL,2016,11,7,,25,,58,,188,,240,,372,,1092,,1349,,10602,,10792,,6,,13,,31,,137,,140,,,
W.N. CENTRAL,2016,11,,-,9,,30,,78,,119,,193,,407,,550,,4600,,4212,,,-,2,,11,,16,,85,,,
S. ATLANTIC,2016,11,31,,44,,90,,451,,480,,890,,1629,,2313,,14822,,18281,,10,,18,,66,,227,,214,,,
DIST. OF COL.,2016,11,,-,0,,4,,,-,6,,54,,54,,137,,528,,295,,,-,0,,3,,5,,1,,"DIST. OF COL.
",
E.S. CENTRAL,2016,11,1,,4,,13,,57,,38,,175,,418,,648,,3274,,4673,,2,,6,,19,,82,,81,,,
W.S. CENTRAL,2016,11,1,,6,,15,,45,,46,,904,,1120,,1791,,12116,,11199,,4,,5,,13,,88,,66,,,
MOUNTAIN,2016,11,10,,21,,51,,103,,180,,185,,407,,532,,4211,,4053,,3,,8,,17,,103,,99,,,
PACIFIC,2016,11,19,,57,,175,,499,,549,,660,,1324,,1540,,13966,,13454,,2,,4,,11,,53,,56,,,
AMER. SAMOA,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,11,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,11,,-,0,,0,,,-,,-,,-,0,,6,,3,,16,,,N,0,,0,,,N,,N,"VIRGIN ISL.
",
GEORGIA,2016,11,1,,12,,51,,146,,153,,92,,305,,364,,2579,,3473,,3,,4,,14,,46,,39,,"GEORGIA
(32.836038, -83.631709)",
NEBRASKA,2016,11,,-,2,,9,,24,,39,,,-,32,,63,,358,,340,,,-,1,,3,,5,,3,,"NEBRASKA
(41.640503, -99.367122)",
OHIO,2016,11,3,,7,,15,,65,,87,,114,,329,,433,,3464,,3153,,5,,3,,8,,48,,45,,"OHIO
(40.056807, -82.405897)",
LOUISIANA,2016,11,,-,4,,12,,20,,33,,186,,165,,762,,1961,,1232,,1,,2,,9,,19,,28,,"LOUISIANA
(31.2931, -92.463284)",
DELAWARE,2016,11,1,,0,,3,,3,,4,,30,,34,,66,,355,,454,,,-,0,,2,,4,,4,,"DELAWARE
(39.008676, -75.574561)",
NORTH CAROLINA,2016,11,,N,0,,0,,,N,,N,,-,323,,815,,1146,,5351,,,-,2,,10,,27,,39,,"NORTH CAROLINA
(35.47995, -79.180571)",
MISSOURI,2016,11,,-,0,,0,,,-,25,,175,,181,,238,,2271,,1807,,,-,0,,0,,,-,12,,"MISSOURI
(38.636168, -92.566292)",
NEW MEXICO,2016,11,,-,1,,4,,7,,15,,5,,46,,82,,489,,528,,,-,1,,5,,15,,18,,"NEW MEXICO
(34.520396, -106.244402)",
VIRGINIA,2016,11,3,,5,,27,,37,,41,,127,,149,,359,,1826,,1621,,,-,2,,15,,29,,25,,"VIRGINIA
(37.542699, -78.45822)",
CALIFORNIA,2016,11,7,,39,,71,,346,,385,,439,,1086,,1301,,11592,,10862,,,-,1,,3,,9,,17,,"CALIFORNIA
(37.640735, -121.002435)",
MONTANA,2016,11,2,,1,,6,,15,,12,,,-,17,,31,,202,,180,,,-,0,,2,,3,,,-,"MONTANA
(47.062617, -109.430168)",
VERMONT,2016,11,,N,0,,0,,,N,,N,1,,3,,8,,35,,24,,,-,0,,1,,3,,4,,"VERMONT
(43.622479, -72.51927)",
WYOMING,2016,11,,-,0,,4,,,-,2,,,-,3,,10,,15,,26,,,-,0,,2,,,-,,-,"WYOMING
(43.23558, -108.110518)",
MICHIGAN,2016,11,1,,8,,20,,55,,80,,85,,208,,277,,2078,,2070,,1,,2,,10,,33,,26,,"MICHIGAN
(44.66399, -84.711206)",
INDIANA,2016,11,,-,3,,11,,10,,25,,86,,155,,304,,1893,,1519,,,-,2,,8,,3,,16,,"INDIANA
(39.76845, -86.156212)",
ARKANSAS,2016,11,1,,2,,12,,25,,13,,13,,106,,222,,852,,100,,,-,1,,5,,10,,10,,"ARKANSAS
(34.748745, -92.275105)",
NORTH DAKOTA,2016,11,,-,0,,3,,8,,6,,1,,12,,28,,151,,128,,,-,0,,2,,4,,4,,"NORTH DAKOTA
(47.475879, -100.121011)",
MINNESOTA,2016,11,,-,0,,1,,,-,,-,11,,78,,122,,835,,863,,,-,0,,8,,,-,55,,"MINNESOTA
(44.943719, -93.094281)",
ALABAMA,2016,11,1,,4,,13,,57,,38,,,-,130,,250,,1482,,1548,,,-,1,,6,,18,,24,,"ALABAMA
(32.839182, -86.631125)",
MARYLAND,2016,11,2,,4,,13,,39,,45,,157,,136,,251,,1419,,929,,1,,1,,6,,28,,23,,"MARYLAND
(39.290443, -76.612333)",
WEST VIRGINIA,2016,11,,-,1,,5,,2,,9,,,-,12,,29,,39,,180,,,-,0,,3,,,-,13,,"WEST VIRGINIA
(38.668501, -80.709421)",
CONNECTICUT,2016,11,,-,4,,10,,42,,39,,14,,41,,96,,384,,369,,,-,1,,3,,12,,10,,"CONNECTICUT
(41.544654, -72.651713)",
COLORADO,2016,11,,-,7,,21,,,-,52,,70,,91,,172,,1071,,815,,2,,1,,6,,23,,19,,"COLORADO
(38.841772, -106.132562)",
SOUTH CAROLINA,2016,11,3,,2,,9,,24,,21,,180,,166,,271,,2044,,1605,,,-,2,,5,,17,,28,,"SOUTH CAROLINA
(34.009286, -81.037094)",
TENNESSEE,2016,11,,N,0,,0,,,N,,N,44,,140,,231,,1371,,1789,,1,,3,,10,,46,,36,,"TENNESSEE
(35.681402, -85.774444)",
MAINE,2016,11,1,,2,,10,,19,,14,,,-,8,,20,,12,,36,,1,,0,,3,,5,,10,,"MAINE
(45.252223, -68.986647)",
RHODE ISLAND,2016,11,,-,0,,7,,11,,,-,9,,10,,29,,108,,117,,,-,0,,2,,,-,3,,"RHODE ISLAND
(41.707447, -71.522488)",
NEW HAMPSHIRE,2016,11,,-,2,,6,,15,,14,,4,,5,,52,,154,,48,,,-,0,,2,,4,,4,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
OREGON,2016,11,5,,6,,14,,60,,95,,73,,67,,98,,779,,634,,2,,2,,4,,27,,35,,"OREGON
(44.567912, -120.156945)",
IOWA,2016,11,,-,1,,10,,21,,10,,,-,44,,66,,378,,368,,,-,0,,1,,,-,,-,"IOWA
(42.46942, -93.815856)",
MISSISSIPPI,2016,11,,N,0,,0,,,N,,N,,-,65,,238,,,-,629,,1,,1,,3,,12,,13,,"MISSISSIPPI
(32.738663, -89.537312)",
GUAM,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
WISCONSIN,2016,11,3,,7,,34,,58,,48,,79,,107,,162,,1307,,747,,,-,2,,6,,14,,18,,"WISCONSIN
(44.395526, -89.834513)",
NEW YORK,2016,11,16,,16,,34,,159,,129,,156,,170,,342,,1669,,1477,,1,,4,,20,,38,,38,,"NEW YORK
(42.826892, -75.544286)",
FLORIDA,2016,11,21,,19,,33,,200,,201,,250,,474,,725,,4886,,4373,,6,,4,,57,,71,,42,,"FLORIDA
(28.915325, -81.922409)",
TEXAS,2016,11,,N,0,,0,,,N,,N,690,,751,,1422,,8496,,8815,,,-,0,,10,,44,,4,,"TEXAS
(31.827233, -99.423022)",
NEVADA,2016,11,,-,1,,4,,3,,12,,,-,50,,75,,386,,631,,,-,0,,3,,4,,7,,"NEVADA
(39.491833, -117.070159)",
OKLAHOMA,2016,11,,N,0,,0,,,N,,N,15,,90,,114,,807,,1052,,3,,1,,6,,15,,24,,"OKLAHOMA
(35.468494, -97.521264)",
NEW JERSEY,2016,11,,-,0,,9,,6,,65,,45,,138,,172,,1399,,1556,,,-,2,,7,,28,,25,,"NEW JERSEY
(40.104655, -74.386686)",
ARIZONA,2016,11,4,,3,,7,,34,,31,,95,,162,,252,,1634,,1493,,,-,2,,11,,44,,42,,"ARIZONA
(34.869712, -111.760902)",
PENNSYLVANIA,2016,11,4,,13,,22,,86,,120,,203,,259,,376,,3153,,2656,,3,,4,,11,,50,,43,,"PENNSYLVANIA
(40.789676, -77.858055)",
MASSACHUSETTS,2016,11,,-,13,,26,,86,,115,,,-,76,,109,,736,,781,,,-,2,,7,,23,,24,,"MASSACHUSETTS
(42.268546, -72.085064)",
HAWAII,2016,11,,-,1,,3,,8,,4,,,-,21,,38,,126,,292,,,-,0,,5,,11,,2,,"HAWAII
(21.30992, -157.858158)",
UTAH,2016,11,1,,4,,13,,16,,32,,15,,29,,44,,346,,307,,,-,1,,4,,4,,7,,"UTAH
(39.359772, -111.584173)",
PUERTO RICO,2016,11,,-,0,,3,,,-,2,,,-,9,,40,,51,,111,,,-,0,,0,,,-,1,,"PUERTO RICO
(18.215692, -66.414655)",
KENTUCKY,2016,11,,-,0,,2,,,-,,-,131,,74,,361,,421,,707,,,-,0,,4,,6,,8,,"KENTUCKY
(37.64591, -84.774043)",
SOUTH DAKOTA,2016,11,,-,2,,8,,12,,16,,1,,11,,38,,122,,225,,,-,0,,1,,3,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
WASHINGTON,2016,11,6,,8,,110,,72,,53,,144,,134,,211,,1308,,1464,,,-,0,,2,,2,,,-,"WASHINGTON
(47.517368, -120.467672)",
ALASKA,2016,11,1,,2,,6,,13,,12,,4,,17,,28,,161,,202,,,-,0,,3,,4,,2,,"ALASKA
(64.836661, -147.738891)",
KANSAS,2016,11,,-,2,,7,,13,,23,,5,,50,,65,,485,,481,,,-,1,,3,,4,,11,,"KANSAS
(38.345528, -98.201847)",
ILLINOIS,2016,11,,N,0,,0,,,N,,N,8,,299,,390,,1860,,3303,,,-,4,,8,,39,,35,,"ILLINOIS
(40.477092, -88.993221)",
IDAHO,2016,11,3,,3,,9,,28,,24,,,-,8,,30,,68,,73,,1,,0,,2,,10,,6,,"IDAHO
(43.680635, -114.364237)",
UNITED STATES,2016,12,116,,231,,384,,2231,,2517,,3966,,7513,,8864,,81221,,83838,,44,,76,,147,,982,,1002,,,
NEW ENGLAND,2016,12,1,,20,,42,,197,,197,,28,,140,,213,,1473,,1520,,,-,5,,10,,54,,62,,,
MID. ATLANTIC,2016,12,23,,45,,74,,432,,536,,561,,896,,1045,,10519,,9899,,6,,12,,24,,157,,137,,,
NEW YORK CITY,2016,12,13,,15,,29,,169,,186,,180,,331,,400,,3797,,3730,,1,,1,,7,,31,,23,,"NEW YORK CITY
",
E.N. CENTRAL,2016,12,9,,25,,58,,205,,258,,321,,1094,,1363,,11305,,11858,,6,,13,,31,,151,,153,,,
W.N. CENTRAL,2016,12,5,,9,,30,,90,,123,,212,,408,,550,,5084,,4588,,1,,2,,11,,18,,90,,,
S. ATLANTIC,2016,12,37,,44,,90,,497,,520,,788,,1604,,2316,,16178,,19651,,9,,18,,66,,246,,232,,,
DIST. OF COL.,2016,12,,-,0,,4,,,-,6,,68,,54,,137,,597,,319,,,-,0,,3,,6,,1,,"DIST. OF COL.
",
NEVADA,2016,12,,-,1,,4,,4,,13,,,-,50,,75,,386,,680,,,-,0,,3,,4,,7,,"NEVADA
(39.491833, -117.070159)",
E.S. CENTRAL,2016,12,2,,4,,13,,59,,41,,261,,407,,648,,3533,,5167,,4,,6,,19,,87,,85,,,
W.S. CENTRAL,2016,12,3,,6,,15,,48,,50,,1016,,1124,,1791,,13323,,12109,,10,,5,,13,,100,,74,,,
MOUNTAIN,2016,12,6,,21,,51,,113,,197,,249,,410,,533,,4656,,4405,,8,,8,,17,,115,,110,,,
PACIFIC,2016,12,30,,57,,175,,590,,595,,530,,1323,,1538,,15150,,14641,,,-,4,,11,,54,,59,,,
AMER. SAMOA,2016,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,12,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,12,,-,0,,0,,,-,,-,,-,0,,6,,3,,16,,,N,0,,0,,,N,,N,"VIRGIN ISL.
",
VERMONT,2016,12,,N,0,,0,,,N,,N,4,,3,,8,,39,,24,,,-,0,,1,,3,,4,,"VERMONT
(43.622479, -72.51927)",
INDIANA,2016,12,,-,3,,11,,10,,26,,109,,156,,304,,2088,,1649,,,-,2,,8,,3,,16,,"INDIANA
(39.76845, -86.156212)",
WASHINGTON,2016,12,5,,8,,110,,77,,60,,,-,134,,211,,1308,,1598,,,-,0,,2,,2,,,-,"WASHINGTON
(47.517368, -120.467672)",
WEST VIRGINIA,2016,12,,-,1,,5,,2,,10,,,-,12,,29,,39,,194,,,-,0,,3,,1,,14,,"WEST VIRGINIA
(38.668501, -80.709421)",
OREGON,2016,12,6,,6,,14,,67,,100,,44,,68,,98,,822,,682,,,-,2,,4,,27,,38,,"OREGON
(44.567912, -120.156945)",
MISSISSIPPI,2016,12,,N,0,,0,,,N,,N,,-,61,,238,,,-,645,,,-,1,,3,,12,,14,,"MISSISSIPPI
(32.738663, -89.537312)",
NEW MEXICO,2016,12,,-,1,,5,,8,,16,,6,,46,,83,,547,,570,,,-,1,,5,,17,,23,,"NEW MEXICO
(34.520396, -106.244402)",
MONTANA,2016,12,2,,1,,6,,18,,14,,17,,17,,31,,239,,201,,,-,0,,2,,3,,,-,"MONTANA
(47.062617, -109.430168)",
MICHIGAN,2016,12,1,,8,,20,,61,,89,,124,,209,,274,,2315,,2294,,1,,2,,10,,38,,29,,"MICHIGAN
(44.66399, -84.711206)",
IDAHO,2016,12,2,,3,,9,,30,,26,,1,,9,,30,,91,,82,,2,,0,,2,,12,,8,,"IDAHO
(43.680635, -114.364237)",
ALASKA,2016,12,,-,2,,6,,14,,12,,9,,17,,28,,182,,230,,,-,0,,3,,4,,2,,"ALASKA
(64.836661, -147.738891)",
COLORADO,2016,12,,-,7,,21,,,-,58,,97,,90,,172,,1181,,896,,4,,2,,6,,27,,20,,"COLORADO
(38.841772, -106.132562)",
HAWAII,2016,12,,-,1,,3,,8,,4,,,-,21,,38,,126,,318,,,-,0,,5,,11,,2,,"HAWAII
(21.30992, -157.858158)",
CALIFORNIA,2016,12,19,,40,,71,,424,,419,,477,,1082,,1301,,12712,,11813,,,-,1,,2,,10,,17,,"CALIFORNIA
(37.640735, -121.002435)",
ALABAMA,2016,12,2,,4,,13,,59,,41,,,-,128,,250,,1482,,1713,,2,,1,,6,,21,,24,,"ALABAMA
(32.839182, -86.631125)",
NORTH DAKOTA,2016,12,,-,0,,3,,8,,6,,4,,12,,28,,159,,139,,,-,0,,2,,4,,4,,"NORTH DAKOTA
(47.475879, -100.121011)",
MISSOURI,2016,12,,-,0,,0,,,-,25,,138,,182,,238,,2445,,1943,,,-,0,,0,,,-,12,,"MISSOURI
(38.636168, -92.566292)",
ARIZONA,2016,12,2,,3,,7,,37,,32,,104,,165,,252,,1794,,1614,,2,,2,,11,,48,,45,,"ARIZONA
(34.869712, -111.760902)",
CONNECTICUT,2016,12,,-,4,,10,,42,,47,,15,,41,,96,,408,,403,,,-,1,,3,,12,,11,,"CONNECTICUT
(41.544654, -72.651713)",
TEXAS,2016,12,,N,0,,0,,,N,,N,735,,750,,1422,,9293,,9573,,6,,0,,10,,51,,4,,"TEXAS
(31.827233, -99.423022)",
ILLINOIS,2016,12,,N,0,,0,,,N,,N,6,,313,,400,,1994,,3682,,,-,4,,8,,43,,38,,"ILLINOIS
(40.477092, -88.993221)",
OHIO,2016,12,6,,7,,15,,71,,92,,16,,329,,433,,3492,,3455,,5,,3,,8,,53,,48,,"OHIO
(40.056807, -82.405897)",
KANSAS,2016,12,,-,2,,7,,15,,24,,4,,51,,65,,536,,526,,,-,1,,3,,5,,12,,"KANSAS
(38.345528, -98.201847)",
RHODE ISLAND,2016,12,,-,0,,7,,11,,,-,,-,10,,29,,108,,132,,,-,0,,2,,,-,3,,"RHODE ISLAND
(41.707447, -71.522488)",
FLORIDA,2016,12,25,,20,,33,,225,,219,,264,,483,,726,,5413,,4817,,3,,4,,57,,74,,45,,"FLORIDA
(28.915325, -81.922409)",
ARKANSAS,2016,12,3,,2,,12,,28,,14,,33,,106,,222,,929,,113,,,-,1,,5,,12,,10,,"ARKANSAS
(34.748745, -92.275105)",
PUERTO RICO,2016,12,,-,0,,3,,,-,2,,2,,10,,40,,55,,124,,,-,0,,0,,,-,1,,"PUERTO RICO
(18.215692, -66.414655)",
OKLAHOMA,2016,12,,N,0,,0,,,N,,N,15,,90,,114,,901,,1129,,3,,1,,6,,17,,28,,"OKLAHOMA
(35.468494, -97.521264)",
TENNESSEE,2016,12,,N,0,,0,,,N,,N,37,,137,,231,,1408,,2020,,2,,3,,10,,48,,38,,"TENNESSEE
(35.681402, -85.774444)",
LOUISIANA,2016,12,,-,4,,12,,20,,36,,233,,165,,762,,2200,,1294,,1,,2,,9,,20,,32,,"LOUISIANA
(31.2931, -92.463284)",
