Reporting Area,MMWR Year,MMWR Week,"Cryptosporidiosis, Current week","Cryptosporidiosis, Current week, flag","Cryptosporidiosis, Previous 52 weeks Med","Cryptosporidiosis, Previous 52 weeks Med, flag","Cryptosporidiosis, Previous 52 weeks Max","Cryptosporidiosis, Previous 52 weeks Max, flag","Cryptosporidiosis, Cum 2015","Cryptosporidiosis, Cum 2015, flag","Cryptosporidiosis, Cum 2014","Cryptosporidiosis, Cum 2014, flag","Dengue Fever, Current week","Dengue§, Current week, flag","Dengue§, Previous 52 weeks Med","Dengue§, Previous 52 weeks Med, flag","Dengue§, Previous 52 weeks Max","Dengue§, Previous 52 weeks Max, flag","Dengue§, Cum 2015","Dengue§, Cum 2015, flag","Dengue§, Cum 2014","Dengue§, Cum 2014, flag","Dengue Hemorrhagic Fever, Current week","Dengue Severe, Current week, flag","Dengue Severe, Previous 52 weeks Med","Dengue Severe, Previous 52 weeks Med, flag","Dengue Severe, Previous 52 weeks Max","Dengue Severe, Previous 52 weeks Max, flag","Dengue Severe, Cum 2015","Dengue Severe, Cum 2015, flag","Dengue Severe, Cum 2014","Dengue Severe, Cum 2014, flag",Location 1,Location 2
CALIFORNIA,2015,3,1,,6,,19,,6,,11,,,-,1,,7,,,-,7,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
SOUTH DAKOTA,2015,3,,-,2,,9,,3,,3,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
COLORADO,2015,3,,-,1,,6,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"COLORADO
(38.84384342200008, -106.13360911499996)",
MISSOURI,2015,3,4,,3,,13,,11,,5,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MISSOURI
(38.63579147100006, -92.56629944499997)",
MONTANA,2015,3,1,,1,,5,,1,,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.06652795700006, -109.42441587999997)",
TENNESSEE,2015,3,1,,2,,12,,9,,3,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
NEW YORK,2015,3,4,,4,,14,,10,,3,,,-,0,,4,,,-,,-,,-,0,,0,,,-,,-,"NEW YORK
(42.82700376100007, -75.54396609999998)",
OREGON,2015,3,1,,2,,7,,4,,4,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.56745049300008, -120.15502935599994)",
HAWAII,2015,3,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"HAWAII
(21.30485232600006, -157.85774798099996)",
GUAM,2015,3,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
VERMONT,2015,3,,-,0,,7,,,-,2,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"VERMONT
(43.62538389600007, -72.51763667599994)",
NEW MEXICO,2015,3,,-,1,,7,,,-,3,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
INDIANA,2015,3,,-,3,,11,,1,,6,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"INDIANA
(39.766913353000064, -86.14995646699998)",
DELAWARE,2015,3,1,,0,,1,,1,,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.00883389200004, -75.57773597599999)",
CONNECTICUT,2015,3,,-,1,,3,,1,,4,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
OKLAHOMA,2015,3,,-,1,,10,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
WYOMING,2015,3,,-,0,,4,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
ALASKA,2015,3,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.84507799500005, -147.72205958799998)",
MASSACHUSETTS,2015,3,,-,2,,9,,,-,5,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
ALABAMA,2015,3,1,,3,,8,,8,,8,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ALABAMA
(32.84057234800002, -86.63185738799996)",
MAINE,2015,3,,-,1,,4,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MAINE
(45.25422910300006, -68.98502586699993)",
NEW HAMPSHIRE,2015,3,,-,0,,3,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
NEBRASKA,2015,3,1,,2,,9,,3,,4,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
TEXAS,2015,3,1,,7,,20,,3,,7,,,-,0,,3,,,-,1,,,-,0,,0,,,-,,-,"TEXAS
(31.827240467000024, -99.42676785299994)",
UTAH,2015,3,1,,1,,4,,7,,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.36070123200005, -111.58712831499997)",
RHODE ISLAND,2015,3,,-,0,,4,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
GEORGIA,2015,3,,-,4,,13,,18,,11,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"GEORGIA
(32.839683200000024, -83.62757885599996)",
NEVADA,2015,3,,-,0,,2,,1,,,-,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"NEVADA
(39.49324221300003, -117.07183885899997)",
SOUTH CAROLINA,2015,3,,-,1,,4,,3,,4,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
WASHINGTON,2015,3,,-,0,,9,,,-,,-,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
MISSISSIPPI,2015,3,,-,1,,6,,,-,,-,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
KANSAS,2015,3,,-,1,,4,,2,,3,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"KANSAS
(38.347742794000055, -98.20077822999997)",
MINNESOTA,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
KENTUCKY,2015,3,3,,1,,6,,3,,4,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
ILLINOIS,2015,3,,-,2,,9,,1,,8,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
PUERTO RICO,2015,3,,N,0,,0,,,N,,N,,-,6,,35,,,-,107,,,-,0,,1,,,-,,-,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
ARIZONA,2015,3,,-,1,,5,,,-,1,,,-,0,,11,,,-,3,,,-,0,,0,,,-,,-,"ARIZONA
(34.86597351900008, -111.76380664699997)",
LOUISIANA,2015,3,3,,3,,17,,12,,5,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
MARYLAND,2015,3,1,,1,,6,,5,,1,,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,"MARYLAND
(39.290582950000044, -76.60925984299996)",
ARKANSAS,2015,3,1,,1,,12,,3,,2,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
WEST VIRGINIA,2015,3,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
OHIO,2015,3,6,,6,,15,,15,,11,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"OHIO
(40.060212455000055, -82.40425667899996)",
NEW YORK CITY,2015,3,3,,2,,7,,5,,4,,,-,0,,3,,,-,3,,,-,0,,0,,,-,,-,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
UNITED STATES,2015,4,45,,112,,338,,287,,285,,,-,8,,24,,4,,43,,,-,0,,0,,,-,,-,,
NEW ENGLAND,2015,4,1,,5,,17,,4,,15,,,-,0,,3,,1,,4,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2015,4,6,,11,,34,,27,,34,,,-,2,,9,,,-,9,,,-,0,,0,,,-,,-,,
E.N. CENTRAL,2015,4,10,,22,,76,,45,,64,,,-,0,,4,,1,,3,,,-,0,,0,,,-,,-,,
W.N. CENTRAL,2015,4,3,,14,,39,,27,,45,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,
S. ATLANTIC,2015,4,15,,32,,150,,102,,56,,,-,2,,6,,,-,12,,,-,0,,0,,,-,,-,,
DIST. OF COL.,2015,4,1,,0,,1,,1,,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,4,3,,7,,21,,26,,26,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2015,4,,-,12,,32,,20,,17,,,-,0,,3,,,-,1,,,-,0,,0,,,-,,-,,
MOUNTAIN,2015,4,4,,8,,21,,18,,17,,,-,0,,11,,,-,4,,,-,0,,0,,,-,,-,,
PACIFIC,2015,4,3,,9,,24,,18,,11,,,-,1,,7,,1,,9,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2015,4,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,4,,-,0,,0,,,-,,-,,-,0,,3,,,-,1,,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
DELAWARE,2015,4,,-,0,,1,,1,,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.00883389200004, -75.57773597599999)",
INDIANA,2015,4,1,,3,,11,,2,,7,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"INDIANA
(39.766913353000064, -86.14995646699998)",
MISSOURI,2015,4,1,,3,,13,,13,,10,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MISSOURI
(38.63579147100006, -92.56629944499997)",
OKLAHOMA,2015,4,,-,1,,10,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
NORTH DAKOTA,2015,4,,-,1,,16,,,-,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
ALASKA,2015,4,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.84507799500005, -147.72205958799998)",
KENTUCKY,2015,4,,-,1,,6,,3,,4,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
ARKANSAS,2015,4,,-,1,,12,,3,,2,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
WYOMING,2015,4,,-,0,,4,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
FLORIDA,2015,4,11,,18,,123,,44,,28,,,-,1,,5,,,-,9,,,-,0,,0,,,-,,-,"FLORIDA
(28.932042722000062, -81.92895768899996)",
ILLINOIS,2015,4,,-,2,,9,,2,,12,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
TEXAS,2015,4,,-,7,,21,,4,,8,,,-,0,,3,,,-,1,,,-,0,,0,,,-,,-,"TEXAS
(31.827240467000024, -99.42676785299994)",
NEW YORK,2015,4,1,,4,,14,,11,,7,,,-,0,,4,,,-,2,,,-,0,,0,,,-,,-,"NEW YORK
(42.82700376100007, -75.54396609999998)",
SOUTH DAKOTA,2015,4,,-,2,,9,,3,,4,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
VIRGINIA,2015,4,2,,2,,8,,2,,3,,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
IDAHO,2015,4,3,,1,,14,,6,,5,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"IDAHO
(43.68263174800006, -114.36372693399994)",
UTAH,2015,4,,-,1,,4,,7,,3,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.36070123200005, -111.58712831499997)",
MASSACHUSETTS,2015,4,,-,2,,9,,,-,7,,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
VERMONT,2015,4,1,,0,,7,,2,,2,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"VERMONT
(43.62538389600007, -72.51763667599994)",
LOUISIANA,2015,4,,-,3,,17,,13,,6,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
NEVADA,2015,4,,-,0,,2,,1,,,-,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"NEVADA
(39.49324221300003, -117.07183885899997)",
NEW YORK CITY,2015,4,1,,2,,7,,6,,5,,,-,0,,3,,,-,4,,,-,0,,0,,,-,,-,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
PENNSYLVANIA,2015,4,4,,6,,16,,10,,18,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
NEBRASKA,2015,4,1,,2,,9,,4,,7,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
WASHINGTON,2015,4,,-,0,,9,,,-,,-,,-,0,,2,,1,,2,,,-,0,,0,,,-,,-,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
NEW MEXICO,2015,4,,-,1,,7,,1,,3,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
MAINE,2015,4,,-,1,,4,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MAINE
(45.25422910300006, -68.98502586699993)",
COLORADO,2015,4,,-,1,,6,,,-,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"COLORADO
(38.84384342200008, -106.13360911499996)",
ALABAMA,2015,4,1,,3,,8,,12,,16,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ALABAMA
(32.84057234800002, -86.63185738799996)",
NEW HAMPSHIRE,2015,4,,-,0,,3,,1,,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
MISSISSIPPI,2015,4,,-,1,,6,,,-,1,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
NORTH CAROLINA,2015,4,,-,0,,42,,24,,3,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
MICHIGAN,2015,4,2,,4,,13,,8,,9,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
WISCONSIN,2015,4,1,,7,,32,,12,,19,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
ARIZONA,2015,4,,-,1,,5,,1,,2,,,-,0,,11,,,-,3,,,-,0,,0,,,-,,-,"ARIZONA
(34.86597351900008, -111.76380664699997)",
TENNESSEE,2015,4,2,,2,,12,,11,,5,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
OHIO,2015,4,6,,6,,15,,21,,17,,,-,0,,1,,1,,3,,,-,0,,0,,,-,,-,"OHIO
(40.060212455000055, -82.40425667899996)",
IOWA,2015,4,1,,4,,13,,5,,18,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"IOWA
(42.469401411000035, -93.81648725599996)",
GEORGIA,2015,4,1,,4,,13,,20,,14,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"GEORGIA
(32.839683200000024, -83.62757885599996)",
HAWAII,2015,4,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"HAWAII
(21.30485232600006, -157.85774798099996)",
GUAM,2015,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
PUERTO RICO,2015,4,,N,0,,0,,,N,,N,,-,5,,35,,,-,137,,,-,0,,1,,,-,1,,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
MARYLAND,2015,4,,-,1,,6,,5,,2,,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,"MARYLAND
(39.290582950000044, -76.60925984299996)",
OREGON,2015,4,1,,2,,7,,6,,6,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.56745049300008, -120.15502935599994)",
MONTANA,2015,4,1,,1,,5,,2,,2,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.06652795700006, -109.42441587999997)",
MINNESOTA,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
RHODE ISLAND,2015,4,,-,0,,4,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
CALIFORNIA,2015,4,2,,6,,19,,12,,4,,,-,1,,7,,,-,7,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
WEST VIRGINIA,2015,4,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
KANSAS,2015,4,,-,1,,4,,2,,4,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"KANSAS
(38.347742794000055, -98.20077822999997)",
SOUTH CAROLINA,2015,4,,-,1,,4,,5,,5,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
CONNECTICUT,2015,4,,-,0,,3,,1,,5,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
NEW JERSEY,2015,4,,-,0,,2,,,-,4,,,-,1,,6,,,-,1,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
UNITED STATES,2015,5,55,,115,,336,,378,,372,,,-,7,,24,,5,,54,,,-,0,,0,,,-,,-,,
NEW ENGLAND,2015,5,1,,5,,17,,5,,19,,,-,0,,3,,1,,4,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2015,5,4,,11,,34,,33,,46,,,-,2,,9,,1,,9,,,-,0,,0,,,-,,-,,
E.N. CENTRAL,2015,5,8,,21,,76,,62,,86,,,-,0,,4,,1,,5,,,-,0,,0,,,-,,-,,
W.N. CENTRAL,2015,5,6,,14,,39,,38,,58,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,
S. ATLANTIC,2015,5,23,,32,,150,,134,,77,,,-,2,,6,,,-,18,,,-,0,,0,,,-,,-,,
DIST. OF COL.,2015,5,,-,0,,1,,1,,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,5,2,,7,,21,,34,,30,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2015,5,6,,12,,33,,28,,21,,,-,0,,3,,,-,2,,,-,0,,0,,,-,,-,,
MOUNTAIN,2015,5,1,,8,,21,,21,,23,,,-,0,,11,,,-,4,,,-,0,,0,,,-,,-,,
PACIFIC,2015,5,4,,9,,24,,23,,12,,,-,1,,7,,1,,11,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2015,5,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,5,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
PENNSYLVANIA,2015,5,2,,6,,16,,14,,23,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
VERMONT,2015,5,,-,0,,7,,2,,2,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"VERMONT
(43.62538389600007, -72.51763667599994)",
ALABAMA,2015,5,2,,3,,8,,20,,17,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ALABAMA
(32.84057234800002, -86.63185738799996)",
NORTH DAKOTA,2015,5,,-,1,,16,,,-,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
GEORGIA,2015,5,1,,4,,14,,27,,17,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"GEORGIA
(32.839683200000024, -83.62757885599996)",
MINNESOTA,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
IOWA,2015,5,,-,4,,13,,8,,21,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"IOWA
(42.469401411000035, -93.81648725599996)",
MARYLAND,2015,5,,-,1,,6,,5,,3,,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,"MARYLAND
(39.290582950000044, -76.60925984299996)",
INDIANA,2015,5,,-,3,,11,,3,,8,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"INDIANA
(39.766913353000064, -86.14995646699998)",
MONTANA,2015,5,,-,1,,5,,2,,2,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.06652795700006, -109.42441587999997)",
DELAWARE,2015,5,1,,0,,1,,2,,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.00883389200004, -75.57773597599999)",
NORTH CAROLINA,2015,5,1,,0,,42,,25,,3,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
SOUTH CAROLINA,2015,5,1,,1,,4,,6,,6,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
HAWAII,2015,5,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"HAWAII
(21.30485232600006, -157.85774798099996)",
NEW HAMPSHIRE,2015,5,,-,0,,3,,1,,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
WYOMING,2015,5,,-,0,,4,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
OKLAHOMA,2015,5,1,,1,,10,,1,,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
UTAH,2015,5,,-,1,,4,,9,,6,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.36070123200005, -111.58712831499997)",
IDAHO,2015,5,1,,1,,14,,7,,5,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"IDAHO
(43.68263174800006, -114.36372693399994)",
VIRGINIA,2015,5,1,,2,,8,,5,,5,,,-,0,,3,,,-,3,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
ALASKA,2015,5,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.84507799500005, -147.72205958799998)",
TEXAS,2015,5,1,,7,,22,,5,,10,,,-,0,,3,,,-,1,,,-,0,,0,,,-,,-,"TEXAS
(31.827240467000024, -99.42676785299994)",
NEW JERSEY,2015,5,,-,0,,2,,,-,5,,,-,1,,6,,1,,1,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
MISSISSIPPI,2015,5,,-,1,,6,,,-,3,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
FLORIDA,2015,5,17,,18,,123,,61,,42,,,-,1,,5,,,-,11,,,-,0,,0,,,-,,-,"FLORIDA
(28.932042722000062, -81.92895768899996)",
LOUISIANA,2015,5,4,,3,,17,,20,,8,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
NEVADA,2015,5,,-,0,,2,,1,,1,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"NEVADA
(39.49324221300003, -117.07183885899997)",
NEW YORK CITY,2015,5,,-,2,,7,,6,,6,,,-,0,,4,,,-,4,,,-,0,,0,,,-,,-,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
MAINE,2015,5,1,,1,,4,,1,,3,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MAINE
(45.25422910300006, -68.98502586699993)",
OHIO,2015,5,6,,6,,15,,26,,20,,,-,0,,1,,1,,3,,,-,0,,0,,,-,,-,"OHIO
(40.060212455000055, -82.40425667899996)",
NEBRASKA,2015,5,3,,2,,9,,7,,9,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
KENTUCKY,2015,5,,-,1,,6,,3,,4,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
WASHINGTON,2015,5,2,,0,,10,,2,,,-,,-,0,,2,,1,,2,,,-,0,,0,,,-,,-,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
KANSAS,2015,5,,-,1,,4,,2,,5,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"KANSAS
(38.347742794000055, -98.20077822999997)",
OREGON,2015,5,1,,2,,7,,7,,7,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.56745049300008, -120.15502935599994)",
ARIZONA,2015,5,,-,1,,5,,1,,2,,,-,0,,11,,,-,3,,,-,0,,0,,,-,,-,"ARIZONA
(34.86597351900008, -111.76380664699997)",
COLORADO,2015,5,,-,1,,6,,,-,2,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"COLORADO
(38.84384342200008, -106.13360911499996)",
TENNESSEE,2015,5,,-,2,,12,,11,,6,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
