Reporting Area,MMWR Year,MMWR Week,"Chlamydia trachomatis infection, Current week","Chlamydia trachomatis infection, Current week, flag","Chlamydia trachomatis infection, Previous 52 weeks Med","Chlamydia trachomatis infection, Previous 52 weeks Med, flag","Chlamydia trachomatis infection, Previous 52 weeks Max","Chlamydia trachomatis infection, Previous 52 weeks Max, flag","Chlamydia trachomatis infection, Cum 2014","Chlamydia trachomatis infection, Cum 2014, flag","Chlamydia trachomatis infection, Cum 2013","Chlamydia trachomatis infection, Cum 2013, flag","Coccidioidomycosis, Current week","Coccidioidomycosis, Current week, flag","Coccidioidomycosis, Previous 52 weeks Med","Coccidioidomycosis, Previous 52 weeks Med, flag","Coccidioidomycosis, Previous 52 weeks Max","Coccidioidomycosis, Previous 52 weeks Max, flag","Coccidioidomycosis, Cum 2014","Coccidioidomycosis, Cum 2014, flag","Coccidioidomycosis, Cum 2013","Coccidioidomycosis, Cum 2013, flag",Location 1,Location 2
WEST VIRGINIA,2014,8,87,,99,,127,,687,,724,,,N,0,,0,,,N,,N,"WEST VIRGINIA (38.665511497000466, -80.71263935099967)
(39.52368635500045, -99.11415045099966)",
WISCONSIN,2014,14,293,,425,,517,,6004,,6364,,,-,0,,1,,,-,2,,"WISCONSIN (44.3931903350005, -89.81636715299965)
(39.52368635500045, -99.11415045099966)",
TEXAS,2014,2,1331,,2521,,3002,,3214,,5066,,,N,0,,0,,,N,,N,"TEXAS (31.827243635000457, -99.4267664729997)
(39.52368635500045, -99.11415045099966)",
NEW JERSEY,2014,15,162,,562,,689,,7644,,8042,,,N,0,,0,,,N,,N,"NEW JERSEY
(40.1305700530005, -74.27368565099965)",
RHODE ISLAND,2014,5,,-,81,,160,,217,,381,,,-,0,,0,,,-,,-,"RHODE ISLAND (41.70828281900049, -71.52246918099962)
(39.52368635500045, -99.11415045099966)",
DELAWARE,2014,22,42,,85,,220,,1624,,2271,,,-,0,,1,,,-,,-,"DELAWARE
(39.00883351400046, -75.57773943699965)",
NEW MEXICO,2014,9,95,,207,,359,,1644,,2814,,,-,0,,3,,,-,6,,"NEW MEXICO (34.52088247800049, -106.24057768899968)
(39.52368635500045, -99.11415045099966)",
NORTH CAROLINA,2014,14,1239,,945,,1835,,14077,,14328,,,N,0,,0,,,N,,N,"NORTH CAROLINA (35.46622388600048, -79.15924924699965)
(39.52368635500045, -99.11415045099966)",
NORTH DAKOTA,2014,1,,-,54,,78,,,-,37,,,N,0,,2,,,N,,N,"NORTH DAKOTA (47.47531738700047, -100.11842599699969)
(39.52368635500045, -99.11415045099966)",
RHODE ISLAND,2014,14,,-,80,,147,,1055,,1193,,,-,0,,0,,,-,,-,"RHODE ISLAND (41.70828281900049, -71.52246918099962)
(39.52368635500045, -99.11415045099966)",
MICHIGAN,2014,10,338,,837,,1092,,6694,,8553,,,-,0,,3,,9,,1,,"MICHIGAN (44.66131575600048, -84.71438724399968)
(39.52368635500045, -99.11415045099966)",
NEW JERSEY,2014,4,126,,558,,628,,1519,,2224,,,N,0,,0,,,N,,N,"NEW JERSEY (40.1305700530005, -74.27368565099965)
(39.52368635500045, -99.11415045099966)",
SOUTH CAROLINA,2014,16,523,,497,,927,,7912,,8309,,,N,0,,0,,,N,,N,"SOUTH CAROLINA (33.99882060100049, -81.04536765699964)
(39.52368635500045, -99.11415045099966)",
NEW YORK CITY,2014,9,615,,1078,,1262,,8837,,10352,,,N,0,,0,,,N,,N,"NEW YORK CITY (40.71426755700048, -74.00596858999967)
(39.52368635500045, -99.11415045099966)",
MARYLAND,2014,14,398,,468,,881,,5078,,6476,,,-,0,,1,,1,,1,,"MARYLAND (39.2905806980005, -76.60925970899967)
(39.52368635500045, -99.11415045099966)",
DIST. OF COL.,2014,1,,-,117,,284,,,-,95,,,-,0,,0,,,-,,-,"DIST. OF COL. (39.52368635500045, -99.11415045099966)
(39.52368635500045, -99.11415045099966)",
MICHIGAN,2014,12,458,,850,,1094,,8281,,10253,,,-,0,,3,,11,,1,,"MICHIGAN (44.66131575600048, -84.71438724399968)
(39.52368635500045, -99.11415045099966)",
ARKANSAS,2014,14,230,,280,,421,,3781,,4539,,,N,0,,0,,,N,,N,"ARKANSAS (34.748651751000466, -92.27448794899965)
(39.52368635500045, -99.11415045099966)",
FLORIDA,2014,18,1004,,1586,,1774,,27532,,27582,,,N,0,,0,,,N,,N,"FLORIDA (28.932042899000464, -81.92895558499964)
(39.52368635500045, -99.11415045099966)",
MISSOURI,2014,3,157,,527,,632,,854,,1294,,,-,0,,3,,,-,,-,"MISSOURI (38.63579372300046, -92.56629737199967)
(39.52368635500045, -99.11415045099966)",
NEW MEXICO,2014,8,104,,210,,359,,1467,,2599,,,-,0,,3,,,-,5,,"NEW MEXICO (34.52088247800049, -106.24057768899968)
(39.52368635500045, -99.11415045099966)",
MONTANA,2014,22,,-,75,,104,,1574,,1573,,,-,0,,1,,3,,1,,"MONTANA
(47.066526051000494, -109.42441687999968)",
WYOMING,2014,16,7,,25,,64,,362,,487,,,-,0,,1,,,-,1,,"WYOMING (43.23554147100049, -108.10982744299969)
(39.52368635500045, -99.11415045099966)",
CONNECTICUT,2014,11,3,,229,,379,,2181,,2777,,,N,0,,0,,,N,,N,"CONNECTICUT (41.56266394200048, -72.64983753699966)
(39.52368635500045, -99.11415045099966)",
PENNSYLVANIA,2014,10,819,,995,,1324,,9424,,10127,,,N,0,,0,,,N,,N,"PENNSYLVANIA (40.79373106100047, -77.86069775999965)
(39.52368635500045, -99.11415045099966)",
IOWA,2014,7,21,,204,,243,,1261,,1389,,,N,0,,0,,,N,,N,"IOWA (42.469404401000475, -93.81648936699969)
(39.52368635500045, -99.11415045099966)",
PUERTO RICO,2014,19,118,,101,,277,,1989,,2225,,,N,0,,0,,,N,,N,"PUERTO RICO (26.649497232000442, -98.34556876399967)
(39.52368635500045, -99.11415045099966)",
MARYLAND,2014,23,447,,475,,881,,9802,,10376,,,-,0,,1,,2,,4,,"MARYLAND (39.2905806980005, -76.60925970899967)
(39.52368635500045, -99.11415045099966)",
MARYLAND,2014,17,451,,468,,881,,6493,,7791,,,-,0,,1,,1,,2,,"MARYLAND (39.2905806980005, -76.60925970899967)
(39.52368635500045, -99.11415045099966)",
NEW YORK,2014,23,759,,729,,1866,,15818,,15469,,,N,0,,0,,,N,,N,"NEW YORK (42.82700023900048, -75.54396639699968)
(39.52368635500045, -99.11415045099966)",
MISSOURI,2014,20,,-,542,,627,,9389,,10400,,,-,0,,3,,4,,4,,"MISSOURI (38.63579372300046, -92.56629737199967)
(39.52368635500045, -99.11415045099966)",
OREGON,2014,8,257,,284,,475,,2270,,2011,,,-,0,,1,,,-,1,,"OREGON (44.567446178000466, -120.15502977999972)
(39.52368635500045, -99.11415045099966)",
ILLINOIS,2014,4,,-,1043,,1321,,14,,4924,,,N,0,,0,,,N,,N,"ILLINOIS (40.48501278700047, -88.99770813999965)
(39.52368635500045, -99.11415045099966)",
TENNESSEE,2014,6,302,,580,,844,,2480,,3343,,,N,0,,0,,,N,,N,"TENNESSEE (35.680943063000484, -85.77448642199965)
(39.52368635500045, -99.11415045099966)",
KENTUCKY,2014,6,260,,327,,570,,1745,,1869,,,N,0,,0,,,N,,N,"KENTUCKY (37.645973909000475, -84.77496612599964)
(39.52368635500045, -99.11415045099966)",
MICHIGAN,2014,24,435,,805,,1091,,18090,,20960,,,-,0,,3,,19,,5,,"MICHIGAN (44.66131575600048, -84.71438724399968)
(39.52368635500045, -99.11415045099966)",
MONTANA,2014,5,80,,75,,104,,381,,352,,,-,0,,1,,1,,,-,"MONTANA (47.066526051000494, -109.42441687999968)
(39.52368635500045, -99.11415045099966)",
MAINE,2014,10,,-,69,,110,,632,,608,,,N,0,,0,,,N,,N,"MAINE (45.254228663000504, -68.98502952999962)
(39.52368635500045, -99.11415045099966)",
CALIFORNIA,2014,2,1315,,3254,,4278,,2571,,6685,,9,,63,,90,,18,,136,,"CALIFORNIA (37.638640488000476, -120.99999889499969)
(39.52368635500045, -99.11415045099966)",
ALASKA,2014,1,30,,109,,146,,30,,87,,,N,0,,0,,,N,,N,"ALASKA (64.84507923900048, -147.72205669099972)
(39.52368635500045, -99.11415045099966)",
NEVADA,2014,4,57,,216,,322,,591,,703,,,-,1,,6,,1,,2,,"NEVADA (39.49324126500045, -117.07183978499972)
(39.52368635500045, -99.11415045099966)",
TENNESSEE,2014,11,171,,567,,844,,2550,,6404,,,N,0,,0,,,N,,N,"TENNESSEE (35.680943063000484, -85.77448642199965)
(39.52368635500045, -99.11415045099966)",
CALIFORNIA,2014,4,855,,3222,,3681,,7530,,14047,,34,,62,,90,,75,,248,,"CALIFORNIA (37.638640488000476, -120.99999889499969)
(39.52368635500045, -99.11415045099966)",
ILLINOIS,2014,23,34,,1099,,1441,,17108,,27615,,,N,0,,0,,,N,,N,"ILLINOIS (40.48501278700047, -88.99770813999965)
(39.52368635500045, -99.11415045099966)",
NEW HAMPSHIRE,2014,22,,-,51,,76,,363,,1352,,,-,0,,1,,1,,1,,"NEW HAMPSHIRE
(43.6559537330005, -71.50035726399966)",
RHODE ISLAND,2014,22,,-,79,,147,,1271,,1834,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.70828281900049, -71.52246918099962)",
C.N.M.I.,2014,10,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I. (39.52368635500045, -99.11415045099966)
(39.52368635500045, -99.11415045099966)",
ARKANSAS,2014,11,407,,281,,421,,2893,,3569,,,N,0,,0,,,N,,N,"ARKANSAS (34.748651751000466, -92.27448794899965)
(39.52368635500045, -99.11415045099966)",
VIRGINIA,2014,13,1146,,629,,1267,,8622,,8852,,,N,0,,0,,,N,,N,"VIRGINIA (37.54268075100049, -78.45788924199968)
(39.52368635500045, -99.11415045099966)",
CONNECTICUT,2014,21,92,,237,,388,,5021,,5330,,,N,0,,0,,,N,,N,"CONNECTICUT (41.56266394200048, -72.64983753699966)
(39.52368635500045, -99.11415045099966)",
VERMONT,2014,10,11,,33,,96,,341,,455,,,N,0,,0,,,N,,N,"VERMONT (43.62538292400046, -72.51763944499965)
(39.52368635500045, -99.11415045099966)",
RHODE ISLAND,2014,2,,-,81,,160,,75,,132,,,-,0,,0,,,-,,-,"RHODE ISLAND (41.70828281900049, -71.52246918099962)
(39.52368635500045, -99.11415045099966)",
COLORADO,2014,9,252,,383,,586,,3481,,3595,,,N,0,,0,,,N,,N,"COLORADO (38.84384047000049, -106.13360888799969)
(39.52368635500045, -99.11415045099966)",
ILLINOIS,2014,22,36,,1099,,1441,,16092,,26465,,,N,0,,0,,,N,,N,"ILLINOIS
(40.48501278700047, -88.99770813999965)",
GUAM,2014,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM (34.91997872200045, -120.52155783099971)
(39.52368635500045, -99.11415045099966)",
AMER. SAMOA,2014,7,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA (39.52368635500045, -99.11415045099966)
(39.52368635500045, -99.11415045099966)",
UTAH,2014,23,85,,147,,177,,3281,,3309,,,-,1,,4,,16,,13,,"UTAH (39.36070374600047, -111.5871285339997)
(39.52368635500045, -99.11415045099966)",
NEVADA,2014,3,176,,218,,322,,515,,507,,,-,1,,6,,,-,2,,"NEVADA (39.49324126500045, -117.07183978499972)
(39.52368635500045, -99.11415045099966)",
MINNESOTA,2014,13,15,,349,,419,,2102,,4794,,,-,1,,5,,,-,1,,"MINNESOTA (46.35564867700049, -94.79419697699967)
(39.52368635500045, -99.11415045099966)",
NEBRASKA,2014,6,76,,140,,227,,648,,857,,,-,0,,1,,,-,,-,"NEBRASKA (41.64104043900045, -99.36571864599966)
(39.52368635500045, -99.11415045099966)",
CALIFORNIA,2014,10,1339,,3205,,3535,,24545,,33808,,9,,67,,91,,275,,654,,"CALIFORNIA (37.638640488000476, -120.99999889499969)
(39.52368635500045, -99.11415045099966)",
UTAH,2014,17,,-,147,,175,,2311,,2483,,,-,1,,4,,12,,10,,"UTAH (39.36070374600047, -111.5871285339997)
(39.52368635500045, -99.11415045099966)",
FLORIDA,2014,16,939,,1577,,1762,,22864,,24410,,,N,0,,0,,,N,,N,"FLORIDA (28.932042899000464, -81.92895558499964)
(39.52368635500045, -99.11415045099966)",
KANSAS,2014,18,,-,217,,282,,3118,,3699,,,N,0,,0,,,N,,N,"KANSAS (38.34774033400049, -98.20077655499966)
(39.52368635500045, -99.11415045099966)",
AMER. SAMOA,2014,11,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA (39.52368635500045, -99.11415045099966)
(39.52368635500045, -99.11415045099966)",
NORTH DAKOTA,2014,3,4,,53,,78,,53,,170,,,-,0,,2,,,-,,-,"NORTH DAKOTA (47.47531738700047, -100.11842599699969)
(39.52368635500045, -99.11415045099966)",
NEW YORK,2014,7,677,,745,,1674,,3820,,3923,,,N,0,,0,,,N,,N,"NEW YORK (42.82700023900048, -75.54396639699968)
(39.52368635500045, -99.11415045099966)",
PUERTO RICO,2014,20,191,,101,,277,,2186,,2378,,,N,0,,0,,,N,,N,"PUERTO RICO (26.649497232000442, -98.34556876399967)
(39.52368635500045, -99.11415045099966)",
OHIO,2014,24,,-,1036,,1164,,21941,,24653,,,-,0,,1,,6,,3,,"OHIO (40.06021029700048, -82.40425685299965)
(39.52368635500045, -99.11415045099966)",
LOUISIANA,2014,9,,-,504,,986,,412,,2989,,,-,0,,1,,,-,2,,"LOUISIANA (31.312662564000448, -92.44567554599968)
(39.52368635500045, -99.11415045099966)",
MISSOURI,2014,22,121,,543,,627,,10698,,11384,,,-,0,,3,,4,,7,,"MISSOURI
(38.63579372300046, -92.56629737199967)",
MINNESOTA,2014,9,6,,351,,419,,863,,3363,,,-,0,,5,,,-,,-,"MINNESOTA (46.35564867700049, -94.79419697699967)
(39.52368635500045, -99.11415045099966)",
PENNSYLVANIA,2014,3,1099,,1012,,1328,,2857,,2819,,,N,0,,0,,,N,,N,"PENNSYLVANIA (40.79373106100047, -77.86069775999965)
(39.52368635500045, -99.11415045099966)",
KENTUCKY,2014,16,275,,327,,471,,4974,,5139,,,N,0,,0,,,N,,N,"KENTUCKY (37.645973909000475, -84.77496612599964)
(39.52368635500045, -99.11415045099966)",
NEW HAMPSHIRE,2014,11,,-,59,,75,,78,,701,,,-,0,,0,,,-,1,,"NEW HAMPSHIRE (43.6559537330005, -71.50035726399966)
(39.52368635500045, -99.11415045099966)",
CONNECTICUT,2014,23,82,,238,,388,,5536,,5724,,,N,0,,0,,,N,,N,"CONNECTICUT (41.56266394200048, -72.64983753699966)
(39.52368635500045, -99.11415045099966)",
WISCONSIN,2014,17,263,,422,,514,,6873,,7868,,,-,0,,1,,,-,2,,"WISCONSIN (44.3931903350005, -89.81636715299965)
(39.52368635500045, -99.11415045099966)",
MONTANA,2014,4,68,,75,,104,,283,,266,,,-,0,,1,,,-,,-,"MONTANA (47.066526051000494, -109.42441687999968)
(39.52368635500045, -99.11415045099966)",
GUAM,2014,1,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM (34.91997872200045, -120.52155783099971)
(39.52368635500045, -99.11415045099966)",
CALIFORNIA,2014,18,1359,,3204,,3528,,49897,,58954,,58,,64,,92,,619,,1148,,"CALIFORNIA (37.638640488000476, -120.99999889499969)
(39.52368635500045, -99.11415045099966)",
NEVADA,2014,9,,-,214,,323,,1167,,1879,,,-,1,,6,,7,,8,,"NEVADA (39.49324126500045, -117.07183978499972)
(39.52368635500045, -99.11415045099966)",
ALABAMA,2014,15,,-,553,,874,,6902,,8216,,,N,0,,0,,,N,,N,"ALABAMA
(32.84057327200048, -86.63185803899967)",
WISCONSIN,2014,22,195,,448,,549,,8969,,9780,,,-,0,,1,,,-,2,,"WISCONSIN
(44.3931903350005, -89.81636715299965)",
NORTH DAKOTA,2014,16,6,,59,,80,,898,,861,,,-,0,,2,,4,,3,,"NORTH DAKOTA (47.47531738700047, -100.11842599699969)
(39.52368635500045, -99.11415045099966)",
VIRGIN ISL.,2014,21,,-,15,,25,,253,,304,,,-,0,,0,,,-,,-,"VIRGIN ISL. (39.52368635500045, -99.11415045099966)
(39.52368635500045, -99.11415045099966)",
WYOMING,2014,7,,-,27,,64,,144,,193,,,-,0,,1,,,-,1,,"WYOMING (43.23554147100049, -108.10982744299969)
(39.52368635500045, -99.11415045099966)",
WEST VIRGINIA,2014,9,51,,99,,127,,744,,831,,,N,0,,0,,,N,,N,"WEST VIRGINIA (38.665511497000466, -80.71263935099967)
(39.52368635500045, -99.11415045099966)",
HAWAII,2014,4,,-,128,,158,,194,,520,,,N,0,,0,,,N,,N,"HAWAII (21.30485166200043, -157.85774691599974)
(39.52368635500045, -99.11415045099966)",
PUERTO RICO,2014,14,,-,110,,277,,1303,,1539,,,N,0,,0,,,N,,N,"PUERTO RICO (26.649497232000442, -98.34556876399967)
(39.52368635500045, -99.11415045099966)",
OHIO,2014,10,332,,1025,,1149,,8309,,10599,,,-,0,,2,,2,,,-,"OHIO (40.06021029700048, -82.40425685299965)
(39.52368635500045, -99.11415045099966)",
GUAM,2014,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM (34.91997872200045, -120.52155783099971)
(39.52368635500045, -99.11415045099966)",
PENNSYLVANIA,2014,8,839,,1001,,1324,,7628,,7975,,,N,0,,0,,,N,,N,"PENNSYLVANIA (40.79373106100047, -77.86069775999965)
(39.52368635500045, -99.11415045099966)",
ARKANSAS,2014,20,368,,287,,424,,5752,,6477,,,N,0,,0,,,N,,N,"ARKANSAS (34.748651751000466, -92.27448794899965)
(39.52368635500045, -99.11415045099966)",
SOUTH CAROLINA,2014,4,,-,520,,929,,1817,,1902,,,N,0,,0,,,N,,N,"SOUTH CAROLINA (33.99882060100049, -81.04536765699964)
(39.52368635500045, -99.11415045099966)",
WISCONSIN,2014,16,240,,425,,513,,6421,,7356,,,-,0,,1,,,-,2,,"WISCONSIN (44.3931903350005, -89.81636715299965)
(39.52368635500045, -99.11415045099966)",
ARIZONA,2014,18,338,,580,,1225,,13795,,7693,,68,,102,,208,,1672,,1950,,"ARIZONA (34.865973091000455, -111.76380949799972)
(39.52368635500045, -99.11415045099966)",
COLORADO,2014,18,397,,368,,583,,6697,,7245,,,N,0,,0,,,N,,N,"COLORADO (38.84384047000049, -106.13360888799969)
(39.52368635500045, -99.11415045099966)",
TENNESSEE,2014,20,173,,583,,843,,10468,,11665,,,N,0,,0,,,N,,N,"TENNESSEE (35.680943063000484, -85.77448642199965)
(39.52368635500045, -99.11415045099966)",
CALIFORNIA,2014,16,1348,,3204,,3528,,43682,,52698,,36,,65,,92,,498,,1007,,"CALIFORNIA (37.638640488000476, -120.99999889499969)
(39.52368635500045, -99.11415045099966)",
NEW MEXICO,2014,15,,-,207,,352,,2985,,4035,,,-,0,,2,,1,,11,,"NEW MEXICO
(34.52088247800049, -106.24057768899968)",
ALASKA,2014,13,32,,112,,145,,1343,,1509,,,-,0,,0,,,-,,-,"ALASKA (64.84507923900048, -147.72205669099972)
(39.52368635500045, -99.11415045099966)",
NEBRASKA,2014,14,58,,146,,226,,1884,,1777,,,-,0,,1,,1,,,-,"NEBRASKA (41.64104043900045, -99.36571864599966)
(39.52368635500045, -99.11415045099966)",
RHODE ISLAND,2014,7,,-,81,,160,,310,,545,,,-,0,,0,,,-,,-,"RHODE ISLAND (41.70828281900049, -71.52246918099962)
(39.52368635500045, -99.11415045099966)",
VIRGINIA,2014,19,517,,663,,1267,,12505,,12802,,,N,0,,0,,,N,,N,"VIRGINIA (37.54268075100049, -78.45788924199968)
(39.52368635500045, -99.11415045099966)",
SOUTH CAROLINA,2014,10,586,,515,,927,,5265,,5170,,,N,0,,0,,,N,,N,"SOUTH CAROLINA (33.99882060100049, -81.04536765699964)
(39.52368635500045, -99.11415045099966)",
MONTANA,2014,14,1,,77,,104,,996,,1025,,,-,0,,1,,1,,,-,"MONTANA (47.066526051000494, -109.42441687999968)
(39.52368635500045, -99.11415045099966)",
WYOMING,2014,3,,-,26,,64,,,-,75,,,-,0,,1,,,-,,-,"WYOMING (43.23554147100049, -108.10982744299969)
(39.52368635500045, -99.11415045099966)",
VIRGIN ISL.,2014,19,,-,15,,25,,68,,266,,,-,0,,0,,,-,,-,"VIRGIN ISL. (39.52368635500045, -99.11415045099966)
(39.52368635500045, -99.11415045099966)",
MASSACHUSETTS,2014,1,230,,442,,681,,230,,305,,,-,0,,0,,,-,,-,"MASSACHUSETTS (42.27687306500047, -72.08268985899963)
(39.52368635500045, -99.11415045099966)",
NORTH CAROLINA,2014,16,569,,948,,1835,,16086,,15857,,,N,0,,0,,,N,,N,"NORTH CAROLINA (35.46622388600048, -79.15924924699965)
(39.52368635500045, -99.11415045099966)",
GEORGIA,2014,15,974,,971,,2030,,13040,,14498,,,N,0,,0,,,N,,N,"GEORGIA
(32.83968004200045, -83.62757601199968)",
TENNESSEE,2014,13,262,,561,,844,,3008,,7424,,,N,0,,0,,,N,,N,"TENNESSEE (35.680943063000484, -85.77448642199965)
(39.52368635500045, -99.11415045099966)",
COLORADO,2014,12,409,,377,,586,,4848,,4921,,,N,0,,0,,,N,,N,"COLORADO (38.84384047000049, -106.13360888799969)
(39.52368635500045, -99.11415045099966)",
FLORIDA,2014,7,936,,1553,,1729,,9971,,10395,,,N,0,,0,,,N,,N,"FLORIDA (28.932042899000464, -81.92895558499964)
(39.52368635500045, -99.11415045099966)",
KENTUCKY,2014,21,253,,317,,465,,6198,,6834,,,N,0,,0,,,N,,N,"KENTUCKY (37.645973909000475, -84.77496612599964)
(39.52368635500045, -99.11415045099966)",
OKLAHOMA,2014,9,16,,269,,599,,1585,,4822,,,N,0,,0,,,N,,N,"OKLAHOMA (35.472034350000456, -97.52106845499969)
(39.52368635500045, -99.11415045099966)",
NEBRASKA,2014,7,151,,140,,227,,877,,941,,,-,0,,1,,,-,,-,"NEBRASKA (41.64104043900045, -99.36571864599966)
(39.52368635500045, -99.11415045099966)",
NEBRASKA,2014,23,150,,148,,232,,3349,,3142,,,-,0,,1,,1,,,-,"NEBRASKA (41.64104043900045, -99.36571864599966)
(39.52368635500045, -99.11415045099966)",
MINNESOTA,2014,12,,-,350,,419,,1302,,4433,,,-,0,,5,,,-,,-,"MINNESOTA (46.35564867700049, -94.79419697699967)
(39.52368635500045, -99.11415045099966)",
OREGON,2014,20,373,,284,,473,,6018,,5674,,,-,0,,1,,,-,1,,"OREGON (44.567446178000466, -120.15502977999972)
(39.52368635500045, -99.11415045099966)",
NEBRASKA,2014,5,111,,141,,227,,552,,717,,,-,0,,1,,,-,,-,"NEBRASKA (41.64104043900045, -99.36571864599966)
(39.52368635500045, -99.11415045099966)",
MARYLAND,2014,19,252,,461,,881,,7351,,8831,,1,,0,,1,,2,,2,,"MARYLAND (39.2905806980005, -76.60925970899967)
(39.52368635500045, -99.11415045099966)",
WYOMING,2014,19,,-,32,,67,,436,,803,,,-,0,,1,,,-,2,,"WYOMING (43.23554147100049, -108.10982744299969)
(39.52368635500045, -99.11415045099966)",
MASSACHUSETTS,2014,21,368,,423,,679,,7034,,9113,,,-,0,,0,,,-,,-,"MASSACHUSETTS (42.27687306500047, -72.08268985899963)
(39.52368635500045, -99.11415045099966)",
MINNESOTA,2014,14,,-,345,,419,,2102,,5182,,,-,0,,5,,,-,2,,"MINNESOTA (46.35564867700049, -94.79419697699967)
(39.52368635500045, -99.11415045099966)",
NORTH CAROLINA,2014,17,774,,948,,1835,,16864,,16903,,,N,0,,0,,,N,,N,"NORTH CAROLINA (35.46622388600048, -79.15924924699965)
(39.52368635500045, -99.11415045099966)",
TENNESSEE,2014,1,124,,573,,837,,124,,270,,,N,0,,0,,,N,,N,"TENNESSEE (35.680943063000484, -85.77448642199965)
(39.52368635500045, -99.11415045099966)",
SOUTH DAKOTA,2014,13,30,,73,,95,,934,,1064,,,N,0,,0,,,N,,N,"SOUTH DAKOTA (44.35313342000046, -100.37352811899967)
(39.52368635500045, -99.11415045099966)",
NEW MEXICO,2014,5,152,,216,,398,,890,,1601,,,-,0,,3,,,-,4,,"NEW MEXICO (34.52088247800049, -106.24057768899968)
(39.52368635500045, -99.11415045099966)",
WISCONSIN,2014,9,246,,427,,517,,3720,,4142,,,-,0,,0,,,-,2,,"WISCONSIN (44.3931903350005, -89.81636715299965)
(39.52368635500045, -99.11415045099966)",
MISSISSIPPI,2014,20,253,,329,,987,,7319,,7528,,,N,0,,0,,,N,,N,"MISSISSIPPI (32.74551123200047, -89.53802764499966)
(39.52368635500045, -99.11415045099966)",
PUERTO RICO,2014,24,,-,95,,277,,2376,,2833,,,N,0,,0,,,N,,N,"PUERTO RICO (26.649497232000442, -98.34556876399967)
(39.52368635500045, -99.11415045099966)",
ILLINOIS,2014,16,18,,1182,,1482,,10461,,19779,,,N,0,,0,,,N,,N,"ILLINOIS (40.48501278700047, -88.99770813999965)
(39.52368635500045, -99.11415045099966)",
GUAM,2014,22,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.355173397000442, 144.70297250000056)",
UTAH,2014,21,80,,147,,176,,2999,,3049,,,-,1,,4,,15,,11,,"UTAH (39.36070374600047, -111.5871285339997)
(39.52368635500045, -99.11415045099966)",
ARKANSAS,2014,3,,-,292,,372,,362,,919,,,N,0,,0,,,N,,N,"ARKANSAS (34.748651751000466, -92.27448794899965)
(39.52368635500045, -99.11415045099966)",
VIRGIN ISL.,2014,5,,-,15,,25,,,-,75,,,-,0,,0,,,-,,-,"VIRGIN ISL. (39.52368635500045, -99.11415045099966)
(39.52368635500045, -99.11415045099966)",
OKLAHOMA,2014,2,67,,281,,599,,184,,2807,,,N,0,,0,,,N,,N,"OKLAHOMA (35.472034350000456, -97.52106845499969)
(39.52368635500045, -99.11415045099966)",
MASSACHUSETTS,2014,10,478,,425,,680,,3436,,4421,,,-,0,,0,,,-,,-,"MASSACHUSETTS (42.27687306500047, -72.08268985899963)
(39.52368635500045, -99.11415045099966)",
GEORGIA,2014,20,991,,978,,2050,,18173,,19312,,,N,0,,0,,,N,,N,"GEORGIA (32.83968004200045, -83.62757601199968)
(39.52368635500045, -99.11415045099966)",
AMER. SAMOA,2014,23,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA (39.52368635500045, -99.11415045099966)
(39.52368635500045, -99.11415045099966)",
KENTUCKY,2014,10,314,,327,,471,,3207,,3233,,,N,0,,0,,,N,,N,"KENTUCKY (37.645973909000475, -84.77496612599964)
(39.52368635500045, -99.11415045099966)",
SOUTH CAROLINA,2014,19,,-,503,,927,,8935,,9805,,,N,0,,0,,,N,,N,"SOUTH CAROLINA (33.99882060100049, -81.04536765699964)
(39.52368635500045, -99.11415045099966)",
RHODE ISLAND,2014,9,,-,80,,118,,486,,743,,,-,0,,0,,,-,,-,"RHODE ISLAND (41.70828281900049, -71.52246918099962)
(39.52368635500045, -99.11415045099966)",
MARYLAND,2014,15,,-,463,,881,,5078,,6938,,,-,0,,1,,1,,1,,"MARYLAND
(39.2905806980005, -76.60925970899967)",
GUAM,2014,24,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM (13.355173397000442, 144.70297250000056)
(39.52368635500045, -99.11415045099966)",
WEST VIRGINIA,2014,4,9,,99,,129,,204,,336,,,N,0,,0,,,N,,N,"WEST VIRGINIA (38.665511497000466, -80.71263935099967)
(39.52368635500045, -99.11415045099966)",
MAINE,2014,18,,-,69,,110,,956,,1064,,,N,0,,0,,,N,,N,"MAINE (45.254228663000504, -68.98502952999962)
(39.52368635500045, -99.11415045099966)",
CONNECTICUT,2014,22,165,,236,,388,,5271,,5508,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.56266394200048, -72.64983753699966)",
