Reporting Area,MMWR Year,MMWR Week,"Babesiosis, Current week","Babesiosis, Current week, flag","Babesiosis, Previous 52 weeks Med","Babesiosis, Previous 52 weeks Med, flag","Babesiosis, Previous 52 weeks Max","Babesiosis, Previous 52 weeks Max, flag","Babesiosis, Cum 2016","Babesiosis, Cum 2016, flag","Babesiosis, Cum 2015","Babesiosis, Cum 2015, flag","Campylobacteriosis, Current week","Campylobacteriosis, Current week, flag","Campylobacteriosis, Previous 52 weeks Med","Campylobacteriosis, Previous 52 weeks Med, flag","Campylobacteriosis, Previous 52 weeks Max","Campylobacteriosis, Previous 52 weeks Max, flag","Campylobacteriosis, Cum 2016","Campylobacteriosis, Cum 2016, flag","Campylobacteriosis, Cum 2015","Campylobacteriosis, Cum 2015, flag",Location 1,Location 2
PUERTO RICO,2016,2,,N,0,,0,,,N,,N,,-,0,,3,,1,,,-,"PUERTO RICO
(18.215692, -66.414655)",
RHODE ISLAND,2016,2,,-,1,,24,,1,,,-,,-,3,,21,,,-,1,,"RHODE ISLAND
(41.707447, -71.522488)",
NEW HAMPSHIRE,2016,2,,-,1,,5,,,-,,-,2,,5,,12,,4,,6,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
SOUTH CAROLINA,2016,2,,-,0,,1,,,-,,-,3,,6,,16,,9,,10,,"SOUTH CAROLINA
(34.009286, -81.037094)",
VERMONT,2016,2,,-,0,,3,,,-,,-,,-,3,,10,,3,,4,,"VERMONT
(43.622479, -72.51927)",
LOUISIANA,2016,2,,-,0,,1,,,-,,-,,-,9,,22,,,-,17,,"LOUISIANA
(31.2931, -92.463284)",
KENTUCKY,2016,2,,N,0,,0,,,N,,N,3,,15,,34,,13,,23,,"KENTUCKY
(37.64591, -84.774043)",
MAINE,2016,2,,-,0,,6,,,-,,-,,-,4,,8,,2,,8,,"MAINE
(45.252223, -68.986647)",
TENNESSEE,2016,2,,-,0,,1,,,-,,-,12,,15,,30,,22,,20,,"TENNESSEE
(35.681402, -85.774444)",
NEW YORK,2016,2,,-,3,,36,,1,,1,,8,,33,,65,,11,,34,,"NEW YORK
(42.826892, -75.544286)",
INDIANA,2016,2,,-,0,,0,,,-,,-,,-,15,,39,,,-,24,,"INDIANA
(39.76845, -86.156212)",
MONTANA,2016,2,,-,0,,0,,,-,,-,1,,5,,16,,7,,8,,"MONTANA
(47.062617, -109.430168)",
MISSISSIPPI,2016,2,,N,0,,0,,,N,,N,6,,3,,9,,7,,1,,"MISSISSIPPI
(32.738663, -89.537312)",
ARKANSAS,2016,2,,-,0,,0,,,-,,-,5,,8,,21,,5,,2,,"ARKANSAS
(34.748745, -92.275105)",
WASHINGTON,2016,2,,-,0,,0,,,-,,-,6,,24,,143,,7,,1,,"WASHINGTON
(47.517368, -120.467672)",
OREGON,2016,2,,-,0,,1,,,-,,-,8,,15,,33,,23,,29,,"OREGON
(44.567912, -120.156945)",
MICHIGAN,2016,2,,-,0,,1,,,-,,-,2,,21,,52,,11,,29,,"MICHIGAN
(44.66399, -84.711206)",
WISCONSIN,2016,2,,-,0,,6,,,-,,-,,-,26,,43,,7,,32,,"WISCONSIN
(44.395526, -89.834513)",
MARYLAND,2016,2,,-,0,,0,,,-,,-,12,,13,,33,,22,,21,,"MARYLAND
(39.290443, -76.612333)",
NEBRASKA,2016,2,,-,0,,0,,,-,,-,2,,8,,25,,9,,10,,"NEBRASKA
(41.640503, -99.367122)",
MISSOURI,2016,2,,N,0,,0,,,N,,N,,-,0,,17,,,-,24,,"MISSOURI
(38.636168, -92.566292)",
CALIFORNIA,2016,2,,-,0,,2,,,-,,-,66,,176,,224,,226,,280,,"CALIFORNIA
(37.640735, -121.002435)",
VIRGINIA,2016,2,,N,0,,0,,,N,,N,7,,27,,53,,11,,36,,"VIRGINIA
(37.542699, -78.45822)",
NEVADA,2016,2,,N,0,,0,,,N,,N,1,,3,,7,,3,,1,,"NEVADA
(39.491833, -117.070159)",
OHIO,2016,2,,-,0,,1,,,-,,-,36,,32,,93,,66,,37,,"OHIO
(40.056807, -82.405897)",
MASSACHUSETTS,2016,2,,-,3,,48,,1,,1,,,-,27,,47,,13,,35,,"MASSACHUSETTS
(42.268546, -72.085064)",
UNITED STATES,2016,3,,-,15,,160,,3,,9,,369,,868,,1390,,1507,,1928,,,
NEW ENGLAND,2016,3,,-,6,,94,,2,,3,,5,,54,,112,,44,,116,,,
MID. ATLANTIC,2016,3,,-,6,,59,,1,,5,,68,,131,,250,,272,,295,,,
NEW YORK CITY,2016,3,,-,0,,11,,,-,1,,21,,30,,127,,106,,81,,"NEW YORK CITY
",
E.N. CENTRAL,2016,3,,-,1,,6,,,-,1,,33,,92,,217,,141,,197,,,
W.N. CENTRAL,2016,3,,-,0,,2,,,-,,-,7,,34,,91,,53,,91,,,
S. ATLANTIC,2016,3,,-,0,,1,,,-,,-,94,,159,,264,,301,,380,,,
DIST. OF COL.,2016,3,,N,0,,0,,,N,,N,,-,0,,2,,,-,1,,"DIST. OF COL.
",
E.S. CENTRAL,2016,3,,-,0,,1,,,-,,-,28,,44,,77,,105,,91,,,
W.S. CENTRAL,2016,3,,-,0,,1,,,-,,-,15,,46,,177,,32,,88,,,
MOUNTAIN,2016,3,,-,0,,0,,,-,,-,21,,67,,137,,106,,157,,,
PACIFIC,2016,3,,-,0,,2,,,-,,-,98,,238,,350,,453,,513,,,
AMER. SAMOA,2016,3,,U,,-,,-,,U,,U,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,3,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,3,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
MISSOURI,2016,3,,N,0,,0,,,N,,N,,-,0,,17,,,-,41,,"MISSOURI
(38.636168, -92.566292)",
COLORADO,2016,3,,N,0,,0,,,N,,N,,-,11,,40,,,-,23,,"COLORADO
(38.841772, -106.132562)",
MONTANA,2016,3,,-,0,,0,,,-,,-,,-,5,,16,,7,,9,,"MONTANA
(47.062617, -109.430168)",
NEW MEXICO,2016,3,,N,0,,0,,,N,,N,,-,8,,18,,3,,16,,"NEW MEXICO
(34.520396, -106.244402)",
IDAHO,2016,3,,N,0,,0,,,N,,N,5,,7,,20,,24,,17,,"IDAHO
(43.680635, -114.364237)",
ALASKA,2016,3,,N,0,,0,,,N,,N,1,,2,,5,,3,,6,,"ALASKA
(64.836661, -147.738891)",
ARKANSAS,2016,3,,-,0,,0,,,-,,-,11,,8,,21,,16,,2,,"ARKANSAS
(34.748745, -92.275105)",
SOUTH CAROLINA,2016,3,,-,0,,1,,,-,,-,5,,6,,16,,17,,19,,"SOUTH CAROLINA
(34.009286, -81.037094)",
FLORIDA,2016,3,,N,0,,0,,,N,,N,61,,70,,106,,190,,163,,"FLORIDA
(28.915325, -81.922409)",
NEBRASKA,2016,3,,-,0,,0,,,-,,-,5,,8,,25,,15,,14,,"NEBRASKA
(41.640503, -99.367122)",
MAINE,2016,3,,-,0,,6,,,-,,-,,-,4,,8,,2,,8,,"MAINE
(45.252223, -68.986647)",
KENTUCKY,2016,3,,N,0,,0,,,N,,N,9,,15,,34,,30,,37,,"KENTUCKY
(37.64591, -84.774043)",
NORTH CAROLINA,2016,3,,N,0,,0,,,N,,N,,-,21,,71,,,-,68,,"NORTH CAROLINA
(35.47995, -79.180571)",
SOUTH DAKOTA,2016,3,,-,0,,0,,,-,,-,,-,6,,23,,3,,4,,"SOUTH DAKOTA
(44.35371, -100.373709)",
ILLINOIS,2016,3,,-,0,,2,,,-,,-,,U,0,,0,,,U,,U,"ILLINOIS
(40.477092, -88.993221)",
PENNSYLVANIA,2016,3,,N,0,,0,,,N,,N,24,,40,,97,,103,,88,,"PENNSYLVANIA
(40.789676, -77.858055)",
WEST VIRGINIA,2016,3,,-,0,,0,,,-,,-,,-,5,,12,,5,,12,,"WEST VIRGINIA
(38.668501, -80.709421)",
WISCONSIN,2016,3,,-,0,,6,,,-,,-,2,,26,,43,,18,,54,,"WISCONSIN
(44.395526, -89.834513)",
TEXAS,2016,3,,-,0,,1,,,-,,-,,-,0,,86,,,-,51,,"TEXAS
(31.827233, -99.423022)",
GEORGIA,2016,3,,N,0,,0,,,N,,N,1,,13,,29,,18,,25,,"GEORGIA
(32.836038, -83.631709)",
VIRGINIA,2016,3,,N,0,,0,,,N,,N,11,,27,,53,,28,,54,,"VIRGINIA
(37.542699, -78.45822)",
MINNESOTA,2016,3,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
OKLAHOMA,2016,3,,N,0,,0,,,N,,N,4,,15,,59,,16,,8,,"OKLAHOMA
(35.468494, -97.521264)",
LOUISIANA,2016,3,,-,0,,1,,,-,,-,,-,9,,22,,,-,27,,"LOUISIANA
(31.2931, -92.463284)",
KANSAS,2016,3,,N,0,,0,,,N,,N,,-,5,,15,,,-,10,,"KANSAS
(38.345528, -98.201847)",
OHIO,2016,3,,-,0,,1,,,-,1,,25,,33,,93,,91,,61,,"OHIO
(40.056807, -82.405897)",
NORTH DAKOTA,2016,3,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
MICHIGAN,2016,3,,-,0,,1,,,-,,-,6,,21,,52,,26,,48,,"MICHIGAN
(44.66399, -84.711206)",
NEW JERSEY,2016,3,,-,1,,32,,,-,1,,,-,31,,63,,5,,68,,"NEW JERSEY
(40.104655, -74.386686)",
IOWA,2016,3,,N,0,,0,,,N,,N,2,,13,,46,,35,,22,,"IOWA
(42.46942, -93.815856)",
CONNECTICUT,2016,3,,-,1,,38,,,-,2,,1,,13,,35,,12,,34,,"CONNECTICUT
(41.544654, -72.651713)",
RHODE ISLAND,2016,3,,-,1,,24,,1,,,-,,-,3,,21,,,-,5,,"RHODE ISLAND
(41.707447, -71.522488)",
UTAH,2016,3,,-,0,,0,,,-,,-,,-,6,,20,,,-,8,,"UTAH
(39.359772, -111.584173)",
NEW HAMPSHIRE,2016,3,,-,1,,5,,,-,,-,4,,5,,12,,13,,11,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
ALABAMA,2016,3,,-,0,,1,,,-,,-,6,,10,,31,,25,,24,,"ALABAMA
(32.839182, -86.631125)",
MASSACHUSETTS,2016,3,,-,3,,48,,1,,1,,,-,27,,47,,13,,53,,"MASSACHUSETTS
(42.268546, -72.085064)",
MARYLAND,2016,3,,-,0,,0,,,-,,-,14,,13,,33,,37,,33,,"MARYLAND
(39.290443, -76.612333)",
NEVADA,2016,3,,N,0,,0,,,N,,N,,-,3,,7,,5,,5,,"NEVADA
(39.491833, -117.070159)",
VERMONT,2016,3,,-,0,,3,,,-,,-,,-,3,,10,,4,,5,,"VERMONT
(43.622479, -72.51927)",
DELAWARE,2016,3,,-,0,,1,,,-,,-,2,,2,,5,,6,,5,,"DELAWARE
(39.008676, -75.574561)",
NEW YORK,2016,3,,-,3,,38,,1,,3,,23,,33,,66,,58,,58,,"NEW YORK
(42.826892, -75.544286)",
TENNESSEE,2016,3,,-,0,,1,,,-,,-,10,,15,,30,,37,,26,,"TENNESSEE
(35.681402, -85.774444)",
MISSISSIPPI,2016,3,,N,0,,0,,,N,,N,3,,3,,9,,13,,4,,"MISSISSIPPI
(32.738663, -89.537312)",
INDIANA,2016,3,,-,0,,0,,,-,,-,,-,15,,39,,6,,34,,"INDIANA
(39.76845, -86.156212)",
WYOMING,2016,3,,-,0,,0,,,-,,-,,-,2,,9,,,-,7,,"WYOMING
(43.23558, -108.110518)",
ARIZONA,2016,3,,-,0,,0,,,-,,-,16,,26,,53,,67,,72,,"ARIZONA
(34.869712, -111.760902)",
WASHINGTON,2016,3,,-,0,,0,,,-,,-,11,,24,,143,,18,,9,,"WASHINGTON
(47.517368, -120.467672)",
GUAM,2016,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
OREGON,2016,3,,-,0,,1,,,-,,-,7,,16,,33,,32,,56,,"OREGON
(44.567912, -120.156945)",
PUERTO RICO,2016,3,,N,0,,0,,,N,,N,,-,0,,3,,1,,,-,"PUERTO RICO
(18.215692, -66.414655)",
CALIFORNIA,2016,3,,-,0,,2,,,-,,-,78,,176,,224,,389,,425,,"CALIFORNIA
(37.640735, -121.002435)",
HAWAII,2016,3,,N,0,,0,,,N,,N,1,,10,,28,,11,,17,,"HAWAII
(21.30992, -157.858158)",
UNITED STATES,2016,4,2,,15,,160,,5,,9,,430,,864,,1382,,2119,,2581,,,
NEW ENGLAND,2016,4,,-,6,,94,,2,,3,,12,,54,,112,,67,,141,,,
MID. ATLANTIC,2016,4,2,,6,,59,,3,,5,,73,,132,,250,,357,,373,,,
NEW YORK CITY,2016,4,,-,0,,11,,,-,1,,25,,30,,127,,131,,86,,"NEW YORK CITY
",
E.N. CENTRAL,2016,4,,-,0,,6,,,-,1,,63,,92,,217,,234,,264,,,
W.N. CENTRAL,2016,4,,-,0,,2,,,-,,-,12,,34,,91,,72,,121,,,
S. ATLANTIC,2016,4,,-,0,,1,,,-,,-,89,,159,,264,,417,,520,,,
DIST. OF COL.,2016,4,,N,0,,0,,,N,,N,,-,0,,2,,,-,2,,"DIST. OF COL.
",
E.S. CENTRAL,2016,4,,-,0,,1,,,-,,-,24,,44,,77,,144,,123,,,
W.S. CENTRAL,2016,4,,-,0,,1,,,-,,-,32,,46,,177,,67,,161,,,
MOUNTAIN,2016,4,,-,0,,0,,,-,,-,22,,67,,137,,143,,218,,,
PACIFIC,2016,4,,-,0,,2,,,-,,-,103,,235,,346,,618,,660,,,
AMER. SAMOA,2016,4,,U,,-,,-,,U,,U,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,4,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
MAINE,2016,4,,-,0,,6,,,-,,-,,-,4,,8,,2,,9,,"MAINE
(45.252223, -68.986647)",
VERMONT,2016,4,,-,0,,3,,,-,,-,1,,3,,10,,5,,7,,"VERMONT
(43.622479, -72.51927)",
MARYLAND,2016,4,,-,0,,0,,,-,,-,7,,14,,33,,47,,58,,"MARYLAND
(39.290443, -76.612333)",
GEORGIA,2016,4,,N,0,,0,,,N,,N,4,,13,,29,,26,,33,,"GEORGIA
(32.836038, -83.631709)",
NORTH DAKOTA,2016,4,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
WYOMING,2016,4,,-,0,,0,,,-,,-,,-,2,,9,,,-,8,,"WYOMING
(43.23558, -108.110518)",
ARIZONA,2016,4,,-,0,,0,,,-,,-,12,,27,,53,,85,,90,,"ARIZONA
(34.869712, -111.760902)",
KANSAS,2016,4,,N,0,,0,,,N,,N,,-,5,,15,,,-,15,,"KANSAS
(38.345528, -98.201847)",
ILLINOIS,2016,4,,-,0,,2,,,-,,-,,U,0,,0,,,U,,U,"ILLINOIS
(40.477092, -88.993221)",
GUAM,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NEW MEXICO,2016,4,,N,0,,0,,,N,,N,2,,8,,19,,10,,26,,"NEW MEXICO
(34.520396, -106.244402)",
WISCONSIN,2016,4,,-,0,,6,,,-,,-,6,,26,,43,,38,,68,,"WISCONSIN
(44.395526, -89.834513)",
LOUISIANA,2016,4,,-,0,,1,,,-,,-,10,,9,,22,,13,,37,,"LOUISIANA
(31.2931, -92.463284)",
TENNESSEE,2016,4,,-,0,,1,,,-,,-,6,,15,,30,,45,,44,,"TENNESSEE
(35.681402, -85.774444)",
SOUTH CAROLINA,2016,4,,-,0,,1,,,-,,-,1,,6,,16,,22,,19,,"SOUTH CAROLINA
(34.009286, -81.037094)",
SOUTH DAKOTA,2016,4,,-,0,,0,,,-,,-,,-,6,,23,,4,,9,,"SOUTH DAKOTA
(44.35371, -100.373709)",
CONNECTICUT,2016,4,,-,1,,38,,,-,2,,1,,13,,35,,24,,41,,"CONNECTICUT
(41.544654, -72.651713)",
COLORADO,2016,4,,N,0,,0,,,N,,N,,-,10,,40,,,-,38,,"COLORADO
(38.841772, -106.132562)",
NEVADA,2016,4,,N,0,,0,,,N,,N,,-,3,,7,,5,,8,,"NEVADA
(39.491833, -117.070159)",
NEW JERSEY,2016,4,,-,1,,32,,,-,1,,,-,31,,63,,8,,85,,"NEW JERSEY
(40.104655, -74.386686)",
PUERTO RICO,2016,4,,N,0,,0,,,N,,N,,-,0,,3,,1,,,-,"PUERTO RICO
(18.215692, -66.414655)",
INDIANA,2016,4,,-,0,,0,,,-,,-,,-,15,,39,,12,,50,,"INDIANA
(39.76845, -86.156212)",
MISSISSIPPI,2016,4,,N,0,,0,,,N,,N,2,,3,,9,,16,,6,,"MISSISSIPPI
(32.738663, -89.537312)",
WASHINGTON,2016,4,,-,0,,0,,,-,,-,11,,24,,143,,29,,25,,"WASHINGTON
(47.517368, -120.467672)",
RHODE ISLAND,2016,4,,-,1,,24,,1,,,-,9,,3,,21,,9,,5,,"RHODE ISLAND
(41.707447, -71.522488)",
CALIFORNIA,2016,4,,-,0,,2,,,-,,-,76,,175,,222,,519,,536,,"CALIFORNIA
(37.640735, -121.002435)",
ALASKA,2016,4,,N,0,,0,,,N,,N,,-,2,,5,,4,,6,,"ALASKA
(64.836661, -147.738891)",
OHIO,2016,4,,-,0,,0,,,-,1,,54,,33,,93,,145,,76,,"OHIO
(40.056807, -82.405897)",
NEW HAMPSHIRE,2016,4,,-,1,,5,,,-,,-,1,,5,,12,,14,,13,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
IDAHO,2016,4,,N,0,,0,,,N,,N,4,,7,,20,,28,,22,,"IDAHO
(43.680635, -114.364237)",
FLORIDA,2016,4,,N,0,,0,,,N,,N,64,,70,,106,,254,,232,,"FLORIDA
(28.915325, -81.922409)",
DELAWARE,2016,4,,-,0,,1,,,-,,-,2,,2,,6,,8,,5,,"DELAWARE
(39.008676, -75.574561)",
NORTH CAROLINA,2016,4,,N,0,,0,,,N,,N,,-,21,,71,,4,,88,,"NORTH CAROLINA
(35.47995, -79.180571)",
VIRGINIA,2016,4,,N,0,,0,,,N,,N,11,,27,,56,,49,,70,,"VIRGINIA
(37.542699, -78.45822)",
MICHIGAN,2016,4,,-,0,,1,,,-,,-,3,,22,,53,,39,,70,,"MICHIGAN
(44.66399, -84.711206)",
HAWAII,2016,4,,N,0,,0,,,N,,N,11,,10,,28,,26,,25,,"HAWAII
(21.30992, -157.858158)",
ALABAMA,2016,4,,-,0,,1,,,-,,-,8,,11,,31,,41,,29,,"ALABAMA
(32.839182, -86.631125)",
NEBRASKA,2016,4,,-,0,,0,,,-,,-,6,,8,,25,,21,,17,,"NEBRASKA
(41.640503, -99.367122)",
KENTUCKY,2016,4,,N,0,,0,,,N,,N,8,,15,,34,,42,,44,,"KENTUCKY
(37.64591, -84.774043)",
MASSACHUSETTS,2016,4,,-,3,,48,,1,,1,,,-,28,,47,,13,,66,,"MASSACHUSETTS
(42.268546, -72.085064)",
OKLAHOMA,2016,4,,N,0,,0,,,N,,N,18,,15,,59,,34,,12,,"OKLAHOMA
(35.468494, -97.521264)",
MINNESOTA,2016,4,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
OREGON,2016,4,,-,0,,1,,,-,,-,5,,15,,33,,40,,68,,"OREGON
(44.567912, -120.156945)",
IOWA,2016,4,,N,0,,0,,,N,,N,6,,13,,46,,47,,27,,"IOWA
(42.46942, -93.815856)",
PENNSYLVANIA,2016,4,,N,0,,0,,,N,,N,28,,41,,97,,140,,114,,"PENNSYLVANIA
(40.789676, -77.858055)",
UTAH,2016,4,,-,0,,0,,,-,,-,,-,6,,20,,2,,11,,"UTAH
(39.359772, -111.584173)",
ARKANSAS,2016,4,,-,0,,0,,,-,,-,4,,9,,21,,20,,12,,"ARKANSAS
(34.748745, -92.275105)",
MISSOURI,2016,4,,N,0,,0,,,N,,N,,-,0,,15,,,-,53,,"MISSOURI
(38.636168, -92.566292)",
NEW YORK,2016,4,2,,3,,52,,3,,3,,20,,33,,67,,78,,88,,"NEW YORK
(42.826892, -75.544286)",
WEST VIRGINIA,2016,4,,-,0,,0,,,-,,-,,-,5,,12,,7,,13,,"WEST VIRGINIA
(38.668501, -80.709421)",
MONTANA,2016,4,,-,0,,0,,,-,,-,4,,5,,16,,13,,15,,"MONTANA
(47.062617, -109.430168)",
TEXAS,2016,4,,-,0,,1,,,-,,-,,-,0,,86,,,-,100,,"TEXAS
(31.827233, -99.423022)",
UNITED STATES,2016,5,1,,15,,161,,7,,12,,396,,883,,1382,,2740,,3207,,,
NEW ENGLAND,2016,5,,-,6,,94,,2,,3,,14,,54,,112,,89,,176,,,
MID. ATLANTIC,2016,5,1,,6,,59,,4,,8,,54,,134,,250,,420,,480,,,
NEW YORK CITY,2016,5,,-,0,,11,,,-,1,,27,,30,,127,,158,,107,,"NEW YORK CITY
",
E.N. CENTRAL,2016,5,,-,0,,6,,,-,1,,58,,93,,217,,339,,335,,,
W.N. CENTRAL,2016,5,,-,0,,2,,,-,,-,9,,34,,91,,105,,156,,,
S. ATLANTIC,2016,5,,-,0,,1,,1,,,-,95,,159,,264,,550,,651,,,
DIST. OF COL.,2016,5,,N,0,,0,,,N,,N,,-,0,,2,,,-,2,,"DIST. OF COL.
",
E.S. CENTRAL,2016,5,,-,0,,1,,,-,,-,17,,44,,77,,187,,155,,,
W.S. CENTRAL,2016,5,,-,0,,1,,,-,,-,32,,44,,177,,99,,204,,,
MOUNTAIN,2016,5,,-,0,,0,,,-,,-,24,,67,,137,,183,,266,,,
PACIFIC,2016,5,,-,0,,2,,,-,,-,93,,235,,345,,768,,784,,,
AMER. SAMOA,2016,5,,U,,-,,-,,U,,U,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,5,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,5,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
OKLAHOMA,2016,5,,N,0,,0,,,N,,N,21,,16,,59,,55,,22,,"OKLAHOMA
(35.468494, -97.521264)",
WISCONSIN,2016,5,,-,0,,6,,,-,,-,7,,26,,43,,66,,82,,"WISCONSIN
(44.395526, -89.834513)",
WASHINGTON,2016,5,,-,0,,0,,,-,,-,8,,24,,143,,37,,38,,"WASHINGTON
(47.517368, -120.467672)",
MISSOURI,2016,5,,N,0,,0,,,N,,N,,-,0,,15,,,-,64,,"MISSOURI
(38.636168, -92.566292)",
GUAM,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
FLORIDA,2016,5,,N,0,,0,,,N,,N,69,,70,,106,,323,,302,,"FLORIDA
(28.915325, -81.922409)",
INDIANA,2016,5,,-,0,,0,,,-,,-,,-,16,,39,,30,,64,,"INDIANA
(39.76845, -86.156212)",
NORTH CAROLINA,2016,5,,N,0,,0,,,N,,N,,-,21,,73,,17,,113,,"NORTH CAROLINA
(35.47995, -79.180571)",
MASSACHUSETTS,2016,5,,-,3,,48,,1,,1,,,-,28,,47,,13,,81,,"MASSACHUSETTS
(42.268546, -72.085064)",
KANSAS,2016,5,,N,0,,0,,,N,,N,,-,5,,15,,4,,18,,"KANSAS
(38.345528, -98.201847)",
ALABAMA,2016,5,,-,0,,1,,,-,,-,2,,11,,31,,52,,36,,"ALABAMA
(32.839182, -86.631125)",
NORTH DAKOTA,2016,5,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
NEBRASKA,2016,5,,-,0,,0,,,-,,-,,-,8,,25,,23,,27,,"NEBRASKA
(41.640503, -99.367122)",
NEW MEXICO,2016,5,,N,0,,0,,,N,,N,,-,8,,19,,13,,33,,"NEW MEXICO
(34.520396, -106.244402)",
VERMONT,2016,5,,-,0,,3,,,-,,-,1,,3,,10,,6,,7,,"VERMONT
(43.622479, -72.51927)",
GEORGIA,2016,5,,N,0,,0,,,N,,N,2,,13,,29,,35,,41,,"GEORGIA
(32.836038, -83.631709)",
LOUISIANA,2016,5,,-,0,,1,,,-,,-,4,,9,,23,,17,,42,,"LOUISIANA
(31.2931, -92.463284)",
KENTUCKY,2016,5,,N,0,,0,,,N,,N,10,,15,,34,,58,,58,,"KENTUCKY
(37.64591, -84.774043)",
TENNESSEE,2016,5,,-,0,,1,,,-,,-,5,,14,,29,,60,,53,,"TENNESSEE
(35.681402, -85.774444)",
MAINE,2016,5,,-,0,,6,,,-,,-,5,,4,,8,,8,,14,,"MAINE
(45.252223, -68.986647)",
NEW JERSEY,2016,5,,-,1,,32,,,-,2,,,-,31,,63,,8,,114,,"NEW JERSEY
(40.104655, -74.386686)",
NEVADA,2016,5,,N,0,,0,,,N,,N,,-,3,,7,,7,,12,,"NEVADA
(39.491833, -117.070159)",
PENNSYLVANIA,2016,5,,N,0,,0,,,N,,N,8,,41,,98,,157,,146,,"PENNSYLVANIA
(40.789676, -77.858055)",
NEW YORK,2016,5,1,,3,,57,,4,,5,,19,,33,,75,,97,,113,,"NEW YORK
(42.826892, -75.544286)",
MARYLAND,2016,5,,-,0,,0,,,-,,-,13,,14,,33,,61,,67,,"MARYLAND
(39.290443, -76.612333)",
OHIO,2016,5,,-,0,,0,,,-,1,,47,,34,,93,,192,,98,,"OHIO
(40.056807, -82.405897)",
WYOMING,2016,5,,-,0,,0,,,-,,-,,-,2,,9,,,-,11,,"WYOMING
(43.23558, -108.110518)",
NEW HAMPSHIRE,2016,5,,-,1,,5,,,-,,-,1,,5,,12,,16,,16,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
HAWAII,2016,5,,N,0,,0,,,N,,N,7,,10,,28,,33,,29,,"HAWAII
(21.30992, -157.858158)",
DELAWARE,2016,5,,-,0,,1,,,-,,-,,-,3,,6,,9,,6,,"DELAWARE
(39.008676, -75.574561)",
WEST VIRGINIA,2016,5,,-,0,,0,,,-,,-,,-,5,,12,,7,,14,,"WEST VIRGINIA
(38.668501, -80.709421)",
MONTANA,2016,5,,-,0,,0,,,-,,-,3,,5,,16,,18,,16,,"MONTANA
(47.062617, -109.430168)",
RHODE ISLAND,2016,5,,-,1,,24,,1,,,-,4,,3,,21,,15,,12,,"RHODE ISLAND
(41.707447, -71.522488)",
UTAH,2016,5,,-,0,,0,,,-,,-,,-,6,,20,,8,,16,,"UTAH
(39.359772, -111.584173)",
ARKANSAS,2016,5,,-,0,,0,,,-,,-,7,,8,,21,,27,,14,,"ARKANSAS
(34.748745, -92.275105)",
ALASKA,2016,5,,N,0,,0,,,N,,N,1,,2,,5,,5,,6,,"ALASKA
(64.836661, -147.738891)",
ILLINOIS,2016,5,,-,0,,2,,,-,,-,,U,0,,0,,,U,,U,"ILLINOIS
(40.477092, -88.993221)",
MISSISSIPPI,2016,5,,N,0,,0,,,N,,N,,-,3,,10,,17,,8,,"MISSISSIPPI
(32.738663, -89.537312)",
MICHIGAN,2016,5,,-,0,,1,,,-,,-,4,,21,,53,,51,,91,,"MICHIGAN
(44.66399, -84.711206)",
COLORADO,2016,5,,N,0,,0,,,N,,N,,-,10,,40,,,-,49,,"COLORADO
(38.841772, -106.132562)",
VIRGINIA,2016,5,,N,0,,0,,,N,,N,9,,27,,58,,71,,84,,"VIRGINIA
(37.542699, -78.45822)",
CONNECTICUT,2016,5,,-,1,,38,,,-,2,,3,,13,,35,,31,,46,,"CONNECTICUT
(41.544654, -72.651713)",
