Reporting Area,MMWR Year,MMWR Week,"Lyme disease, Current week","Lyme disease, Current week, flag","Lyme disease, Previous 52 weeks Med","Lyme disease, Previous 52 weeks Med, flag","Lyme disease, Previous 52 weeks Max","Lyme disease, Previous 52 weeks Max, flag","Lyme disease, Cum 2015","Lyme disease, Cum 2015, flag","Lyme disease, Cum 2014","Lyme disease, Cum 2014, flag","Malaria, Current week","Malaria, Current week, flag","Malaria, Previous 52 weeks Med","Malaria, Previous 52 weeks Med, flag","Malaria, Previous 52 weeks Max","Malaria, Previous 52 weeks Max, flag","Malaria, Cum 2015","Malaria, Cum 2015, flag","Malaria, Cum 2014","Malaria, Cum 2014, flag","Meningococcal disease, invasive, All serogroups, Current week","Meningococcal disease, invasive§, All serogroups, Current week, flag","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Med","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Med, flag","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Max","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Max, flag","Meningococcal disease, invasive§, All serogroups, Cum 2015","Meningococcal disease, invasive§, All serogroups, Cum 2015, flag","Meningococcal disease, invasive§, All serogroups, Cum 2014","Meningococcal disease, invasive§, All serogroups, Cum 2014, flag",Location 1,Location 2
HAWAII,2015,3,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,"HAWAII
(21.30485232600006, -157.85774798099996)",
NEW YORK,2015,3,8,,46,,171,,17,,16,,2,,1,,4,,4,,1,,,-,0,,2,,,-,,-,"NEW YORK
(42.82700376100007, -75.54396609999998)",
TEXAS,2015,3,,-,0,,5,,,-,,-,,-,1,,9,,1,,1,,1,,0,,3,,1,,,-,"TEXAS
(31.827240467000024, -99.42676785299994)",
NEW YORK CITY,2015,3,7,,3,,441,,8,,,-,,-,3,,16,,2,,13,,,-,0,,2,,,-,,-,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
NEW JERSEY,2015,3,1,,39,,191,,13,,75,,,-,1,,5,,,-,3,,,-,0,,1,,,-,,-,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
IDAHO,2015,3,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"IDAHO
(43.68263174800006, -114.36372693399994)",
KANSAS,2015,3,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"KANSAS
(38.347742794000055, -98.20077822999997)",
INDIANA,2015,3,,-,1,,11,,,-,,-,,-,0,,3,,,-,,-,,-,0,,1,,,-,,-,"INDIANA
(39.766913353000064, -86.14995646699998)",
VIRGINIA,2015,3,2,,17,,108,,7,,2,,1,,1,,5,,1,,2,,,-,0,,2,,3,,1,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
MARYLAND,2015,3,,-,15,,82,,14,,23,,,-,2,,9,,1,,6,,,-,0,,1,,1,,1,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
ILLINOIS,2015,3,,-,1,,20,,,-,1,,,-,1,,4,,,-,3,,,-,0,,2,,,-,,-,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
WASHINGTON,2015,3,,-,0,,2,,,-,,-,,-,0,,3,,,-,,-,,-,0,,6,,,-,,-,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
MASSACHUSETTS,2015,3,,-,43,,421,,,-,154,,,-,1,,5,,,-,3,,,-,0,,1,,,-,,-,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
GEORGIA,2015,3,,-,0,,1,,,-,,-,,-,1,,5,,,-,6,,,-,0,,2,,,-,2,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
NEBRASKA,2015,3,1,,0,,4,,1,,1,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
MISSOURI,2015,3,,-,0,,2,,,-,,-,,-,0,,1,,2,,1,,,-,0,,1,,,-,1,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
SOUTH CAROLINA,2015,3,,-,1,,3,,,-,1,,,-,0,,1,,,-,1,,,-,0,,3,,,-,,-,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
WEST VIRGINIA,2015,3,,-,2,,15,,5,,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
ARIZONA,2015,3,,-,0,,6,,,-,,-,,-,0,,3,,,-,3,,,-,0,,2,,,-,1,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
UTAH,2015,3,,-,0,,2,,,-,1,,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,"UTAH
(39.36070123200005, -111.58712831499997)",
NEW HAMPSHIRE,2015,3,,-,5,,67,,,-,19,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
PENNSYLVANIA,2015,3,12,,81,,609,,71,,113,,,-,1,,7,,2,,5,,,-,0,,2,,,-,,-,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
CONNECTICUT,2015,3,,-,30,,176,,1,,47,,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
MISSISSIPPI,2015,3,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
DELAWARE,2015,3,,-,6,,24,,3,,10,,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"DELAWARE
(39.00883389200004, -75.57773597599999)",
COLORADO,2015,3,,-,0,,0,,,-,,-,,-,0,,3,,,-,1,,,-,0,,1,,,-,3,,"COLORADO
(38.84384342200008, -106.13360911499996)",
MONTANA,2015,3,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"MONTANA
(47.06652795700006, -109.42441587999997)",
CALIFORNIA,2015,3,,-,0,,4,,,-,2,,,-,1,,5,,,-,5,,,-,1,,5,,1,,4,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
OHIO,2015,3,,-,1,,10,,1,,,-,2,,0,,3,,3,,3,,,-,0,,2,,,-,,-,"OHIO
(40.060212455000055, -82.40425667899996)",
GUAM,2015,3,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
TENNESSEE,2015,3,,-,0,,3,,,-,,-,,-,0,,2,,,-,3,,,-,0,,2,,,-,1,,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
WISCONSIN,2015,3,,-,10,,97,,,-,19,,,-,0,,2,,,-,,-,,-,0,,1,,,-,1,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
MAINE,2015,3,,-,16,,94,,2,,12,,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,"MAINE
(45.25422910300006, -68.98502586699993)",
MICHIGAN,2015,3,,-,1,,13,,1,,2,,,-,0,,2,,,-,2,,,-,0,,2,,,-,,-,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
SOUTH DAKOTA,2015,3,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
VERMONT,2015,3,,-,8,,48,,6,,20,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"VERMONT
(43.62538389600007, -72.51763667599994)",
NORTH CAROLINA,2015,3,1,,0,,78,,3,,,-,,-,0,,8,,1,,,-,1,,0,,3,,1,,2,,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
OKLAHOMA,2015,3,,-,0,,0,,,-,,-,,-,0,,3,,,-,,-,,-,0,,2,,,-,2,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
IOWA,2015,3,,-,1,,20,,,-,,-,,-,0,,2,,,-,2,,,-,0,,1,,,-,1,,"IOWA
(42.469401411000035, -93.81648725599996)",
ARKANSAS,2015,3,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
FLORIDA,2015,3,,-,2,,12,,3,,3,,2,,1,,4,,4,,2,,,-,1,,4,,3,,4,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
LOUISIANA,2015,3,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,,-,0,,1,,,-,1,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
RHODE ISLAND,2015,3,,-,11,,83,,,-,,-,,-,0,,3,,,-,,-,,-,0,,1,,,-,,-,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
NEW MEXICO,2015,3,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
UNITED STATES,2015,4,30,,401,,1841,,244,,659,,7,,23,,54,,40,,94,,4,,7,,16,,16,,40,,,
NEW ENGLAND,2015,4,,-,121,,734,,13,,297,,,-,1,,7,,,-,8,,,-,0,,2,,,-,,-,,
MID. ATLANTIC,2015,4,20,,187,,940,,167,,273,,3,,6,,24,,13,,29,,,-,1,,3,,,-,1,,,
E.N. CENTRAL,2015,4,,-,13,,128,,4,,27,,,-,2,,6,,3,,10,,2,,1,,4,,2,,2,,,
W.N. CENTRAL,2015,4,,-,2,,23,,2,,4,,,-,1,,4,,3,,8,,,-,0,,2,,,-,5,,,
S. ATLANTIC,2015,4,10,,48,,188,,54,,51,,4,,7,,19,,15,,21,,,-,2,,6,,8,,12,,,
DIST. OF COL.,2015,4,1,,0,,4,,2,,2,,1,,0,,2,,1,,,-,,-,0,,1,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,4,,-,2,,10,,2,,2,,,-,1,,5,,1,,4,,1,,0,,2,,1,,1,,,
W.S. CENTRAL,2015,4,,-,0,,6,,,-,,-,,-,2,,10,,1,,5,,,-,0,,4,,1,,4,,,
MOUNTAIN,2015,4,,-,1,,8,,,-,3,,,-,1,,6,,,-,8,,,-,0,,3,,,-,7,,,
PACIFIC,2015,4,,-,2,,7,,2,,2,,,-,3,,7,,4,,1,,1,,1,,6,,4,,8,,,
AMER. SAMOA,2015,4,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,4,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
MASSACHUSETTS,2015,4,,-,43,,421,,,-,178,,,-,1,,5,,,-,4,,,-,0,,1,,,-,,-,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
NEW YORK CITY,2015,4,4,,3,,441,,12,,,-,3,,3,,16,,5,,15,,,-,0,,2,,,-,,-,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
NORTH DAKOTA,2015,4,,-,0,,2,,,-,,-,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
SOUTH DAKOTA,2015,4,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
HAWAII,2015,4,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,"HAWAII
(21.30485232600006, -157.85774798099996)",
OKLAHOMA,2015,4,,-,0,,0,,,-,,-,,-,0,,3,,,-,,-,,-,0,,2,,,-,2,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
CALIFORNIA,2015,4,,-,0,,4,,,-,,-,,-,1,,5,,1,,,-,,-,1,,5,,2,,,-,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
KENTUCKY,2015,4,,-,0,,5,,,-,2,,,-,0,,2,,,-,1,,,-,0,,1,,,-,,-,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
NEW HAMPSHIRE,2015,4,,-,5,,67,,,-,25,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
FLORIDA,2015,4,2,,2,,12,,5,,4,,3,,1,,4,,7,,2,,,-,1,,4,,3,,5,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
SOUTH CAROLINA,2015,4,,-,1,,3,,1,,1,,,-,0,,1,,1,,1,,,-,0,,3,,,-,,-,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
COLORADO,2015,4,,-,0,,0,,,-,,-,,-,0,,3,,,-,1,,,-,0,,1,,,-,3,,"COLORADO
(38.84384342200008, -106.13360911499996)",
WASHINGTON,2015,4,,-,0,,2,,,-,,-,,-,0,,3,,,-,,-,,-,0,,6,,,-,1,,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
INDIANA,2015,4,,-,1,,11,,,-,,-,,-,0,,3,,,-,1,,,-,0,,1,,,-,,-,"INDIANA
(39.766913353000064, -86.14995646699998)",
MAINE,2015,4,,-,16,,94,,6,,17,,,-,0,,1,,,-,2,,,-,0,,1,,,-,,-,"MAINE
(45.25422910300006, -68.98502586699993)",
OHIO,2015,4,,-,1,,10,,3,,1,,,-,0,,3,,3,,4,,2,,0,,2,,2,,,-,"OHIO
(40.060212455000055, -82.40425667899996)",
ARKANSAS,2015,4,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
WEST VIRGINIA,2015,4,,-,2,,15,,5,,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
GEORGIA,2015,4,,-,0,,1,,,-,,-,,-,1,,5,,,-,6,,,-,0,,2,,,-,2,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
CONNECTICUT,2015,4,,-,32,,176,,1,,58,,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
KANSAS,2015,4,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,,-,0,,0,,,-,1,,"KANSAS
(38.347742794000055, -98.20077822999997)",
TEXAS,2015,4,,-,0,,5,,,-,,-,,-,1,,9,,1,,3,,,-,0,,3,,1,,,-,"TEXAS
(31.827240467000024, -99.42676785299994)",
UTAH,2015,4,,-,0,,2,,,-,1,,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,"UTAH
(39.36070123200005, -111.58712831499997)",
MISSOURI,2015,4,,-,0,,2,,,-,,-,,-,0,,1,,2,,1,,,-,0,,1,,,-,1,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
ARIZONA,2015,4,,-,0,,6,,,-,,-,,-,0,,3,,,-,6,,,-,0,,2,,,-,3,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
PENNSYLVANIA,2015,4,11,,83,,621,,114,,157,,,-,1,,7,,3,,8,,,-,0,,2,,,-,,-,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
DELAWARE,2015,4,2,,6,,24,,6,,14,,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,"DELAWARE
(39.00883389200004, -75.57773597599999)",
MICHIGAN,2015,4,,-,1,,13,,1,,2,,,-,0,,2,,,-,2,,,-,0,,2,,,-,,-,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
GUAM,2015,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
MISSISSIPPI,2015,4,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
MARYLAND,2015,4,,-,15,,82,,19,,26,,,-,2,,9,,1,,7,,,-,0,,1,,1,,1,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
LOUISIANA,2015,4,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,,-,0,,1,,,-,2,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
ALABAMA,2015,4,,-,1,,7,,2,,,-,,-,0,,3,,1,,,-,,-,0,,1,,,-,,-,"ALABAMA
(32.84057234800002, -86.63185738799996)",
ILLINOIS,2015,4,,-,1,,20,,,-,1,,,-,1,,4,,,-,3,,,-,0,,2,,,-,,-,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
NEW MEXICO,2015,4,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
NORTH CAROLINA,2015,4,3,,0,,78,,6,,,-,,-,0,,8,,1,,,-,,-,0,,3,,1,,3,,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
WISCONSIN,2015,4,,-,10,,97,,,-,23,,,-,0,,2,,,-,,-,,-,0,,1,,,-,2,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
IDAHO,2015,4,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"IDAHO
(43.68263174800006, -114.36372693399994)",
VERMONT,2015,4,,-,8,,48,,6,,19,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"VERMONT
(43.62538389600007, -72.51763667599994)",
TENNESSEE,2015,4,,-,0,,3,,,-,,-,,-,0,,2,,,-,3,,1,,0,,2,,1,,1,,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
VIRGINIA,2015,4,2,,17,,108,,10,,4,,,-,1,,5,,4,,4,,,-,0,,2,,3,,1,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
MINNESOTA,2015,4,,-,0,,0,,,-,3,,,-,0,,0,,,-,2,,,-,0,,1,,,-,2,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
IOWA,2015,4,,-,1,,20,,1,,,-,,-,0,,2,,,-,3,,,-,0,,1,,,-,1,,"IOWA
(42.469401411000035, -93.81648725599996)",
NEW YORK,2015,4,5,,46,,171,,23,,23,,,-,1,,4,,4,,2,,,-,0,,2,,,-,1,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
WYOMING,2015,4,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
ALASKA,2015,4,,-,0,,1,,1,,,-,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"ALASKA
(64.84507799500005, -147.72205958799998)",
NEVADA,2015,4,,-,0,,2,,,-,1,,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"NEVADA
(39.49324221300003, -117.07183885899997)",
NEW JERSEY,2015,4,,-,39,,191,,18,,93,,,-,1,,5,,1,,4,,,-,0,,1,,,-,,-,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
NEBRASKA,2015,4,,-,0,,4,,1,,1,,,-,0,,2,,1,,1,,,-,0,,0,,,-,,-,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
PUERTO RICO,2015,4,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,,-,0,,0,,,-,1,,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
RHODE ISLAND,2015,4,,-,11,,83,,,-,,-,,-,0,,3,,,-,,-,,-,0,,1,,,-,,-,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
MONTANA,2015,4,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"MONTANA
(47.06652795700006, -109.42441587999997)",
OREGON,2015,4,,-,0,,3,,1,,2,,,-,0,,2,,3,,,-,1,,0,,2,,2,,6,,"OREGON
(44.56745049300008, -120.15502935599994)",
UNITED STATES,2015,5,82,,402,,1851,,374,,831,,5,,24,,54,,47,,115,,4,,7,,16,,26,,47,,,
NEW ENGLAND,2015,5,,-,121,,734,,14,,360,,,-,1,,7,,,-,10,,,-,0,,2,,,-,1,,,
MID. ATLANTIC,2015,5,25,,187,,948,,230,,360,,1,,6,,24,,14,,35,,,-,1,,3,,,-,1,,,
E.N. CENTRAL,2015,5,3,,13,,130,,10,,34,,1,,2,,6,,5,,11,,,-,1,,4,,2,,2,,,
W.N. CENTRAL,2015,5,,-,2,,23,,2,,5,,,-,1,,4,,3,,8,,,-,0,,2,,,-,5,,,
S. ATLANTIC,2015,5,52,,48,,190,,110,,65,,3,,7,,19,,19,,28,,2,,1,,6,,11,,15,,,
DIST. OF COL.,2015,5,,-,1,,4,,2,,2,,,-,0,,2,,1,,,-,,-,0,,1,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,5,,-,2,,10,,2,,2,,,-,0,,5,,1,,5,,,-,0,,2,,1,,2,,,
W.S. CENTRAL,2015,5,,-,0,,6,,,-,,-,,-,2,,10,,1,,8,,1,,0,,4,,3,,5,,,
MOUNTAIN,2015,5,,-,1,,8,,1,,3,,,-,1,,6,,,-,9,,,-,0,,3,,,-,7,,,
PACIFIC,2015,5,2,,2,,7,,5,,2,,,-,3,,7,,4,,1,,1,,1,,6,,9,,9,,,
AMER. SAMOA,2015,5,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,5,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,5,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
RHODE ISLAND,2015,5,,-,11,,83,,,-,1,,,-,0,,3,,,-,1,,,-,0,,1,,,-,,-,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
WYOMING,2015,5,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
GEORGIA,2015,5,,-,0,,1,,,-,,-,,-,1,,5,,,-,6,,,-,0,,2,,1,,2,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
NEW HAMPSHIRE,2015,5,,-,4,,67,,,-,32,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
COLORADO,2015,5,,-,0,,0,,,-,,-,,-,0,,3,,,-,1,,,-,0,,1,,,-,3,,"COLORADO
(38.84384342200008, -106.13360911499996)",
UTAH,2015,5,,-,0,,2,,,-,1,,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,"UTAH
(39.36070123200005, -111.58712831499997)",
CONNECTICUT,2015,5,,-,30,,176,,1,,69,,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
VERMONT,2015,5,,-,8,,48,,7,,24,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"VERMONT
(43.62538389600007, -72.51763667599994)",
NEW YORK,2015,5,8,,46,,171,,32,,35,,1,,1,,4,,5,,5,,,-,0,,2,,,-,1,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
MISSOURI,2015,5,,-,0,,2,,,-,,-,,-,0,,1,,2,,1,,,-,0,,1,,,-,1,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
NEVADA,2015,5,,-,0,,2,,,-,1,,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"NEVADA
(39.49324221300003, -117.07183885899997)",
ARKANSAS,2015,5,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
ALASKA,2015,5,,-,0,,1,,1,,,-,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"ALASKA
(64.84507799500005, -147.72205958799998)",
ARIZONA,2015,5,,-,0,,6,,1,,,-,,-,0,,3,,,-,6,,,-,0,,2,,,-,3,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
DELAWARE,2015,5,2,,6,,24,,9,,17,,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,"DELAWARE
(39.00883389200004, -75.57773597599999)",
OHIO,2015,5,,-,1,,10,,5,,1,,,-,0,,3,,3,,4,,,-,0,,2,,2,,,-,"OHIO
(40.060212455000055, -82.40425667899996)",
HAWAII,2015,5,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,"HAWAII
(21.30485232600006, -157.85774798099996)",
NEW YORK CITY,2015,5,,-,3,,441,,12,,,-,,-,3,,16,,5,,17,,,-,0,,2,,,-,,-,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
WASHINGTON,2015,5,,-,0,,2,,,-,,-,,-,0,,3,,,-,,-,,-,0,,6,,,-,1,,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
VIRGINIA,2015,5,4,,17,,109,,14,,7,,,-,1,,5,,5,,4,,,-,0,,2,,3,,1,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
PUERTO RICO,2015,5,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,,-,0,,0,,,-,1,,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
TENNESSEE,2015,5,,-,0,,3,,,-,,-,,-,0,,2,,,-,4,,,-,0,,2,,1,,1,,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
LOUISIANA,2015,5,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,,-,0,,1,,,-,2,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
TEXAS,2015,5,,-,0,,5,,,-,,-,,-,1,,9,,1,,6,,1,,0,,3,,3,,1,,"TEXAS
(31.827240467000024, -99.42676785299994)",
ILLINOIS,2015,5,,-,1,,20,,,-,1,,,-,1,,4,,1,,3,,,-,0,,2,,,-,,-,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
MISSISSIPPI,2015,5,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
SOUTH DAKOTA,2015,5,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
IOWA,2015,5,,-,1,,20,,1,,1,,,-,0,,2,,,-,3,,,-,0,,1,,,-,1,,"IOWA
(42.469401411000035, -93.81648725599996)",
IDAHO,2015,5,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"IDAHO
(43.68263174800006, -114.36372693399994)",
NEW JERSEY,2015,5,,-,39,,191,,32,,121,,,-,1,,5,,1,,5,,,-,0,,1,,,-,,-,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
NEBRASKA,2015,5,,-,0,,4,,1,,1,,,-,0,,2,,1,,1,,,-,0,,0,,,-,,-,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
PENNSYLVANIA,2015,5,17,,83,,629,,154,,204,,,-,1,,7,,3,,8,,,-,0,,2,,,-,,-,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
MONTANA,2015,5,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"MONTANA
(47.06652795700006, -109.42441587999997)",
MARYLAND,2015,5,45,,15,,82,,65,,31,,3,,2,,9,,4,,11,,,-,0,,1,,1,,1,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
MAINE,2015,5,,-,16,,94,,6,,24,,,-,0,,1,,,-,2,,,-,0,,1,,,-,,-,"MAINE
(45.25422910300006, -68.98502586699993)",
NORTH CAROLINA,2015,5,,-,0,,78,,6,,3,,,-,0,,8,,1,,1,,1,,0,,3,,2,,3,,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
