Reporting Area,MMWR Year,MMWR Week,"Spotted Fever Rickettsiosis (including RMSF), Confirmed, Current week","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Current week, flag","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Previous 52 weeks Med","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Previous 52 weeks Med, flag","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Previous 52 weeks Max","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Previous 52 weeks Max, flag","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Cum 2015","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Cum 2015, flag","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Cum 2014","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Cum 2014, flag","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Current week","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Current week, flag","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Previous 52 weeks Med","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Previous 52 weeks Med, flag","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Previous 52 weeks Max","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Previous 52 weeks Max, flag","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Cum 2015","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Cum 2015, flag","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Cum 2014","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Cum 2014, flag","Syphilis, primary and secondary, Current week","Syphilis, primary and secondary, Current week, flag","Syphilis, primary and secondary, Previous 52 weeks Med","Syphilis, primary and secondary, Previous 52 weeks Med, flag","Syphilis, primary and secondary, Previous 52 weeks Max","Syphilis, primary and secondary, Previous 52 weeks Max, flag","Syphilis, primary and secondary, Cum 2015","Syphilis, primary and secondary, Cum 2015, flag","Syphilis, primary and secondary, Cum 2014","Syphilis, primary and secondary, Cum 2014, flag",Location 1,Location 2
ARKANSAS,2015,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,2,,19,,9,,42,,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
IOWA,2015,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,5,,11,,32,,"IOWA
(42.469401411000035, -93.81648725599996)",
FLORIDA,2015,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,33,,49,,219,,314,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
DELAWARE,2015,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,9,,18,,19,,"DELAWARE
(39.00883389200004, -75.57773597599999)",
VIRGINIA,2015,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,5,,31,,122,,120,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
VIRGINIA,2015,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,5,,16,,29,,34,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
WASHINGTON,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,5,,16,,80,,148,,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
MISSISSIPPI,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,8,,3,,40,,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
NORTH DAKOTA,2015,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,3,,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
GUAM,2015,3,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
GUAM,2015,6,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
FLORIDA,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,33,,49,,461,,482,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
NEW HAMPSHIRE,2015,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,4,,17,,12,,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
NEVADA,2015,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,4,,14,,8,,98,,"NEVADA
(39.49324221300003, -117.07183885899997)",
MONTANA,2015,1,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,"MONTANA
(47.06652795700006, -109.42441587999997)",
MASSACHUSETTS,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,5,,13,,,-,24,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
IDAHO,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,"IDAHO
(43.68263174800006, -114.36372693399994)",
NEW YORK,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,7,,7,,24,,154,,155,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
VERMONT,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,0,,1,,2,,,-,"VERMONT
(43.62538389600007, -72.51763667599994)",
ILLINOIS,2015,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,13,,26,,49,,102,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
NEW HAMPSHIRE,2015,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,4,,13,,12,,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
ALABAMA,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,9,,83,,52,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
WYOMING,2015,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,1,,1,,"WYOMING
(43.23554100600006, -108.10982701399996)",
NEVADA,2015,1,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,6,,20,,,-,18,,"NEVADA
(39.49324221300003, -117.07183885899997)",
MARYLAND,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,7,,16,,32,,128,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
MICHIGAN,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,6,,15,,3,,48,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
CONNECTICUT,2015,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,5,,,-,10,,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
FLORIDA,2015,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,34,,49,,154,,213,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
IDAHO,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,5,,3,,"IDAHO
(43.68263174800006, -114.36372693399994)",
FLORIDA,2015,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,34,,49,,154,,235,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
PUERTO RICO,2015,1,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,31,,,-,,-,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
GUAM,2015,9,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
CONNECTICUT,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,5,,7,,43,,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
VERMONT,2015,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,4,,,-,"VERMONT
(43.62538389600007, -72.51763667599994)",
MARYLAND,2015,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,16,,17,,58,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
WISCONSIN,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,5,,22,,26,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
MICHIGAN,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,7,,16,,13,,117,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
HAWAII,2015,23,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,1,,4,,17,,31,,"HAWAII
(21.30485232600006, -157.85774798099996)",
OREGON,2015,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,5,,12,,26,,38,,"OREGON
(44.56745049300008, -120.15502935599994)",
MISSISSIPPI,2015,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,8,,22,,66,,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
WYOMING,2015,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
OHIO,2015,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,11,,21,,240,,229,,"OHIO
(40.060212455000055, -82.40425667899996)",
PUERTO RICO,2015,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,8,,31,,34,,37,,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
COLORADO,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,4,,9,,66,,51,,"COLORADO
(38.84384342200008, -106.13360911499996)",
VIRGINIA,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,5,,31,,108,,103,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
OKLAHOMA,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,11,,29,,50,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
CALIFORNIA,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,10,,76,,97,,1681,,1657,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
MAINE,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,3,,5,,"MAINE
(45.25422910300006, -68.98502586699993)",
NEW JERSEY,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,5,,13,,93,,134,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
PENNSYLVANIA,2015,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,8,,10,,19,,78,,54,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
SOUTH CAROLINA,2015,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,11,,4,,10,,28,,26,,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
CONNECTICUT,2015,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,5,,,-,11,,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
UTAH,2015,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,1,,4,,7,,10,,"UTAH
(39.36070123200005, -111.58712831499997)",
FLORIDA,2015,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,5,,34,,49,,219,,273,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
ILLINOIS,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,6,,14,,30,,231,,348,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
DELAWARE,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,9,,,-,3,,"DELAWARE
(39.00883389200004, -75.57773597599999)",
ILLINOIS,2015,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,14,,30,,214,,337,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
ARKANSAS,2015,1,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,20,,,-,4,,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
NEW YORK CITY,2015,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,24,,38,,85,,177,,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
NEW YORK,2015,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,7,,7,,24,,134,,132,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
CONNECTICUT,2015,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,4,,9,,49,,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
MINNESOTA,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,4,,11,,52,,74,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
NEW YORK,2015,2,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,8,,14,,2,,4,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
NEW MEXICO,2015,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,7,,9,,20,,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
GEORGIA,2015,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,26,,24,,38,,178,,45,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
ALASKA,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,6,,"ALASKA
(64.84507799500005, -147.72205958799998)",
WEST VIRGINIA,2015,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,3,,7,,10,,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
UTAH,2015,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,4,,17,,19,,"UTAH
(39.36070123200005, -111.58712831499997)",
NEBRASKA,2015,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,3,,17,,34,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
GEORGIA,2015,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,27,,24,,38,,147,,31,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
WYOMING,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,1,,1,,"WYOMING
(43.23554100600006, -108.10982701399996)",
IOWA,2015,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,5,,8,,10,,"IOWA
(42.469401411000035, -93.81648725599996)",
IDAHO,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,6,,3,,"IDAHO
(43.68263174800006, -114.36372693399994)",
TEXAS,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,21,,34,,50,,499,,404,,"TEXAS
(31.827240467000024, -99.42676785299994)",
IOWA,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,5,,8,,13,,"IOWA
(42.469401411000035, -93.81648725599996)",
WEST VIRGINIA,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,4,,19,,15,,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
VERMONT,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,4,,,-,"VERMONT
(43.62538389600007, -72.51763667599994)",
TENNESSEE,2015,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,3,,10,,12,,27,,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
NEBRASKA,2015,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,3,,12,,19,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
WEST VIRGINIA,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,4,,13,,13,,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
OKLAHOMA,2015,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,10,,8,,19,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
OKLAHOMA,2015,2,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,10,,1,,4,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
ILLINOIS,2015,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,12,,24,,36,,73,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
VERMONT,2015,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,4,,,-,"VERMONT
(43.62538389600007, -72.51763667599994)",
CALIFORNIA,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,27,,75,,94,,823,,1033,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
MISSISSIPPI,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,8,,1,,36,,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
MICHIGAN,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,6,,16,,14,,133,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
MAINE,2015,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,4,,,-,2,,"MAINE
(45.25422910300006, -68.98502586699993)",
KANSAS,2015,25,,-,0,,0,,,-,,-,,-,1,,9,,32,,54,,,-,1,,5,,36,,32,,"KANSAS
(38.347742794000055, -98.20077822999997)",
MARYLAND,2015,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,7,,15,,85,,186,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
IDAHO,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,5,,2,,"IDAHO
(43.68263174800006, -114.36372693399994)",
UNITED STATES,2015,26,,-,0,,1,,1,,,-,,-,1,,9,,43,,59,,95,,392,,457,,8932,,9517,,,
NEW ENGLAND,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,9,,19,,218,,274,,,
MID. ATLANTIC,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,46,,68,,1076,,1232,,,
E.N. CENTRAL,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,37,,60,,689,,974,,,
W.N. CENTRAL,2015,26,,-,0,,1,,1,,,-,,-,1,,9,,43,,59,,,-,14,,23,,322,,442,,,
S. ATLANTIC,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,47,,99,,129,,2596,,2373,,,
DIST. OF COL.,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,6,,21,,66,,"DIST. OF COL.
",
E.S. CENTRAL,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,5,,15,,25,,366,,320,,,
W.S. CENTRAL,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,17,,45,,69,,1091,,1136,,,
MOUNTAIN,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,22,,36,,438,,610,,,
PACIFIC,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,20,,88,,112,,2136,,2156,,,
AMER. SAMOA,2015,26,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,26,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,26,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,0,,,-,1,,"VIRGIN ISL.
",
KENTUCKY,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,3,,8,,71,,60,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
IOWA,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,5,,10,,33,,"IOWA
(42.469401411000035, -93.81648725599996)",
TENNESSEE,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,4,,12,,89,,105,,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
INDIANA,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,4,,10,,115,,83,,"INDIANA
(39.766913353000064, -86.14995646699998)",
ALASKA,2015,26,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,1,,,-,8,,"ALASKA
(64.84507799500005, -147.72205958799998)",
PUERTO RICO,2015,26,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,7,,31,,185,,200,,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
RHODE ISLAND,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,5,,30,,32,,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
OREGON,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,5,,10,,153,,139,,"OREGON
(44.56745049300008, -120.15502935599994)",
NEBRASKA,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,3,,17,,34,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
NEW YORK CITY,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,25,,33,,559,,660,,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
MASSACHUSETTS,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,5,,11,,142,,165,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
NEW JERSEY,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,5,,13,,104,,147,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
DELAWARE,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,9,,18,,19,,"DELAWARE
(39.00883389200004, -75.57773597599999)",
SOUTH DAKOTA,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,3,,13,,40,,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
MISSOURI,2015,26,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,6,,13,,140,,172,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
UTAH,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,3,,21,,26,,"UTAH
(39.36070123200005, -111.58712831499997)",
WISCONSIN,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,5,,36,,28,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
SOUTH CAROLINA,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,5,,11,,140,,121,,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
KANSAS,2015,26,,-,0,,0,,,-,,-,,-,1,,9,,43,,59,,,-,1,,5,,36,,33,,"KANSAS
(38.347742794000055, -98.20077822999997)",
OKLAHOMA,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,11,,44,,62,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
LOUISIANA,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,10,,30,,196,,234,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
MICHIGAN,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,16,,15,,214,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
COLORADO,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,4,,9,,101,,66,,"COLORADO
(38.84384342200008, -106.13360911499996)",
MONTANA,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,1,,4,,"MONTANA
(47.06652795700006, -109.42441587999997)",
MAINE,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,6,,11,,7,,"MAINE
(45.25422910300006, -68.98502586699993)",
IDAHO,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,0,,2,,9,,4,,"IDAHO
(43.68263174800006, -114.36372693399994)",
MINNESOTA,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,4,,11,,101,,123,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
NEW HAMPSHIRE,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,4,,17,,12,,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
NEVADA,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,4,,14,,106,,215,,"NEVADA
(39.49324221300003, -117.07183885899997)",
TEXAS,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,17,,33,,45,,841,,780,,"TEXAS
(31.827240467000024, -99.42676785299994)",
ALABAMA,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,4,,9,,131,,68,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
NORTH DAKOTA,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,3,,5,,7,,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
CONNECTICUT,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,4,,13,,56,,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
ILLINOIS,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,14,,30,,264,,408,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
PENNSYLVANIA,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,11,,19,,251,,251,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
FLORIDA,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,34,,50,,828,,831,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
OHIO,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,11,,21,,259,,241,,"OHIO
(40.060212455000055, -82.40425667899996)",
NEW YORK,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,7,,24,,162,,174,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
NORTH CAROLINA,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,17,,17,,41,,521,,284,,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
ARIZONA,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,9,,22,,149,,226,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
HAWAII,2015,26,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,1,,4,,26,,36,,"HAWAII
(21.30485232600006, -157.85774798099996)",
GEORGIA,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,22,,24,,43,,729,,658,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
CALIFORNIA,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,10,,76,,97,,1863,,1803,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
WYOMING,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,1,,1,,"WYOMING
(43.23554100600006, -108.10982701399996)",
MISSISSIPPI,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,8,,75,,87,,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
MARYLAND,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,7,,16,,158,,221,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
ARKANSAS,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,11,,10,,60,,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
VIRGINIA,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,5,,31,,162,,157,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
