Reporting Area,MMWR Year,MMWR Week,"Chlamydia trachomatis infection, Current week","Chlamydia trachomatis infection, Current week, flag","Chlamydia trachomatis infection, Previous 52 weeks Med","Chlamydia trachomatis infection, Previous 52 weeks Med, flag","Chlamydia trachomatis infection, Previous 52 weeks Max","Chlamydia trachomatis infection, Previous 52 weeks Max, flag","Chlamydia trachomatis infection, Cum 2015","Chlamydia trachomatis infection, Cum 2015, flag","Chlamydia trachomatis infection, Cum 2014","Chlamydia trachomatis infection, Cum 2014, flag","Coccidioidomycosis, Current week","Coccidioidomycosis, Current week, flag","Coccidioidomycosis, Previous 52 weeks Med","Coccidioidomycosis, Previous 52 weeks Med, flag","Coccidioidomycosis, Previous 52 weeks Max","Coccidioidomycosis, Previous 52 weeks Max, flag","Coccidioidomycosis, Cum 2015","Coccidioidomycosis, Cum 2015, flag","Coccidioidomycosis, Cum 2014","Coccidioidomycosis, Cum 2014, flag",Location 1,Location 2
GUAM,2015,3,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
SOUTH CAROLINA,2015,3,520,,535,,857,,1520,,1764,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
RHODE ISLAND,2015,3,2,,82,,237,,350,,217,,,-,0,,1,,,-,,-,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
NORTH CAROLINA,2015,3,1399,,870,,2545,,5366,,3018,,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
ALASKA,2015,3,26,,106,,145,,226,,350,,,N,0,,0,,,N,,N,"ALASKA
(64.84507799500005, -147.72205958799998)",
NORTH DAKOTA,2015,3,9,,64,,86,,84,,166,,,N,0,,1,,,N,,N,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
OKLAHOMA,2015,3,50,,280,,337,,395,,903,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
WEST VIRGINIA,2015,3,46,,89,,140,,141,,230,,,N,0,,0,,,N,,N,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
ILLINOIS,2015,3,49,,1047,,1231,,778,,2953,,,N,0,,0,,,N,,N,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
UTAH,2015,3,76,,160,,191,,417,,450,,,-,0,,2,,,-,4,,"UTAH
(39.36070123200005, -111.58712831499997)",
PENNSYLVANIA,2015,3,1035,,952,,1306,,2823,,2658,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
HAWAII,2015,3,,-,116,,148,,,-,360,,,N,0,,0,,,N,,N,"HAWAII
(21.30485232600006, -157.85774798099996)",
UNITED STATES,2015,4,14212,,27318,,29617,,81079,,93301,,110,,155,,249,,453,,569,,,
NEW ENGLAND,2015,4,144,,857,,1177,,802,,3068,,,-,0,,2,,,-,,-,,
MID. ATLANTIC,2015,4,2334,,3436,,3954,,12221,,11847,,,-,0,,0,,,-,,-,,
E.N. CENTRAL,2015,4,1289,,3943,,4638,,10059,,14423,,,-,1,,3,,1,,5,,,
W.N. CENTRAL,2015,4,482,,1648,,1858,,4189,,6256,,,-,2,,6,,,-,4,,,
S. ATLANTIC,2015,4,3878,,5486,,6985,,19384,,17446,,,-,0,,2,,,-,,-,,
DIST. OF COL.,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,4,685,,1754,,2562,,4504,,7890,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2015,4,2870,,3882,,4714,,12378,,13118,,,-,0,,1,,,-,,-,,
MOUNTAIN,2015,4,860,,1788,,2428,,4000,,6868,,95,,105,,180,,370,,534,,,
PACIFIC,2015,4,1670,,4306,,4962,,13542,,12385,,15,,44,,68,,82,,26,,,
AMER. SAMOA,2015,4,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA
",
VIRGIN ISL.,2015,4,,-,14,,28,,,-,54,,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
OHIO,2015,4,284,,1056,,1249,,2845,,3838,,,-,0,,2,,1,,1,,"OHIO
(40.060212455000055, -82.40425667899996)",
MISSISSIPPI,2015,4,109,,387,,978,,272,,2992,,,N,0,,0,,,N,,N,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
NEW MEXICO,2015,4,137,,220,,307,,710,,844,,,-,1,,3,,,-,,-,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
UTAH,2015,4,106,,159,,191,,603,,634,,,-,0,,2,,,-,5,,"UTAH
(39.36070123200005, -111.58712831499997)",
WASHINGTON,2015,4,412,,354,,453,,1167,,1328,,,-,0,,0,,,-,,-,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
MARYLAND,2015,4,207,,505,,858,,798,,1229,,,-,0,,2,,,-,,-,"MARYLAND
(39.290582950000044, -76.60925984299996)",
DELAWARE,2015,4,95,,75,,166,,250,,160,,,-,0,,0,,,-,,-,"DELAWARE
(39.00883389200004, -75.57773597599999)",
FLORIDA,2015,4,,-,1613,,1952,,3052,,5425,,,N,0,,0,,,N,,N,"FLORIDA
(28.932042722000062, -81.92895768899996)",
HAWAII,2015,4,2,,117,,148,,273,,476,,,N,0,,0,,,N,,N,"HAWAII
(21.30485232600006, -157.85774798099996)",
KANSAS,2015,4,95,,210,,338,,863,,842,,,N,0,,0,,,N,,N,"KANSAS
(38.347742794000055, -98.20077822999997)",
CALIFORNIA,2015,4,809,,3428,,3952,,10492,,9032,,15,,44,,67,,82,,26,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
LOUISIANA,2015,4,7,,461,,1062,,399,,1238,,,-,0,,1,,,-,,-,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
MAINE,2015,4,53,,76,,109,,306,,271,,,N,0,,0,,,N,,N,"MAINE
(45.25422910300006, -68.98502586699993)",
MASSACHUSETTS,2015,4,,-,428,,536,,,-,1308,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
KENTUCKY,2015,4,246,,331,,607,,683,,844,,,N,0,,0,,,N,,N,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
NEVADA,2015,4,,-,185,,602,,88,,1469,,,-,1,,4,,4,,3,,"NEVADA
(39.49324221300003, -117.07183885899997)",
INDIANA,2015,4,258,,545,,921,,1652,,1755,,,N,0,,0,,,N,,N,"INDIANA
(39.766913353000064, -86.14995646699998)",
TEXAS,2015,4,2367,,2518,,2851,,10031,,8854,,,N,0,,0,,,N,,N,"TEXAS
(31.827240467000024, -99.42676785299994)",
ILLINOIS,2015,4,58,,1063,,1236,,1336,,4155,,,N,0,,0,,,N,,N,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
NEW JERSEY,2015,4,140,,588,,690,,1825,,2218,,,N,0,,0,,,N,,N,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
MONTANA,2015,4,70,,80,,126,,305,,305,,,-,0,,2,,,-,1,,"MONTANA
(47.06652795700006, -109.42441587999997)",
NEW YORK CITY,2015,4,389,,1190,,1327,,4046,,4271,,,N,0,,0,,,N,,N,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
IOWA,2015,4,53,,223,,257,,623,,904,,,N,0,,0,,,N,,N,"IOWA
(42.469401411000035, -93.81648725599996)",
VERMONT,2015,4,2,,34,,69,,37,,150,,,N,0,,0,,,N,,N,"VERMONT
(43.62538389600007, -72.51763667599994)",
WYOMING,2015,4,,-,33,,65,,,-,140,,,-,0,,1,,,-,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
SOUTH DAKOTA,2015,4,41,,78,,100,,247,,314,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
PENNSYLVANIA,2015,4,918,,952,,1306,,3786,,3661,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
CONNECTICUT,2015,4,,-,242,,396,,,-,954,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
MICHIGAN,2015,4,397,,855,,1214,,2516,,2958,,,-,0,,2,,,-,4,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
ALASKA,2015,4,50,,106,,145,,343,,486,,,N,0,,0,,,N,,N,"ALASKA
(64.84507799500005, -147.72205958799998)",
IDAHO,2015,4,82,,102,,135,,369,,365,,,N,0,,0,,,N,,N,"IDAHO
(43.68263174800006, -114.36372693399994)",
ARIZONA,2015,4,,-,613,,938,,307,,1547,,95,,102,,177,,366,,525,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
OREGON,2015,4,397,,304,,395,,1267,,1063,,,-,0,,1,,,-,,-,"OREGON
(44.56745049300008, -120.15502935599994)",
ARKANSAS,2015,4,439,,605,,843,,1288,,1849,,,N,0,,0,,,N,,N,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
NORTH DAKOTA,2015,4,13,,63,,86,,135,,239,,,N,0,,1,,,N,,N,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
MISSOURI,2015,4,154,,543,,634,,1787,,1897,,,-,0,,1,,,-,2,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
NEW HAMPSHIRE,2015,4,,-,42,,74,,,-,168,,,-,0,,2,,,-,,-,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
WISCONSIN,2015,4,292,,440,,513,,1710,,1717,,,-,0,,1,,,-,,-,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
OKLAHOMA,2015,4,57,,280,,337,,660,,1177,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
SOUTH CAROLINA,2015,4,,-,535,,857,,1520,,2266,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
TENNESSEE,2015,4,330,,577,,871,,1968,,2119,,,N,0,,0,,,N,,N,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
VIRGINIA,2015,4,841,,695,,1267,,2725,,1065,,,N,0,,0,,,N,,N,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
RHODE ISLAND,2015,4,89,,82,,238,,459,,217,,,-,0,,1,,,-,,-,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
PUERTO RICO,2015,4,,-,79,,317,,,-,246,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
NEBRASKA,2015,4,126,,147,,250,,534,,514,,,-,0,,1,,,-,,-,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
ALABAMA,2015,4,,-,502,,734,,1581,,1935,,,N,0,,0,,,N,,N,"ALABAMA
(32.84057234800002, -86.63185738799996)",
COLORADO,2015,4,465,,400,,749,,1618,,1564,,,N,0,,0,,,N,,N,"COLORADO
(38.84384342200008, -106.13360911499996)",
GUAM,2015,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
WEST VIRGINIA,2015,4,23,,89,,140,,175,,296,,,N,0,,0,,,N,,N,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
NORTH CAROLINA,2015,4,2255,,870,,2545,,7621,,4168,,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
MINNESOTA,2015,4,,-,386,,438,,,-,1546,,,-,1,,6,,,-,2,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
GEORGIA,2015,4,457,,1000,,1175,,3243,,2837,,,N,0,,0,,,N,,N,"GEORGIA
(32.839683200000024, -83.62757885599996)",
NEW YORK,2015,4,887,,754,,1071,,2564,,1697,,,N,0,,0,,,N,,N,"NEW YORK
(42.82700376100007, -75.54396609999998)",
UNITED STATES,2015,5,14619,,27271,,29639,,109194,,119799,,113,,151,,249,,615,,744,,,
NEW ENGLAND,2015,5,46,,854,,1177,,866,,4076,,,-,0,,2,,,-,,-,,
MID. ATLANTIC,2015,5,2696,,3475,,3957,,15939,,15580,,,-,0,,0,,,-,,-,,
E.N. CENTRAL,2015,5,1432,,3947,,4651,,14134,,18591,,,-,1,,3,,1,,8,,,
W.N. CENTRAL,2015,5,337,,1639,,1858,,5296,,8015,,,-,2,,6,,,-,8,,,
S. ATLANTIC,2015,5,4130,,5492,,6987,,27373,,21981,,,-,0,,2,,,-,1,,,
DIST. OF COL.,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,5,1351,,1733,,2562,,6435,,9863,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2015,5,2103,,3883,,4714,,15293,,16880,,,-,0,,1,,,-,,-,,
MOUNTAIN,2015,5,876,,1781,,2375,,5960,,9295,,105,,105,,180,,505,,679,,,
PACIFIC,2015,5,1648,,4297,,4947,,17898,,15518,,8,,43,,75,,109,,48,,,
AMER. SAMOA,2015,5,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2015,5,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,5,,-,14,,28,,,-,74,,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
OHIO,2015,5,418,,1056,,1249,,4267,,4944,,,-,0,,2,,1,,2,,"OHIO
(40.060212455000055, -82.40425667899996)",
NEBRASKA,2015,5,117,,146,,250,,691,,673,,,-,0,,1,,,-,,-,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
GEORGIA,2015,5,524,,1000,,1175,,4263,,3490,,,N,0,,0,,,N,,N,"GEORGIA
(32.839683200000024, -83.62757885599996)",
MICHIGAN,2015,5,452,,855,,1214,,3348,,3801,,,-,0,,2,,,-,5,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
MAINE,2015,5,,-,74,,109,,306,,351,,,N,0,,0,,,N,,N,"MAINE
(45.25422910300006, -68.98502586699993)",
TEXAS,2015,5,1720,,2554,,2889,,12410,,11366,,,N,0,,0,,,N,,N,"TEXAS
(31.827240467000024, -99.42676785299994)",
ALABAMA,2015,5,599,,508,,734,,2731,,2365,,,N,0,,0,,,N,,N,"ALABAMA
(32.84057234800002, -86.63185738799996)",
CALIFORNIA,2015,5,824,,3413,,3937,,13952,,11109,,8,,43,,74,,109,,48,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
WYOMING,2015,5,,-,33,,66,,,-,196,,,-,0,,1,,,-,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
VERMONT,2015,5,7,,34,,69,,53,,170,,,N,0,,0,,,N,,N,"VERMONT
(43.62538389600007, -72.51763667599994)",
MONTANA,2015,5,1,,78,,126,,307,,394,,,-,0,,2,,,-,1,,"MONTANA
(47.06652795700006, -109.42441587999997)",
NEW JERSEY,2015,5,192,,588,,690,,2352,,2883,,,N,0,,0,,,N,,N,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
HAWAII,2015,5,,-,116,,146,,273,,624,,,N,0,,0,,,N,,N,"HAWAII
(21.30485232600006, -157.85774798099996)",
RHODE ISLAND,2015,5,39,,82,,243,,507,,267,,,-,0,,1,,,-,,-,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
MISSOURI,2015,5,136,,543,,634,,2323,,2482,,,-,0,,1,,,-,3,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
LOUISIANA,2015,5,,-,458,,1062,,399,,1701,,,-,0,,1,,,-,,-,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
WISCONSIN,2015,5,246,,437,,504,,2152,,2230,,,-,0,,1,,,-,1,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
ILLINOIS,2015,5,44,,1066,,1255,,2110,,5315,,,N,0,,0,,,N,,N,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
NEW YORK,2015,5,808,,754,,1104,,3373,,2485,,,N,0,,0,,,N,,N,"NEW YORK
(42.82700376100007, -75.54396609999998)",
NORTH DAKOTA,2015,5,,-,63,,86,,135,,311,,,N,0,,1,,,N,,N,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
CONNECTICUT,2015,5,,-,240,,396,,,-,1267,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
GUAM,2015,5,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
MISSISSIPPI,2015,5,182,,378,,978,,478,,3549,,,N,0,,0,,,N,,N,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
UTAH,2015,5,24,,159,,191,,701,,820,,,-,0,,2,,,-,7,,"UTAH
(39.36070123200005, -111.58712831499997)",
MINNESOTA,2015,5,,-,386,,438,,,-,1917,,,-,1,,6,,,-,5,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
TENNESSEE,2015,5,176,,574,,871,,2144,,2699,,,N,0,,0,,,N,,N,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
IDAHO,2015,5,115,,102,,135,,499,,480,,,N,0,,0,,,N,,N,"IDAHO
(43.68263174800006, -114.36372693399994)",
NEW MEXICO,2015,5,217,,221,,307,,1045,,1073,,,-,1,,3,,,-,1,,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
VIRGINIA,2015,5,635,,695,,1267,,3358,,1782,,,N,0,,0,,,N,,N,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
INDIANA,2015,5,272,,549,,921,,2257,,2301,,,N,0,,0,,,N,,N,"INDIANA
(39.766913353000064, -86.14995646699998)",
KANSAS,2015,5,47,,210,,344,,1059,,1087,,,N,0,,0,,,N,,N,"KANSAS
(38.347742794000055, -98.20077822999997)",
KENTUCKY,2015,5,394,,325,,607,,1082,,1250,,,N,0,,0,,,N,,N,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
DELAWARE,2015,5,80,,79,,166,,330,,225,,,-,0,,0,,,-,,-,"DELAWARE
(39.00883389200004, -75.57773597599999)",
MARYLAND,2015,5,345,,508,,862,,1262,,1655,,,-,0,,2,,,-,1,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
SOUTH DAKOTA,2015,5,20,,78,,100,,310,,386,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
WEST VIRGINIA,2015,5,38,,89,,140,,225,,396,,,N,0,,0,,,N,,N,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
SOUTH CAROLINA,2015,5,481,,539,,857,,2563,,2643,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
OREGON,2015,5,357,,304,,399,,1630,,1437,,,-,0,,1,,,-,,-,"OREGON
(44.56745049300008, -120.15502935599994)",
NEW YORK CITY,2015,5,662,,1184,,1348,,5330,,5475,,,N,0,,0,,,N,,N,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
NEVADA,2015,5,7,,185,,602,,182,,1961,,,-,1,,4,,4,,5,,"NEVADA
(39.49324221300003, -117.07183885899997)",
OKLAHOMA,2015,5,69,,278,,337,,882,,1505,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
PENNSYLVANIA,2015,5,1034,,952,,1354,,4884,,4737,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
MASSACHUSETTS,2015,5,,-,424,,536,,,-,1801,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
FLORIDA,2015,5,1040,,1616,,1960,,6479,,7006,,,N,0,,0,,,N,,N,"FLORIDA
(28.932042722000062, -81.92895768899996)",
NORTH CAROLINA,2015,5,987,,882,,2545,,8893,,4784,,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
PUERTO RICO,2015,5,,-,79,,317,,,-,295,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
COLORADO,2015,5,512,,401,,749,,2211,,2074,,,N,0,,0,,,N,,N,"COLORADO
(38.84384342200008, -106.13360911499996)",
ARIZONA,2015,5,,-,608,,938,,1015,,2297,,105,,100,,177,,501,,665,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
ARKANSAS,2015,5,314,,605,,843,,1602,,2308,,,N,0,,0,,,N,,N,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
IOWA,2015,5,17,,223,,257,,778,,1159,,,N,0,,0,,,N,,N,"IOWA
(42.469401411000035, -93.81648725599996)",
NEW HAMPSHIRE,2015,5,,-,41,,74,,,-,220,,,-,0,,2,,,-,,-,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
WASHINGTON,2015,5,448,,354,,453,,1615,,1741,,,-,0,,0,,,-,,-,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
ALASKA,2015,5,19,,106,,145,,428,,607,,,N,0,,0,,,N,,N,"ALASKA
(64.84507799500005, -147.72205958799998)",
UNITED STATES,2015,6,10355,,27308,,29707,,129767,,147045,,122,,145,,249,,742,,916,,,
OHIO,2015,6,400,,1056,,1249,,5351,,5966,,,-,0,,2,,1,,2,,"OHIO
(40.060212455000055, -82.40425667899996)",
NEW ENGLAND,2015,6,109,,854,,1179,,1033,,5113,,,-,0,,2,,,-,,-,,
MID. ATLANTIC,2015,6,2573,,3480,,3958,,19548,,18832,,,-,0,,0,,,-,,-,,
E.N. CENTRAL,2015,6,1519,,3980,,4696,,17871,,22929,,1,,1,,3,,2,,9,,,
W.N. CENTRAL,2015,6,361,,1639,,1858,,6782,,9582,,1,,2,,6,,1,,9,,,
S. ATLANTIC,2015,6,2214,,5490,,7043,,30861,,28062,,,-,0,,2,,,-,1,,,
DIST. OF COL.,2015,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,6,649,,1716,,2562,,7112,,11989,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2015,6,74,,3932,,4714,,15874,,20627,,,-,0,,1,,,-,,-,,
MOUNTAIN,2015,6,1416,,1775,,2301,,8590,,11675,,74,,105,,180,,582,,844,,,
PACIFIC,2015,6,1440,,4297,,4941,,22096,,18236,,46,,43,,75,,157,,53,,,
AMER. SAMOA,2015,6,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2015,6,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,6,,-,14,,28,,,-,81,,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
NEW JERSEY,2015,6,234,,588,,690,,2963,,3368,,,N,0,,0,,,N,,N,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
MAINE,2015,6,,-,74,,109,,306,,408,,,N,0,,0,,,N,,N,"MAINE
(45.25422910300006, -68.98502586699993)",
ARIZONA,2015,6,501,,615,,938,,2366,,3126,,74,,100,,177,,577,,824,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
OKLAHOMA,2015,6,69,,273,,337,,1112,,1794,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
NORTH CAROLINA,2015,6,,-,882,,2545,,8893,,6167,,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
LOUISIANA,2015,6,5,,483,,1062,,750,,1954,,,-,0,,1,,,-,,-,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
WISCONSIN,2015,6,337,,437,,512,,2685,,2700,,,-,0,,1,,,-,1,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
ARKANSAS,2015,6,,-,596,,843,,1602,,3147,,,N,0,,0,,,N,,N,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
NEVADA,2015,6,,-,184,,334,,182,,2563,,,-,1,,4,,4,,8,,"NEVADA
(39.49324221300003, -117.07183885899997)",
KENTUCKY,2015,6,322,,331,,607,,1406,,1509,,,N,0,,0,,,N,,N,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
OREGON,2015,6,353,,306,,401,,1989,,1694,,,-,0,,1,,1,,,-,"OREGON
(44.56745049300008, -120.15502935599994)",
HAWAII,2015,6,,-,115,,146,,310,,752,,,N,0,,0,,,N,,N,"HAWAII
(21.30485232600006, -157.85774798099996)",
WYOMING,2015,6,,-,32,,66,,,-,231,,,-,0,,1,,,-,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
PUERTO RICO,2015,6,92,,79,,317,,252,,398,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
RHODE ISLAND,2015,6,103,,82,,243,,612,,310,,,-,0,,1,,,-,,-,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
NEW YORK CITY,2015,6,645,,1184,,1350,,6575,,6559,,,N,0,,0,,,N,,N,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
NEBRASKA,2015,6,98,,146,,250,,947,,848,,1,,0,,1,,1,,,-,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
CALIFORNIA,2015,6,599,,3420,,3931,,17184,,12882,,46,,43,,74,,156,,53,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
NEW HAMPSHIRE,2015,6,,-,39,,74,,,-,267,,,-,0,,2,,,-,,-,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
FLORIDA,2015,6,979,,1619,,1965,,8093,,8753,,,N,0,,0,,,N,,N,"FLORIDA
(28.932042722000062, -81.92895768899996)",
WASHINGTON,2015,6,426,,354,,453,,2041,,2166,,,-,0,,0,,,-,,-,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
MICHIGAN,2015,6,490,,855,,1214,,4310,,4774,,1,,0,,2,,1,,6,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
MINNESOTA,2015,6,,-,386,,438,,,-,2256,,,-,1,,6,,,-,5,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
GUAM,2015,6,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
ILLINOIS,2015,6,38,,1093,,1278,,2757,,6542,,,N,0,,0,,,N,,N,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
COLORADO,2015,6,437,,413,,749,,2657,,2442,,,N,0,,0,,,N,,N,"COLORADO
(38.84384342200008, -106.13360911499996)",
MONTANA,2015,6,64,,81,,126,,478,,460,,,-,0,,2,,1,,1,,"MONTANA
(47.06652795700006, -109.42441587999997)",
IDAHO,2015,6,87,,102,,135,,591,,595,,,N,0,,0,,,N,,N,"IDAHO
(43.68263174800006, -114.36372693399994)",
VERMONT,2015,6,6,,36,,69,,115,,207,,,N,0,,0,,,N,,N,"VERMONT
(43.62538389600007, -72.51763667599994)",
IOWA,2015,6,41,,224,,257,,1094,,1378,,,N,0,,0,,,N,,N,"IOWA
(42.469401411000035, -93.81648725599996)",
PENNSYLVANIA,2015,6,986,,952,,1354,,5931,,5778,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
SOUTH DAKOTA,2015,6,19,,79,,100,,404,,472,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
CONNECTICUT,2015,6,,-,240,,396,,,-,1683,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
WEST VIRGINIA,2015,6,,-,88,,140,,225,,510,,,N,0,,0,,,N,,N,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
NORTH DAKOTA,2015,6,5,,63,,86,,248,,393,,,N,0,,1,,,N,,N,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
