Reporting Area,MMWR Year,MMWR Week,"Tetanus, Current week","Tetanus, Current week, flag","Tetanus, Previous 52 weeks Med","Tetanus, Previous 52 weeks Med, flag","Tetanus, Previous 52 weeks Max","Tetanus, Previous 52 weeks Max, flag","Tetanus, Cum 2015","Tetanus, Cum 2015, flag","Tetanus, Cum 2014","Tetanus, Cum 2014, flag","Varicella (chickenpox), Current week","Varicella (chickenpox), Current week, flag","Varicella (chickenpox), Previous 52 weeks Med","Varicella (chickenpox), Previous 52 weeks Med, flag","Varicella (chickenpox), Previous 52 weeks Max","Varicella (chickenpox), Previous 52 weeks Max, flag","Varicella (chickenpox), Cum 2015","Varicella (chickenpox), Cum 2015, flag","Varicella (chickenpox), Cum 2014","Varicella (chickenpox), Cum 2014, flag","Vibriosis§, Current week","Vibriosis§, Current week, flag","Vibriosis§, Previous 52 weeks Med","Vibriosis§, Previous 52 weeks Med, flag","Vibriosis§, Previous 52 weeks Max","Vibriosis§, Previous 52 weeks Max, flag","Vibriosis§, Cum 2015","Vibriosis§, Cum 2015, flag","Vibriosis§, Cum 2014","Vibriosis§, Cum 2014, flag",Location 1,Location 2
IOWA,2015,3,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,"IOWA
(42.469401411000035, -93.81648725599996)",
GUAM,2015,3,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
NEW HAMPSHIRE,2015,3,,-,0,,0,,,-,,-,,-,0,,5,,,-,6,,,-,0,,1,,,-,,-,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
DELAWARE,2015,3,,-,0,,0,,,-,,-,,-,0,,2,,1,,,-,,-,0,,1,,,-,,-,"DELAWARE
(39.00883389200004, -75.57773597599999)",
ALASKA,2015,3,,-,0,,1,,,-,,-,,-,0,,8,,,-,,-,,-,0,,2,,,-,,-,"ALASKA
(64.84507799500005, -147.72205958799998)",
WEST VIRGINIA,2015,3,,-,0,,0,,,-,,-,,-,2,,9,,11,,11,,,-,0,,1,,,-,,-,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
COLORADO,2015,3,,-,0,,0,,,-,,-,13,,3,,27,,20,,25,,,-,0,,3,,,-,,-,"COLORADO
(38.84384342200008, -106.13360911499996)",
ARKANSAS,2015,3,,-,0,,0,,,-,,-,,-,3,,28,,3,,1,,,-,0,,0,,,-,,-,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
WISCONSIN,2015,3,,-,0,,1,,,-,,-,3,,8,,15,,19,,21,,,-,0,,1,,,-,,-,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
ILLINOIS,2015,3,,-,0,,0,,,-,,-,,-,11,,23,,9,,25,,,-,0,,3,,,-,,-,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
HAWAII,2015,3,,-,0,,0,,,-,,-,,-,1,,4,,,-,,-,,-,0,,4,,,-,1,,"HAWAII
(21.30485232600006, -157.85774798099996)",
NEVADA,2015,3,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,"NEVADA
(39.49324221300003, -117.07183885899997)",
NORTH CAROLINA,2015,3,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,3,,1,,2,,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
NEW MEXICO,2015,3,,-,0,,0,,,-,,-,,-,1,,5,,1,,9,,,-,0,,1,,,-,,-,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
KANSAS,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"KANSAS
(38.347742794000055, -98.20077822999997)",
GEORGIA,2015,3,,-,0,,0,,,-,,-,,-,1,,6,,,-,1,,,-,0,,1,,,-,1,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
INDIANA,2015,3,,-,0,,1,,,-,,-,2,,4,,11,,4,,11,,,-,0,,1,,,-,,-,"INDIANA
(39.766913353000064, -86.14995646699998)",
SOUTH DAKOTA,2015,3,,-,0,,0,,,-,,-,1,,0,,2,,2,,4,,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
FLORIDA,2015,3,,-,0,,1,,1,,1,,,-,10,,28,,34,,23,,2,,3,,9,,9,,1,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
CONNECTICUT,2015,3,,-,0,,0,,,-,,-,,-,3,,8,,3,,12,,,-,0,,2,,,-,,-,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
NEW JERSEY,2015,3,,-,0,,0,,,-,,-,,-,4,,14,,,-,15,,,-,0,,5,,,-,,-,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
MISSISSIPPI,2015,3,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
LOUISIANA,2015,3,,-,0,,1,,,-,,-,,-,0,,4,,2,,2,,1,,0,,4,,2,,1,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
OKLAHOMA,2015,3,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
NEW YORK,2015,3,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,5,,,-,,-,"NEW YORK
(42.82700376100007, -75.54396609999998)",
VERMONT,2015,3,,-,0,,0,,,-,,-,,-,1,,11,,4,,2,,,-,0,,0,,,-,,-,"VERMONT
(43.62538389600007, -72.51763667599994)",
NORTH DAKOTA,2015,3,,-,0,,0,,,-,,-,,-,0,,3,,1,,,-,,-,0,,1,,,-,,-,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
ARIZONA,2015,3,,-,0,,0,,,-,,-,,-,4,,22,,1,,15,,,-,0,,3,,,-,1,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
TEXAS,2015,3,,-,0,,1,,,-,,-,13,,31,,59,,40,,17,,,-,1,,5,,,-,,-,"TEXAS
(31.827240467000024, -99.42676785299994)",
RHODE ISLAND,2015,3,,-,0,,0,,,-,,-,,-,0,,3,,1,,2,,,-,0,,2,,,-,,-,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
VIRGINIA,2015,3,,-,0,,0,,,-,,-,,-,5,,15,,2,,15,,,-,0,,8,,,-,,-,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
PUERTO RICO,2015,3,,-,0,,0,,,-,,-,,-,3,,12,,2,,16,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
CALIFORNIA,2015,3,,-,0,,1,,,-,,-,,-,0,,3,,,-,1,,,-,2,,31,,,-,1,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
SOUTH CAROLINA,2015,3,,-,0,,0,,,-,,-,,-,2,,11,,3,,4,,,-,0,,2,,,-,2,,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
OREGON,2015,3,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,2,,,-,,-,"OREGON
(44.56745049300008, -120.15502935599994)",
MARYLAND,2015,3,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,,-,1,,5,,1,,,-,"MARYLAND
(39.290582950000044, -76.60925984299996)",
WYOMING,2015,3,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
IDAHO,2015,3,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,"IDAHO
(43.68263174800006, -114.36372693399994)",
ALABAMA,2015,3,,-,0,,0,,,-,,-,1,,2,,8,,7,,3,,,-,0,,3,,,-,1,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
MONTANA,2015,3,,-,0,,0,,,-,,-,1,,1,,5,,2,,5,,,-,0,,1,,,-,,-,"MONTANA
(47.06652795700006, -109.42441587999997)",
MINNESOTA,2015,3,,-,0,,1,,,-,,-,,-,4,,12,,5,,11,,,-,0,,0,,,-,,-,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
KENTUCKY,2015,3,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
MISSOURI,2015,3,,-,0,,0,,,-,,-,1,,3,,16,,7,,4,,,-,0,,2,,,-,,-,"MISSOURI
(38.63579147100006, -92.56629944499997)",
UNITED STATES,2015,4,1,,0,,2,,2,,1,,70,,167,,270,,365,,566,,4,,15,,79,,20,,19,,,
NEW ENGLAND,2015,4,,-,0,,0,,,-,,-,7,,18,,39,,31,,64,,,-,1,,7,,,-,1,,,
CONNECTICUT,2015,4,,-,0,,0,,,-,,-,,-,3,,8,,3,,16,,,-,0,,2,,,-,,-,"CONNECTICUT
",
MAINE,2015,4,,-,0,,0,,,-,,-,3,,4,,11,,19,,14,,,-,0,,2,,,-,,-,"MAINE
",
MASSACHUSETTS,2015,4,,-,0,,0,,,-,,-,,-,8,,18,,,-,21,,,-,1,,6,,,-,1,,"MASSACHUSETTS
",
NEW HAMPSHIRE,2015,4,,-,0,,0,,,-,,-,,-,0,,5,,,-,7,,,-,0,,1,,,-,,-,"NEW HAMPSHIRE
",
RHODE ISLAND,2015,4,,-,0,,0,,,-,,-,3,,0,,3,,4,,2,,,-,0,,2,,,-,,-,"RHODE ISLAND
",
VERMONT,2015,4,,-,0,,0,,,-,,-,1,,1,,11,,5,,4,,,-,0,,0,,,-,,-,"VERMONT
",
MID. ATLANTIC,2015,4,,-,0,,1,,,-,,-,11,,20,,37,,37,,77,,1,,1,,10,,2,,2,,,
NEW JERSEY,2015,4,,-,0,,0,,,-,,-,,-,4,,14,,,-,21,,,-,0,,5,,,-,1,,"NEW JERSEY
",
NEW YORK,2015,4,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,1,,0,,5,,1,,,-,"NEW YORK
",
NEW YORK CITY,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,3,,1,,,-,"NEW YORK CITY
",
PENNSYLVANIA,2015,4,,-,0,,1,,,-,,-,11,,15,,29,,37,,56,,,-,0,,3,,,-,1,,"PENNSYLVANIA
",
E.N. CENTRAL,2015,4,,-,0,,1,,,-,,-,24,,43,,73,,109,,159,,1,,0,,7,,1,,,-,,
ILLINOIS,2015,4,,-,0,,0,,,-,,-,1,,11,,23,,19,,37,,,-,0,,3,,,-,,-,"ILLINOIS
",
INDIANA,2015,4,,-,0,,1,,,-,,-,4,,4,,11,,8,,22,,,-,0,,1,,,-,,-,"INDIANA
",
MICHIGAN,2015,4,,-,0,,0,,,-,,-,,-,10,,33,,13,,34,,1,,0,,1,,1,,,-,"MICHIGAN
",
OHIO,2015,4,,-,0,,1,,,-,,-,15,,10,,22,,41,,39,,,-,0,,4,,,-,,-,"OHIO
",
WISCONSIN,2015,4,,-,0,,1,,,-,,-,4,,8,,15,,28,,27,,,-,0,,1,,,-,,-,"WISCONSIN
",
W.N. CENTRAL,2015,4,,-,0,,1,,,-,,-,3,,9,,23,,26,,30,,,-,0,,3,,,-,,-,,
IOWA,2015,4,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,"IOWA
",
KANSAS,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"KANSAS
",
MINNESOTA,2015,4,,-,0,,1,,,-,,-,1,,4,,13,,11,,20,,,-,0,,0,,,-,,-,"MINNESOTA
",
MISSOURI,2015,4,,-,0,,0,,,-,,-,1,,3,,16,,9,,4,,,-,0,,2,,,-,,-,"MISSOURI
",
NEBRASKA,2015,4,,-,0,,0,,,-,,-,,-,0,,3,,1,,1,,,-,0,,1,,,-,,-,"NEBRASKA
",
NORTH DAKOTA,2015,4,,-,0,,0,,,-,,-,1,,0,,3,,2,,1,,,-,0,,1,,,-,,-,"NORTH DAKOTA
",
SOUTH DAKOTA,2015,4,,-,0,,0,,,-,,-,,-,0,,2,,3,,4,,,-,0,,0,,,-,,-,"SOUTH DAKOTA
",
S. ATLANTIC,2015,4,1,,0,,1,,2,,1,,,-,22,,51,,52,,81,,,-,6,,17,,11,,9,,,
DELAWARE,2015,4,,-,0,,0,,,-,,-,,-,0,,2,,1,,,-,,-,0,,1,,,-,,-,"DELAWARE
",
DIST. OF COL.,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"DIST. OF COL.
",
FLORIDA,2015,4,,-,0,,1,,1,,1,,,-,10,,28,,34,,35,,,-,3,,9,,9,,2,,"FLORIDA
",
GEORGIA,2015,4,,-,0,,0,,,-,,-,,-,1,,6,,,-,2,,,-,0,,2,,,-,1,,"GEORGIA
",
MARYLAND,2015,4,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,,-,1,,5,,1,,,-,"MARYLAND
",
NORTH CAROLINA,2015,4,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,3,,1,,2,,"NORTH CAROLINA
",
SOUTH CAROLINA,2015,4,1,,0,,0,,1,,,-,,-,2,,11,,4,,9,,,-,0,,2,,,-,2,,"SOUTH CAROLINA
",
VIRGINIA,2015,4,,-,0,,0,,,-,,-,,-,5,,17,,2,,22,,,-,0,,8,,,-,2,,"VIRGINIA
",
WEST VIRGINIA,2015,4,,-,0,,0,,,-,,-,,-,2,,9,,11,,13,,,-,0,,1,,,-,,-,"WEST VIRGINIA
",
KANSAS,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"KANSAS
(38.347742794000055, -98.20077822999997)",
E.S. CENTRAL,2015,4,,-,0,,1,,,-,,-,1,,2,,8,,8,,7,,,-,1,,5,,,-,1,,,
ALABAMA,2015,4,,-,0,,0,,,-,,-,1,,2,,8,,8,,7,,,-,0,,3,,,-,1,,"ALABAMA
",
KENTUCKY,2015,4,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,"KENTUCKY
",
MISSISSIPPI,2015,4,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,"MISSISSIPPI
",
TENNESSEE,2015,4,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,2,,,-,,-,"TENNESSEE
",
W.S. CENTRAL,2015,4,,-,0,,1,,,-,,-,19,,36,,66,,70,,38,,,-,2,,8,,3,,1,,,
ARKANSAS,2015,4,,-,0,,0,,,-,,-,2,,3,,29,,9,,4,,,-,0,,0,,,-,,-,"ARKANSAS
",
LOUISIANA,2015,4,,-,0,,1,,,-,,-,,-,0,,4,,2,,2,,,-,0,,4,,3,,1,,"LOUISIANA
",
OKLAHOMA,2015,4,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,"OKLAHOMA
",
TEXAS,2015,4,,-,0,,1,,,-,,-,17,,31,,59,,59,,32,,,-,1,,5,,,-,,-,"TEXAS
",
MOUNTAIN,2015,4,,-,0,,0,,,-,,-,3,,15,,53,,28,,109,,,-,0,,5,,,-,3,,,
ARIZONA,2015,4,,-,0,,0,,,-,,-,,-,4,,22,,2,,32,,,-,0,,3,,,-,1,,"ARIZONA
",
COLORADO,2015,4,,-,0,,0,,,-,,-,2,,3,,27,,22,,32,,,-,0,,3,,,-,1,,"COLORADO
",
IDAHO,2015,4,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,"IDAHO
",
MONTANA,2015,4,,-,0,,0,,,-,,-,1,,1,,5,,3,,7,,,-,0,,1,,,-,,-,"MONTANA
",
NEVADA,2015,4,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,1,,,-,1,,"NEVADA
",
NEW MEXICO,2015,4,,-,0,,0,,,-,,-,,-,1,,5,,1,,11,,,-,0,,1,,,-,,-,"NEW MEXICO
",
UTAH,2015,4,,-,0,,0,,,-,,-,,-,3,,8,,,-,27,,,-,0,,1,,,-,,-,"UTAH
",
WYOMING,2015,4,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
",
PACIFIC,2015,4,,-,0,,2,,,-,,-,2,,2,,9,,4,,1,,2,,4,,39,,3,,2,,,
ALASKA,2015,4,,-,0,,1,,,-,,-,,-,0,,8,,,-,,-,,-,0,,2,,,-,,-,"ALASKA
",
CALIFORNIA,2015,4,,-,0,,1,,,-,,-,,-,0,,3,,,-,,-,,-,2,,31,,,-,,-,"CALIFORNIA
",
HAWAII,2015,4,,-,0,,0,,,-,,-,2,,1,,4,,4,,1,,,-,0,,4,,1,,1,,"HAWAII
",
OREGON,2015,4,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,2,,0,,2,,2,,1,,"OREGON
",
WASHINGTON,2015,4,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,,-,0,,13,,,-,,-,"WASHINGTON
",
AMER. SAMOA,2015,4,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
GUAM,2015,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
",
PUERTO RICO,2015,4,,-,0,,0,,,-,,-,,-,3,,12,,4,,23,,,-,0,,0,,,-,,-,"PUERTO RICO
",
VIRGIN ISL.,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
UNITED STATES,2015,5,,-,0,,2,,2,,1,,81,,165,,270,,502,,732,,6,,16,,79,,31,,25,,,
NEW ENGLAND,2015,5,,-,0,,0,,,-,,-,4,,18,,39,,49,,86,,,-,1,,7,,2,,1,,,
MID. ATLANTIC,2015,5,,-,0,,1,,,-,,-,11,,20,,37,,48,,98,,2,,1,,10,,4,,3,,,
E.N. CENTRAL,2015,5,,-,0,,1,,,-,,-,16,,42,,73,,136,,204,,,-,1,,7,,1,,,-,,
W.N. CENTRAL,2015,5,,-,0,,1,,,-,,-,2,,9,,23,,37,,38,,,-,0,,3,,,-,,-,,
S. ATLANTIC,2015,5,,-,0,,1,,2,,1,,1,,21,,51,,47,,99,,3,,6,,17,,14,,12,,,
DIST. OF COL.,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,5,,-,0,,1,,,-,,-,3,,2,,8,,14,,8,,,-,1,,5,,,-,1,,,
W.S. CENTRAL,2015,5,,-,0,,1,,,-,,-,33,,36,,66,,111,,70,,,-,2,,8,,4,,1,,,
MOUNTAIN,2015,5,,-,0,,0,,,-,,-,11,,15,,53,,53,,126,,,-,0,,5,,,-,3,,,
PACIFIC,2015,5,,-,0,,2,,,-,,-,,-,2,,9,,7,,3,,1,,4,,39,,6,,4,,,
AMER. SAMOA,2015,5,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,5,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
MISSISSIPPI,2015,5,,-,0,,1,,,-,,-,2,,0,,1,,3,,,-,,-,0,,2,,,-,,-,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
RHODE ISLAND,2015,5,,-,0,,0,,,-,,-,,-,0,,3,,4,,2,,,-,0,,2,,,-,,-,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
NEW MEXICO,2015,5,,-,0,,0,,,-,,-,1,,1,,5,,5,,13,,,-,0,,1,,,-,,-,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
MAINE,2015,5,,-,0,,0,,,-,,-,3,,4,,11,,24,,21,,,-,0,,2,,,-,,-,"MAINE
(45.25422910300006, -68.98502586699993)",
CALIFORNIA,2015,5,,-,0,,1,,,-,,-,,-,0,,3,,,-,,-,,-,2,,31,,2,,,-,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
WYOMING,2015,5,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
OHIO,2015,5,,-,0,,1,,,-,,-,5,,10,,22,,46,,55,,,-,0,,4,,,-,,-,"OHIO
(40.060212455000055, -82.40425667899996)",
CONNECTICUT,2015,5,,-,0,,0,,,-,,-,1,,4,,9,,16,,18,,,-,0,,2,,2,,,-,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
WISCONSIN,2015,5,,-,0,,1,,,-,,-,8,,8,,15,,39,,35,,,-,0,,1,,,-,,-,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
VIRGINIA,2015,5,,-,0,,0,,,-,,-,,-,5,,17,,2,,24,,1,,0,,8,,1,,2,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
MASSACHUSETTS,2015,5,,-,0,,0,,,-,,-,,-,8,,18,,,-,31,,,-,1,,6,,,-,1,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
VERMONT,2015,5,,-,0,,0,,,-,,-,,-,1,,11,,5,,5,,,-,0,,0,,,-,,-,"VERMONT
(43.62538389600007, -72.51763667599994)",
WASHINGTON,2015,5,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,1,,0,,13,,1,,,-,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
TEXAS,2015,5,,-,0,,1,,,-,,-,31,,31,,59,,98,,63,,,-,1,,5,,,-,,-,"TEXAS
(31.827240467000024, -99.42676785299994)",
NEW JERSEY,2015,5,,-,0,,0,,,-,,-,,-,3,,14,,,-,28,,,-,0,,5,,,-,2,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
GEORGIA,2015,5,,-,0,,0,,,-,,-,,-,1,,6,,,-,2,,,-,0,,2,,,-,1,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
OKLAHOMA,2015,5,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
SOUTH DAKOTA,2015,5,,-,0,,0,,,-,,-,,-,0,,3,,4,,5,,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
ILLINOIS,2015,5,,-,0,,0,,,-,,-,,-,10,,23,,1,,49,,,-,0,,3,,,-,,-,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
MICHIGAN,2015,5,,-,0,,0,,,-,,-,2,,10,,33,,28,,39,,,-,0,,1,,1,,,-,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
SOUTH CAROLINA,2015,5,,-,0,,1,,1,,,-,1,,2,,11,,6,,13,,,-,0,,2,,,-,3,,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
MONTANA,2015,5,,-,0,,0,,,-,,-,2,,1,,5,,5,,8,,,-,0,,1,,,-,,-,"MONTANA
(47.06652795700006, -109.42441587999997)",
PUERTO RICO,2015,5,,-,0,,0,,,-,,-,2,,3,,12,,6,,28,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
PENNSYLVANIA,2015,5,,-,0,,1,,,-,,-,11,,16,,29,,48,,70,,1,,0,,3,,1,,1,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
NORTH DAKOTA,2015,5,,-,0,,0,,,-,,-,,-,0,,3,,2,,1,,,-,0,,1,,,-,,-,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
HAWAII,2015,5,,-,0,,0,,,-,,-,,-,1,,4,,4,,1,,,-,0,,4,,1,,2,,"HAWAII
(21.30485232600006, -157.85774798099996)",
DELAWARE,2015,5,,-,0,,0,,,-,,-,,-,0,,2,,1,,,-,,-,0,,1,,,-,,-,"DELAWARE
(39.00883389200004, -75.57773597599999)",
NORTH CAROLINA,2015,5,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,3,,1,,3,,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
MISSOURI,2015,5,,-,0,,0,,,-,,-,2,,3,,16,,12,,8,,,-,0,,2,,,-,,-,"MISSOURI
(38.63579147100006, -92.56629944499997)",
MINNESOTA,2015,5,,-,0,,1,,,-,,-,,-,4,,13,,18,,23,,,-,0,,0,,,-,,-,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
FLORIDA,2015,5,,-,0,,1,,1,,1,,,-,10,,28,,34,,44,,2,,3,,9,,11,,3,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
NEBRASKA,2015,5,,-,0,,0,,,-,,-,,-,0,,3,,1,,1,,,-,0,,1,,,-,,-,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
OREGON,2015,5,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,2,,2,,1,,"OREGON
(44.56745049300008, -120.15502935599994)",
NEVADA,2015,5,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,1,,,-,1,,"NEVADA
(39.49324221300003, -117.07183885899997)",
TENNESSEE,2015,5,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,2,,,-,,-,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
NEW HAMPSHIRE,2015,5,,-,0,,0,,,-,,-,,-,0,,5,,,-,9,,,-,0,,1,,,-,,-,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
ARIZONA,2015,5,,-,0,,0,,,-,,-,2,,4,,22,,15,,38,,,-,0,,3,,,-,1,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
ALASKA,2015,5,,-,0,,1,,,-,,-,,-,0,,8,,3,,2,,,-,0,,2,,,-,1,,"ALASKA
(64.84507799500005, -147.72205958799998)",
LOUISIANA,2015,5,,-,0,,1,,,-,,-,,-,0,,4,,2,,2,,,-,1,,4,,4,,1,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
UTAH,2015,5,,-,0,,0,,,-,,-,,-,3,,8,,,-,35,,,-,0,,1,,,-,,-,"UTAH
(39.36070123200005, -111.58712831499997)",
IDAHO,2015,5,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,"IDAHO
(43.68263174800006, -114.36372693399994)",
NEW YORK CITY,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,3,,1,,,-,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
IOWA,2015,5,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,"IOWA
(42.469401411000035, -93.81648725599996)",
COLORADO,2015,5,,-,0,,0,,,-,,-,6,,3,,27,,28,,32,,,-,0,,3,,,-,1,,"COLORADO
(38.84384342200008, -106.13360911499996)",
ARKANSAS,2015,5,,-,0,,0,,,-,,-,2,,3,,29,,11,,5,,,-,0,,0,,,-,,-,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
GUAM,2015,5,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
MARYLAND,2015,5,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,,-,1,,5,,1,,,-,"MARYLAND
(39.290582950000044, -76.60925984299996)",
