Reporting Area,MMWR Year,MMWR Week,"Babesiosis, Current week","Babesiosis, Current week, flag","Babesiosis, Previous 52 weeks Med","Babesiosis, Previous 52 weeks Med, flag","Babesiosis, Previous 52 weeks Max","Babesiosis, Previous 52 weeks Max, flag","Babesiosis, Cum 2015","Babesiosis, Cum 2015, flag","Babesiosis, Cum 2014","Babesiosis, Cum 2014, flag","Campylobacteriosis, Current week","Campylobacteriosis, Current week, flag","Campylobacteriosis, Previous 52 weeks Med","Campylobacteriosis, Previous 52 weeks Med, flag","Campylobacteriosis, Previous 52 weeks Max","Campylobacteriosis, Previous 52 weeks Max, flag","Campylobacteriosis, Cum 2015","Campylobacteriosis, Cum 2015, flag","Campylobacteriosis, Cum 2014","Campylobacteriosis, Cum 2014, flag",Location 1,Location 2
ARIZONA,2015,3,,-,0,,0,,,-,,-,3,,18,,32,,39,,34,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
IOWA,2015,3,,-,0,,0,,,-,,-,1,,9,,30,,16,,16,,"IOWA
(42.469401411000035, -93.81648725599996)",
WASHINGTON,2015,3,,-,0,,0,,,-,,-,9,,23,,107,,10,,,-,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
SOUTH DAKOTA,2015,3,,-,0,,1,,,-,,-,,-,5,,17,,,-,3,,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
OHIO,2015,3,,-,0,,0,,,-,,-,24,,17,,37,,61,,35,,"OHIO
(40.060212455000055, -82.40425667899996)",
UNITED STATES,2015,4,,-,11,,161,,3,,7,,290,,0,,0,,1534,,,N,,
NEW ENGLAND,2015,4,,-,6,,92,,,-,6,,1,,0,,0,,20,,,N,,
MID. ATLANTIC,2015,4,,-,5,,71,,2,,1,,23,,0,,0,,175,,,N,,
E.N. CENTRAL,2015,4,,-,0,,4,,,-,,-,26,,0,,0,,169,,,N,,
W.N. CENTRAL,2015,4,,-,0,,1,,,-,,-,13,,0,,0,,81,,,N,,
S. ATLANTIC,2015,4,,-,0,,2,,1,,,-,118,,0,,0,,459,,,N,,
DIST. OF COL.,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,"DIST. OF COL.
",
E.S. CENTRAL,2015,4,,-,0,,1,,,-,,-,16,,0,,0,,78,,,N,,
W.S. CENTRAL,2015,4,,-,0,,1,,,-,,-,56,,0,,0,,131,,,N,,
MOUNTAIN,2015,4,,-,0,,0,,,-,,-,11,,0,,0,,88,,,N,,
PACIFIC,2015,4,,-,0,,2,,,-,,-,26,,0,,0,,333,,,N,,
AMER. SAMOA,2015,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,N,"AMER. SAMOA
",
C.N.M.I.,2015,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,N,"C.N.M.I.
",
VIRGIN ISL.,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,"VIRGIN ISL.
",
PENNSYLVANIA,2015,4,,-,0,,0,,,-,,-,12,,0,,0,,82,,,N,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
NEBRASKA,2015,4,,-,0,,0,,,-,,-,3,,0,,0,,16,,,N,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
VERMONT,2015,4,,-,0,,1,,,-,,-,,-,0,,0,,5,,,N,"VERMONT
(43.62538389600007, -72.51763667599994)",
CALIFORNIA,2015,4,,-,0,,1,,,-,,-,12,,0,,0,,246,,,N,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
SOUTH CAROLINA,2015,4,,-,0,,2,,,-,,-,,-,0,,0,,17,,,N,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
WASHINGTON,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,10,,,N,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
FLORIDA,2015,4,,-,0,,0,,,-,,-,69,,0,,0,,232,,,N,"FLORIDA
(28.932042722000062, -81.92895768899996)",
ARKANSAS,2015,4,,-,0,,0,,,-,,-,10,,0,,0,,12,,,N,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
TENNESSEE,2015,4,,-,0,,0,,,-,,-,14,,0,,0,,37,,,N,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
OKLAHOMA,2015,4,,-,0,,0,,,-,,-,4,,0,,0,,11,,,N,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
HAWAII,2015,4,,-,0,,0,,,-,,-,6,,0,,0,,23,,,N,"HAWAII
(21.30485232600006, -157.85774798099996)",
WEST VIRGINIA,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,6,,,N,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
MASSACHUSETTS,2015,4,,-,2,,57,,,-,3,,,-,0,,0,,,-,,N,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
UTAH,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,9,,,N,"UTAH
(39.36070123200005, -111.58712831499997)",
OHIO,2015,4,,-,0,,0,,,-,,-,15,,0,,0,,76,,,N,"OHIO
(40.060212455000055, -82.40425667899996)",
TEXAS,2015,4,,-,0,,1,,,-,,-,33,,0,,0,,76,,,N,"TEXAS
(31.827240467000024, -99.42676785299994)",
NEW YORK,2015,4,,-,3,,56,,1,,,-,,-,0,,0,,,-,,N,"NEW YORK
(42.82700376100007, -75.54396609999998)",
GEORGIA,2015,4,,-,0,,0,,,-,,-,5,,0,,9,,23,,,N,"GEORGIA
(32.839683200000024, -83.62757885599996)",
COLORADO,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,"COLORADO
(38.84384342200008, -106.13360911499996)",
MISSOURI,2015,4,,-,0,,0,,,-,,-,9,,0,,0,,43,,,N,"MISSOURI
(38.63579147100006, -92.56629944499997)",
KENTUCKY,2015,4,,-,0,,0,,,-,,-,1,,0,,0,,35,,,N,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
MONTANA,2015,4,,-,0,,0,,,-,,-,5,,0,,0,,12,,,N,"MONTANA
(47.06652795700006, -109.42441587999997)",
NEW JERSEY,2015,4,,-,1,,24,,,-,1,,,-,0,,0,,,-,,N,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
LOUISIANA,2015,4,,-,0,,0,,,-,,-,9,,0,,0,,32,,,N,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
ALASKA,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,6,,,N,"ALASKA
(64.84507799500005, -147.72205958799998)",
WYOMING,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,"WYOMING
(43.23554100600006, -108.10982701399996)",
SOUTH DAKOTA,2015,4,,-,0,,1,,,-,,-,,-,0,,0,,,-,,N,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
NEVADA,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,"NEVADA
(39.49324221300003, -117.07183885899997)",
NORTH CAROLINA,2015,4,,-,0,,0,,,-,,-,20,,0,,0,,88,,,N,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
PUERTO RICO,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
MARYLAND,2015,4,,-,0,,1,,1,,,-,20,,0,,0,,50,,,N,"MARYLAND
(39.290582950000044, -76.60925984299996)",
GUAM,2015,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,N,"GUAM
(13.480998894000038, 144.73149801400007)",
MAINE,2015,4,,-,0,,5,,,-,1,,1,,0,,0,,7,,,N,"MAINE
(45.25422910300006, -68.98502586699993)",
ARIZONA,2015,4,,-,0,,0,,,-,,-,1,,0,,0,,40,,,N,"ARIZONA
(34.86597351900008, -111.76380664699997)",
ALABAMA,2015,4,,-,0,,1,,,-,,-,,-,0,,0,,4,,,N,"ALABAMA
(32.84057234800002, -86.63185738799996)",
DELAWARE,2015,4,,-,0,,1,,,-,,-,,-,0,,0,,4,,,N,"DELAWARE
(39.00883389200004, -75.57773597599999)",
MISSISSIPPI,2015,4,,-,0,,0,,,-,,-,1,,0,,0,,2,,,N,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
CONNECTICUT,2015,4,,-,1,,28,,,-,1,,,-,0,,0,,7,,,N,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
MICHIGAN,2015,4,,-,0,,1,,,-,,-,7,,0,,0,,39,,,N,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
KANSAS,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,1,,,N,"KANSAS
(38.347742794000055, -98.20077822999997)",
ILLINOIS,2015,4,,-,0,,1,,,-,,-,,-,0,,0,,,-,,N,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
VIRGINIA,2015,4,,-,0,,0,,,-,,-,4,,0,,0,,39,,,N,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
WISCONSIN,2015,4,,-,0,,4,,,-,,-,4,,0,,0,,41,,,N,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
NEW YORK CITY,2015,4,,-,0,,9,,1,,,-,11,,0,,0,,93,,,N,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
NORTH DAKOTA,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
MINNESOTA,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
OREGON,2015,4,,-,0,,1,,,-,,-,8,,0,,0,,48,,,N,"OREGON
(44.56745049300008, -120.15502935599994)",
IOWA,2015,4,,-,0,,0,,,-,,-,1,,0,,0,,21,,,N,"IOWA
(42.469401411000035, -93.81648725599996)",
NEW HAMPSHIRE,2015,4,,-,0,,6,,,-,1,,,-,0,,0,,,-,,N,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
IDAHO,2015,4,,-,0,,0,,,-,,-,5,,0,,0,,21,,,N,"IDAHO
(43.68263174800006, -114.36372693399994)",
NEW MEXICO,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,6,,,N,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
RHODE ISLAND,2015,4,,-,1,,18,,,-,,-,,-,0,,0,,1,,,N,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
INDIANA,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,13,,,N,"INDIANA
(39.766913353000064, -86.14995646699998)",
UNITED STATES,2015,5,1,,11,,161,,5,,8,,271,,0,,0,,2069,,,N,,
NEW ENGLAND,2015,5,,-,6,,92,,,-,7,,4,,0,,0,,58,,,N,,
MID. ATLANTIC,2015,5,1,,5,,71,,4,,1,,15,,0,,0,,200,,,N,,
E.N. CENTRAL,2015,5,,-,0,,4,,,-,,-,27,,0,,0,,222,,,N,,
W.N. CENTRAL,2015,5,,-,0,,1,,,-,,-,19,,0,,0,,117,,,N,,
S. ATLANTIC,2015,5,,-,0,,2,,1,,,-,110,,0,,0,,593,,,N,,
DIST. OF COL.,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,"DIST. OF COL.
",
E.S. CENTRAL,2015,5,,-,0,,1,,,-,,-,15,,0,,0,,105,,,N,,
W.S. CENTRAL,2015,5,,-,0,,1,,,-,,-,32,,0,,0,,180,,,N,,
MOUNTAIN,2015,5,,-,0,,0,,,-,,-,15,,0,,0,,115,,,N,,
PACIFIC,2015,5,,-,0,,2,,,-,,-,34,,0,,0,,479,,,N,,
AMER. SAMOA,2015,5,,-,,-,,-,,-,,-,,-,,-,,-,,-,,N,"AMER. SAMOA
",
C.N.M.I.,2015,5,,-,,-,,-,,-,,-,,-,,-,,-,,-,,N,"C.N.M.I.
",
VIRGIN ISL.,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,"VIRGIN ISL.
",
ILLINOIS,2015,5,,-,0,,1,,,-,,-,,-,0,,0,,,-,,N,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
ALASKA,2015,5,,-,0,,0,,,-,,-,1,,0,,0,,7,,,N,"ALASKA
(64.84507799500005, -147.72205958799998)",
TEXAS,2015,5,,-,0,,1,,,-,,-,17,,0,,0,,109,,,N,"TEXAS
(31.827240467000024, -99.42676785299994)",
MONTANA,2015,5,,-,0,,0,,,-,,-,1,,0,,0,,14,,,N,"MONTANA
(47.06652795700006, -109.42441587999997)",
KANSAS,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,5,,,N,"KANSAS
(38.347742794000055, -98.20077822999997)",
MAINE,2015,5,,-,0,,5,,,-,1,,4,,0,,0,,12,,,N,"MAINE
(45.25422910300006, -68.98502586699993)",
RHODE ISLAND,2015,5,,-,1,,18,,,-,,-,,-,0,,0,,1,,,N,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
NEW YORK CITY,2015,5,,-,0,,9,,1,,,-,,-,0,,0,,94,,,N,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
NEW YORK,2015,5,1,,3,,56,,3,,,-,,-,0,,0,,,-,,N,"NEW YORK
(42.82700376100007, -75.54396609999998)",
IDAHO,2015,5,,-,0,,0,,,-,,-,5,,0,,0,,26,,,N,"IDAHO
(43.68263174800006, -114.36372693399994)",
CONNECTICUT,2015,5,,-,1,,28,,,-,1,,,-,0,,0,,35,,,N,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
IOWA,2015,5,,-,0,,0,,,-,,-,2,,0,,0,,28,,,N,"IOWA
(42.469401411000035, -93.81648725599996)",
WYOMING,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,"WYOMING
(43.23554100600006, -108.10982701399996)",
CALIFORNIA,2015,5,,-,0,,1,,,-,,-,11,,0,,0,,349,,,N,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
MINNESOTA,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
DELAWARE,2015,5,,-,0,,1,,,-,,-,,-,0,,0,,4,,,N,"DELAWARE
(39.00883389200004, -75.57773597599999)",
TENNESSEE,2015,5,,-,0,,0,,,-,,-,5,,0,,0,,43,,,N,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
MISSOURI,2015,5,,-,0,,0,,,-,,-,7,,0,,0,,54,,,N,"MISSOURI
(38.63579147100006, -92.56629944499997)",
MASSACHUSETTS,2015,5,,-,2,,57,,,-,4,,,-,0,,0,,,-,,N,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
HAWAII,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,23,,,N,"HAWAII
(21.30485232600006, -157.85774798099996)",
ARIZONA,2015,5,,-,0,,0,,,-,,-,6,,0,,0,,51,,,N,"ARIZONA
(34.86597351900008, -111.76380664699997)",
LOUISIANA,2015,5,,-,0,,0,,,-,,-,3,,0,,0,,36,,,N,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
MISSISSIPPI,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,6,,,N,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
FLORIDA,2015,5,,-,0,,0,,,-,,-,70,,0,,0,,302,,,N,"FLORIDA
(28.932042722000062, -81.92895768899996)",
INDIANA,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,18,,,N,"INDIANA
(39.766913353000064, -86.14995646699998)",
NEBRASKA,2015,5,,-,0,,0,,,-,,-,10,,0,,0,,26,,,N,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
WISCONSIN,2015,5,,-,0,,4,,,-,,-,3,,0,,0,,56,,,N,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
NORTH CAROLINA,2015,5,,-,0,,0,,,-,,-,20,,0,,0,,108,,,N,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
SOUTH DAKOTA,2015,5,,-,0,,1,,,-,,-,,-,0,,0,,4,,,N,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
ALABAMA,2015,5,,-,0,,1,,,-,,-,,-,0,,0,,4,,,N,"ALABAMA
(32.84057234800002, -86.63185738799996)",
OREGON,2015,5,,-,0,,1,,,-,,-,8,,0,,0,,60,,,N,"OREGON
(44.56745049300008, -120.15502935599994)",
NEVADA,2015,5,,-,0,,0,,,-,,-,1,,0,,0,,3,,,N,"NEVADA
(39.49324221300003, -117.07183885899997)",
OKLAHOMA,2015,5,,-,0,,0,,,-,,-,10,,0,,0,,21,,,N,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
NEW MEXICO,2015,5,,-,0,,0,,,-,,-,2,,0,,0,,11,,,N,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
MARYLAND,2015,5,,-,0,,1,,1,,,-,3,,0,,0,,56,,,N,"MARYLAND
(39.290582950000044, -76.60925984299996)",
NEW JERSEY,2015,5,,-,1,,24,,,-,1,,,-,0,,0,,,-,,N,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
WEST VIRGINIA,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,11,,,N,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
OHIO,2015,5,,-,0,,0,,,-,,-,22,,0,,0,,98,,,N,"OHIO
(40.060212455000055, -82.40425667899996)",
PENNSYLVANIA,2015,5,,-,0,,0,,,-,,-,15,,0,,0,,106,,,N,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
VERMONT,2015,5,,-,0,,1,,,-,,-,,-,0,,0,,7,,,N,"VERMONT
(43.62538389600007, -72.51763667599994)",
GUAM,2015,5,,-,,-,,-,,-,,-,,-,,-,,-,,-,,N,"GUAM
(13.480998894000038, 144.73149801400007)",
NEW HAMPSHIRE,2015,5,,-,0,,6,,,-,1,,,-,0,,0,,3,,,N,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
SOUTH CAROLINA,2015,5,,-,0,,2,,,-,,-,2,,0,,0,,19,,,N,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
WASHINGTON,2015,5,,-,0,,0,,,-,,-,14,,0,,0,,40,,,N,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
PUERTO RICO,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
COLORADO,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,"COLORADO
(38.84384342200008, -106.13360911499996)",
VIRGINIA,2015,5,,-,0,,0,,,-,,-,8,,0,,0,,57,,,N,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
UTAH,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,10,,,N,"UTAH
(39.36070123200005, -111.58712831499997)",
NORTH DAKOTA,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
ARKANSAS,2015,5,,-,0,,0,,,-,,-,2,,0,,0,,14,,,N,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
MICHIGAN,2015,5,,-,0,,1,,,-,,-,2,,0,,0,,50,,,N,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
GEORGIA,2015,5,,-,0,,0,,,-,,-,7,,0,,0,,36,,,N,"GEORGIA
(32.839683200000024, -83.62757885599996)",
KENTUCKY,2015,5,,-,0,,0,,,-,,-,10,,0,,0,,52,,,N,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
UNITED STATES,2015,6,1,,11,,161,,6,,9,,283,,0,,0,,2524,,,N,,
NEW ENGLAND,2015,6,,-,6,,92,,,-,8,,2,,0,,0,,67,,,N,,
MID. ATLANTIC,2015,6,1,,5,,71,,5,,1,,46,,0,,0,,272,,,N,,
E.N. CENTRAL,2015,6,,-,0,,4,,,-,,-,22,,0,,0,,271,,,N,,
CONNECTICUT,2015,6,,-,1,,28,,,-,1,,,-,0,,0,,40,,,N,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
MASSACHUSETTS,2015,6,,-,2,,57,,,-,5,,,-,0,,0,,,-,,N,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
NEW JERSEY,2015,6,,-,1,,24,,,-,1,,,-,0,,0,,,-,,N,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
NEW HAMPSHIRE,2015,6,,-,0,,6,,,-,1,,,-,0,,0,,4,,,N,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
NEW YORK CITY,2015,6,,-,0,,9,,1,,,-,23,,0,,0,,133,,,N,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
RHODE ISLAND,2015,6,,-,1,,18,,,-,,-,,-,0,,0,,1,,,N,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
ILLINOIS,2015,6,,-,0,,1,,,-,,-,,-,0,,0,,,-,,N,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
PENNSYLVANIA,2015,6,,-,0,,0,,,-,,-,23,,0,,0,,139,,,N,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
NEW YORK,2015,6,1,,3,,56,,4,,,-,,-,0,,0,,,-,,N,"NEW YORK
(42.82700376100007, -75.54396609999998)",
INDIANA,2015,6,,-,0,,0,,,-,,-,,-,0,,0,,22,,,N,"INDIANA
(39.766913353000064, -86.14995646699998)",
VERMONT,2015,6,,-,0,,1,,,-,,-,2,,0,,0,,9,,,N,"VERMONT
(43.62538389600007, -72.51763667599994)",
MAINE,2015,6,,-,0,,5,,,-,1,,,-,0,,0,,13,,,N,"MAINE
(45.25422910300006, -68.98502586699993)",
W.N. CENTRAL,2015,6,,-,0,,1,,,-,,-,14,,0,,0,,153,,,N,,
S. ATLANTIC,2015,6,,-,0,,2,,1,,,-,111,,0,,0,,729,,,N,,
DIST. OF COL.,2015,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,"DIST. OF COL.
",
E.S. CENTRAL,2015,6,,-,0,,1,,,-,,-,10,,0,,0,,120,,,N,,
W.S. CENTRAL,2015,6,,-,0,,1,,,-,,-,37,,0,,0,,229,,,N,,
MOUNTAIN,2015,6,,-,0,,0,,,-,,-,1,,0,,0,,149,,,N,,
PACIFIC,2015,6,,-,0,,2,,,-,,-,40,,0,,0,,534,,,N,,
AMER. SAMOA,2015,6,,-,,-,,-,,-,,-,,-,,-,,-,,-,,N,"AMER. SAMOA
",
C.N.M.I.,2015,6,,-,,-,,-,,-,,-,,-,,-,,-,,-,,N,"C.N.M.I.
",
VIRGIN ISL.,2015,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,"VIRGIN ISL.
",
MISSISSIPPI,2015,6,,-,0,,0,,,-,,-,,-,0,,0,,6,,,N,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
FLORIDA,2015,6,,-,0,,0,,,-,,-,62,,0,,0,,364,,,N,"FLORIDA
(28.932042722000062, -81.92895768899996)",
MINNESOTA,2015,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
MONTANA,2015,6,,-,0,,0,,,-,,-,1,,0,,0,,16,,,N,"MONTANA
(47.06652795700006, -109.42441587999997)",
WISCONSIN,2015,6,,-,0,,4,,,-,,-,7,,0,,0,,72,,,N,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
OKLAHOMA,2015,6,,-,0,,0,,,-,,-,2,,0,,0,,23,,,N,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
ALASKA,2015,6,,-,0,,0,,,-,,-,3,,0,,0,,10,,,N,"ALASKA
(64.84507799500005, -147.72205958799998)",
OHIO,2015,6,,-,0,,0,,,-,,-,10,,0,,0,,108,,,N,"OHIO
(40.060212455000055, -82.40425667899996)",
WASHINGTON,2015,6,,-,0,,0,,,-,,-,25,,0,,0,,64,,,N,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
NEVADA,2015,6,,-,0,,0,,,-,,-,,-,0,,0,,3,,,N,"NEVADA
(39.49324221300003, -117.07183885899997)",
GUAM,2015,6,,-,,-,,-,,-,,-,,-,,-,,-,,-,,N,"GUAM
(13.480998894000038, 144.73149801400007)",
MICHIGAN,2015,6,,-,0,,1,,,-,,-,5,,0,,0,,69,,,N,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
NORTH CAROLINA,2015,6,,-,0,,0,,,-,,-,17,,0,,0,,130,,,N,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
LOUISIANA,2015,6,,-,0,,0,,,-,,-,3,,0,,0,,39,,,N,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
MISSOURI,2015,6,,-,0,,0,,,-,,-,5,,0,,0,,65,,,N,"MISSOURI
(38.63579147100006, -92.56629944499997)",
NEBRASKA,2015,6,,-,0,,0,,,-,,-,5,,0,,0,,32,,,N,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
IDAHO,2015,6,,-,0,,0,,,-,,-,,-,0,,0,,26,,,N,"IDAHO
(43.68263174800006, -114.36372693399994)",
UTAH,2015,6,,-,0,,0,,,-,,-,,-,0,,0,,12,,,N,"UTAH
(39.36070123200005, -111.58712831499997)",
GEORGIA,2015,6,,-,0,,0,,,-,,-,5,,0,,0,,44,,,N,"GEORGIA
(32.839683200000024, -83.62757885599996)",
CALIFORNIA,2015,6,,-,0,,1,,,-,,-,,-,0,,0,,352,,,N,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
ARKANSAS,2015,6,,-,0,,0,,,-,,-,4,,0,,0,,18,,,N,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
TENNESSEE,2015,6,,-,0,,0,,,-,,-,8,,0,,0,,53,,,N,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
COLORADO,2015,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,"COLORADO
(38.84384342200008, -106.13360911499996)",
TEXAS,2015,6,,-,0,,1,,,-,,-,28,,0,,0,,149,,,N,"TEXAS
(31.827240467000024, -99.42676785299994)",
OREGON,2015,6,,-,0,,1,,,-,,-,9,,0,,0,,76,,,N,"OREGON
(44.56745049300008, -120.15502935599994)",
VIRGINIA,2015,6,,-,0,,0,,,-,,-,13,,0,,0,,80,,,N,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
IOWA,2015,6,,-,0,,0,,,-,,-,4,,0,,0,,41,,,N,"IOWA
(42.469401411000035, -93.81648725599996)",
MARYLAND,2015,6,,-,0,,1,,1,,,-,11,,0,,0,,69,,,N,"MARYLAND
(39.290582950000044, -76.60925984299996)",
KANSAS,2015,6,,-,0,,0,,,-,,-,,-,0,,0,,11,,,N,"KANSAS
(38.347742794000055, -98.20077822999997)",
HAWAII,2015,6,,-,0,,0,,,-,,-,3,,0,,0,,32,,,N,"HAWAII
(21.30485232600006, -157.85774798099996)",
ARIZONA,2015,6,,-,0,,0,,,-,,-,,-,0,,0,,77,,,N,"ARIZONA
(34.86597351900008, -111.76380664699997)",
NEW MEXICO,2015,6,,-,0,,0,,,-,,-,,-,0,,0,,15,,,N,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
NORTH DAKOTA,2015,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
DELAWARE,2015,6,,-,0,,1,,,-,,-,1,,0,,0,,6,,,N,"DELAWARE
(39.00883389200004, -75.57773597599999)",
KENTUCKY,2015,6,,-,0,,0,,,-,,-,2,,0,,0,,56,,,N,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
ALABAMA,2015,6,,-,0,,1,,,-,,-,,-,0,,0,,5,,,N,"ALABAMA
(32.84057234800002, -86.63185738799996)",
WYOMING,2015,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,"WYOMING
(43.23554100600006, -108.10982701399996)",
