Reporting Area,MMWR Year,MMWR Week,"Rubella, Current week","Rubella, Current week, flag","Rubella, Previous 52 weeks Med","Rubella, Previous 52 weeks Med, flag","Rubella, Previous 52 weeks Max","Rubella, Previous 52 weeks Max, flag","Rubella, Cum 2015","Rubella, Cum 2015, flag","Rubella, Cum 2014","Rubella, Cum 2014, flag","Rubella, congenital syndrome, Current week","Rubella, congenital syndrome, Current week, flag","Rubella, congenital syndrome, Previous 52 weeks Med","Rubella, congenital syndrome, Previous 52 weeks Med, flag","Rubella, congenital syndrome, Previous 52 weeks Max","Rubella, congenital syndrome, Previous 52 weeks Max, flag","Rubella, congenital syndrome, Cum 2015","Rubella, congenital syndrome, Cum 2015, flag","Rubella, congenital syndrome, Cum 2014","Rubella, congenital syndrome, Cum 2014, flag","Salmonellosis, Current week","Salmonellosis, Current week, flag","Salmonellosis, Previous 52 weeks Med","Salmonellosis, Previous 52 weeks Med, flag","Salmonellosis, Previous 52 weeks Max","Salmonellosis, Previous 52 weeks Max, flag","Salmonellosis, Cum 2015","Salmonellosis, Cum 2015, flag","Salmonellosis, Cum 2014","Salmonellosis, Cum 2014, flag",Location 1,Location 2
OKLAHOMA,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,10,,13,,53,,92,,107,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
INDIANA,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,12,,40,,98,,144,,"INDIANA
(39.766913353000064, -86.14995646699998)",
WYOMING,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,6,,13,,15,,"WYOMING
(43.23554100600006, -108.10982701399996)",
MISSISSIPPI,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,12,,59,,95,,114,,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
NEW HAMPSHIRE,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,2,,8,,26,,41,,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
SOUTH DAKOTA,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,12,,48,,36,,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
NEW YORK CITY,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,20,,17,,35,,206,,201,,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
HAWAII,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,5,,15,,53,,76,,"HAWAII
(21.30485232600006, -157.85774798099996)",
NEBRASKA,2015,16,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,5,,5,,13,,68,,30,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
MICHIGAN,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,18,,56,,179,,183,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
ALABAMA,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,19,,54,,43,,203,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
TEXAS,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,46,,98,,224,,810,,568,,"TEXAS
(31.827240467000024, -99.42676785299994)",
NORTH CAROLINA,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,26,,24,,190,,319,,400,,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
GUAM,2015,16,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
UNITED STATES,2015,17,,-,0,,1,,2,,2,,,-,0,,0,,,-,1,,366,,875,,1586,,8344,,8910,,,
NEW ENGLAND,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,9,,40,,87,,384,,421,,,
MID. ATLANTIC,2015,17,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,52,,68,,187,,798,,954,,,
E.N. CENTRAL,2015,17,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,28,,96,,203,,931,,1183,,,
W.N. CENTRAL,2015,17,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,4,,42,,79,,481,,401,,,
S. ATLANTIC,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,137,,236,,561,,2357,,2416,,,
DIST. OF COL.,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,5,,,-,15,,"DIST. OF COL.
",
E.S. CENTRAL,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,10,,56,,155,,413,,626,,,
W.S. CENTRAL,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,76,,162,,280,,1225,,973,,,
MOUNTAIN,2015,17,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,16,,58,,94,,651,,660,,,
PACIFIC,2015,17,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,34,,105,,187,,1104,,1276,,,
AMER. SAMOA,2015,17,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,17,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
MASSACHUSETTS,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,22,,53,,203,,205,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
MAINE,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,6,,25,,28,,"MAINE
(45.25422910300006, -68.98502586699993)",
CONNECTICUT,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,23,,93,,97,,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
NEVADA,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,8,,42,,28,,"NEVADA
(39.49324221300003, -117.07183885899997)",
NEW HAMPSHIRE,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,2,,8,,28,,44,,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
CALIFORNIA,2015,17,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,14,,80,,133,,798,,992,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
WASHINGTON,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,18,,14,,64,,139,,93,,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
SOUTH CAROLINA,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,18,,21,,77,,194,,163,,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
MISSOURI,2015,17,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,16,,36,,86,,130,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
OKLAHOMA,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,10,,13,,53,,102,,117,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
VERMONT,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,1,,7,,18,,25,,"VERMONT
(43.62538389600007, -72.51763667599994)",
PENNSYLVANIA,2015,17,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,13,,25,,69,,223,,262,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
MICHIGAN,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,17,,56,,195,,207,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
OHIO,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,26,,23,,46,,298,,268,,"OHIO
(40.060212455000055, -82.40425667899996)",
TEXAS,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,27,,98,,225,,843,,621,,"TEXAS
(31.827240467000024, -99.42676785299994)",
INDIANA,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,12,,40,,105,,155,,"INDIANA
(39.766913353000064, -86.14995646699998)",
RHODE ISLAND,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,6,,2,,12,,17,,22,,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
ALABAMA,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,18,,54,,66,,226,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
PUERTO RICO,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,15,,34,,89,,170,,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
ILLINOIS,2015,17,,-,0,,1,,,-,,-,,-,0,,0,,,-,1,,,-,27,,61,,309,,346,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
WYOMING,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,1,,6,,18,,18,,"WYOMING
(43.23554100600006, -108.10982701399996)",
KANSAS,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,8,,21,,95,,71,,"KANSAS
(38.347742794000055, -98.20077822999997)",
MISSISSIPPI,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,12,,59,,98,,120,,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
WEST VIRGINIA,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,3,,12,,40,,39,,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
WISCONSIN,2015,17,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,14,,67,,24,,207,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
GEORGIA,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,13,,35,,93,,328,,306,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
NORTH CAROLINA,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,5,,27,,190,,327,,420,,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
TENNESSEE,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,10,,16,,54,,153,,168,,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
VIRGINIA,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,15,,20,,58,,193,,159,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
COLORADO,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,10,,26,,48,,154,,"COLORADO
(38.84384342200008, -106.13360911499996)",
MONTANA,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,29,,60,,34,,"MONTANA
(47.06652795700006, -109.42441587999997)",
DELAWARE,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,15,,18,,22,,"DELAWARE
(39.00883389200004, -75.57773597599999)",
KENTUCKY,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,10,,27,,96,,112,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
UTAH,2015,17,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,6,,17,,92,,110,,"UTAH
(39.36070123200005, -111.58712831499997)",
LOUISIANA,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,25,,21,,50,,181,,169,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
ARKANSAS,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,14,,12,,29,,99,,66,,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
FLORIDA,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,76,,104,,226,,1075,,1111,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
ARIZONA,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,11,,19,,41,,244,,214,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
IDAHO,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,3,,31,,85,,39,,"IDAHO
(43.68263174800006, -114.36372693399994)",
IOWA,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,11,,23,,167,,108,,"IOWA
(42.469401411000035, -93.81648725599996)",
MARYLAND,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,9,,14,,50,,182,,181,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
HAWAII,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,5,,15,,53,,81,,"HAWAII
(21.30485232600006, -157.85774798099996)",
ALASKA,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,5,,16,,21,,"ALASKA
(64.84507799500005, -147.72205958799998)",
NEW MEXICO,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,6,,16,,62,,63,,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
SOUTH DAKOTA,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,12,,48,,40,,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
NEW JERSEY,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,11,,50,,67,,235,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
NORTH DAKOTA,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,8,,14,,20,,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
NEW YORK,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,23,,23,,57,,286,,243,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
MINNESOTA,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
GUAM,2015,17,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
NEBRASKA,2015,17,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,2,,5,,13,,71,,32,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
OREGON,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,8,,17,,98,,89,,"OREGON
(44.56745049300008, -120.15502935599994)",
NEW YORK CITY,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,16,,17,,35,,222,,214,,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
UNITED STATES,2015,18,,-,0,,1,,2,,2,,,-,0,,0,,,-,1,,393,,887,,1588,,9043,,9650,,,
NEW ENGLAND,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,40,,87,,444,,455,,,
MID. ATLANTIC,2015,18,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,46,,75,,187,,860,,1048,,,
E.N. CENTRAL,2015,18,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,29,,96,,203,,1018,,1277,,,
W.N. CENTRAL,2015,18,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,6,,42,,79,,502,,436,,,
S. ATLANTIC,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,199,,235,,560,,2577,,2584,,,
DIST. OF COL.,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,5,,,-,15,,"DIST. OF COL.
",
E.S. CENTRAL,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,8,,55,,155,,489,,690,,,
W.S. CENTRAL,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,41,,162,,280,,1269,,1058,,,
MOUNTAIN,2015,18,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,35,,61,,94,,741,,716,,,
PACIFIC,2015,18,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,27,,103,,187,,1143,,1386,,,
AMER. SAMOA,2015,18,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,18,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
WYOMING,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,6,,18,,21,,"WYOMING
(43.23554100600006, -108.10982701399996)",
INDIANA,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,12,,40,,117,,167,,"INDIANA
(39.766913353000064, -86.14995646699998)",
AMER. SAMOA,2015,23,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
COLORADO,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,10,,26,,48,,159,,"COLORADO
(38.84384342200008, -106.13360911499996)",
TEXAS,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,98,,225,,844,,673,,"TEXAS
(31.827240467000024, -99.42676785299994)",
MICHIGAN,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,7,,17,,56,,214,,224,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
KENTUCKY,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,10,,27,,96,,128,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
WEST VIRGINIA,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,12,,40,,43,,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
NORTH DAKOTA,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,8,,14,,22,,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
GEORGIA,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,18,,35,,93,,350,,330,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
NEW MEXICO,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,6,,16,,69,,68,,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
MONTANA,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,3,,35,,70,,38,,"MONTANA
(47.06652795700006, -109.42441587999997)",
ALASKA,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,5,,16,,22,,"ALASKA
(64.84507799500005, -147.72205958799998)",
MARYLAND,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,9,,14,,50,,191,,189,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
IOWA,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,11,,23,,177,,113,,"IOWA
(42.469401411000035, -93.81648725599996)",
SOUTH CAROLINA,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,6,,23,,77,,206,,182,,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
NEVADA,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,8,,45,,33,,"NEVADA
(39.49324221300003, -117.07183885899997)",
PENNSYLVANIA,2015,18,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,11,,25,,69,,249,,285,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
LOUISIANA,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,17,,21,,50,,200,,181,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
FLORIDA,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,125,,103,,225,,1201,,1197,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
OKLAHOMA,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,12,,13,,53,,114,,131,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
ARIZONA,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,29,,20,,41,,299,,228,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
VERMONT,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,1,,7,,20,,29,,"VERMONT
(43.62538389600007, -72.51763667599994)",
HAWAII,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,5,,15,,64,,87,,"HAWAII
(21.30485232600006, -157.85774798099996)",
MISSOURI,2015,18,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,16,,36,,86,,143,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
ILLINOIS,2015,18,,-,0,,1,,,-,,-,,-,0,,0,,,-,1,,,-,27,,61,,336,,367,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
NEBRASKA,2015,18,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,4,,5,,13,,75,,35,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
CONNECTICUT,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,23,,120,,106,,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
NEW HAMPSHIRE,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,8,,28,,47,,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
OREGON,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,8,,17,,105,,94,,"OREGON
(44.56745049300008, -120.15502935599994)",
MINNESOTA,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
MISSISSIPPI,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,12,,59,,103,,126,,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
RHODE ISLAND,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,12,,17,,23,,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
NEW JERSEY,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,17,,50,,71,,263,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
TENNESSEE,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,8,,15,,54,,164,,192,,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
MAINE,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,2,,6,,26,,31,,"MAINE
(45.25422910300006, -68.98502586699993)",
SOUTH DAKOTA,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,12,,50,,46,,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
WASHINGTON,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,15,,14,,64,,152,,107,,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
MASSACHUSETTS,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,22,,53,,233,,219,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
PUERTO RICO,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,15,,34,,89,,187,,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
KANSAS,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,8,,21,,100,,77,,"KANSAS
(38.347742794000055, -98.20077822999997)",
WISCONSIN,2015,18,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,12,,67,,31,,222,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
CALIFORNIA,2015,18,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,9,,78,,133,,806,,1076,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
NEW YORK CITY,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,12,,17,,35,,233,,237,,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
ARKANSAS,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,12,,13,,29,,111,,73,,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
GUAM,2015,18,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
VIRGINIA,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,15,,20,,58,,213,,176,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
OHIO,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,22,,23,,46,,320,,297,,"OHIO
(40.060212455000055, -82.40425667899996)",
NEW YORK,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,23,,23,,58,,307,,263,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
UTAH,2015,18,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,1,,7,,15,,104,,127,,"UTAH
(39.36070123200005, -111.58712831499997)",
IDAHO,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,3,,31,,88,,42,,"IDAHO
(43.68263174800006, -114.36372693399994)",
DELAWARE,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,2,,15,,22,,22,,"DELAWARE
(39.00883389200004, -75.57773597599999)",
NORTH CAROLINA,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,25,,27,,190,,354,,430,,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
ALABAMA,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,18,,54,,126,,244,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
UNITED STATES,2015,19,,-,0,,1,,2,,2,,,-,0,,0,,,-,1,,476,,901,,1613,,10101,,10678,,,
NEW ENGLAND,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,9,,42,,87,,515,,513,,,
MID. ATLANTIC,2015,19,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,51,,87,,184,,922,,1179,,,
E.N. CENTRAL,2015,19,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,33,,94,,203,,1120,,1373,,,
W.N. CENTRAL,2015,19,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,12,,53,,109,,533,,684,,,
S. ATLANTIC,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,185,,235,,560,,2804,,2758,,,
DIST. OF COL.,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,5,,,-,16,,"DIST. OF COL.
",
E.S. CENTRAL,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,17,,55,,154,,624,,738,,,
W.S. CENTRAL,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,102,,162,,279,,1503,,1159,,,
MOUNTAIN,2015,19,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,14,,60,,94,,780,,775,,,
PACIFIC,2015,19,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,53,,105,,184,,1300,,1499,,,
AMER. SAMOA,2015,19,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,19,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
NEW MEXICO,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,6,,16,,74,,69,,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
