Reporting Area,MMWR Year,MMWR Week,"Spotted Fever Rickettsiosis (including RMSF)†, Confirmed, Current week","Spotted Fever Rickettsiosis (including RMSF)†, Confirmed, Current week, flag","Spotted Fever Rickettsiosis (including RMSF)†, Confirmed, Previous 52 weeks Med","Spotted Fever Rickettsiosis (including RMSF)†, Confirmed, Previous 52 weeks Med, flag","Spotted Fever Rickettsiosis (including RMSF)†, Confirmed, Previous 52 weeks Max","Spotted Fever Rickettsiosis (including RMSF)†, Confirmed, Previous 52 weeks Max, flag","Spotted Fever Rickettsiosis (including RMSF)†, Confirmed, Cum 2014","Spotted Fever Rickettsiosis (including RMSF)†, Confirmed, Cum 2014, flag","Spotted Fever Rickettsiosis (including RMSF)†, Confirmed, Cum 2013","Spotted Fever Rickettsiosis (including RMSF)†, Confirmed, Cum 2013, flag","Spotted Fever Rickettsiosis (including RMSF)†, Probable, Current week","Spotted Fever Rickettsiosis (including RMSF)†, Probable, Current week, flag","Spotted Fever Rickettsiosis (including RMSF)†, Probable, Previous 52 weeks Med","Spotted Fever Rickettsiosis (including RMSF)†, Probable, Previous 52 weeks Med, flag","Spotted Fever Rickettsiosis (including RMSF)†, Probable, Previous 52 weeks Max","Spotted Fever Rickettsiosis (including RMSF)†, Probable, Previous 52 weeks Max, flag","Spotted Fever Rickettsiosis (including RMSF)†, Probable, Cum 2014","Spotted Fever Rickettsiosis (including RMSF)†, Probable, Cum 2014, flag","Spotted Fever Rickettsiosis (including RMSF)†, Probable, Cum 2013","Spotted Fever Rickettsiosis (including RMSF)†, Probable, Cum 2013, flag","Syphilis, primary and secondary, Current week","Syphilis, primary and secondary, Current week, flag","Syphilis, primary and secondary, Previous 52 weeks Med","Syphilis, primary and secondary, Previous 52 weeks Med, flag","Syphilis, primary and secondary, Previous 52 weeks Max","Syphilis, primary and secondary, Previous 52 weeks Max, flag","Syphilis, primary and secondary, Cum 2014","Syphilis, primary and secondary, Cum 2014, flag","Syphilis, primary and secondary, Cum 2013","Syphilis, primary and secondary, Cum 2013, flag",Location 1,Location 2
SOUTH DAKOTA,2014,3,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,3,,3,,2,,"SOUTH DAKOTA
(44.35313342000046, -100.37352811899967)",
IDAHO,2014,3,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,"IDAHO
(43.682630058000484, -114.3637261449997)",
VERMONT,2014,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,"VERMONT
(43.62538292400046, -72.51763944499965)",
NEW YORK,2014,3,1,,0,,1,,1,,,-,,-,0,,3,,,-,,-,4,,5,,26,,8,,4,,"NEW YORK
(42.82700023900048, -75.54396639699968)",
TEXAS,2014,3,,-,0,,1,,,-,,-,,-,1,,4,,,-,,-,,-,29,,40,,25,,95,,"TEXAS
(31.827243635000457, -99.4267664729997)",
ARKANSAS,2014,3,,-,0,,2,,,-,,-,,-,4,,28,,,-,,-,,-,3,,10,,5,,10,,"ARKANSAS
(34.748651751000466, -92.27448794899965)",
OHIO,2014,3,,-,0,,1,,,-,,-,1,,0,,2,,2,,1,,,-,8,,14,,7,,19,,"OHIO
(40.06021029700048, -82.40425685299965)",
INDIANA,2014,3,,-,0,,1,,,-,,-,,-,1,,4,,,-,3,,,-,4,,10,,1,,6,,"INDIANA
(39.76691364600049, -86.14995579899966)",
CONNECTICUT,2014,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,6,,1,,7,,"CONNECTICUT
(41.56266394200048, -72.64983753699966)",
MASSACHUSETTS,2014,3,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,7,,18,,6,,18,,"MASSACHUSETTS
(42.27687306500047, -72.08268985899963)",
OKLAHOMA,2014,3,,-,0,,4,,,-,,-,,-,0,,88,,,-,,-,,-,2,,8,,3,,4,,"OKLAHOMA
(35.472034350000456, -97.52106845499969)",
NEBRASKA,2014,3,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,,-,0,,3,,,-,2,,"NEBRASKA
(41.64104043900045, -99.36571864599966)",
WEST VIRGINIA,2014,3,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"WEST VIRGINIA
(38.665511497000466, -80.71263935099967)",
C.N.M.I.,2014,3,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
(39.52368635500045, -99.11415045099966)",
WYOMING,2014,3,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"WYOMING
(43.23554147100049, -108.10982744299969)",
NEW MEXICO,2014,3,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,1,,1,,4,,2,,3,,"NEW MEXICO
(34.52088247800049, -106.24057768899968)",
MINNESOTA,2014,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,8,,,-,9,,"MINNESOTA
(46.35564867700049, -94.79419697699967)",
WISCONSIN,2014,3,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,,-,1,,5,,1,,6,,"WISCONSIN
(44.3931903350005, -89.81636715299965)",
SOUTH CAROLINA,2014,3,,-,0,,1,,,-,,-,,-,1,,2,,,-,4,,6,,5,,13,,11,,8,,"SOUTH CAROLINA
(33.99882060100049, -81.04536765699964)",
KANSAS,2014,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,4,,,-,2,,"KANSAS
(38.34774033400049, -98.20077655499966)",
IOWA,2014,3,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,1,,6,,,-,6,,"IOWA
(42.469404401000475, -93.81648936699969)",
MAINE,2014,3,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"MAINE
(45.254228663000504, -68.98502952999962)",
MARYLAND,2014,3,,-,0,,1,,,-,,-,,-,0,,4,,,-,,-,,-,8,,16,,10,,12,,"MARYLAND
(39.2905806980005, -76.60925970899967)",
UTAH,2014,3,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,1,,1,,5,,1,,5,,"UTAH
(39.36070374600047, -111.5871285339997)",
AMER. SAMOA,2014,3,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,"AMER. SAMOA
(39.52368635500045, -99.11415045099966)",
COLORADO,2014,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,9,,1,,11,,"COLORADO
(38.84384047000049, -106.13360888799969)",
DELAWARE,2014,3,,-,0,,0,,,-,,-,,-,0,,2,,2,,,-,2,,0,,9,,3,,2,,"DELAWARE
(39.00883351400046, -75.57773943699965)",
TENNESSEE,2014,3,,-,0,,2,,,-,,-,1,,7,,30,,1,,6,,1,,3,,8,,3,,12,,"TENNESSEE
(35.680943063000484, -85.77448642199965)",
VIRGIN ISL.,2014,3,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,"VIRGIN ISL.
(39.52368635500045, -99.11415045099966)",
ALABAMA,2014,3,,-,0,,1,,,-,,-,,-,3,,17,,3,,,-,,-,4,,8,,3,,5,,"ALABAMA
(32.84057327200048, -86.63185803899967)",
PENNSYLVANIA,2014,3,,-,0,,1,,,-,1,,,-,0,,3,,,-,2,,4,,9,,16,,17,,25,,"PENNSYLVANIA
(40.79373106100047, -77.86069775999965)",
NEW HAMPSHIRE,2014,3,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,3,,,-,2,,"NEW HAMPSHIRE
(43.6559537330005, -71.50035726399966)",
DIST. OF COL.,2014,3,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,3,,8,,,-,11,,"DIST. OF COL.
(39.52368635500045, -99.11415045099966)",
NEW YORK CITY,2014,3,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,2,,21,,35,,28,,57,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
PUERTO RICO,2014,3,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,9,,6,,30,,19,,16,,"PUERTO RICO
(26.649497232000442, -98.34556876399967)",
MISSISSIPPI,2014,3,,-,0,,1,,,-,,-,,-,0,,4,,,-,,-,,-,1,,11,,12,,7,,"MISSISSIPPI
(32.74551123200047, -89.53802764499966)",
MISSOURI,2014,3,,-,0,,1,,,-,,-,,-,3,,25,,,-,,-,,-,5,,10,,6,,11,,"MISSOURI
(38.63579372300046, -92.56629737199967)",
NEW JERSEY,2014,3,,-,0,,1,,,-,,-,,-,0,,4,,,-,2,,,-,4,,9,,,-,13,,"NEW JERSEY
(40.1305700530005, -74.27368565099965)",
ARIZONA,2014,3,,-,0,,3,,,-,,-,,-,0,,4,,,-,1,,,-,5,,12,,1,,5,,"ARIZONA
(34.865973091000455, -111.76380949799972)",
CALIFORNIA,2014,3,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,18,,65,,94,,69,,172,,"CALIFORNIA
(37.638640488000476, -120.99999889499969)",
GEORGIA,2014,3,,-,1,,5,,,-,3,,,-,0,,0,,,-,,-,22,,15,,47,,46,,34,,"GEORGIA
(32.83968004200045, -83.62757601199968)",
NORTH DAKOTA,2014,3,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,"NORTH DAKOTA
(47.47531738700047, -100.11842599699969)",
NORTH CAROLINA,2014,3,,-,0,,2,,,-,,-,,-,1,,47,,,-,,-,,-,7,,31,,13,,3,,"NORTH CAROLINA
(35.46622388600048, -79.15924924699965)",
LOUISIANA,2014,3,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,2,,7,,18,,3,,20,,"LOUISIANA
(31.312662564000448, -92.44567554599968)",
UNITED STATES,2014,4,1,,3,,10,,5,,5,,,-,35,,173,,15,,25,,51,,318,,464,,556,,1079,,,
NEW ENGLAND,2014,4,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,,-,8,,19,,7,,40,,,
MID. ATLANTIC,2014,4,,-,0,,1,,1,,1,,,-,1,,6,,,-,5,,11,,40,,58,,74,,132,,,
E.N. CENTRAL,2014,4,,-,0,,2,,,-,,-,,-,2,,14,,2,,5,,,-,35,,56,,20,,129,,,
W.N. CENTRAL,2014,4,1,,0,,1,,1,,,-,,-,3,,26,,2,,,-,2,,12,,25,,16,,39,,,
S. ATLANTIC,2014,4,,-,2,,7,,3,,4,,,-,7,,55,,4,,6,,25,,75,,151,,185,,198,,,
E.S. CENTRAL,2014,4,,-,0,,3,,,-,,-,,-,11,,49,,7,,8,,1,,11,,18,,27,,33,,,
W.S. CENTRAL,2014,4,,-,0,,4,,,-,,-,,-,7,,104,,,-,,-,,-,40,,65,,66,,176,,,
MOUNTAIN,2014,4,,-,0,,3,,,-,,-,,-,1,,4,,,-,1,,2,,15,,26,,35,,44,,,
PACIFIC,2014,4,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,10,,77,,110,,126,,288,,,
CALIFORNIA,2014,4,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,10,,65,,94,,108,,239,,"CALIFORNIA
(37.638640488000476, -120.99999889499969)",
PENNSYLVANIA,2014,4,,-,0,,1,,,-,1,,,-,0,,3,,,-,2,,5,,9,,16,,22,,31,,"PENNSYLVANIA
(40.79373106100047, -77.86069775999965)",
MAINE,2014,4,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"MAINE
(45.254228663000504, -68.98502952999962)",
NORTH DAKOTA,2014,4,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,"NORTH DAKOTA
(47.47531738700047, -100.11842599699969)",
AMER. SAMOA,2014,4,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,"AMER. SAMOA
(39.52368635500045, -99.11415045099966)",
MISSISSIPPI,2014,4,,-,0,,1,,,-,,-,,-,0,,4,,,-,,-,,-,1,,11,,12,,7,,"MISSISSIPPI
(32.74551123200047, -89.53802764499966)",
UTAH,2014,4,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,1,,5,,1,,6,,"UTAH
(39.36070374600047, -111.5871285339997)",
KENTUCKY,2014,4,,-,0,,1,,,-,,-,,-,1,,6,,3,,2,,1,,2,,8,,8,,3,,"KENTUCKY
(37.645973909000475, -84.77496612599964)",
ARKANSAS,2014,4,,-,0,,2,,,-,,-,,-,4,,28,,,-,,-,,-,3,,10,,5,,11,,"ARKANSAS
(34.748651751000466, -92.27448794899965)",
IDAHO,2014,4,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,"IDAHO
(43.682630058000484, -114.3637261449997)",
NEW JERSEY,2014,4,,-,0,,1,,,-,,-,,-,0,,4,,,-,3,,,-,4,,9,,1,,20,,"NEW JERSEY
(40.1305700530005, -74.27368565099965)",
HAWAII,2014,4,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,3,,,-,3,,"HAWAII
(21.30485166200043, -157.85774691599974)",
NEW MEXICO,2014,4,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,1,,4,,2,,3,,"NEW MEXICO
(34.52088247800049, -106.24057768899968)",
VIRGIN ISL.,2014,4,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,"VIRGIN ISL.
(39.52368635500045, -99.11415045099966)",
COLORADO,2014,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,9,,2,,16,,"COLORADO
(38.84384047000049, -106.13360888799969)",
TENNESSEE,2014,4,,-,0,,2,,,-,,-,,-,7,,30,,1,,6,,,-,3,,8,,3,,16,,"TENNESSEE
(35.680943063000484, -85.77448642199965)",
MINNESOTA,2014,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,8,,,-,10,,"MINNESOTA
(46.35564867700049, -94.79419697699967)",
GUAM,2014,4,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,"GUAM
(13.355173397000442, 144.70297250000056)",
WASHINGTON,2014,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,5,,14,,12,,18,,"WASHINGTON
(47.522287905000496, -120.47002746299972)",
ILLINOIS,2014,4,,-,0,,1,,,-,,-,,-,1,,8,,,-,1,,,-,11,,28,,3,,61,,"ILLINOIS
(40.48501278700047, -88.99770813999965)",
ARIZONA,2014,4,,-,0,,3,,,-,,-,,-,0,,4,,,-,1,,,-,5,,12,,4,,10,,"ARIZONA
(34.865973091000455, -111.76380949799972)",
NEBRASKA,2014,4,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,2,,1,,3,,3,,4,,"NEBRASKA
(41.64104043900045, -99.36571864599966)",
NEW YORK,2014,4,,-,0,,1,,1,,,-,,-,0,,3,,,-,,-,5,,5,,30,,13,,6,,"NEW YORK
(42.82700023900048, -75.54396639699968)",
VIRGINIA,2014,4,,-,0,,1,,,-,,-,,-,1,,12,,,-,,-,2,,5,,17,,7,,6,,"VIRGINIA
(37.54268075100049, -78.45788924199968)",
SOUTH DAKOTA,2014,4,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,3,,3,,2,,"SOUTH DAKOTA
(44.35313342000046, -100.37352811899967)",
GEORGIA,2014,4,,-,1,,7,,3,,3,,,-,0,,0,,,-,,-,13,,15,,49,,59,,30,,"GEORGIA
(32.83968004200045, -83.62757601199968)",
CONNECTICUT,2014,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,6,,1,,7,,"CONNECTICUT
(41.56266394200048, -72.64983753699966)",
RHODE ISLAND,2014,4,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,0,,4,,,-,,-,"RHODE ISLAND
(41.70828281900049, -71.52246918099962)",
DELAWARE,2014,4,,-,0,,0,,,-,,-,,-,0,,2,,2,,1,,,-,0,,9,,3,,2,,"DELAWARE
(39.00883351400046, -75.57773943699965)",
PUERTO RICO,2014,4,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,5,,7,,30,,24,,18,,"PUERTO RICO
(26.649497232000442, -98.34556876399967)",
VERMONT,2014,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,"VERMONT
(43.62538292400046, -72.51763944499965)",
NEVADA,2014,4,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,2,,4,,14,,26,,8,,"NEVADA
(39.49324126500045, -117.07183978499972)",
WYOMING,2014,4,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"WYOMING
(43.23554147100049, -108.10982744299969)",
MICHIGAN,2014,4,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,8,,17,,2,,24,,"MICHIGAN
(44.66131575600048, -84.71438724399968)",
NEW YORK CITY,2014,4,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,1,,21,,35,,38,,75,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
OKLAHOMA,2014,4,,-,0,,4,,,-,,-,,-,0,,88,,,-,,-,,-,2,,8,,3,,7,,"OKLAHOMA
(35.472034350000456, -97.52106845499969)",
NEW HAMPSHIRE,2014,4,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,3,,,-,3,,"NEW HAMPSHIRE
(43.6559537330005, -71.50035726399966)",
ALASKA,2014,4,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,3,,1,,3,,"ALASKA
(64.84507923900048, -147.72205669099972)",
TEXAS,2014,4,,-,0,,1,,,-,,-,,-,1,,4,,,-,,-,,-,29,,41,,55,,130,,"TEXAS
(31.827243635000457, -99.4267664729997)",
MASSACHUSETTS,2014,4,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,7,,18,,6,,30,,"MASSACHUSETTS
(42.27687306500047, -72.08268985899963)",
MONTANA,2014,4,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,"MONTANA
(47.066526051000494, -109.42441687999968)",
NORTH CAROLINA,2014,4,,-,0,,2,,,-,,-,,-,1,,47,,,-,,-,8,,7,,31,,26,,4,,"NORTH CAROLINA
(35.46622388600048, -79.15924924699965)",
FLORIDA,2014,4,,-,0,,2,,,-,,-,,-,0,,4,,2,,,-,2,,27,,43,,69,,101,,"FLORIDA
(28.932042899000464, -81.92895558499964)",
LOUISIANA,2014,4,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,7,,18,,3,,28,,"LOUISIANA
(31.312662564000448, -92.44567554599968)",
INDIANA,2014,4,,-,0,,1,,,-,,-,,-,0,,4,,,-,3,,,-,4,,10,,4,,10,,"INDIANA
(39.76691364600049, -86.14995579899966)",
WISCONSIN,2014,4,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,,-,1,,5,,3,,8,,"WISCONSIN
(44.3931903350005, -89.81636715299965)",
DIST. OF COL.,2014,4,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,3,,8,,,-,18,,"DIST. OF COL.
(39.52368635500045, -99.11415045099966)",
WEST VIRGINIA,2014,4,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,,-,0,,1,,,-,1,,"WEST VIRGINIA
(38.665511497000466, -80.71263935099967)",
MISSOURI,2014,4,1,,0,,1,,1,,,-,,-,3,,25,,2,,,-,,-,4,,10,,9,,15,,"MISSOURI
(38.63579372300046, -92.56629737199967)",
MARYLAND,2014,4,,-,0,,1,,,-,,-,,-,0,,4,,,-,,-,,-,8,,16,,10,,23,,"MARYLAND
(39.2905806980005, -76.60925970899967)",
ALABAMA,2014,4,,-,0,,1,,,-,,-,,-,3,,17,,3,,,-,,-,4,,8,,4,,7,,"ALABAMA
(32.84057327200048, -86.63185803899967)",
OHIO,2014,4,,-,0,,1,,,-,,-,,-,0,,2,,2,,1,,,-,8,,14,,8,,26,,"OHIO
(40.06021029700048, -82.40425685299965)",
KANSAS,2014,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,4,,1,,2,,"KANSAS
(38.34774033400049, -98.20077655499966)",
OREGON,2014,4,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,5,,11,,5,,25,,"OREGON
(44.567446178000466, -120.15502977999972)",
SOUTH CAROLINA,2014,4,,-,0,,1,,,-,1,,,-,0,,2,,,-,5,,,-,5,,13,,11,,13,,"SOUTH CAROLINA
(33.99882060100049, -81.04536765699964)",
IOWA,2014,4,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,1,,6,,,-,6,,"IOWA
(42.469404401000475, -93.81648936699969)",
C.N.M.I.,2014,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
(39.52368635500045, -99.11415045099966)",
UNITED STATES,2014,5,,-,3,,10,,5,,10,,2,,38,,172,,23,,38,,84,,322,,464,,829,,1416,,,
NEW ENGLAND,2014,5,,-,0,,1,,,-,,-,,-,0,,2,,,-,1,,2,,8,,19,,17,,47,,,
MID. ATLANTIC,2014,5,,-,0,,1,,1,,1,,,-,1,,6,,,-,7,,8,,40,,58,,116,,184,,,
E.N. CENTRAL,2014,5,,-,0,,2,,,-,,-,,-,2,,14,,2,,5,,2,,34,,57,,47,,178,,,
W.N. CENTRAL,2014,5,,-,0,,1,,1,,,-,,-,3,,26,,2,,,-,,-,12,,25,,20,,52,,,
S. ATLANTIC,2014,5,,-,2,,7,,3,,9,,1,,7,,55,,9,,10,,43,,77,,151,,281,,255,,,
E.S. CENTRAL,2014,5,,-,0,,3,,,-,,-,1,,11,,49,,9,,9,,8,,11,,22,,46,,46,,,
W.S. CENTRAL,2014,5,,-,0,,4,,,-,,-,,-,7,,104,,1,,2,,,-,40,,65,,73,,216,,,
MOUNTAIN,2014,5,,-,0,,3,,,-,,-,,-,1,,4,,,-,4,,1,,15,,26,,41,,59,,,
PACIFIC,2014,5,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,20,,77,,110,,188,,379,,,
NEW MEXICO,2014,5,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,1,,5,,2,,7,,"NEW MEXICO
(34.52088247800049, -106.24057768899968)",
GEORGIA,2014,5,,-,1,,7,,3,,8,,,-,0,,0,,,-,,-,5,,15,,49,,64,,39,,"GEORGIA
(32.83968004200045, -83.62757601199968)",
VERMONT,2014,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,"VERMONT
(43.62538292400046, -72.51763944499965)",
SOUTH DAKOTA,2014,5,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,3,,3,,2,,"SOUTH DAKOTA
(44.35313342000046, -100.37352811899967)",
ARKANSAS,2014,5,,-,0,,2,,,-,,-,,-,4,,28,,1,,1,,,-,3,,10,,5,,11,,"ARKANSAS
(34.748651751000466, -92.27448794899965)",
ILLINOIS,2014,5,,-,0,,1,,,-,,-,,-,1,,8,,,-,1,,2,,11,,29,,9,,86,,"ILLINOIS
(40.48501278700047, -88.99770813999965)",
OKLAHOMA,2014,5,,-,0,,4,,,-,,-,,-,0,,88,,,-,,-,,-,2,,8,,6,,11,,"OKLAHOMA
(35.472034350000456, -97.52106845499969)",
NORTH CAROLINA,2014,5,,-,0,,2,,,-,,-,,-,1,,47,,,-,,-,5,,7,,31,,32,,4,,"NORTH CAROLINA
(35.46622388600048, -79.15924924699965)",
RHODE ISLAND,2014,5,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,0,,4,,,-,,-,"RHODE ISLAND
(41.70828281900049, -71.52246918099962)",
CONNECTICUT,2014,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,6,,4,,8,,"CONNECTICUT
(41.56266394200048, -72.64983753699966)",
NORTH DAKOTA,2014,5,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,"NORTH DAKOTA
(47.47531738700047, -100.11842599699969)",
ARIZONA,2014,5,,-,0,,3,,,-,,-,,-,0,,4,,,-,4,,,-,5,,12,,5,,17,,"ARIZONA
(34.865973091000455, -111.76380949799972)",
MISSOURI,2014,5,,-,0,,1,,1,,,-,,-,3,,25,,2,,,-,,-,4,,10,,11,,19,,"MISSOURI
(38.63579372300046, -92.56629737199967)",
ALASKA,2014,5,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,3,,2,,4,,"ALASKA
(64.84507923900048, -147.72205669099972)",
NEW HAMPSHIRE,2014,5,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,,-,0,,3,,,-,3,,"NEW HAMPSHIRE
(43.6559537330005, -71.50035726399966)",
MINNESOTA,2014,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,8,,,-,15,,"MINNESOTA
(46.35564867700049, -94.79419697699967)",
OREGON,2014,5,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,5,,11,,5,,36,,"OREGON
(44.567446178000466, -120.15502977999972)",
COLORADO,2014,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,3,,9,,6,,18,,"COLORADO
(38.84384047000049, -106.13360888799969)",
MONTANA,2014,5,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,"MONTANA
(47.066526051000494, -109.42441687999968)",
IDAHO,2014,5,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,"IDAHO
(43.682630058000484, -114.3637261449997)",
NEBRASKA,2014,5,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,,-,1,,3,,3,,7,,"NEBRASKA
(41.64104043900045, -99.36571864599966)",
KANSAS,2014,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,4,,2,,2,,"KANSAS
(38.34774033400049, -98.20077655499966)",
NEVADA,2014,5,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,4,,14,,26,,10,,"NEVADA
(39.49324126500045, -117.07183978499972)",
DELAWARE,2014,5,,-,0,,0,,,-,,-,,-,0,,2,,2,,1,,2,,0,,9,,5,,2,,"DELAWARE
(39.00883351400046, -75.57773943699965)",
WYOMING,2014,5,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"WYOMING
(43.23554147100049, -108.10982744299969)",
LOUISIANA,2014,5,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,6,,18,,7,,32,,"LOUISIANA
(31.312662564000448, -92.44567554599968)",
CALIFORNIA,2014,5,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,16,,65,,94,,164,,314,,"CALIFORNIA
(37.638640488000476, -120.99999889499969)",
PUERTO RICO,2014,5,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,7,,30,,24,,29,,"PUERTO RICO
(26.649497232000442, -98.34556876399967)",
DIST. OF COL.,2014,5,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,3,,8,,,-,21,,"DIST. OF COL.
(39.52368635500045, -99.11415045099966)",
MARYLAND,2014,5,,-,0,,1,,,-,,-,,-,0,,4,,,-,2,,6,,9,,16,,34,,30,,"MARYLAND
(39.2905806980005, -76.60925970899967)",
NEW YORK,2014,5,,-,0,,1,,1,,,-,,-,0,,3,,,-,,-,5,,5,,34,,18,,15,,"NEW YORK
(42.82700023900048, -75.54396639699968)",
TENNESSEE,2014,5,,-,0,,2,,,-,,-,1,,7,,30,,3,,6,,1,,3,,8,,4,,21,,"TENNESSEE
(35.680943063000484, -85.77448642199965)",
ALABAMA,2014,5,,-,0,,1,,,-,,-,,-,3,,17,,3,,1,,,-,4,,8,,4,,12,,"ALABAMA
(32.84057327200048, -86.63185803899967)",
