Reporting Area,MMWR Year,MMWR Week,"Rubella, Current week","Rubella, Current week, flag","Rubella, Previous 52 weeks Med","Rubella, Previous 52 weeks Med, flag","Rubella, Previous 52 weeks Max","Rubella, Previous 52 weeks Max, flag","Rubella, Cum 2016","Rubella, Cum 2016, flag","Rubella, Cum 2015","Rubella, Cum 2015, flag","Rubella, congenital syndrome, Current week","Rubella, congenital syndrome, Current week, flag","Rubella, congenital syndrome, Previous 52 weeks Med","Rubella, congenital syndrome, Previous 52 weeks Med, flag","Rubella, congenital syndrome, Previous 52 weeks Max","Rubella, congenital syndrome, Previous 52 weeks Max, flag","Rubella, congenital syndrome, Cum 2016","Rubella, congenital syndrome, Cum 2016, flag","Rubella, congenital syndrome, Cum 2015","Rubella, congenital syndrome, Cum 2015, flag","Salmonellosis, Current week","Salmonellosis, Current week, flag","Salmonellosis, Previous 52 weeks Med","Salmonellosis, Previous 52 weeks Med, flag","Salmonellosis, Previous 52 weeks Max","Salmonellosis, Previous 52 weeks Max, flag","Salmonellosis, Cum 2016","Salmonellosis, Cum 2016, flag","Salmonellosis, Cum 2015","Salmonellosis, Cum 2015, flag",Location 1,Location 2
NEW JERSEY,2016,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,18,,47,,2,,32,,"NEW JERSEY
(40.104655, -74.386686)",
NORTH DAKOTA,2016,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,8,,1,,6,,"NORTH DAKOTA
(47.475879, -100.121011)",
ALABAMA,2016,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,20,,44,,36,,31,,"ALABAMA
(32.839182, -86.631125)",
IOWA,2016,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,5,,12,,27,,28,,28,,"IOWA
(42.46942, -93.815856)",
ALASKA,2016,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,1,,7,,1,,5,,"ALASKA
(64.836661, -147.738891)",
NORTH CAROLINA,2016,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,25,,146,,,-,79,,"NORTH CAROLINA
(35.47995, -79.180571)",
WEST VIRGINIA,2016,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,11,,,-,9,,"WEST VIRGINIA
(38.668501, -80.709421)",
LOUISIANA,2016,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,24,,62,,,-,37,,"LOUISIANA
(31.2931, -92.463284)",
WASHINGTON,2016,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,15,,71,,5,,8,,"WASHINGTON
(47.517368, -120.467672)",
INDIANA,2016,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,12,,28,,,-,25,,"INDIANA
(39.76845, -86.156212)",
ILLINOIS,2016,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,34,,71,,3,,65,,"ILLINOIS
(40.477092, -88.993221)",
MINNESOTA,2016,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
OKLAHOMA,2016,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,11,,61,,14,,12,,"OKLAHOMA
(35.468494, -97.521264)",
VERMONT,2016,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,6,,1,,1,,"VERMONT
(43.622479, -72.51927)",
UTAH,2016,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,7,,30,,18,,18,,"UTAH
(39.359772, -111.584173)",
PUERTO RICO,2016,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,10,,22,,1,,38,,"PUERTO RICO
(18.215692, -66.414655)",
NEBRASKA,2016,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,6,,13,,10,,7,,"NEBRASKA
(41.640503, -99.367122)",
MICHIGAN,2016,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,16,,33,,16,,40,,"MICHIGAN
(44.66399, -84.711206)",
VIRGINIA,2016,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,8,,20,,54,,16,,35,,"VIRGINIA
(37.542699, -78.45822)",
PENNSYLVANIA,2016,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,7,,26,,71,,23,,46,,"PENNSYLVANIA
(40.789676, -77.858055)",
MASSACHUSETTS,2016,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,19,,50,,8,,43,,"MASSACHUSETTS
(42.268546, -72.085064)",
MISSOURI,2016,3,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,16,,,-,34,,"MISSOURI
(38.636168, -92.566292)",
HAWAII,2016,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,5,,12,,5,,8,,"HAWAII
(21.30992, -157.858158)",
TEXAS,2016,3,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,17,,100,,209,,73,,85,,"TEXAS
(31.827233, -99.423022)",
NEW YORK,2016,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,8,,26,,49,,32,,22,,"NEW YORK
(42.826892, -75.544286)",
SOUTH DAKOTA,2016,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,4,,11,,2,,6,,"SOUTH DAKOTA
(44.35371, -100.373709)",
MAINE,2016,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,8,,3,,5,,"MAINE
(45.252223, -68.986647)",
KANSAS,2016,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,9,,24,,7,,18,,"KANSAS
(38.345528, -98.201847)",
NEVADA,2016,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,5,,14,,1,,8,,"NEVADA
(39.491833, -117.070159)",
GEORGIA,2016,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,37,,98,,43,,87,,"GEORGIA
(32.836038, -83.631709)",
IDAHO,2016,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,7,,108,,13,,4,,"IDAHO
(43.680635, -114.364237)",
ARKANSAS,2016,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,5,,14,,34,,9,,6,,"ARKANSAS
(34.748745, -92.275105)",
TENNESSEE,2016,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,16,,35,,23,,27,,"TENNESSEE
(35.681402, -85.774444)",
OHIO,2016,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,22,,26,,48,,70,,60,,"OHIO
(40.056807, -82.405897)",
MARYLAND,2016,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,12,,16,,37,,30,,46,,"MARYLAND
(39.290443, -76.612333)",
GUAM,2016,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
UNITED STATES,2016,4,2,,0,,2,,2,,1,,,-,0,,1,,,-,,-,271,,948,,1638,,1468,,2153,,,
NEW ENGLAND,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,33,,87,,35,,85,,,
MID. ATLANTIC,2016,4,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,34,,85,,167,,128,,183,,,
NEW YORK CITY,2016,4,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,11,,16,,37,,43,,48,,"NEW YORK CITY
",
E.N. CENTRAL,2016,4,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,18,,100,,192,,125,,280,,,
W.N. CENTRAL,2016,4,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,8,,33,,59,,68,,131,,,
S. ATLANTIC,2016,4,2,,0,,1,,2,,,-,,-,0,,0,,,-,,-,95,,251,,486,,535,,665,,,
DIST. OF COL.,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,1,,"DIST. OF COL.
",
E.S. CENTRAL,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,10,,68,,137,,119,,136,,,
W.S. CENTRAL,2016,4,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,70,,158,,336,,201,,217,,,
MOUNTAIN,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,15,,59,,176,,107,,141,,,
PACIFIC,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,19,,131,,268,,150,,315,,,
VIRGIN ISL.,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
ILLINOIS,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,34,,71,,13,,84,,"ILLINOIS
(40.477092, -88.993221)",
FLORIDA,2016,4,1,,0,,0,,1,,,-,,-,0,,0,,,-,,-,72,,119,,191,,346,,280,,"FLORIDA
(28.915325, -81.922409)",
OREGON,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,11,,21,,23,,14,,"OREGON
(44.567912, -120.156945)",
NEW JERSEY,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,18,,47,,2,,39,,"NEW JERSEY
(40.104655, -74.386686)",
MISSOURI,2016,4,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,,-,0,,16,,,-,42,,"MISSOURI
(38.636168, -92.566292)",
MINNESOTA,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
KANSAS,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,9,,24,,7,,24,,"KANSAS
(38.345528, -98.201847)",
PUERTO RICO,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,10,,22,,1,,47,,"PUERTO RICO
(18.215692, -66.414655)",
PENNSYLVANIA,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,5,,28,,71,,33,,57,,"PENNSYLVANIA
(40.789676, -77.858055)",
MASSACHUSETTS,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,20,,50,,8,,47,,"MASSACHUSETTS
(42.268546, -72.085064)",
IDAHO,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,7,,108,,14,,6,,"IDAHO
(43.680635, -114.364237)",
KENTUCKY,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,11,,23,,14,,23,,"KENTUCKY
(37.64591, -84.774043)",
MAINE,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,8,,3,,7,,"MAINE
(45.252223, -68.986647)",
SOUTH DAKOTA,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,4,,11,,7,,13,,"SOUTH DAKOTA
(44.35371, -100.373709)",
VERMONT,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,1,,6,,3,,3,,"VERMONT
(43.622479, -72.51927)",
ALABAMA,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,21,,44,,51,,45,,"ALABAMA
(32.839182, -86.631125)",
RHODE ISLAND,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,1,,14,,1,,,-,"RHODE ISLAND
(41.707447, -71.522488)",
CALIFORNIA,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,5,,93,,194,,99,,267,,"CALIFORNIA
(37.640735, -121.002435)",
NEW MEXICO,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,8,,25,,12,,19,,"NEW MEXICO
(34.520396, -106.244402)",
NEBRASKA,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,6,,6,,13,,16,,9,,"NEBRASKA
(41.640503, -99.367122)",
UTAH,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,7,,30,,25,,25,,"UTAH
(39.359772, -111.584173)",
LOUISIANA,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,9,,24,,62,,36,,50,,"LOUISIANA
(31.2931, -92.463284)",
WEST VIRGINIA,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,11,,,-,15,,"WEST VIRGINIA
(38.668501, -80.709421)",
CONNECTICUT,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,7,,22,,16,,24,,"CONNECTICUT
(41.544654, -72.651713)",
VIRGINIA,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,20,,54,,20,,47,,"VIRGINIA
(37.542699, -78.45822)",
GEORGIA,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,8,,37,,98,,61,,110,,"GEORGIA
(32.836038, -83.631709)",
NEW HAMPSHIRE,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,12,,4,,4,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MARYLAND,2016,4,1,,0,,0,,1,,,-,,-,0,,0,,,-,,-,7,,16,,37,,39,,53,,"MARYLAND
(39.290443, -76.612333)",
HAWAII,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,5,,12,,10,,10,,"HAWAII
(21.30992, -157.858158)",
ALASKA,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,1,,7,,5,,6,,"ALASKA
(64.836661, -147.738891)",
IOWA,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,12,,27,,37,,37,,"IOWA
(42.46942, -93.815856)",
WYOMING,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,7,,1,,2,,"WYOMING
(43.23558, -108.110518)",
MONTANA,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,3,,35,,8,,3,,"MONTANA
(47.062617, -109.430168)",
GUAM,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NORTH CAROLINA,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,25,,150,,4,,95,,"NORTH CAROLINA
(35.47995, -79.180571)",
MISSISSIPPI,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,20,,58,,19,,34,,"MISSISSIPPI
(32.738663, -89.537312)",
NEVADA,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,5,,14,,2,,10,,"NEVADA
(39.491833, -117.070159)",
MICHIGAN,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,17,,34,,26,,52,,"MICHIGAN
(44.66399, -84.711206)",
SOUTH CAROLINA,2016,4,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,5,,25,,68,,62,,58,,"SOUTH CAROLINA
(34.009286, -81.037094)",
ARIZONA,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,10,,18,,50,,45,,54,,"ARIZONA
(34.869712, -111.760902)",
NEW YORK,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,18,,26,,49,,50,,39,,"NEW YORK
(42.826892, -75.544286)",
TENNESSEE,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,7,,16,,35,,35,,34,,"TENNESSEE
(35.681402, -85.774444)",
TEXAS,2016,4,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,47,,100,,210,,129,,137,,"TEXAS
(31.827233, -99.423022)",
OHIO,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,15,,26,,48,,85,,75,,"OHIO
(40.056807, -82.405897)",
WASHINGTON,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,8,,15,,71,,13,,18,,"WASHINGTON
(47.517368, -120.467672)",
OKLAHOMA,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,5,,11,,61,,18,,19,,"OKLAHOMA
(35.468494, -97.521264)",
NORTH DAKOTA,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,8,,1,,6,,"NORTH DAKOTA
(47.475879, -100.121011)",
ARKANSAS,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,9,,15,,34,,18,,11,,"ARKANSAS
(34.748745, -92.275105)",
WISCONSIN,2016,4,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,13,,88,,1,,35,,"WISCONSIN
(44.395526, -89.834513)",
DELAWARE,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,2,,11,,3,,6,,"DELAWARE
(39.008676, -75.574561)",
INDIANA,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,12,,28,,,-,34,,"INDIANA
(39.76845, -86.156212)",
COLORADO,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,6,,24,,,-,22,,"COLORADO
(38.841772, -106.132562)",
UNITED STATES,2016,5,,-,0,,2,,2,,1,,,-,0,,1,,,-,,-,242,,948,,1641,,1897,,2728,,,
NEW ENGLAND,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,34,,87,,53,,103,,,
MID. ATLANTIC,2016,5,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,31,,85,,167,,162,,235,,,
NEW YORK CITY,2016,5,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,11,,16,,37,,54,,64,,"NEW YORK CITY
",
E.N. CENTRAL,2016,5,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,15,,101,,192,,162,,355,,,
W.N. CENTRAL,2016,5,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,4,,33,,59,,96,,174,,,
S. ATLANTIC,2016,5,,-,0,,2,,2,,,-,,-,0,,0,,,-,,-,87,,251,,486,,652,,822,,,
DIST. OF COL.,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,1,,"DIST. OF COL.
",
E.S. CENTRAL,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,14,,68,,136,,159,,168,,,
W.S. CENTRAL,2016,5,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,67,,160,,340,,283,,290,,,
MOUNTAIN,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,6,,59,,176,,120,,183,,,
PACIFIC,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,14,,130,,267,,210,,398,,,
AMER. SAMOA,2016,5,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,5,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
MASSACHUSETTS,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,20,,50,,8,,58,,"MASSACHUSETTS
(42.268546, -72.085064)",
KANSAS,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,9,,24,,18,,30,,"KANSAS
(38.345528, -98.201847)",
NEW MEXICO,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,25,,14,,23,,"NEW MEXICO
(34.520396, -106.244402)",
HAWAII,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,5,,12,,12,,13,,"HAWAII
(21.30992, -157.858158)",
NORTH DAKOTA,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,8,,5,,8,,"NORTH DAKOTA
(47.475879, -100.121011)",
GUAM,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NORTH CAROLINA,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,25,,153,,5,,117,,"NORTH CAROLINA
(35.47995, -79.180571)",
VIRGINIA,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,8,,20,,54,,34,,56,,"VIRGINIA
(37.542699, -78.45822)",
MONTANA,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,3,,35,,9,,5,,"MONTANA
(47.062617, -109.430168)",
NEW YORK,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,13,,26,,49,,63,,53,,"NEW YORK
(42.826892, -75.544286)",
MISSOURI,2016,5,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,16,,,-,58,,"MISSOURI
(38.636168, -92.566292)",
SOUTH DAKOTA,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,4,,11,,7,,18,,"SOUTH DAKOTA
(44.35371, -100.373709)",
LOUISIANA,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,7,,24,,62,,45,,63,,"LOUISIANA
(31.2931, -92.463284)",
MICHIGAN,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,17,,34,,34,,61,,"MICHIGAN
(44.66399, -84.711206)",
CALIFORNIA,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,95,,193,,145,,341,,"CALIFORNIA
(37.640735, -121.002435)",
VERMONT,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,1,,6,,5,,3,,"VERMONT
(43.622479, -72.51927)",
SOUTH CAROLINA,2016,5,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,7,,25,,68,,72,,66,,"SOUTH CAROLINA
(34.009286, -81.037094)",
TENNESSEE,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,8,,16,,33,,48,,48,,"TENNESSEE
(35.681402, -85.774444)",
MAINE,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,2,,8,,7,,7,,"MAINE
(45.252223, -68.986647)",
WYOMING,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,7,,1,,2,,"WYOMING
(43.23558, -108.110518)",
CONNECTICUT,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,22,,27,,27,,"CONNECTICUT
(41.544654, -72.651713)",
PENNSYLVANIA,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,7,,29,,71,,43,,67,,"PENNSYLVANIA
(40.789676, -77.858055)",
PUERTO RICO,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,11,,22,,24,,56,,"PUERTO RICO
(18.215692, -66.414655)",
GEORGIA,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,5,,37,,98,,82,,137,,"GEORGIA
(32.836038, -83.631709)",
ARIZONA,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,18,,50,,48,,71,,"ARIZONA
(34.869712, -111.760902)",
ALABAMA,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,22,,44,,67,,50,,"ALABAMA
(32.839182, -86.631125)",
COLORADO,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,6,,24,,,-,30,,"COLORADO
(38.841772, -106.132562)",
OKLAHOMA,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,7,,11,,61,,25,,25,,"OKLAHOMA
(35.468494, -97.521264)",
ALASKA,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,7,,5,,7,,"ALASKA
(64.836661, -147.738891)",
IDAHO,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,7,,108,,16,,8,,"IDAHO
(43.680635, -114.364237)",
KENTUCKY,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,11,,23,,19,,33,,"KENTUCKY
(37.64591, -84.774043)",
UTAH,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,7,,30,,27,,31,,"UTAH
(39.359772, -111.584173)",
NEVADA,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,5,,14,,5,,13,,"NEVADA
(39.491833, -117.070159)",
INDIANA,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,12,,28,,9,,47,,"INDIANA
(39.76845, -86.156212)",
WISCONSIN,2016,5,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,1,,13,,88,,5,,44,,"WISCONSIN
(44.395526, -89.834513)",
WEST VIRGINIA,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,11,,,-,16,,"WEST VIRGINIA
(38.668501, -80.709421)",
MARYLAND,2016,5,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,7,,16,,37,,48,,66,,"MARYLAND
(39.290443, -76.612333)",
MISSISSIPPI,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,20,,58,,25,,37,,"MISSISSIPPI
(32.738663, -89.537312)",
WASHINGTON,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,10,,15,,71,,23,,22,,"WASHINGTON
(47.517368, -120.467672)",
NEW JERSEY,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,18,,47,,2,,51,,"NEW JERSEY
(40.104655, -74.386686)",
ILLINOIS,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,34,,71,,17,,105,,"ILLINOIS
(40.477092, -88.993221)",
DELAWARE,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,11,,4,,6,,"DELAWARE
(39.008676, -75.574561)",
OREGON,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,10,,21,,25,,15,,"OREGON
(44.567912, -120.156945)",
ARKANSAS,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,7,,15,,34,,25,,18,,"ARKANSAS
(34.748745, -92.275105)",
FLORIDA,2016,5,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,60,,119,,191,,407,,357,,"FLORIDA
(28.915325, -81.922409)",
NEW HAMPSHIRE,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,12,,4,,6,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MINNESOTA,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
OHIO,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,13,,26,,48,,97,,98,,"OHIO
(40.056807, -82.405897)",
IOWA,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,12,,27,,49,,50,,"IOWA
(42.46942, -93.815856)",
NEBRASKA,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,6,,13,,17,,10,,"NEBRASKA
(41.640503, -99.367122)",
RHODE ISLAND,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,1,,44,,2,,2,,"RHODE ISLAND
(41.707447, -71.522488)",
TEXAS,2016,5,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,46,,100,,214,,188,,184,,"TEXAS
(31.827233, -99.423022)",
UNITED STATES,2016,6,1,,0,,2,,3,,1,,,-,0,,1,,,-,,-,238,,952,,1641,,2376,,3261,,,
NEW ENGLAND,2016,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,34,,87,,62,,120,,,
MID. ATLANTIC,2016,6,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,29,,86,,167,,201,,287,,,
NEW YORK CITY,2016,6,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,10,,16,,37,,64,,73,,"NEW YORK CITY
",
