Reporting Area,MMWR Year,MMWR Week,"Invasive Pneumococcal disease, All ages, Current week","Invasive Pneumococcal disease§, All ages, Current week, flag","Invasive Pneumococcal disease§, All ages, Previous 52 weeks Med","Invasive Pneumococcal disease§, All ages, Previous 52 weeks Med, flag","Invasive Pneumococcal disease§, All ages, Previous 52 weeks Max","Invasive Pneumococcal disease§, All ages, Previous 52 weeks Max, flag","Invasive Pneumococcal disease§, All ages, Cum 2015","Invasive Pneumococcal disease§, All ages, Cum 2015, flag","Invasive Pneumococcal disease§, All ages, Cum 2014","Invasive Pneumococcal disease§, All ages, Cum 2014, flag","Invasive Pneumococcal disease§, Age LT 5, Current week","Invasive Pneumococcal disease§, Age LT 5, Current week, flag","Invasive Pneumococcal disease§, Age LT 5, Previous 52 weeks Med","Invasive Pneumococcal disease§, Age LT 5, Previous 52 weeks Med, flag","Invasive Pneumococcal disease§, Age LT 5, Previous 52 weeks Max","Invasive Pneumococcal disease§, Age LT 5, Previous 52 weeks Max, flag","Invasive Pneumococcal disease§, Age LT 5, Cum 2015","Invasive Pneumococcal disease§, Age LT 5, Cum 2015, flag","Invasive Pneumococcal disease§, Age LT 5, Cum 2014","Invasive Pneumococcal disease§, Age LT 5, Cum 2014, flag","Legionellosis, Current week","Legionellosis, Current week, flag","Legionellosis, Previous 52 weeks Med","Legionellosis, Previous 52 weeks Med, flag","Legionellosis, Previous 52 weeks Max","Legionellosis, Previous 52 weeks Max, flag","Legionellosis, Cum 2015","Legionellosis, Cum 2015, flag","Legionellosis, Cum 2014","Legionellosis, Cum 2014, flag",Location 1,Location 2
NORTH CAROLINA,2015,13,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,2,,3,,21,,44,,16,,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
NEW HAMPSHIRE,2015,13,2,,1,,6,,31,,22,,,-,0,,2,,4,,1,,,-,0,,2,,2,,3,,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
VIRGINIA,2015,13,,N,0,,3,,,N,,N,,-,0,,3,,5,,5,,1,,2,,9,,22,,15,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
ALASKA,2015,13,4,,1,,5,,27,,21,,,-,0,,2,,1,,3,,,-,0,,0,,,-,2,,"ALASKA
(64.84507799500005, -147.72205958799998)",
KENTUCKY,2015,13,,-,3,,9,,50,,66,,,-,0,,2,,,-,3,,,-,1,,8,,9,,12,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
MINNESOTA,2015,13,,-,7,,21,,,-,134,,,-,0,,4,,,-,9,,,-,1,,7,,,-,13,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
SOUTH DAKOTA,2015,13,3,,2,,4,,29,,31,,,-,0,,0,,,-,,-,,-,0,,2,,1,,2,,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
IDAHO,2015,13,,N,0,,0,,,N,,N,,-,0,,1,,3,,1,,1,,0,,2,,4,,2,,"IDAHO
(43.68263174800006, -114.36372693399994)",
NEW JERSEY,2015,13,,-,0,,2,,1,,26,,,-,0,,0,,,-,2,,,-,2,,6,,11,,28,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
CONNECTICUT,2015,13,,-,3,,8,,22,,79,,,-,0,,1,,1,,5,,,-,1,,3,,6,,13,,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
SOUTH CAROLINA,2015,13,5,,7,,32,,187,,163,,,-,0,,3,,8,,11,,,-,1,,3,,12,,6,,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
NORTH DAKOTA,2015,13,,-,1,,6,,24,,23,,,-,0,,1,,1,,1,,,-,0,,1,,1,,2,,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
WEST VIRGINIA,2015,13,,-,4,,15,,53,,87,,,-,0,,1,,2,,4,,,-,1,,4,,9,,5,,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
LOUISIANA,2015,13,11,,5,,16,,117,,159,,,-,0,,4,,8,,11,,,-,1,,4,,6,,7,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
WISCONSIN,2015,13,6,,6,,16,,101,,121,,1,,0,,3,,6,,3,,,-,1,,8,,9,,14,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
ILLINOIS,2015,13,,N,0,,0,,,N,,N,,-,1,,3,,4,,7,,,-,3,,15,,17,,27,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
NEW YORK CITY,2015,13,19,,12,,28,,219,,193,,,-,1,,2,,7,,7,,2,,4,,15,,44,,22,,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
MAINE,2015,13,3,,2,,8,,42,,40,,,-,0,,1,,1,,,-,,-,0,,4,,1,,1,,"MAINE
(45.25422910300006, -68.98502586699993)",
COLORADO,2015,13,,-,7,,24,,82,,159,,,-,0,,3,,8,,8,,1,,1,,7,,7,,10,,"COLORADO
(38.84384342200008, -106.13360911499996)",
TEXAS,2015,13,,-,22,,170,,431,,497,,,-,2,,11,,38,,47,,3,,4,,25,,43,,23,,"TEXAS
(31.827240467000024, -99.42676785299994)",
HAWAII,2015,13,,-,1,,4,,11,,34,,,-,0,,1,,,-,3,,,-,0,,1,,2,,1,,"HAWAII
(21.30485232600006, -157.85774798099996)",
ARIZONA,2015,13,3,,10,,32,,212,,359,,1,,0,,4,,14,,18,,,-,1,,4,,25,,9,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
UNITED STATES,2015,14,204,,258,,686,,4471,,5410,,13,,20,,42,,293,,335,,32,,88,,181,,798,,707,,,
NEW ENGLAND,2015,14,15,,18,,54,,298,,373,,,-,1,,5,,22,,12,,1,,4,,14,,40,,44,,,
MID. ATLANTIC,2015,14,38,,26,,72,,487,,485,,1,,1,,10,,21,,19,,5,,18,,52,,163,,162,,,
E.N. CENTRAL,2015,14,37,,47,,123,,801,,825,,2,,3,,8,,43,,45,,8,,19,,48,,150,,139,,,
W.N. CENTRAL,2015,14,6,,14,,34,,161,,305,,,-,1,,6,,7,,20,,1,,4,,20,,32,,34,,,
S. ATLANTIC,2015,14,37,,48,,125,,904,,1258,,3,,4,,9,,67,,82,,13,,18,,36,,210,,140,,,
DIST. OF COL.,2015,14,1,,1,,4,,21,,19,,,-,0,,2,,4,,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,14,19,,24,,71,,549,,544,,,-,1,,4,,29,,37,,1,,6,,19,,38,,36,,,
W.S. CENTRAL,2015,14,29,,36,,219,,704,,763,,3,,3,,14,,62,,67,,3,,7,,32,,62,,39,,,
MOUNTAIN,2015,14,22,,29,,62,,527,,794,,3,,2,,8,,40,,46,,,-,4,,12,,47,,34,,,
PACIFIC,2015,14,1,,3,,8,,40,,63,,1,,0,,2,,2,,7,,,-,7,,21,,56,,79,,,
AMER. SAMOA,2015,14,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2015,14,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
PUERTO RICO,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
ALABAMA,2015,14,,-,4,,14,,87,,84,,,-,0,,2,,7,,6,,,-,1,,5,,9,,6,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
MAINE,2015,14,1,,2,,8,,43,,43,,,-,0,,1,,1,,,-,,-,0,,4,,1,,2,,"MAINE
(45.25422910300006, -68.98502586699993)",
WASHINGTON,2015,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,9,,9,,3,,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
CALIFORNIA,2015,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,6,,16,,38,,68,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
NEVADA,2015,14,1,,2,,10,,58,,49,,,-,0,,1,,4,,2,,,-,0,,3,,5,,1,,"NEVADA
(39.49324221300003, -117.07183885899997)",
SOUTH DAKOTA,2015,14,,-,2,,6,,32,,33,,,-,0,,0,,,-,,-,,-,0,,2,,1,,2,,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
NEW JERSEY,2015,14,,-,0,,2,,1,,26,,,-,0,,0,,,-,2,,,-,2,,6,,13,,30,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
NEW MEXICO,2015,14,3,,5,,16,,124,,122,,,-,0,,3,,7,,6,,,-,0,,1,,1,,,-,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
WYOMING,2015,14,2,,0,,3,,9,,6,,,-,0,,1,,1,,1,,,-,0,,1,,,-,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
NORTH DAKOTA,2015,14,1,,1,,6,,27,,25,,,-,0,,1,,2,,1,,,-,0,,1,,1,,2,,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
ILLINOIS,2015,14,,N,0,,0,,,N,,N,,-,1,,3,,5,,9,,,-,3,,15,,20,,29,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
IOWA,2015,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,3,,6,,4,,"IOWA
(42.469401411000035, -93.81648725599996)",
TEXAS,2015,14,19,,22,,173,,494,,526,,2,,2,,11,,44,,49,,3,,4,,25,,47,,27,,"TEXAS
(31.827240467000024, -99.42676785299994)",
CONNECTICUT,2015,14,,-,3,,8,,22,,83,,,-,0,,1,,1,,5,,,-,1,,3,,6,,13,,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
MINNESOTA,2015,14,,-,7,,21,,,-,145,,,-,0,,4,,,-,10,,,-,0,,7,,,-,14,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
COLORADO,2015,14,,-,7,,24,,82,,167,,,-,0,,3,,8,,9,,,-,1,,7,,7,,12,,"COLORADO
(38.84384342200008, -106.13360911499996)",
WEST VIRGINIA,2015,14,3,,4,,15,,65,,89,,,-,0,,1,,3,,5,,,-,1,,4,,10,,5,,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
ARIZONA,2015,14,16,,9,,32,,233,,372,,3,,0,,4,,17,,19,,,-,1,,4,,25,,9,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
GEORGIA,2015,14,4,,15,,43,,279,,337,,,-,1,,4,,14,,18,,3,,1,,6,,9,,8,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
NEW HAMPSHIRE,2015,14,,-,1,,7,,35,,25,,,-,0,,2,,4,,1,,,-,0,,2,,2,,3,,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
VIRGINIA,2015,14,,N,0,,3,,,N,,N,,-,0,,3,,5,,6,,,-,2,,9,,22,,16,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
NEW YORK CITY,2015,14,17,,12,,28,,237,,210,,,-,1,,2,,8,,8,,1,,4,,15,,45,,24,,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
WISCONSIN,2015,14,7,,6,,16,,113,,127,,,-,0,,2,,6,,6,,,-,1,,8,,9,,16,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
HAWAII,2015,14,,-,1,,4,,11,,37,,,-,0,,1,,,-,3,,,-,0,,1,,2,,1,,"HAWAII
(21.30485232600006, -157.85774798099996)",
TENNESSEE,2015,14,9,,12,,48,,313,,288,,,-,1,,4,,16,,17,,1,,2,,12,,15,,12,,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
MISSOURI,2015,14,,N,0,,0,,,N,,N,,-,0,,3,,2,,5,,1,,2,,12,,15,,8,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
OKLAHOMA,2015,14,,N,0,,0,,,N,,N,1,,0,,2,,6,,4,,,-,0,,10,,4,,,-,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
MICHIGAN,2015,14,7,,12,,39,,222,,184,,,-,0,,3,,9,,10,,,-,4,,19,,27,,24,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
NEBRASKA,2015,14,2,,3,,8,,50,,50,,,-,0,,4,,3,,4,,,-,0,,3,,7,,1,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
DELAWARE,2015,14,1,,1,,5,,32,,14,,,-,0,,1,,2,,,-,,-,0,,2,,2,,3,,"DELAWARE
(39.00883389200004, -75.57773597599999)",
MARYLAND,2015,14,8,,7,,23,,144,,200,,1,,0,,3,,5,,12,,,-,2,,10,,25,,23,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
MASSACHUSETTS,2015,14,10,,9,,29,,161,,183,,,-,0,,3,,12,,5,,1,,3,,8,,26,,22,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
VERMONT,2015,14,3,,1,,4,,22,,21,,,-,0,,1,,3,,,-,,-,0,,2,,1,,1,,"VERMONT
(43.62538389600007, -72.51763667599994)",
SOUTH CAROLINA,2015,14,11,,7,,32,,199,,170,,1,,0,,3,,10,,12,,,-,1,,3,,13,,7,,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
LOUISIANA,2015,14,8,,5,,16,,125,,164,,,-,0,,4,,8,,12,,,-,1,,4,,6,,8,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
KANSAS,2015,14,3,,2,,6,,52,,52,,,-,0,,0,,,-,,-,,-,0,,2,,2,,3,,"KANSAS
(38.347742794000055, -98.20077822999997)",
NEW YORK,2015,14,21,,15,,49,,249,,249,,1,,1,,8,,13,,9,,3,,7,,22,,69,,56,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
MONTANA,2015,14,,-,1,,3,,17,,15,,,N,0,,1,,,N,,N,,-,0,,1,,1,,2,,"MONTANA
(47.06652795700006, -109.42441587999997)",
IDAHO,2015,14,,N,0,,0,,,N,,N,,-,0,,1,,3,,1,,,-,0,,2,,4,,2,,"IDAHO
(43.68263174800006, -114.36372693399994)",
OHIO,2015,14,22,,18,,54,,345,,325,,2,,1,,4,,14,,12,,8,,7,,25,,71,,55,,"OHIO
(40.060212455000055, -82.40425667899996)",
ARKANSAS,2015,14,2,,5,,37,,85,,73,,,-,0,,2,,4,,2,,,-,0,,5,,5,,4,,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
INDIANA,2015,14,1,,10,,33,,121,,189,,,-,0,,3,,9,,8,,,-,2,,14,,23,,15,,"INDIANA
(39.766913353000064, -86.14995646699998)",
MISSISSIPPI,2015,14,2,,3,,10,,76,,103,,,-,0,,3,,6,,11,,,-,0,,2,,5,,5,,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
KENTUCKY,2015,14,8,,4,,9,,73,,69,,,-,0,,2,,,-,3,,,-,1,,8,,9,,13,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
NORTH CAROLINA,2015,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,3,,3,,21,,47,,21,,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
GUAM,2015,14,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
OREGON,2015,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,3,,7,,5,,"OREGON
(44.56745049300008, -120.15502935599994)",
FLORIDA,2015,14,9,,10,,27,,164,,429,,1,,1,,6,,24,,29,,7,,6,,11,,82,,57,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
ALASKA,2015,14,1,,1,,5,,29,,26,,1,,0,,1,,2,,4,,,-,0,,0,,,-,2,,"ALASKA
(64.84507799500005, -147.72205958799998)",
RHODE ISLAND,2015,14,1,,1,,8,,15,,18,,,-,0,,2,,1,,1,,,-,0,,4,,4,,3,,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
PENNSYLVANIA,2015,14,,N,,-,,-,,N,,N,,N,0,,0,,,N,,N,1,,6,,15,,36,,52,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
AMER. SAMOA,2015,34,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA
",
UTAH,2015,14,,-,2,,13,,4,,63,,,-,0,,3,,,-,8,,,-,0,,2,,4,,8,,"UTAH
(39.36070123200005, -111.58712831499997)",
UNITED STATES,2015,15,206,,259,,683,,4798,,5766,,8,,20,,40,,308,,360,,39,,89,,182,,867,,770,,,
NEW ENGLAND,2015,15,4,,20,,54,,325,,410,,,-,1,,5,,23,,14,,1,,4,,14,,39,,48,,,
MID. ATLANTIC,2015,15,46,,26,,73,,536,,501,,1,,1,,10,,23,,20,,15,,18,,52,,182,,170,,,
E.N. CENTRAL,2015,15,42,,46,,123,,872,,884,,1,,3,,8,,46,,50,,4,,19,,48,,157,,161,,,
W.N. CENTRAL,2015,15,14,,13,,34,,182,,325,,,-,1,,6,,7,,24,,,-,4,,20,,33,,38,,,
S. ATLANTIC,2015,15,38,,49,,125,,966,,1337,,2,,4,,10,,71,,89,,7,,19,,37,,218,,147,,,
DIST. OF COL.,2015,15,1,,1,,4,,22,,22,,,-,0,,2,,4,,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,15,10,,23,,71,,562,,576,,,-,1,,4,,29,,40,,1,,6,,19,,41,,39,,,
W.S. CENTRAL,2015,15,32,,37,,222,,752,,807,,2,,3,,15,,65,,68,,4,,7,,32,,70,,42,,,
MOUNTAIN,2015,15,16,,29,,62,,550,,858,,2,,2,,8,,42,,48,,,-,4,,12,,49,,40,,,
PACIFIC,2015,15,4,,3,,8,,53,,68,,,-,0,,2,,2,,7,,7,,7,,21,,78,,85,,,
AMER. SAMOA,2015,15,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2015,15,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
NORTH CAROLINA,2015,15,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,1,,3,,21,,48,,23,,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
LOUISIANA,2015,15,8,,5,,16,,133,,167,,1,,0,,4,,9,,12,,,-,1,,4,,6,,8,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
ARIZONA,2015,15,15,,9,,32,,251,,393,,2,,1,,4,,19,,19,,,-,1,,4,,27,,11,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
MISSOURI,2015,15,,N,0,,0,,,N,,N,,-,0,,2,,2,,8,,,-,2,,12,,15,,10,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
VERMONT,2015,15,,-,1,,4,,23,,22,,,-,0,,1,,3,,,-,1,,0,,2,,2,,1,,"VERMONT
(43.62538389600007, -72.51763667599994)",
ARKANSAS,2015,15,1,,5,,37,,86,,77,,1,,0,,2,,5,,2,,,-,0,,5,,5,,4,,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
NEVADA,2015,15,,-,2,,10,,58,,53,,,-,0,,1,,4,,2,,,-,0,,3,,5,,2,,"NEVADA
(39.49324221300003, -117.07183885899997)",
GUAM,2015,15,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
HAWAII,2015,15,,-,1,,4,,19,,40,,,-,0,,1,,,-,3,,,-,0,,1,,3,,1,,"HAWAII
(21.30485232600006, -157.85774798099996)",
MICHIGAN,2015,15,9,,12,,39,,241,,193,,1,,0,,3,,10,,10,,,-,4,,19,,27,,25,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
OKLAHOMA,2015,15,,N,0,,0,,,N,,N,,-,0,,2,,6,,4,,2,,0,,10,,6,,,-,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
MISSISSIPPI,2015,15,,-,3,,10,,76,,104,,,-,0,,3,,6,,11,,,-,0,,2,,5,,6,,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
MINNESOTA,2015,15,,-,7,,21,,,-,155,,,-,0,,4,,,-,10,,,-,0,,7,,,-,15,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
IOWA,2015,15,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,3,,7,,4,,"IOWA
(42.469401411000035, -93.81648725599996)",
CONNECTICUT,2015,15,,-,4,,9,,39,,89,,,-,0,,1,,1,,5,,,-,1,,3,,4,,15,,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
UTAH,2015,15,,-,1,,13,,4,,68,,,-,0,,3,,,-,9,,,-,0,,2,,4,,9,,"UTAH
(39.36070123200005, -111.58712831499997)",
VIRGINIA,2015,15,,N,0,,2,,,N,,N,,-,0,,2,,5,,9,,1,,2,,9,,23,,17,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
NEW MEXICO,2015,15,,-,5,,16,,126,,133,,,-,0,,3,,7,,7,,,-,0,,1,,1,,,-,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
MASSACHUSETTS,2015,15,,-,9,,29,,161,,207,,,-,0,,3,,12,,6,,,-,3,,8,,26,,23,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
KENTUCKY,2015,15,,-,4,,9,,75,,75,,,-,0,,2,,,-,4,,,-,1,,8,,10,,14,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
NEBRASKA,2015,15,3,,3,,8,,55,,53,,,-,0,,4,,3,,4,,,-,0,,3,,7,,1,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
INDIANA,2015,15,,-,10,,33,,136,,211,,,-,0,,3,,10,,9,,,-,2,,14,,24,,18,,"INDIANA
(39.766913353000064, -86.14995646699998)",
DELAWARE,2015,15,2,,1,,5,,34,,15,,,-,0,,1,,2,,,-,,-,0,,2,,2,,3,,"DELAWARE
(39.00883389200004, -75.57773597599999)",
NEW YORK,2015,15,23,,16,,50,,274,,263,,1,,1,,8,,14,,9,,8,,7,,22,,77,,61,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
NEW JERSEY,2015,15,,-,0,,2,,1,,27,,,-,0,,0,,,-,2,,,-,2,,6,,15,,31,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
IDAHO,2015,15,,N,0,,0,,,N,,N,,-,0,,1,,3,,1,,,-,0,,2,,4,,4,,"IDAHO
(43.68263174800006, -114.36372693399994)",
NORTH DAKOTA,2015,15,,-,1,,6,,27,,26,,,-,0,,1,,2,,2,,,-,0,,1,,1,,2,,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
ILLINOIS,2015,15,,N,0,,0,,,N,,N,,-,1,,3,,6,,11,,,-,3,,15,,21,,32,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
ALABAMA,2015,15,,-,3,,14,,88,,93,,,-,0,,2,,7,,7,,,-,1,,5,,10,,7,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
WISCONSIN,2015,15,6,,7,,16,,123,,131,,,-,0,,2,,6,,6,,,-,1,,8,,10,,18,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
CALIFORNIA,2015,15,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,6,,16,,52,,74,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
NEW YORK CITY,2015,15,23,,12,,28,,261,,211,,,-,1,,2,,9,,9,,3,,4,,15,,48,,24,,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
MARYLAND,2015,15,12,,8,,23,,162,,206,,1,,0,,3,,8,,12,,1,,2,,10,,25,,25,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
TEXAS,2015,15,23,,23,,176,,533,,563,,,-,2,,12,,45,,50,,2,,5,,25,,53,,30,,"TEXAS
(31.827240467000024, -99.42676785299994)",
GEORGIA,2015,15,4,,15,,43,,297,,359,,,-,1,,4,,14,,18,,,-,2,,5,,10,,9,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
PENNSYLVANIA,2015,15,,N,,-,,-,,N,,N,,N,0,,0,,,N,,N,4,,6,,15,,42,,54,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
WYOMING,2015,15,,-,0,,3,,9,,6,,,-,0,,1,,1,,1,,,-,0,,1,,,-,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
MONTANA,2015,15,1,,1,,3,,20,,16,,,N,0,,1,,,N,,N,,-,0,,1,,1,,2,,"MONTANA
(47.06652795700006, -109.42441587999997)",
SOUTH DAKOTA,2015,15,11,,1,,6,,43,,35,,,-,0,,0,,,-,,-,,-,0,,2,,1,,2,,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
ALASKA,2015,15,4,,1,,5,,34,,28,,,-,0,,1,,2,,4,,,-,0,,0,,,-,2,,"ALASKA
(64.84507799500005, -147.72205958799998)",
RHODE ISLAND,2015,15,,-,1,,8,,16,,19,,,-,0,,2,,1,,1,,,-,0,,4,,4,,4,,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
C.N.M.I.,2015,34,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
OREGON,2015,15,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,3,,7,,5,,"OREGON
(44.56745049300008, -120.15502935599994)",
WEST VIRGINIA,2015,15,1,,4,,15,,68,,96,,,-,0,,1,,3,,6,,,-,1,,4,,11,,6,,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
TENNESSEE,2015,15,10,,12,,48,,323,,304,,,-,1,,4,,16,,18,,1,,2,,12,,16,,12,,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
NEW HAMPSHIRE,2015,15,,-,1,,7,,38,,26,,,-,0,,2,,4,,1,,,-,0,,2,,2,,3,,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
MAINE,2015,15,4,,2,,8,,48,,47,,,-,0,,1,,2,,1,,,-,0,,4,,1,,2,,"MAINE
(45.25422910300006, -68.98502586699993)",
OHIO,2015,15,27,,18,,54,,372,,349,,,-,1,,4,,14,,14,,4,,7,,25,,75,,68,,"OHIO
(40.060212455000055, -82.40425667899996)",
FLORIDA,2015,15,8,,9,,27,,172,,450,,1,,1,,6,,25,,31,,4,,6,,11,,86,,57,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
WASHINGTON,2015,15,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,7,,0,,9,,16,,3,,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
PUERTO RICO,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,0,,1,,2,,1,,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
COLORADO,2015,15,,-,7,,24,,82,,189,,,-,0,,3,,8,,9,,,-,1,,7,,7,,12,,"COLORADO
(38.84384342200008, -106.13360911499996)",
SOUTH CAROLINA,2015,15,10,,7,,32,,211,,189,,,-,0,,3,,10,,13,,,-,1,,3,,13,,7,,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
KANSAS,2015,15,,-,2,,6,,57,,56,,,-,0,,0,,,-,,-,,-,0,,2,,2,,4,,"KANSAS
(38.347742794000055, -98.20077822999997)",
UNITED STATES,2015,16,182,,264,,688,,5128,,6097,,13,,20,,41,,334,,390,,34,,90,,182,,940,,839,,,
