Reporting Area,MMWR Year,MMWR Week,"Hepatitis (viral, acute), type A, Current week","Hepatitis (viral, acute), type A, Current week, flag ","Hepatitis (viral, acute), type A, Previous 52 weeks Med","Hepatitis (viral, acute), type A, Previous 52 weeks Med, flag","Hepatitis (viral, acute), type A, Previous 52 weeks Max","Hepatitis (viral, acute), type A, Previous 52 weeks Max, flag","Hepatitis (viral, acute), type A, Cum 2014","Hepatitis (viral, acute), type A, Cum 2014, flag","Hepatitis (viral, acute), type A, Cum 2013","Hepatitis (viral, acute), type A, Cum 2013, flag","Hepatitis (viral, acute), type B, Current week","Hepatitis (viral, acute), type B, Current week, flag","Hepatitis (viral, acute), type B, Previous 52 weeks Med","Hepatitis (viral, acute), type B, Previous 52 weeks Med, flag","Hepatitis (viral, acute), type B, Previous 52 weeks Max","Hepatitis (viral, acute), type B, Previous 52 weeks Max, flag","Hepatitis (viral, acute), type B, Cum 2014","Hepatitis (viral, acute), type B, Cum 2014, flag","Hepatitis (viral, acute), type B, Cum 2013","Hepatitis (viral, acute), type B, Cum 2013, flag","Hepatitis (viral, acute), type C, Current week","Hepatitis (viral, acute), type C, Current week, flag","Hepatitis (viral, acute), type C, Previous 52 weeks Med","Hepatitis (viral, acute), type C, Previous 52 weeks Med, flag","Hepatitis (viral, acute), type C, Previous 52 weeks Max","Hepatitis (viral, acute), type C, Previous 52 weeks Max, flag","Hepatitis (viral, acute), type C, Cum 2014","Hepatitis (viral, acute), type C, Cum 2014, flag","Hepatitis (viral, acute), type C, Cum 2013","Hepatitis (viral, acute), type C, Cum 2013, flag",Location 1,Location 2
MICHIGAN,2014,3,,-,1,,7,,,-,5,,,-,1,,5,,,-,2,,,-,1,,11,,1,,3,,"MICHIGAN
(44.66131575600048, -84.71438724399968)",
COLORADO,2014,3,,-,0,,8,,,-,1,,,-,0,,1,,,-,1,,,-,0,,1,,1,,,-,"COLORADO
(38.84384047000049, -106.13360888799969)",
VIRGINIA,2014,3,1,,0,,2,,1,,,-,1,,0,,4,,2,,,-,1,,0,,3,,1,,,-,"VIRGINIA
(37.54268075100049, -78.45788924199968)",
NORTH CAROLINA,2014,3,,-,1,,4,,,-,1,,,-,0,,16,,2,,3,,,-,0,,15,,,-,2,,"NORTH CAROLINA
(35.46622388600048, -79.15924924699965)",
HAWAII,2014,3,,-,0,,4,,,-,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"HAWAII
(21.30485166200043, -157.85774691599974)",
ALABAMA,2014,3,,-,0,,2,,1,,,-,1,,1,,5,,3,,4,,,-,0,,5,,1,,,-,"ALABAMA
(32.84057327200048, -86.63185803899967)",
NEW JERSEY,2014,3,,-,0,,2,,,-,2,,,-,0,,3,,,-,3,,,-,0,,3,,,-,5,,"NEW JERSEY
(40.1305700530005, -74.27368565099965)",
DELAWARE,2014,3,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,,0,,0,,,,,,"DELAWARE
(39.00883351400046, -75.57773943699965)",
TENNESSEE,2014,3,,-,0,,2,,1,,2,,3,,5,,11,,8,,16,,,-,2,,7,,3,,4,,"TENNESSEE
(35.680943063000484, -85.77448642199965)",
NEVADA,2014,3,,-,0,,3,,,-,,-,,-,0,,3,,,-,2,,,-,0,,2,,,-,,-,"NEVADA
(39.49324126500045, -117.07183978499972)",
DIST. OF COL.,2014,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
(39.52368635500045, -99.11415045099966)",
PUERTO RICO,2014,3,,-,0,,1,,,-,,-,,-,0,,6,,,-,2,,,N,0,,0,,,N,,N,"PUERTO RICO
(26.649497232000442, -98.34556876399967)",
MAINE,2014,3,,-,0,,2,,,-,,-,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,"MAINE
(45.254228663000504, -68.98502952999962)",
C.N.M.I.,2014,3,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
(39.52368635500045, -99.11415045099966)",
KENTUCKY,2014,3,,-,0,,2,,,-,3,,1,,4,,8,,1,,10,,,-,3,,10,,,-,13,,"KENTUCKY
(37.645973909000475, -84.77496612599964)",
ILLINOIS,2014,3,,-,1,,5,,,-,4,,,-,1,,4,,,-,4,,,-,0,,4,,,-,1,,"ILLINOIS
(40.48501278700047, -88.99770813999965)",
IDAHO,2014,3,,-,0,,2,,,-,,-,,-,0,,2,,,-,1,,,-,0,,2,,,-,,-,"IDAHO
(43.682630058000484, -114.3637261449997)",
SOUTH CAROLINA,2014,3,,-,0,,1,,,-,,-,1,,1,,5,,1,,3,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(33.99882060100049, -81.04536765699964)",
VERMONT,2014,3,,-,0,,2,,1,,1,,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"VERMONT
(43.62538292400046, -72.51763944499965)",
NEW HAMPSHIRE,2014,3,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,,N,0,,0,,,N,,N,"NEW HAMPSHIRE
(43.6559537330005, -71.50035726399966)",
ALASKA,2014,3,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.84507923900048, -147.72205669099972)",
OKLAHOMA,2014,3,,-,0,,4,,,-,,-,,-,0,,4,,,-,1,,,-,0,,5,,,-,,-,"OKLAHOMA
(35.472034350000456, -97.52106845499969)",
IOWA,2014,3,,-,0,,3,,,-,1,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"IOWA
(42.469404401000475, -93.81648936699969)",
KANSAS,2014,3,,-,0,,3,,,-,1,,,-,0,,3,,,-,,-,,-,0,,3,,,-,,-,"KANSAS
(38.34774033400049, -98.20077655499966)",
CONNECTICUT,2014,3,,-,0,,2,,,-,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"CONNECTICUT
(41.56266394200048, -72.64983753699966)",
MARYLAND,2014,3,,-,0,,4,,1,,1,,1,,1,,4,,1,,2,,,-,1,,3,,,-,4,,"MARYLAND
(39.2905806980005, -76.60925970899967)",
NORTH DAKOTA,2014,3,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"NORTH DAKOTA
(47.47531738700047, -100.11842599699969)",
MASSACHUSETTS,2014,3,,-,0,,3,,,-,2,,,-,1,,3,,,-,1,,,-,3,,7,,,-,13,,"MASSACHUSETTS
(42.27687306500047, -72.08268985899963)",
PENNSYLVANIA,2014,3,1,,1,,4,,1,,,-,1,,1,,4,,7,,2,,1,,1,,6,,3,,3,,"PENNSYLVANIA
(40.79373106100047, -77.86069775999965)",
RHODE ISLAND,2014,3,,-,0,,1,,,-,,-,,,0,,0,,,,,,,,0,,0,,,,,,"RHODE ISLAND
(41.70828281900049, -71.52246918099962)",
MISSOURI,2014,3,1,,0,,2,,1,,,-,,-,1,,4,,1,,2,,,-,0,,4,,1,,1,,"MISSOURI
(38.63579372300046, -92.56629737199967)",
NEW MEXICO,2014,3,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"NEW MEXICO
(34.52088247800049, -106.24057768899968)",
CALIFORNIA,2014,3,,-,4,,17,,2,,7,,,-,2,,5,,1,,8,,1,,1,,5,,2,,6,,"CALIFORNIA
(37.638640488000476, -120.99999889499969)",
MINNESOTA,2014,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.35564867700049, -94.79419697699967)",
NEBRASKA,2014,3,,-,0,,2,,1,,,-,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"NEBRASKA
(41.64104043900045, -99.36571864599966)",
ARKANSAS,2014,3,,-,0,,2,,,-,,-,,-,1,,3,,1,,1,,,-,0,,3,,,-,,-,"ARKANSAS
(34.748651751000466, -92.27448794899965)",
TEXAS,2014,3,,-,2,,5,,2,,,-,1,,3,,6,,1,,2,,,-,0,,2,,,-,,-,"TEXAS
(31.827243635000457, -99.4267664729997)",
GEORGIA,2014,3,2,,1,,4,,2,,1,,,-,2,,6,,1,,2,,,-,0,,3,,,-,2,,"GEORGIA
(32.83968004200045, -83.62757601199968)",
LOUISIANA,2014,3,,-,0,,2,,,-,2,,,-,1,,8,,,-,3,,,-,0,,2,,,-,2,,"LOUISIANA
(31.312662564000448, -92.44567554599968)",
NEW YORK,2014,3,,-,1,,5,,1,,1,,1,,1,,3,,1,,1,,,-,2,,7,,,-,1,,"NEW YORK
(42.82700023900048, -75.54396639699968)",
WYOMING,2014,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23554147100049, -108.10982744299969)",
GUAM,2014,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.355173397000442, 144.70297250000056)",
WASHINGTON,2014,3,,-,0,,4,,,-,,-,,-,0,,4,,,-,,-,,-,1,,4,,,-,,-,"WASHINGTON
(47.522287905000496, -120.47002746299972)",
WISCONSIN,2014,3,,-,1,,3,,,-,,-,,-,0,,2,,,-,,-,,-,1,,3,,,-,,-,"WISCONSIN
(44.3931903350005, -89.81636715299965)",
OREGON,2014,3,1,,0,,3,,1,,1,,,-,0,,4,,,-,1,,,-,0,,1,,,-,,-,"OREGON
(44.567446178000466, -120.15502977999972)",
WEST VIRGINIA,2014,3,,-,0,,1,,,-,,-,,-,3,,8,,6,,12,,,-,0,,5,,,-,3,,"WEST VIRGINIA
(38.665511497000466, -80.71263935099967)",
SOUTH DAKOTA,2014,3,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"SOUTH DAKOTA
(44.35313342000046, -100.37352811899967)",
UTAH,2014,3,,-,0,,2,,1,,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"UTAH
(39.36070374600047, -111.5871285339997)",
NEW YORK CITY,2014,3,1,,1,,7,,2,,3,,,-,1,,4,,3,,5,,,-,0,,1,,,-,1,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
AMER. SAMOA,2014,3,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
(39.52368635500045, -99.11415045099966)",
OHIO,2014,3,,-,1,,4,,3,,8,,1,,4,,8,,7,,9,,,-,0,,17,,3,,,-,"OHIO
(40.06021029700048, -82.40425685299965)",
ARIZONA,2014,3,,-,1,,6,,1,,6,,,-,0,,3,,,-,,-,,,0,,0,,,,,,"ARIZONA
(34.865973091000455, -111.76380949799972)",
UNITED STATES,2014,4,7,,30,,56,,39,,76,,29,,54,,73,,105,,173,,10,,33,,53,,32,,100,,,
NEW ENGLAND,2014,4,1,,1,,5,,3,,4,,,-,1,,4,,,-,4,,,-,3,,7,,,-,16,,,
MID. ATLANTIC,2014,4,,-,4,,12,,5,,7,,2,,3,,10,,12,,14,,,-,4,,11,,3,,14,,,
E.N. CENTRAL,2014,4,3,,5,,12,,7,,24,,11,,9,,15,,22,,28,,3,,7,,23,,9,,14,,,
W.N. CENTRAL,2014,4,,-,1,,6,,4,,2,,2,,2,,5,,3,,4,,,-,0,,5,,1,,2,,,
S. ATLANTIC,2014,4,2,,5,,15,,8,,8,,11,,16,,26,,43,,56,,3,,6,,21,,6,,20,,,
E.S. CENTRAL,2014,4,1,,1,,4,,3,,6,,2,,12,,17,,19,,37,,2,,6,,14,,7,,23,,,
W.S. CENTRAL,2014,4,,-,2,,6,,2,,4,,,-,5,,10,,3,,11,,,-,2,,7,,,-,4,,,
MOUNTAIN,2014,4,,-,2,,16,,3,,8,,,-,1,,4,,,-,8,,,-,1,,5,,2,,1,,,
PACIFIC,2014,4,,-,6,,18,,4,,13,,1,,3,,9,,3,,11,,2,,3,,7,,4,,6,,,
NEW JERSEY,2014,4,,-,0,,2,,,-,2,,,-,0,,3,,,-,4,,,-,0,,3,,,-,6,,"NEW JERSEY
(40.1305700530005, -74.27368565099965)",
MINNESOTA,2014,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.35564867700049, -94.79419697699967)",
TENNESSEE,2014,4,1,,0,,2,,2,,2,,1,,5,,11,,10,,17,,,-,2,,7,,4,,5,,"TENNESSEE
(35.680943063000484, -85.77448642199965)",
SOUTH DAKOTA,2014,4,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"SOUTH DAKOTA
(44.35313342000046, -100.37352811899967)",
MARYLAND,2014,4,,-,0,,4,,1,,1,,3,,1,,4,,4,,4,,,-,1,,3,,,-,5,,"MARYLAND
(39.2905806980005, -76.60925970899967)",
ARIZONA,2014,4,,-,1,,6,,1,,4,,,-,0,,3,,,-,3,,,,0,,0,,,,,,"ARIZONA
(34.865973091000455, -111.76380949799972)",
RHODE ISLAND,2014,4,1,,0,,1,,1,,,-,,,0,,0,,,,,,,,0,,0,,,,,,"RHODE ISLAND
(41.70828281900049, -71.52246918099962)",
WASHINGTON,2014,4,,-,0,,4,,,-,,-,1,,0,,7,,1,,,-,2,,1,,5,,2,,,-,"WASHINGTON
(47.522287905000496, -120.47002746299972)",
NEW HAMPSHIRE,2014,4,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,,N,0,,0,,,N,,N,"NEW HAMPSHIRE
(43.6559537330005, -71.50035726399966)",
ARKANSAS,2014,4,,-,0,,2,,,-,,-,,-,1,,3,,1,,4,,,-,0,,3,,,-,,-,"ARKANSAS
(34.748651751000466, -92.27448794899965)",
IOWA,2014,4,,-,0,,3,,1,,1,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"IOWA
(42.469404401000475, -93.81648936699969)",
NEBRASKA,2014,4,,-,0,,2,,1,,,-,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"NEBRASKA
(41.64104043900045, -99.36571864599966)",
OKLAHOMA,2014,4,,-,0,,4,,,-,,-,,-,0,,4,,,-,1,,,-,0,,5,,,-,,-,"OKLAHOMA
(35.472034350000456, -97.52106845499969)",
OREGON,2014,4,,-,0,,3,,1,,3,,,-,0,,4,,1,,1,,,-,0,,1,,,-,,-,"OREGON
(44.567446178000466, -120.15502977999972)",
LOUISIANA,2014,4,,-,0,,2,,,-,3,,,-,1,,8,,,-,3,,,-,0,,2,,,-,3,,"LOUISIANA
(31.312662564000448, -92.44567554599968)",
GUAM,2014,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.355173397000442, 144.70297250000056)",
PENNSYLVANIA,2014,4,,-,1,,4,,1,,,-,2,,1,,4,,8,,3,,,-,1,,6,,3,,6,,"PENNSYLVANIA
(40.79373106100047, -77.86069775999965)",
KENTUCKY,2014,4,,-,0,,2,,,-,3,,,-,4,,8,,1,,10,,,-,3,,10,,,-,18,,"KENTUCKY
(37.645973909000475, -84.77496612599964)",
WISCONSIN,2014,4,,-,1,,3,,,-,1,,,-,0,,2,,,-,,-,,-,1,,3,,,-,,-,"WISCONSIN
(44.3931903350005, -89.81636715299965)",
VIRGINIA,2014,4,1,,0,,2,,2,,,-,,-,0,,4,,2,,,-,1,,0,,3,,2,,1,,"VIRGINIA
(37.54268075100049, -78.45788924199968)",
MASSACHUSETTS,2014,4,,-,0,,3,,,-,2,,,-,1,,3,,,-,2,,,-,2,,7,,,-,14,,"MASSACHUSETTS
(42.27687306500047, -72.08268985899963)",
MAINE,2014,4,,-,0,,2,,,-,,-,,-,0,,1,,,-,2,,,-,0,,1,,,-,1,,"MAINE
(45.254228663000504, -68.98502952999962)",
NEW MEXICO,2014,4,,-,0,,2,,,-,1,,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,"NEW MEXICO
(34.52088247800049, -106.24057768899968)",
IDAHO,2014,4,,-,0,,2,,,-,,-,,-,0,,2,,,-,1,,,-,0,,2,,,-,,-,"IDAHO
(43.682630058000484, -114.3637261449997)",
GEORGIA,2014,4,,-,1,,4,,2,,3,,1,,2,,6,,2,,6,,,-,0,,3,,,-,2,,"GEORGIA
(32.83968004200045, -83.62757601199968)",
CONNECTICUT,2014,4,,-,0,,2,,1,,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"CONNECTICUT
(41.56266394200048, -72.64983753699966)",
MISSOURI,2014,4,,-,0,,2,,1,,,-,2,,1,,4,,3,,3,,,-,0,,4,,1,,2,,"MISSOURI
(38.63579372300046, -92.56629737199967)",
UTAH,2014,4,,-,0,,2,,1,,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"UTAH
(39.36070374600047, -111.5871285339997)",
NEVADA,2014,4,,-,0,,3,,1,,,-,,-,0,,3,,,-,2,,,-,0,,2,,,-,,-,"NEVADA
(39.49324126500045, -117.07183978499972)",
INDIANA,2014,4,,-,0,,2,,,-,2,,,-,2,,6,,4,,4,,,-,3,,8,,1,,6,,"INDIANA
(39.76691364600049, -86.14995579899966)",
DIST. OF COL.,2014,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
(39.52368635500045, -99.11415045099966)",
C.N.M.I.,2014,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
(39.52368635500045, -99.11415045099966)",
AMER. SAMOA,2014,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
(39.52368635500045, -99.11415045099966)",
COLORADO,2014,4,,-,0,,8,,,-,3,,,-,0,,1,,,-,1,,,-,0,,1,,2,,,-,"COLORADO
(38.84384047000049, -106.13360888799969)",
HAWAII,2014,4,,-,0,,4,,,-,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"HAWAII
(21.30485166200043, -157.85774691599974)",
ALASKA,2014,4,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.84507923900048, -147.72205669099972)",
MONTANA,2014,4,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,2,,,-,1,,"MONTANA
(47.066526051000494, -109.42441687999968)",
SOUTH CAROLINA,2014,4,,-,0,,1,,,-,,-,,-,1,,5,,1,,3,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(33.99882060100049, -81.04536765699964)",
VERMONT,2014,4,,-,0,,2,,1,,1,,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,"VERMONT
(43.62538292400046, -72.51763944499965)",
ALABAMA,2014,4,,-,0,,2,,1,,,-,1,,1,,5,,8,,5,,2,,0,,5,,3,,,-,"ALABAMA
(32.84057327200048, -86.63185803899967)",
WYOMING,2014,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23554147100049, -108.10982744299969)",
PUERTO RICO,2014,4,,-,0,,1,,,-,,-,,-,0,,6,,,-,4,,,N,0,,0,,,N,,N,"PUERTO RICO
(26.649497232000442, -98.34556876399967)",
OHIO,2014,4,3,,1,,4,,6,,8,,11,,4,,8,,18,,14,,3,,0,,17,,6,,,-,"OHIO
(40.06021029700048, -82.40425685299965)",
NORTH CAROLINA,2014,4,,-,1,,4,,,-,3,,2,,0,,16,,4,,3,,,-,0,,15,,,-,2,,"NORTH CAROLINA
(35.46622388600048, -79.15924924699965)",
FLORIDA,2014,4,1,,2,,7,,3,,1,,4,,6,,13,,23,,22,,2,,2,,7,,4,,6,,"FLORIDA
(28.932042899000464, -81.92895558499964)",
WEST VIRGINIA,2014,4,,-,0,,1,,,-,,-,1,,3,,8,,7,,17,,,-,0,,5,,,-,4,,"WEST VIRGINIA
(38.665511497000466, -80.71263935099967)",
NEW YORK CITY,2014,4,,-,1,,7,,3,,4,,,-,1,,4,,3,,6,,,-,0,,1,,,-,1,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
ILLINOIS,2014,4,,-,1,,5,,,-,6,,,-,1,,4,,,-,6,,,-,0,,4,,,-,2,,"ILLINOIS
(40.48501278700047, -88.99770813999965)",
C.N.M.I.,2014,32,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
DELAWARE,2014,4,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,,,0,,0,,,,,,"DELAWARE
(39.00883351400046, -75.57773943699965)",
NORTH DAKOTA,2014,4,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"NORTH DAKOTA
(47.47531738700047, -100.11842599699969)",
MICHIGAN,2014,4,,-,1,,7,,1,,7,,,-,1,,5,,,-,4,,,-,1,,11,,2,,6,,"MICHIGAN
(44.66131575600048, -84.71438724399968)",
TEXAS,2014,4,,-,2,,5,,2,,1,,,-,3,,6,,2,,3,,,-,0,,3,,,-,1,,"TEXAS
(31.827243635000457, -99.4267664729997)",
CALIFORNIA,2014,4,,-,4,,17,,3,,9,,,-,2,,5,,1,,10,,,-,1,,5,,2,,6,,"CALIFORNIA
(37.638640488000476, -120.99999889499969)",
NEW YORK,2014,4,,-,1,,5,,1,,1,,,-,1,,3,,1,,1,,,-,2,,8,,,-,1,,"NEW YORK
(42.82700023900048, -75.54396639699968)",
MISSISSIPPI,2014,4,,-,0,,1,,,-,1,,,-,1,,4,,,-,5,,,,0,,0,,,,,,"MISSISSIPPI
(32.74551123200047, -89.53802764499966)",
KANSAS,2014,4,,-,0,,3,,1,,1,,,-,0,,3,,,-,,-,,-,0,,3,,,-,,-,"KANSAS
(38.34774033400049, -98.20077655499966)",
UNITED STATES,2014,5,7,,30,,56,,53,,108,,24,,54,,73,,147,,233,,16,,34,,53,,57,,132,,,
NEW ENGLAND,2014,5,,-,1,,5,,3,,5,,,-,1,,4,,,-,5,,,-,3,,7,,,-,16,,,
MID. ATLANTIC,2014,5,1,,4,,12,,6,,11,,2,,3,,10,,15,,22,,4,,4,,11,,7,,20,,,
E.N. CENTRAL,2014,5,,-,5,,12,,7,,32,,5,,9,,15,,29,,38,,3,,7,,24,,15,,17,,,
W.N. CENTRAL,2014,5,,-,1,,6,,5,,4,,1,,2,,5,,6,,6,,,-,0,,5,,1,,3,,,
S. ATLANTIC,2014,5,3,,5,,15,,12,,16,,5,,16,,26,,51,,71,,5,,6,,21,,16,,27,,,
E.S. CENTRAL,2014,5,2,,1,,4,,5,,7,,9,,12,,17,,35,,54,,3,,6,,14,,10,,33,,,
W.S. CENTRAL,2014,5,1,,2,,6,,3,,5,,2,,5,,10,,7,,13,,1,,2,,7,,1,,4,,,
MOUNTAIN,2014,5,,-,2,,16,,4,,8,,,-,1,,4,,1,,10,,,-,1,,5,,2,,4,,,
PACIFIC,2014,5,,-,6,,18,,8,,20,,,-,3,,11,,3,,14,,,-,3,,7,,5,,8,,,
PENNSYLVANIA,2014,5,,-,1,,4,,1,,1,,,-,1,,4,,9,,6,,2,,1,,6,,5,,8,,"PENNSYLVANIA
(40.79373106100047, -77.86069775999965)",
TEXAS,2014,5,1,,2,,5,,3,,2,,2,,3,,6,,4,,5,,,-,0,,3,,,-,1,,"TEXAS
(31.827243635000457, -99.4267664729997)",
NEW HAMPSHIRE,2014,5,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,,N,0,,0,,,N,,N,"NEW HAMPSHIRE
(43.6559537330005, -71.50035726399966)",
CALIFORNIA,2014,5,,-,4,,17,,7,,14,,,-,2,,5,,1,,12,,,-,1,,5,,3,,7,,"CALIFORNIA
(37.638640488000476, -120.99999889499969)",
SOUTH CAROLINA,2014,5,,-,0,,1,,,-,1,,,-,1,,5,,1,,3,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(33.99882060100049, -81.04536765699964)",
MISSOURI,2014,5,,-,0,,2,,1,,,-,,-,1,,4,,5,,5,,,-,0,,4,,1,,3,,"MISSOURI
(38.63579372300046, -92.56629737199967)",
UTAH,2014,5,,-,0,,2,,1,,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,"UTAH
(39.36070374600047, -111.5871285339997)",
GUAM,2014,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.355173397000442, 144.70297250000056)",
NEBRASKA,2014,5,,-,0,,2,,1,,1,,1,,0,,2,,1,,,-,,-,0,,1,,,-,,-,"NEBRASKA
(41.64104043900045, -99.36571864599966)",
NORTH DAKOTA,2014,5,,-,0,,2,,1,,1,,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"NORTH DAKOTA
(47.47531738700047, -100.11842599699969)",
CONNECTICUT,2014,5,,-,0,,2,,1,,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"CONNECTICUT
(41.56266394200048, -72.64983753699966)",
MAINE,2014,5,,-,0,,2,,,-,,-,,-,0,,1,,,-,3,,,-,0,,1,,,-,1,,"MAINE
(45.254228663000504, -68.98502952999962)",
IDAHO,2014,5,,-,0,,2,,,-,,-,,-,0,,2,,,-,1,,,-,0,,2,,,-,1,,"IDAHO
(43.682630058000484, -114.3637261449997)",
GEORGIA,2014,5,,-,1,,4,,2,,7,,,-,2,,6,,2,,11,,,-,0,,3,,,-,2,,"GEORGIA
(32.83968004200045, -83.62757601199968)",
IOWA,2014,5,,-,0,,3,,1,,1,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"IOWA
(42.469404401000475, -93.81648936699969)",
NEVADA,2014,5,,-,0,,3,,1,,,-,,-,0,,3,,1,,2,,,-,0,,2,,,-,1,,"NEVADA
(39.49324126500045, -117.07183978499972)",
WISCONSIN,2014,5,,-,1,,3,,,-,2,,,-,0,,2,,,-,,-,,-,1,,3,,,-,1,,"WISCONSIN
(44.3931903350005, -89.81636715299965)",
KENTUCKY,2014,5,2,,0,,2,,2,,4,,1,,4,,8,,3,,16,,1,,3,,10,,1,,24,,"KENTUCKY
(37.645973909000475, -84.77496612599964)",
NEW JERSEY,2014,5,,-,0,,2,,,-,2,,,-,0,,3,,,-,6,,,-,0,,3,,,-,7,,"NEW JERSEY
(40.1305700530005, -74.27368565099965)",
KANSAS,2014,5,,-,0,,3,,1,,1,,,-,0,,3,,,-,,-,,-,0,,3,,,-,,-,"KANSAS
(38.34774033400049, -98.20077655499966)",
WEST VIRGINIA,2014,5,,-,0,,1,,1,,,-,3,,3,,8,,11,,18,,,-,0,,5,,1,,4,,"WEST VIRGINIA
(38.665511497000466, -80.71263935099967)",
VIRGINIA,2014,5,,-,0,,2,,2,,,-,,-,0,,4,,2,,,-,,-,0,,3,,2,,1,,"VIRGINIA
(37.54268075100049, -78.45788924199968)",
MICHIGAN,2014,5,,-,1,,7,,1,,10,,,-,1,,5,,,-,6,,,-,1,,11,,2,,7,,"MICHIGAN
(44.66131575600048, -84.71438724399968)",
WYOMING,2014,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23554147100049, -108.10982744299969)",
OKLAHOMA,2014,5,,-,0,,4,,,-,,-,,-,0,,4,,,-,1,,1,,0,,5,,1,,,-,"OKLAHOMA
(35.472034350000456, -97.52106845499969)",
RHODE ISLAND,2014,5,,-,0,,1,,1,,,-,,,0,,0,,,,,,,,0,,0,,,,,,"RHODE ISLAND
(41.70828281900049, -71.52246918099962)",
NEW YORK,2014,5,1,,1,,5,,2,,2,,2,,1,,3,,3,,2,,2,,2,,9,,2,,4,,"NEW YORK
(42.82700023900048, -75.54396639699968)",
DELAWARE,2014,5,,-,0,,1,,,-,,-,,-,0,,1,,,-,2,,,,0,,0,,,,,,"DELAWARE
(39.00883351400046, -75.57773943699965)",
NEW YORK CITY,2014,5,,-,1,,7,,3,,6,,,-,1,,4,,3,,8,,,-,0,,1,,,-,1,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
