Reporting Area,MMWR Year,MMWR Week,"Invasive Pneumococcal disease, All ages, Current week","Invasive Pneumococcal disease, All ages, Current week, flag","Invasive Pneumococcal disease, All ages, Previous 52 weeks Med","Invasive Pneumococcal disease, All ages, Previous 52 weeks Med, flag","Invasive Pneumococcal disease, All ages, Previous 52 weeks Max","Invasive Pneumococcal disease, All ages, Previous 52 weeks Max, flag","Invasive Pneumococcal disease, All ages, Cum 2014","Invasive Pneumococcal disease, All ages, Cum 2014, flag","Invasive Pneumococcal disease, All ages, Cum 2013","Invasive Pneumococcal disease, All ages, Cum 2013, flag","Invasive Pneumococcal disease, Age LT 5, Current week","Invasive Pneumococcal disease, Age LT 5, Current week, flag","Invasive Pneumococcal disease, Age LT 5, Previous 52 weeks Med","Invasive Pneumococcal disease, Age LT 5, Previous 52 weeks Med, flag","Invasive Pneumococcal disease, Age LT 5, Previous 52 weeks Max","Invasive Pneumococcal disease, Age LT 5, Previous 52 weeks Max, flag","Invasive Pneumococcal disease, Age LT 5, Cum 2014","Invasive Pneumococcal disease, Age LT 5, Cum 2014, flag","Invasive Pneumococcal disease, Age LT 5, Cum 2013","Invasive Pneumococcal disease, Age LT 5, Cum 2013, flag","Legionellosis, Current week","Legionellosis, Current week, flag","Legionellosis, Previous 52 weeks Med","Legionellosis, Previous 52 weeks Med, flag","Legionellosis, Previous 52 weeks Max","Legionellosis, Previous 52 weeks Max, flag","Legionellosis, Cum 2014","Legionellosis, Cum 2014, flag","Legionellosis, Cum 2013","Legionellosis, Cum 2013, flag",Location 1,Location 2
DIST. OF COL.,2014,3,2,,1,,7,,2,,4,,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"DIST. OF COL.
(39.52368635500045, -99.11415045099966)",
C.N.M.I.,2014,3,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
(39.52368635500045, -99.11415045099966)",
PUERTO RICO,2014,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,1,,"PUERTO RICO
(26.649497232000442, -98.34556876399967)",
MICHIGAN,2014,3,3,,12,,28,,30,,78,,,-,1,,3,,1,,3,,,-,3,,21,,2,,,-,"MICHIGAN
(44.66131575600048, -84.71438724399968)",
RHODE ISLAND,2014,3,,-,0,,18,,,-,,-,,-,0,,0,,,-,,-,,-,0,,9,,1,,,-,"RHODE ISLAND
(41.70828281900049, -71.52246918099962)",
LOUISIANA,2014,3,,-,5,,14,,9,,31,,,-,0,,2,,2,,2,,,-,0,,3,,,-,2,,"LOUISIANA
(31.312662564000448, -92.44567554599968)",
MAINE,2014,3,,-,2,,6,,9,,11,,,-,0,,1,,,-,,-,,-,0,,3,,1,,1,,"MAINE
(45.254228663000504, -68.98502952999962)",
COLORADO,2014,3,,-,6,,22,,21,,52,,,-,0,,2,,,-,3,,,-,0,,3,,,-,1,,"COLORADO
(38.84384047000049, -106.13360888799969)",
NEW MEXICO,2014,3,3,,5,,13,,18,,34,,,-,0,,1,,,-,,-,,-,0,,2,,,-,1,,"NEW MEXICO
(34.52088247800049, -106.24057768899968)",
SOUTH DAKOTA,2014,3,1,,2,,5,,5,,16,,,N,0,,0,,,N,,N,,-,0,,1,,1,,,-,"SOUTH DAKOTA
(44.35313342000046, -100.37352811899967)",
NEBRASKA,2014,3,,-,3,,7,,10,,11,,,-,0,,1,,1,,2,,,-,0,,3,,,-,1,,"NEBRASKA
(41.64104043900045, -99.36571864599966)",
VIRGINIA,2014,3,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,1,,0,,8,,3,,,-,"VIRGINIA
(37.54268075100049, -78.45788924199968)",
MISSOURI,2014,3,,N,0,,0,,,N,,N,,-,0,,3,,,-,4,,,-,1,,11,,2,,3,,"MISSOURI
(38.63579372300046, -92.56629737199967)",
VIRGIN ISL.,2014,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
(39.52368635500045, -99.11415045099966)",
KENTUCKY,2014,3,6,,4,,12,,17,,27,,,-,0,,1,,1,,,-,,-,1,,4,,,-,,-,"KENTUCKY
(37.645973909000475, -84.77496612599964)",
MISSISSIPPI,2014,3,10,,4,,13,,25,,21,,1,,0,,2,,3,,2,,,-,0,,2,,,-,2,,"MISSISSIPPI
(32.74551123200047, -89.53802764499966)",
NEW JERSEY,2014,3,,-,8,,21,,,-,74,,,-,0,,2,,,-,6,,,-,2,,20,,,-,6,,"NEW JERSEY
(40.1305700530005, -74.27368565099965)",
ILLINOIS,2014,3,,N,0,,0,,,N,,N,,-,1,,3,,,-,,-,,-,3,,31,,,-,4,,"ILLINOIS
(40.48501278700047, -88.99770813999965)",
TENNESSEE,2014,3,5,,14,,37,,39,,73,,,-,1,,5,,1,,3,,,-,1,,7,,,-,5,,"TENNESSEE
(35.680943063000484, -85.77448642199965)",
AMER. SAMOA,2014,3,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA
(39.52368635500045, -99.11415045099966)",
ALASKA,2014,3,,-,2,,6,,1,,9,,,-,0,,2,,,-,1,,,-,0,,1,,,-,,-,"ALASKA
(64.84507923900048, -147.72205669099972)",
TEXAS,2014,3,9,,23,,152,,31,,72,,,-,2,,12,,,-,3,,,-,2,,9,,,-,2,,"TEXAS
(31.827243635000457, -99.4267664729997)",
NEW YORK CITY,2014,3,6,,12,,27,,45,,87,,,-,0,,2,,1,,3,,,-,3,,47,,6,,3,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
SOUTH CAROLINA,2014,3,7,,7,,27,,50,,49,,,-,0,,2,,1,,1,,,-,0,,3,,2,,1,,"SOUTH CAROLINA
(33.99882060100049, -81.04536765699964)",
OKLAHOMA,2014,3,,-,0,,1,,,-,1,,,-,0,,1,,,-,1,,,-,0,,3,,,-,,-,"OKLAHOMA
(35.472034350000456, -97.52106845499969)",
CONNECTICUT,2014,3,,-,4,,14,,2,,47,,,-,0,,2,,,-,,-,,-,1,,10,,3,,1,,"CONNECTICUT
(41.56266394200048, -72.64983753699966)",
IOWA,2014,3,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,2,,,-,,-,"IOWA
(42.469404401000475, -93.81648936699969)",
ARIZONA,2014,3,18,,14,,41,,84,,98,,,-,0,,4,,2,,4,,,-,1,,4,,1,,5,,"ARIZONA
(34.865973091000455, -111.76380949799972)",
IDAHO,2014,3,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,,-,0,,2,,,-,1,,"IDAHO
(43.682630058000484, -114.3637261449997)",
OREGON,2014,3,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,3,,1,,2,,"OREGON
(44.567446178000466, -120.15502977999972)",
HAWAII,2014,3,,-,1,,4,,4,,2,,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,"HAWAII
(21.30485166200043, -157.85774691599974)",
MARYLAND,2014,3,17,,8,,26,,37,,45,,2,,0,,4,,3,,1,,1,,2,,14,,6,,6,,"MARYLAND
(39.2905806980005, -76.60925970899967)",
ALABAMA,2014,3,1,,3,,9,,15,,22,,,-,0,,2,,,-,2,,,-,0,,10,,,-,1,,"ALABAMA
(32.84057327200048, -86.63185803899967)",
GEORGIA,2014,3,2,,16,,44,,60,,117,,,-,1,,5,,4,,5,,,-,1,,5,,1,,3,,"GEORGIA
(32.83968004200045, -83.62757601199968)",
FLORIDA,2014,3,32,,18,,42,,101,,133,,,-,1,,5,,4,,8,,11,,4,,16,,14,,11,,"FLORIDA
(28.932042899000464, -81.92895558499964)",
WISCONSIN,2014,3,7,,8,,15,,27,,60,,,-,0,,3,,,-,1,,,-,1,,11,,,-,1,,"WISCONSIN
(44.3931903350005, -89.81636715299965)",
DELAWARE,2014,3,,-,0,,3,,1,,2,,,-,0,,1,,,-,,-,,-,0,,4,,,-,,-,"DELAWARE
(39.00883351400046, -75.57773943699965)",
WYOMING,2014,3,,-,0,,3,,1,,2,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23554147100049, -108.10982744299969)",
VERMONT,2014,3,2,,1,,6,,2,,11,,,-,0,,0,,,-,,-,,-,0,,2,,,-,2,,"VERMONT
(43.62538292400046, -72.51763944499965)",
KANSAS,2014,3,,-,2,,11,,5,,23,,,N,0,,0,,,N,,N,,-,0,,3,,,-,1,,"KANSAS
(38.34774033400049, -98.20077655499966)",
NORTH DAKOTA,2014,3,,-,1,,5,,,-,13,,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,"NORTH DAKOTA
(47.47531738700047, -100.11842599699969)",
NEW HAMPSHIRE,2014,3,,-,1,,5,,,-,4,,,-,0,,1,,,-,,-,,-,0,,3,,,-,,-,"NEW HAMPSHIRE
(43.6559537330005, -71.50035726399966)",
GUAM,2014,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.355173397000442, 144.70297250000056)",
MONTANA,2014,3,,-,0,,3,,2,,2,,,-,0,,1,,,-,,-,,-,0,,2,,,-,1,,"MONTANA
(47.066526051000494, -109.42441687999968)",
CALIFORNIA,2014,3,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,3,,4,,11,,7,,41,,"CALIFORNIA
(37.638640488000476, -120.99999889499969)",
UTAH,2014,3,,-,2,,7,,,-,16,,,-,0,,2,,,-,1,,,-,0,,3,,2,,2,,"UTAH
(39.36070374600047, -111.5871285339997)",
MASSACHUSETTS,2014,3,,-,0,,2,,,-,2,,,-,0,,2,,,-,2,,2,,2,,20,,6,,7,,"MASSACHUSETTS
(42.27687306500047, -72.08268985899963)",
OHIO,2014,3,27,,21,,47,,87,,157,,3,,1,,4,,3,,3,,6,,6,,66,,23,,15,,"OHIO
(40.06021029700048, -82.40425685299965)",
WEST VIRGINIA,2014,3,,-,5,,16,,7,,38,,,-,0,,2,,,-,2,,,-,0,,4,,,-,,-,"WEST VIRGINIA
(38.665511497000466, -80.71263935099967)",
NORTH CAROLINA,2014,3,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,1,,1,,9,,2,,3,,"NORTH CAROLINA
(35.46622388600048, -79.15924924699965)",
ARKANSAS,2014,3,,-,3,,15,,2,,13,,,-,0,,2,,,-,,-,,-,0,,3,,,-,,-,"ARKANSAS
(34.748651751000466, -92.27448794899965)",
UNITED STATES,2014,4,159,,287,,466,,1124,,2133,,7,,20,,35,,45,,91,,15,,60,,258,,127,,208,,,
NEW ENGLAND,2014,4,1,,11,,33,,19,,89,,,-,0,,3,,,-,3,,,-,5,,25,,11,,12,,,
MID. ATLANTIC,2014,4,24,,36,,74,,121,,309,,,-,2,,6,,3,,15,,3,,16,,122,,29,,36,,,
E.N. CENTRAL,2014,4,36,,55,,107,,200,,443,,1,,3,,8,,7,,10,,3,,16,,103,,29,,37,,,
W.N. CENTRAL,2014,4,7,,14,,33,,44,,165,,1,,1,,4,,3,,14,,,-,2,,13,,5,,12,,,
S. ATLANTIC,2014,4,34,,64,,125,,317,,468,,1,,5,,13,,14,,20,,7,,11,,36,,35,,31,,,
E.S. CENTRAL,2014,4,27,,28,,59,,144,,191,,1,,1,,5,,6,,9,,,-,3,,13,,2,,9,,,
W.S. CENTRAL,2014,4,16,,33,,212,,81,,168,,3,,3,,16,,10,,8,,1,,3,,11,,1,,8,,,
MOUNTAIN,2014,4,14,,31,,78,,187,,288,,,-,2,,7,,2,,11,,,-,3,,9,,5,,13,,,
PACIFIC,2014,4,,-,4,,7,,11,,12,,,-,0,,2,,,-,1,,1,,5,,12,,10,,50,,,
RHODE ISLAND,2014,4,,-,0,,18,,1,,,-,,-,0,,0,,,-,,-,,-,0,,9,,1,,,-,"RHODE ISLAND
(41.70828281900049, -71.52246918099962)",
NEW MEXICO,2014,4,1,,5,,13,,26,,45,,,-,0,,1,,,-,1,,,-,0,,2,,,-,2,,"NEW MEXICO
(34.52088247800049, -106.24057768899968)",
WISCONSIN,2014,4,4,,8,,15,,38,,74,,,-,0,,3,,,-,2,,,-,1,,11,,,-,2,,"WISCONSIN
(44.3931903350005, -89.81636715299965)",
NEBRASKA,2014,4,4,,2,,7,,15,,14,,,-,0,,1,,1,,3,,,-,0,,3,,,-,2,,"NEBRASKA
(41.64104043900045, -99.36571864599966)",
MASSACHUSETTS,2014,4,,-,0,,2,,,-,3,,,-,0,,2,,,-,3,,,-,2,,20,,6,,7,,"MASSACHUSETTS
(42.27687306500047, -72.08268985899963)",
NEW HAMPSHIRE,2014,4,,-,1,,5,,,-,5,,,-,0,,1,,,-,,-,,-,0,,3,,,-,,-,"NEW HAMPSHIRE
(43.6559537330005, -71.50035726399966)",
GUAM,2014,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.355173397000442, 144.70297250000056)",
VIRGINIA,2014,4,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,2,,0,,8,,5,,,-,"VIRGINIA
(37.54268075100049, -78.45788924199968)",
IDAHO,2014,4,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,,-,0,,2,,,-,1,,"IDAHO
(43.682630058000484, -114.3637261449997)",
ALABAMA,2014,4,2,,3,,9,,23,,29,,,-,0,,2,,,-,2,,,-,0,,10,,,-,1,,"ALABAMA
(32.84057327200048, -86.63185803899967)",
NEW JERSEY,2014,4,,-,7,,21,,,-,92,,,-,0,,2,,,-,6,,,-,2,,20,,,-,13,,"NEW JERSEY
(40.1305700530005, -74.27368565099965)",
ARIZONA,2014,4,12,,14,,41,,100,,137,,,-,0,,4,,2,,4,,,-,1,,4,,1,,5,,"ARIZONA
(34.865973091000455, -111.76380949799972)",
MAINE,2014,4,1,,2,,6,,13,,15,,,-,0,,1,,,-,,-,,-,0,,3,,1,,1,,"MAINE
(45.254228663000504, -68.98502952999962)",
TENNESSEE,2014,4,18,,14,,37,,70,,102,,1,,1,,5,,2,,4,,,-,1,,7,,1,,6,,"TENNESSEE
(35.680943063000484, -85.77448642199965)",
WASHINGTON,2014,4,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,6,,,-,,-,"WASHINGTON
(47.522287905000496, -120.47002746299972)",
GEORGIA,2014,4,12,,16,,44,,93,,135,,1,,1,,5,,6,,6,,,-,1,,5,,1,,5,,"GEORGIA
(32.83968004200045, -83.62757601199968)",
ILLINOIS,2014,4,,N,0,,0,,,N,,N,,-,1,,3,,2,,1,,,-,3,,31,,,-,5,,"ILLINOIS
(40.48501278700047, -88.99770813999965)",
VERMONT,2014,4,,-,1,,4,,3,,11,,,-,0,,0,,,-,,-,,-,0,,2,,,-,2,,"VERMONT
(43.62538292400046, -72.51763944499965)",
KANSAS,2014,4,1,,2,,10,,12,,33,,,N,0,,0,,,N,,N,,-,0,,3,,,-,1,,"KANSAS
(38.34774033400049, -98.20077655499966)",
DIST. OF COL.,2014,4,,-,1,,7,,3,,6,,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"DIST. OF COL.
(39.52368635500045, -99.11415045099966)",
NEW YORK CITY,2014,4,5,,12,,24,,59,,111,,,-,1,,2,,2,,5,,1,,3,,47,,7,,6,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
IOWA,2014,4,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,2,,,-,,-,"IOWA
(42.469404401000475, -93.81648936699969)",
NEVADA,2014,4,,-,2,,7,,11,,15,,,-,0,,1,,,-,,-,,-,0,,3,,,-,,-,"NEVADA
(39.49324126500045, -117.07183978499972)",
INDIANA,2014,4,,-,13,,28,,7,,83,,,-,0,,3,,,-,,-,,-,3,,11,,,-,12,,"INDIANA
(39.76691364600049, -86.14995579899966)",
HAWAII,2014,4,,-,1,,4,,6,,3,,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,"HAWAII
(21.30485166200043, -157.85774691599974)",
OKLAHOMA,2014,4,1,,0,,1,,1,,2,,1,,0,,1,,1,,2,,,-,0,,3,,,-,,-,"OKLAHOMA
(35.472034350000456, -97.52106845499969)",
WEST VIRGINIA,2014,4,1,,4,,16,,8,,44,,,-,0,,2,,,-,2,,,-,0,,4,,,-,1,,"WEST VIRGINIA
(38.665511497000466, -80.71263935099967)",
PENNSYLVANIA,2014,4,,N,,-,,-,,N,,N,,N,0,,0,,,N,,N,,-,6,,26,,12,,10,,"PENNSYLVANIA
(40.79373106100047, -77.86069775999965)",
CALIFORNIA,2014,4,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,1,,4,,11,,8,,47,,"CALIFORNIA
(37.638640488000476, -120.99999889499969)",
SOUTH CAROLINA,2014,4,4,,7,,27,,53,,62,,,-,0,,2,,1,,2,,,-,0,,3,,2,,1,,"SOUTH CAROLINA
(33.99882060100049, -81.04536765699964)",
MINNESOTA,2014,4,,-,5,,18,,,-,87,,,-,0,,3,,,-,6,,,-,0,,2,,,-,3,,"MINNESOTA
(46.35564867700049, -94.79419697699967)",
VIRGIN ISL.,2014,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
(39.52368635500045, -99.11415045099966)",
NEW YORK,2014,4,19,,18,,37,,62,,106,,,-,1,,4,,1,,4,,2,,6,,40,,10,,7,,"NEW YORK
(42.82700023900048, -75.54396639699968)",
COLORADO,2014,4,,-,7,,22,,46,,65,,,-,0,,2,,,-,4,,,-,0,,3,,,-,1,,"COLORADO
(38.84384047000049, -106.13360888799969)",
SOUTH DAKOTA,2014,4,1,,2,,5,,10,,17,,,N,0,,0,,,N,,N,,-,0,,1,,1,,1,,"SOUTH DAKOTA
(44.35313342000046, -100.37352811899967)",
ALASKA,2014,4,,-,2,,6,,5,,9,,,-,0,,2,,,-,1,,,-,0,,1,,,-,,-,"ALASKA
(64.84507923900048, -147.72205669099972)",
MARYLAND,2014,4,7,,8,,26,,48,,58,,,-,0,,4,,3,,2,,1,,2,,14,,7,,6,,"MARYLAND
(39.2905806980005, -76.60925970899967)",
MICHIGAN,2014,4,5,,12,,28,,41,,102,,1,,1,,3,,2,,3,,,-,3,,21,,3,,1,,"MICHIGAN
(44.66131575600048, -84.71438724399968)",
PUERTO RICO,2014,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,2,,"PUERTO RICO
(26.649497232000442, -98.34556876399967)",
TEXAS,2014,4,15,,23,,193,,69,,111,,2,,2,,16,,7,,4,,1,,2,,11,,1,,4,,"TEXAS
(31.827243635000457, -99.4267664729997)",
FLORIDA,2014,4,10,,18,,42,,111,,161,,,-,1,,5,,4,,8,,4,,4,,16,,18,,15,,"FLORIDA
(28.932042899000464, -81.92895558499964)",
CONNECTICUT,2014,4,,-,4,,14,,2,,55,,,-,0,,2,,,-,,-,,-,1,,10,,3,,2,,"CONNECTICUT
(41.56266394200048, -72.64983753699966)",
OREGON,2014,4,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,3,,2,,2,,"OREGON
(44.567446178000466, -120.15502977999972)",
MISSISSIPPI,2014,4,,-,4,,13,,25,,28,,,-,0,,2,,3,,3,,,-,0,,2,,,-,2,,"MISSISSIPPI
(32.74551123200047, -89.53802764499966)",
WYOMING,2014,4,,-,0,,3,,1,,3,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23554147100049, -108.10982744299969)",
UTAH,2014,4,,-,2,,7,,,-,21,,,-,0,,2,,,-,2,,,-,0,,3,,3,,3,,"UTAH
(39.36070374600047, -111.5871285339997)",
LOUISIANA,2014,4,,-,5,,14,,9,,34,,,-,0,,2,,2,,2,,,-,0,,3,,,-,3,,"LOUISIANA
(31.312662564000448, -92.44567554599968)",
AMER. SAMOA,2014,4,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA
(39.52368635500045, -99.11415045099966)",
NORTH CAROLINA,2014,4,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,1,,9,,2,,3,,"NORTH CAROLINA
(35.46622388600048, -79.15924924699965)",
MONTANA,2014,4,1,,0,,3,,3,,2,,,-,0,,1,,,-,,-,,-,0,,2,,1,,1,,"MONTANA
(47.066526051000494, -109.42441687999968)",
C.N.M.I.,2014,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
(39.52368635500045, -99.11415045099966)",
OHIO,2014,4,27,,21,,47,,114,,184,,,-,1,,4,,3,,4,,3,,6,,66,,26,,17,,"OHIO
(40.06021029700048, -82.40425685299965)",
DELAWARE,2014,4,,-,0,,3,,1,,2,,,-,0,,1,,,-,,-,,-,0,,4,,,-,,-,"DELAWARE
(39.00883351400046, -75.57773943699965)",
MISSOURI,2014,4,,N,0,,0,,,N,,N,1,,0,,3,,1,,4,,,-,1,,11,,4,,5,,"MISSOURI
(38.63579372300046, -92.56629737199967)",
KENTUCKY,2014,4,7,,4,,11,,26,,32,,,-,0,,1,,1,,,-,,-,1,,4,,1,,,-,"KENTUCKY
(37.645973909000475, -84.77496612599964)",
ARKANSAS,2014,4,,-,3,,17,,2,,21,,,-,0,,2,,,-,,-,,-,0,,3,,,-,1,,"ARKANSAS
(34.748651751000466, -92.27448794899965)",
NORTH DAKOTA,2014,4,1,,1,,5,,7,,14,,,-,0,,1,,1,,1,,,-,0,,1,,,-,,-,"NORTH DAKOTA
(47.47531738700047, -100.11842599699969)",
UNITED STATES,2014,5,186,,279,,498,,1479,,2553,,6,,20,,36,,58,,112,,38,,62,,259,,182,,255,,,
NEW ENGLAND,2014,5,5,,10,,33,,26,,104,,,-,0,,3,,,-,3,,2,,5,,25,,18,,15,,,
MID. ATLANTIC,2014,5,16,,35,,74,,147,,378,,,-,2,,6,,3,,18,,8,,16,,122,,40,,45,,,
E.N. CENTRAL,2014,5,22,,53,,107,,242,,518,,,-,3,,8,,9,,10,,8,,16,,103,,43,,51,,,
VIRGIN ISL.,2014,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
(39.52368635500045, -99.11415045099966)",
GUAM,2014,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.355173397000442, 144.70297250000056)",
PUERTO RICO,2014,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,2,,"PUERTO RICO
(26.649497232000442, -98.34556876399967)",
C.N.M.I.,2014,8,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
(39.52368635500045, -99.11415045099966)",
W.N. CENTRAL,2014,5,4,,14,,29,,53,,186,,,-,1,,4,,3,,16,,,-,2,,13,,6,,13,,,
S. ATLANTIC,2014,5,67,,59,,125,,408,,543,,3,,5,,13,,17,,24,,12,,11,,36,,46,,39,,,
E.S. CENTRAL,2014,5,15,,28,,59,,174,,222,,1,,1,,5,,7,,10,,1,,3,,13,,4,,10,,,
W.S. CENTRAL,2014,5,42,,34,,236,,180,,235,,2,,3,,16,,14,,11,,3,,3,,12,,5,,10,,,
MOUNTAIN,2014,5,14,,32,,79,,233,,349,,,-,2,,7,,4,,17,,1,,3,,9,,6,,17,,,
PACIFIC,2014,5,1,,4,,7,,16,,18,,,-,0,,2,,1,,3,,3,,5,,13,,14,,55,,,
PUERTO RICO,2014,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,2,,"PUERTO RICO
(26.649497232000442, -98.34556876399967)",
NEW JERSEY,2014,5,,-,7,,21,,,-,111,,,-,0,,2,,,-,6,,,-,2,,20,,,-,13,,"NEW JERSEY
(40.1305700530005, -74.27368565099965)",
NEVADA,2014,5,1,,2,,7,,16,,19,,,-,0,,1,,,-,,-,,-,0,,3,,,-,1,,"NEVADA
(39.49324126500045, -117.07183978499972)",
OREGON,2014,5,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,3,,2,,2,,"OREGON
(44.567446178000466, -120.15502977999972)",
LOUISIANA,2014,5,4,,5,,16,,52,,41,,,-,0,,2,,3,,2,,,-,0,,3,,1,,3,,"LOUISIANA
(31.312662564000448, -92.44567554599968)",
NORTH CAROLINA,2014,5,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,2,,1,,9,,4,,3,,"NORTH CAROLINA
(35.46622388600048, -79.15924924699965)",
MINNESOTA,2014,5,,-,5,,16,,,-,94,,,-,0,,2,,,-,7,,,-,0,,2,,,-,3,,"MINNESOTA
(46.35564867700049, -94.79419697699967)",
WASHINGTON,2014,5,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,6,,,-,,-,"WASHINGTON
(47.522287905000496, -120.47002746299972)",
NEW YORK,2014,5,13,,18,,37,,75,,135,,,-,1,,4,,1,,5,,2,,6,,40,,12,,9,,"NEW YORK
(42.82700023900048, -75.54396639699968)",
FLORIDA,2014,5,22,,18,,42,,133,,188,,1,,1,,5,,5,,10,,6,,4,,16,,23,,20,,"FLORIDA
(28.932042899000464, -81.92895558499964)",
MARYLAND,2014,5,12,,8,,26,,61,,68,,1,,0,,4,,4,,2,,1,,2,,14,,8,,8,,"MARYLAND
(39.2905806980005, -76.60925970899967)",
WISCONSIN,2014,5,6,,8,,15,,49,,88,,,-,0,,3,,,-,2,,,-,2,,11,,3,,3,,"WISCONSIN
(44.3931903350005, -89.81636715299965)",
TEXAS,2014,5,35,,23,,215,,118,,159,,1,,2,,16,,9,,7,,2,,2,,12,,3,,6,,"TEXAS
(31.827243635000457, -99.4267664729997)",
VIRGINIA,2014,5,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,2,,0,,8,,7,,,-,"VIRGINIA
(37.54268075100049, -78.45788924199968)",
CALIFORNIA,2014,5,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,3,,4,,12,,12,,52,,"CALIFORNIA
(37.638640488000476, -120.99999889499969)",
NEW MEXICO,2014,5,,-,5,,13,,26,,58,,,-,0,,1,,,-,2,,,-,0,,2,,,-,3,,"NEW MEXICO
(34.52088247800049, -106.24057768899968)",
OKLAHOMA,2014,5,1,,0,,1,,2,,2,,1,,0,,1,,2,,2,,,-,0,,3,,,-,,-,"OKLAHOMA
(35.472034350000456, -97.52106845499969)",
COLORADO,2014,5,,-,7,,22,,64,,87,,,-,0,,2,,1,,4,,,-,0,,3,,,-,2,,"COLORADO
(38.84384047000049, -106.13360888799969)",
AMER. SAMOA,2014,5,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA
(39.52368635500045, -99.11415045099966)",
DELAWARE,2014,5,1,,0,,3,,2,,2,,,-,0,,1,,,-,,-,,-,0,,4,,,-,,-,"DELAWARE
(39.00883351400046, -75.57773943699965)",
ALASKA,2014,5,,-,2,,6,,6,,12,,,-,0,,2,,,-,2,,,-,0,,1,,,-,,-,"ALASKA
(64.84507923900048, -147.72205669099972)",
MISSOURI,2014,5,,N,0,,0,,,N,,N,,-,0,,3,,1,,5,,,-,1,,11,,4,,5,,"MISSOURI
(38.63579372300046, -92.56629737199967)",
WYOMING,2014,5,,-,0,,3,,3,,3,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23554147100049, -108.10982744299969)",
HAWAII,2014,5,1,,1,,4,,10,,6,,,-,0,,1,,1,,1,,,-,0,,1,,,-,1,,"HAWAII
(21.30485166200043, -157.85774691599974)",
MONTANA,2014,5,1,,0,,3,,5,,2,,,-,0,,1,,,-,,-,,-,0,,2,,2,,1,,"MONTANA
(47.066526051000494, -109.42441687999968)",
