Reporting Area,MMWR Year,MMWR Week,"Hepatitis (viral, acute), type A, Current week","Hepatitis (viral, acute), type A, Current week, flag ","Hepatitis (viral, acute), type A, Previous 52 weeks Med","Hepatitis (viral, acute), type A, Previous 52 weeks Med, flag","Hepatitis (viral, acute), type A, Previous 52 weeks Max","Hepatitis (viral, acute), type A, Previous 52 weeks Max, flag","Hepatitis (viral, acute), type A, Cum 2015","Hepatitis (viral, acute), type A, Cum 2015, flag","Hepatitis (viral, acute), type A, Cum 2014","Hepatitis (viral, acute), type A, Cum 2014, flag","Hepatitis (viral, acute), type B, Current week","Hepatitis (viral, acute), type B, Current week, flag","Hepatitis (viral, acute), type B, Previous 52 weeks Med","Hepatitis (viral, acute), type B, Previous 52 weeks Med, flag","Hepatitis (viral, acute), type B, Previous 52 weeks Max","Hepatitis (viral, acute), type B, Previous 52 weeks Max, flag","Hepatitis (viral, acute), type B, Cum 2015","Hepatitis (viral, acute), type B, Cum 2015, flag","Hepatitis (viral, acute), type B, Cum 2014","Hepatitis (viral, acute), type B, Cum 2014, flag","Hepatitis (viral, acute), type C, Current week, flag","Hepatitis (viral, acute), type C, Current week","Hepatitis (viral, acute), type C, Previous 52 weeks Med","Hepatitis (viral, acute), type C, Previous 52 weeks Med, flag","Hepatitis (viral, acute), type C, Previous 52 weeks Max","Hepatitis (viral, acute), type C, Previous 52 weeks Max, flag","Hepatitis (viral, acute), type C, Cum 2015","Hepatitis (viral, acute), type C, Cum 2015, flag","Hepatitis (viral, acute), type C, Cum 2014","Hepatitis (viral, acute), type C, Cum 2014, flag",Location 1,Location 2
W.S. CENTRAL,2015,13,,-,2,,8,,23,,28,,,-,5,,17,,27,,43,,,,2,,9,,13,,21,,,
MOUNTAIN,2015,13,2,,2,,4,,18,,13,,,-,2,,5,,11,,19,,,,1,,5,,6,,30,,,
PACIFIC,2015,13,,-,3,,7,,36,,45,,2,,3,,8,,30,,46,,1,,2,,11,,18,,34,,,
AMER. SAMOA,2015,13,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,13,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,0,,0,,,-,,-,"VIRGIN ISL.
",
CONNECTICUT,2015,13,,-,0,,2,,3,,9,,,-,0,,1,,1,,4,,,,0,,2,,3,,3,,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
NEW JERSEY,2015,13,,-,0,,2,,1,,7,,,-,0,,3,,,-,8,,,,0,,3,,1,,11,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
SOUTH DAKOTA,2015,13,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
MINNESOTA,2015,13,,-,0,,2,,,-,2,,,-,0,,2,,,-,4,,,,0,,3,,,-,6,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
FLORIDA,2015,13,,-,2,,4,,22,,25,,5,,7,,13,,83,,72,,1,,2,,4,,22,,23,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
GUAM,2015,13,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
WYOMING,2015,13,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,,0,,0,,,-,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
RHODE ISLAND,2015,13,,-,0,,2,,1,,3,,,U,0,,0,,,U,,U,,,0,,0,,,U,,U,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
NORTH DAKOTA,2015,13,,-,0,,3,,4,,3,,,-,0,,0,,,-,,-,,,0,,1,,,-,,-,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
KENTUCKY,2015,13,,-,0,,2,,3,,2,,,-,3,,7,,18,,37,,,,2,,6,,5,,58,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
VERMONT,2015,13,,-,0,,0,,,-,2,,,-,0,,2,,,-,1,,,,0,,1,,,-,,-,"VERMONT
(43.62538389600007, -72.51763667599994)",
INDIANA,2015,13,,-,0,,3,,3,,4,,,-,2,,6,,12,,30,,,,1,,7,,4,,40,,"INDIANA
(39.766913353000064, -86.14995646699998)",
NEBRASKA,2015,13,,-,0,,2,,,-,2,,,-,0,,1,,,-,2,,,,0,,1,,1,,1,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
VIRGINIA,2015,13,1,,0,,3,,9,,8,,,-,1,,5,,11,,13,,,,1,,5,,7,,10,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
HAWAII,2015,13,,-,0,,2,,,-,,-,,-,0,,1,,6,,,-,,,0,,0,,,-,,-,"HAWAII
(21.30485232600006, -157.85774798099996)",
MASSACHUSETTS,2015,13,,-,1,,3,,6,,8,,,-,0,,2,,2,,10,,,,3,,10,,4,,61,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
CALIFORNIA,2015,13,,-,2,,7,,26,,39,,,-,1,,5,,13,,32,,,,1,,5,,7,,13,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
ALASKA,2015,13,,-,0,,1,,1,,,-,,-,0,,1,,,-,,-,,,0,,0,,,-,,-,"ALASKA
(64.84507799500005, -147.72205958799998)",
WASHINGTON,2015,13,,-,0,,4,,3,,3,,2,,0,,4,,6,,7,,1,,1,,11,,7,,16,,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
TEXAS,2015,13,,-,2,,7,,20,,21,,,-,2,,13,,22,,19,,,,1,,6,,9,,2,,"TEXAS
(31.827240467000024, -99.42676785299994)",
WEST VIRGINIA,2015,13,,-,0,,1,,1,,2,,,-,3,,9,,34,,55,,,,1,,4,,14,,16,,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
MARYLAND,2015,13,,-,0,,2,,3,,4,,,-,0,,4,,8,,9,,,,1,,3,,9,,9,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
OKLAHOMA,2015,13,,-,0,,3,,2,,1,,,-,0,,10,,,-,4,,,,0,,8,,2,,7,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
NEW HAMPSHIRE,2015,13,,-,0,,2,,,-,1,,,-,0,,1,,,-,,-,,,0,,0,,,N,,N,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
OHIO,2015,13,,-,0,,4,,5,,6,,8,,3,,84,,175,,66,,2,,2,,5,,29,,21,,"OHIO
(40.060212455000055, -82.40425667899996)",
NEW YORK,2015,13,,-,1,,4,,10,,5,,,-,1,,3,,7,,7,,,,2,,10,,20,,21,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
PENNSYLVANIA,2015,13,,-,1,,4,,10,,9,,,-,1,,3,,7,,23,,2,,1,,4,,14,,28,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
MICHIGAN,2015,13,,-,1,,4,,7,,10,,,-,1,,3,,6,,15,,1,,2,,8,,51,,12,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
OREGON,2015,13,,-,0,,2,,6,,3,,,-,0,,3,,5,,7,,,,0,,2,,4,,5,,"OREGON
(44.56745049300008, -120.15502935599994)",
GEORGIA,2015,13,,-,0,,4,,7,,7,,,-,1,,6,,14,,31,,,,1,,3,,2,,14,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
