Reporting Area,MMWR Year,MMWR Week,"Hepatitis (viral, acute), type A, Current week","Hepatitis (viral, acute), type A, Current week, flag ","Hepatitis (viral, acute), type A, Previous 52 weeks Med","Hepatitis (viral, acute), type A, Previous 52 weeks Med, flag","Hepatitis (viral, acute), type A, Previous 52 weeks Max","Hepatitis (viral, acute), type A, Previous 52 weeks Max, flag","Hepatitis (viral, acute), type A, Cum 2016","Hepatitis (viral, acute), type A, Cum 2016, flag","Hepatitis (viral, acute), type A, Cum 2015","Hepatitis (viral, acute), type A, Cum 2015, flag","Hepatitis (viral, acute), type B, Current week","Hepatitis (viral, acute), type B, Current week, flag","Hepatitis (viral, acute), type B, Previous 52 weeks Med","Hepatitis (viral, acute), type B, Previous 52 weeks Med, flag","Hepatitis (viral, acute), type B, Previous 52 weeks Max","Hepatitis (viral, acute), type B, Previous 52 weeks Max, flag","Hepatitis (viral, acute), type B, Cum 2016","Hepatitis (viral, acute), type B, Cum 2016, flag","Hepatitis (viral, acute), type B, Cum 2015","Hepatitis (viral, acute), type B, Cum 2015, flag","Hepatitis (viral, acute), type C, Current week","Hepatitis (viral, acute), type C, Current week, flag","Hepatitis (viral, acute), type C, Previous 52 weeks Med","Hepatitis (viral, acute), type C, Previous 52 weeks Med, flag","Hepatitis (viral, acute), type C, Previous 52 weeks Max","Hepatitis (viral, acute), type C, Previous 52 weeks Max, flag","Hepatitis (viral, acute), type C, Cum 2016","Hepatitis (viral, acute), type C, Cum 2016, flag","Hepatitis (viral, acute), type C, Cum 2015","Hepatitis (viral, acute), type C, Cum 2015, flag",Location 1,Location 2
CONNECTICUT,2016,3,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,,-,0,,2,,,-,1,,"CONNECTICUT
(41.544654, -72.651713)",
MAINE,2016,3,1,,0,,1,,2,,,-,,-,0,,1,,,-,,-,,-,0,,3,,,-,4,,"MAINE
(45.252223, -68.986647)",
WASHINGTON,2016,3,,-,0,,5,,,-,,-,,-,0,,3,,,-,1,,,-,1,,5,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
WISCONSIN,2016,3,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,3,,,-,1,,"WISCONSIN
(44.395526, -89.834513)",
MINNESOTA,2016,3,,-,0,,2,,,-,1,,,-,0,,2,,,-,1,,,-,0,,2,,,-,1,,"MINNESOTA
(44.943719, -93.094281)",
IDAHO,2016,3,,-,0,,2,,1,,1,,,-,0,,1,,1,,1,,,-,0,,1,,,-,,-,"IDAHO
(43.680635, -114.364237)",
NEW JERSEY,2016,3,,-,1,,3,,,-,3,,,-,1,,5,,,-,5,,,-,1,,6,,,-,6,,"NEW JERSEY
(40.104655, -74.386686)",
VIRGINIA,2016,3,,-,1,,5,,2,,3,,1,,1,,9,,2,,1,,,-,1,,3,,1,,1,,"VIRGINIA
(37.542699, -78.45822)",
MISSOURI,2016,3,,-,0,,1,,,-,1,,,-,0,,1,,,-,1,,,-,0,,2,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
ALABAMA,2016,3,1,,0,,3,,3,,4,,,-,2,,6,,1,,5,,,-,1,,6,,1,,4,,"ALABAMA
(32.839182, -86.631125)",
GEORGIA,2016,3,,-,1,,6,,2,,2,,1,,2,,5,,4,,5,,,-,1,,3,,,-,2,,"GEORGIA
(32.836038, -83.631709)",
MASSACHUSETTS,2016,3,,-,0,,3,,,-,2,,,-,0,,2,,,-,1,,,-,4,,9,,,-,12,,"MASSACHUSETTS
(42.268546, -72.085064)",
KENTUCKY,2016,3,,-,0,,2,,,-,2,,,-,3,,9,,,-,10,,,-,2,,6,,,-,11,,"KENTUCKY
(37.64591, -84.774043)",
CALIFORNIA,2016,3,,-,3,,10,,,-,12,,,-,3,,7,,,-,5,,,-,1,,4,,,-,3,,"CALIFORNIA
(37.640735, -121.002435)",
INDIANA,2016,3,,-,0,,3,,,-,,-,,-,2,,7,,2,,10,,,-,2,,6,,,-,6,,"INDIANA
(39.76845, -86.156212)",
NEW YORK,2016,3,1,,1,,6,,3,,2,,,-,0,,3,,,-,2,,2,,2,,7,,4,,4,,"NEW YORK
(42.826892, -75.544286)",
PUERTO RICO,2016,3,,-,0,,1,,,-,1,,,-,0,,3,,,-,4,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
UTAH,2016,3,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,,-,0,,4,,,-,1,,"UTAH
(39.359772, -111.584173)",
OKLAHOMA,2016,3,,-,0,,3,,,-,,-,,-,0,,10,,,-,,-,,-,0,,3,,,-,2,,"OKLAHOMA
(35.468494, -97.521264)",
ALASKA,2016,3,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
VERMONT,2016,3,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,1,,,-,"VERMONT
(43.622479, -72.51927)",
TENNESSEE,2016,3,,-,0,,2,,,-,,-,2,,5,,10,,6,,17,,1,,3,,9,,6,,12,,"TENNESSEE
(35.681402, -85.774444)",
ARKANSAS,2016,3,,-,0,,1,,,-,,-,,-,0,,3,,1,,,-,,-,0,,1,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
MONTANA,2016,3,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,"MONTANA
(47.062617, -109.430168)",
PENNSYLVANIA,2016,3,,-,1,,4,,1,,4,,,-,1,,4,,1,,1,,2,,2,,6,,3,,2,,"PENNSYLVANIA
(40.789676, -77.858055)",
MARYLAND,2016,3,,-,0,,2,,2,,1,,2,,1,,4,,3,,2,,1,,0,,4,,1,,,-,"MARYLAND
(39.290443, -76.612333)",
OREGON,2016,3,1,,0,,2,,1,,,-,1,,0,,4,,1,,,-,,-,0,,1,,,-,1,,"OREGON
(44.567912, -120.156945)",
DELAWARE,2016,3,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,U,0,,0,,,U,,U,"DELAWARE
(39.008676, -75.574561)",
ILLINOIS,2016,3,,-,1,,9,,,-,9,,,-,1,,4,,,-,6,,,-,0,,3,,,-,3,,"ILLINOIS
(40.477092, -88.993221)",
GUAM,2016,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NEBRASKA,2016,3,,-,0,,2,,,-,,-,1,,0,,1,,1,,,-,,-,0,,1,,2,,,-,"NEBRASKA
(41.640503, -99.367122)",
WEST VIRGINIA,2016,3,,-,0,,2,,,-,,-,,-,5,,12,,2,,12,,,-,1,,4,,,-,3,,"WEST VIRGINIA
(38.668501, -80.709421)",
IOWA,2016,3,,-,0,,3,,,-,,-,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
FLORIDA,2016,3,1,,2,,8,,6,,5,,9,,9,,15,,23,,14,,3,,2,,6,,9,,5,,"FLORIDA
(28.915325, -81.922409)",
MISSISSIPPI,2016,3,,-,0,,1,,,-,,-,,-,1,,4,,,-,7,,,U,0,,0,,,U,,U,"MISSISSIPPI
(32.738663, -89.537312)",
TEXAS,2016,3,,-,2,,7,,2,,1,,,-,3,,9,,1,,5,,,-,1,,4,,,-,2,,"TEXAS
(31.827233, -99.423022)",
OHIO,2016,3,,-,0,,5,,,-,4,,4,,6,,75,,17,,15,,1,,2,,7,,2,,4,,"OHIO
(40.056807, -82.405897)",
SOUTH DAKOTA,2016,3,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
NORTH CAROLINA,2016,3,,-,0,,3,,,-,4,,,-,1,,19,,,-,3,,,-,0,,26,,,-,2,,"NORTH CAROLINA
(35.47995, -79.180571)",
COLORADO,2016,3,,-,0,,3,,,-,,-,,-,0,,1,,,-,1,,,-,0,,4,,,-,2,,"COLORADO
(38.841772, -106.132562)",
RHODE ISLAND,2016,3,,-,0,,2,,,-,,-,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,"RHODE ISLAND
(41.707447, -71.522488)",
UNITED STATES,2016,4,13,,26,,39,,55,,90,,21,,61,,137,,112,,192,,12,,38,,72,,67,,155,,,
NEW ENGLAND,2016,4,,-,1,,3,,2,,4,,1,,0,,3,,3,,3,,,-,4,,10,,3,,20,,,
MID. ATLANTIC,2016,4,2,,4,,9,,7,,13,,1,,4,,10,,5,,12,,6,,5,,17,,14,,25,,,
NEW YORK CITY,2016,4,1,,1,,5,,2,,,-,,-,1,,4,,3,,3,,1,,0,,5,,2,,1,,"NEW YORK CITY
",
E.N. CENTRAL,2016,4,1,,3,,12,,2,,17,,4,,10,,79,,26,,41,,1,,7,,14,,17,,31,,,
W.N. CENTRAL,2016,4,1,,1,,4,,1,,7,,,-,1,,4,,1,,3,,,-,1,,7,,2,,4,,,
S. ATLANTIC,2016,4,5,,5,,13,,22,,18,,8,,20,,37,,49,,51,,3,,7,,34,,18,,24,,,
DIST. OF COL.,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,4,1,,1,,5,,4,,6,,3,,10,,21,,13,,51,,2,,6,,14,,10,,31,,,
W.S. CENTRAL,2016,4,2,,3,,8,,7,,2,,3,,6,,17,,5,,17,,,-,2,,6,,,-,10,,,
MOUNTAIN,2016,4,1,,2,,6,,7,,9,,,-,1,,5,,3,,4,,,-,1,,7,,1,,6,,,
PACIFIC,2016,4,,-,4,,11,,3,,14,,1,,4,,9,,7,,10,,,-,2,,8,,2,,4,,,
AMER. SAMOA,2016,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
PUERTO RICO,2016,4,,-,0,,1,,,-,1,,,-,0,,3,,,-,6,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
MARYLAND,2016,4,,-,0,,2,,2,,1,,,-,1,,4,,3,,3,,,-,0,,4,,1,,1,,"MARYLAND
(39.290443, -76.612333)",
NEW MEXICO,2016,4,,-,0,,1,,,-,2,,,-,0,,1,,,-,,-,,-,0,,3,,,-,1,,"NEW MEXICO
(34.520396, -106.244402)",
GUAM,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
WISCONSIN,2016,4,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,3,,,-,1,,"WISCONSIN
(44.395526, -89.834513)",
WASHINGTON,2016,4,,-,0,,5,,,-,,-,1,,0,,3,,1,,1,,,-,1,,6,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
WEST VIRGINIA,2016,4,,-,0,,2,,,-,,-,,-,5,,12,,2,,14,,,-,1,,4,,,-,4,,"WEST VIRGINIA
(38.668501, -80.709421)",
KANSAS,2016,4,,-,0,,1,,,-,2,,,-,0,,2,,,-,,-,,-,0,,5,,,-,1,,"KANSAS
(38.345528, -98.201847)",
NORTH DAKOTA,2016,4,,-,0,,3,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
ALASKA,2016,4,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
OREGON,2016,4,,-,0,,3,,1,,2,,,-,0,,3,,1,,,-,,-,0,,1,,,-,,-,"OREGON
(44.567912, -120.156945)",
NEW YORK,2016,4,,-,1,,6,,3,,3,,1,,0,,3,,1,,2,,3,,2,,7,,7,,8,,"NEW YORK
(42.826892, -75.544286)",
IDAHO,2016,4,1,,0,,2,,2,,1,,,-,0,,1,,1,,1,,,-,0,,1,,,-,,-,"IDAHO
(43.680635, -114.364237)",
GEORGIA,2016,4,,-,1,,6,,4,,2,,2,,2,,5,,7,,6,,,-,1,,3,,,-,4,,"GEORGIA
(32.836038, -83.631709)",
ALABAMA,2016,4,1,,0,,3,,4,,4,,2,,2,,6,,4,,6,,,-,1,,6,,2,,5,,"ALABAMA
(32.839182, -86.631125)",
CONNECTICUT,2016,4,,-,0,,2,,,-,1,,,-,0,,1,,,-,,-,,-,0,,2,,2,,1,,"CONNECTICUT
(41.544654, -72.651713)",
INDIANA,2016,4,,-,0,,3,,,-,,-,,-,2,,7,,3,,12,,,-,2,,6,,1,,11,,"INDIANA
(39.76845, -86.156212)",
DELAWARE,2016,4,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,,U,0,,0,,,U,,U,"DELAWARE
(39.008676, -75.574561)",
VERMONT,2016,4,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,1,,,-,"VERMONT
(43.622479, -72.51927)",
UTAH,2016,4,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,,-,0,,4,,,-,1,,"UTAH
(39.359772, -111.584173)",
SOUTH CAROLINA,2016,4,,-,0,,3,,2,,2,,,-,0,,2,,3,,1,,,-,0,,1,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
NEW HAMPSHIRE,2016,4,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"NEW HAMPSHIRE
(43.657736, -71.500736)",
ILLINOIS,2016,4,,-,1,,9,,1,,10,,,-,1,,4,,,-,6,,,-,0,,3,,,-,3,,"ILLINOIS
(40.477092, -88.993221)",
OKLAHOMA,2016,4,,-,0,,3,,,-,,-,,-,0,,10,,,-,,-,,-,0,,3,,,-,2,,"OKLAHOMA
(35.468494, -97.521264)",
VIRGINIA,2016,4,,-,1,,5,,2,,3,,1,,1,,9,,3,,4,,2,,1,,3,,3,,1,,"VIRGINIA
(37.542699, -78.45822)",
MISSOURI,2016,4,,-,0,,0,,,-,1,,,-,0,,1,,,-,2,,,-,0,,2,,,-,2,,"MISSOURI
(38.636168, -92.566292)",
TENNESSEE,2016,4,,-,0,,2,,,-,,-,1,,5,,10,,9,,23,,2,,3,,9,,8,,13,,"TENNESSEE
(35.681402, -85.774444)",
ARIZONA,2016,4,,-,1,,4,,5,,4,,,-,0,,3,,2,,,-,,U,0,,0,,,U,,U,"ARIZONA
(34.869712, -111.760902)",
LOUISIANA,2016,4,,-,0,,2,,1,,,-,1,,2,,7,,1,,11,,,-,0,,4,,,-,6,,"LOUISIANA
(31.2931, -92.463284)",
CALIFORNIA,2016,4,,-,3,,10,,1,,12,,,-,3,,7,,5,,7,,,-,1,,4,,2,,4,,"CALIFORNIA
(37.640735, -121.002435)",
NEVADA,2016,4,,-,0,,2,,,-,2,,,-,0,,2,,,-,2,,,-,0,,2,,,-,,-,"NEVADA
(39.491833, -117.070159)",
MASSACHUSETTS,2016,4,,-,0,,3,,,-,3,,,-,0,,2,,,-,3,,,-,4,,9,,,-,14,,"MASSACHUSETTS
(42.268546, -72.085064)",
MINNESOTA,2016,4,,-,0,,2,,,-,3,,,-,0,,2,,,-,1,,,-,0,,3,,,-,1,,"MINNESOTA
(44.943719, -93.094281)",
WYOMING,2016,4,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
NEBRASKA,2016,4,1,,0,,2,,1,,,-,,-,0,,1,,1,,,-,,-,0,,1,,2,,,-,"NEBRASKA
(41.640503, -99.367122)",
MISSISSIPPI,2016,4,,-,0,,1,,,-,,-,,-,0,,4,,,-,7,,,U,0,,0,,,U,,U,"MISSISSIPPI
(32.738663, -89.537312)",
MONTANA,2016,4,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,,-,0,,2,,1,,1,,"MONTANA
(47.062617, -109.430168)",
SOUTH DAKOTA,2016,4,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
NORTH CAROLINA,2016,4,,-,0,,3,,1,,5,,,-,2,,20,,,-,5,,,-,0,,26,,1,,7,,"NORTH CAROLINA
(35.47995, -79.180571)",
RHODE ISLAND,2016,4,,-,0,,2,,,-,,-,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,"RHODE ISLAND
(41.707447, -71.522488)",
MICHIGAN,2016,4,1,,1,,4,,1,,3,,,-,1,,4,,1,,5,,1,,2,,7,,12,,8,,"MICHIGAN
(44.66399, -84.711206)",
COLORADO,2016,4,,-,0,,3,,,-,,-,,-,0,,1,,,-,1,,,-,0,,4,,,-,3,,"COLORADO
(38.841772, -106.132562)",
NEW JERSEY,2016,4,,-,1,,3,,,-,5,,,-,1,,5,,,-,6,,,-,1,,6,,,-,10,,"NEW JERSEY
(40.104655, -74.386686)",
PENNSYLVANIA,2016,4,1,,1,,4,,2,,5,,,-,1,,4,,1,,1,,2,,2,,6,,5,,6,,"PENNSYLVANIA
(40.789676, -77.858055)",
HAWAII,2016,4,,-,0,,2,,1,,,-,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
KENTUCKY,2016,4,,-,0,,2,,,-,2,,,-,3,,9,,,-,15,,,-,2,,6,,,-,13,,"KENTUCKY
(37.64591, -84.774043)",
MAINE,2016,4,,-,0,,1,,2,,,-,1,,0,,2,,3,,,-,,-,0,,3,,,-,5,,"MAINE
(45.252223, -68.986647)",
TEXAS,2016,4,2,,3,,7,,6,,2,,2,,3,,9,,3,,6,,,-,1,,4,,,-,2,,"TEXAS
(31.827233, -99.423022)",
OHIO,2016,4,,-,0,,5,,,-,4,,4,,6,,75,,22,,18,,,-,2,,7,,4,,8,,"OHIO
(40.056807, -82.405897)",
IOWA,2016,4,,-,0,,3,,,-,1,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
ARKANSAS,2016,4,,-,0,,1,,,-,,-,,-,0,,3,,1,,,-,,-,0,,1,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
FLORIDA,2016,4,5,,2,,8,,11,,5,,5,,9,,15,,31,,17,,1,,2,,7,,13,,7,,"FLORIDA
(28.915325, -81.922409)",
UNITED STATES,2016,5,16,,26,,39,,82,,111,,23,,61,,140,,155,,259,,13,,38,,72,,94,,192,,,
NEW ENGLAND,2016,5,,-,1,,3,,3,,5,,,-,0,,3,,3,,5,,,-,4,,10,,6,,25,,,
MID. ATLANTIC,2016,5,5,,4,,9,,14,,13,,4,,4,,10,,10,,13,,4,,5,,17,,18,,32,,,
NEW YORK CITY,2016,5,3,,1,,5,,5,,,-,3,,1,,4,,6,,3,,,-,0,,5,,2,,1,,"NEW YORK CITY
",
E.N. CENTRAL,2016,5,1,,3,,12,,8,,17,,6,,11,,79,,36,,61,,1,,7,,12,,22,,38,,,
W.N. CENTRAL,2016,5,,-,1,,4,,2,,8,,,-,1,,4,,1,,4,,,-,1,,7,,3,,6,,,
S. ATLANTIC,2016,5,5,,5,,13,,28,,26,,7,,20,,37,,60,,74,,4,,7,,34,,25,,28,,,
DIST. OF COL.,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,5,1,,1,,5,,5,,7,,4,,10,,21,,26,,60,,1,,6,,14,,13,,36,,,
W.S. CENTRAL,2016,5,3,,3,,11,,11,,5,,,-,6,,17,,8,,20,,1,,2,,6,,1,,12,,,
MOUNTAIN,2016,5,1,,2,,6,,7,,9,,1,,1,,5,,4,,7,,,-,1,,7,,1,,10,,,
PACIFIC,2016,5,,-,4,,11,,4,,21,,1,,4,,9,,7,,15,,2,,2,,10,,5,,5,,,
AMER. SAMOA,2016,5,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,5,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
VERMONT,2016,5,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,1,,,-,"VERMONT
(43.622479, -72.51927)",
VIRGINIA,2016,5,2,,1,,5,,5,,4,,,-,1,,9,,4,,6,,,-,1,,3,,3,,1,,"VIRGINIA
(37.542699, -78.45822)",
MISSOURI,2016,5,,-,0,,0,,,-,1,,,-,0,,1,,,-,2,,,-,0,,1,,,-,3,,"MISSOURI
(38.636168, -92.566292)",
SOUTH CAROLINA,2016,5,,-,0,,3,,2,,2,,,-,0,,2,,3,,2,,,-,0,,1,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
OHIO,2016,5,,-,0,,5,,,-,4,,6,,6,,75,,28,,31,,,-,2,,7,,4,,12,,"OHIO
(40.056807, -82.405897)",
IOWA,2016,5,,-,0,,3,,1,,2,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
NORTH CAROLINA,2016,5,,-,0,,3,,1,,8,,,-,2,,20,,1,,7,,,-,0,,26,,1,,7,,"NORTH CAROLINA
(35.47995, -79.180571)",
WISCONSIN,2016,5,,-,0,,1,,,-,,-,,-,0,,1,,1,,,-,,-,0,,3,,,-,1,,"WISCONSIN
(44.395526, -89.834513)",
KENTUCKY,2016,5,,-,0,,2,,,-,3,,,-,3,,9,,,-,18,,,-,2,,6,,,-,15,,"KENTUCKY
(37.64591, -84.774043)",
GEORGIA,2016,5,3,,1,,6,,7,,2,,2,,2,,5,,9,,7,,,-,1,,3,,,-,6,,"GEORGIA
(32.836038, -83.631709)",
ALABAMA,2016,5,1,,0,,3,,5,,4,,,-,2,,6,,8,,9,,,-,1,,6,,3,,8,,"ALABAMA
(32.839182, -86.631125)",
ILLINOIS,2016,5,1,,1,,9,,3,,10,,,-,1,,4,,,-,10,,,-,0,,3,,,-,3,,"ILLINOIS
(40.477092, -88.993221)",
CONNECTICUT,2016,5,,-,0,,2,,1,,1,,,-,0,,1,,,-,,-,,-,0,,2,,3,,1,,"CONNECTICUT
(41.544654, -72.651713)",
MINNESOTA,2016,5,,-,0,,2,,,-,3,,,-,0,,2,,,-,1,,,-,0,,3,,,-,2,,"MINNESOTA
(44.943719, -93.094281)",
PENNSYLVANIA,2016,5,,-,1,,4,,4,,5,,1,,1,,4,,3,,1,,1,,2,,6,,6,,8,,"PENNSYLVANIA
(40.789676, -77.858055)",
TEXAS,2016,5,2,,3,,9,,9,,4,,,-,3,,9,,3,,7,,,-,1,,4,,,-,2,,"TEXAS
(31.827233, -99.423022)",
HAWAII,2016,5,,-,0,,2,,1,,,-,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
WEST VIRGINIA,2016,5,,-,0,,2,,,-,,-,,-,5,,12,,3,,19,,,-,1,,4,,,-,5,,"WEST VIRGINIA
(38.668501, -80.709421)",
NEVADA,2016,5,,-,0,,1,,,-,2,,,-,0,,2,,,-,3,,,-,0,,2,,,-,1,,"NEVADA
(39.491833, -117.070159)",
KANSAS,2016,5,,-,0,,1,,,-,2,,,-,0,,2,,,-,,-,,-,0,,5,,1,,1,,"KANSAS
(38.345528, -98.201847)",
MONTANA,2016,5,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,,-,0,,2,,1,,1,,"MONTANA
(47.062617, -109.430168)",
INDIANA,2016,5,,-,0,,3,,2,,,-,,-,2,,7,,3,,15,,,-,2,,6,,1,,12,,"INDIANA
(39.76845, -86.156212)",
NEBRASKA,2016,5,,-,0,,2,,1,,,-,,-,0,,1,,1,,,-,,-,0,,1,,2,,,-,"NEBRASKA
(41.640503, -99.367122)",
MICHIGAN,2016,5,,-,1,,4,,3,,3,,,-,1,,4,,4,,5,,1,,2,,7,,17,,10,,"MICHIGAN
(44.66399, -84.711206)",
OKLAHOMA,2016,5,,-,0,,3,,,-,,-,,-,0,,10,,,-,,-,1,,0,,3,,1,,2,,"OKLAHOMA
(35.468494, -97.521264)",
RHODE ISLAND,2016,5,,-,0,,2,,,-,,-,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,"RHODE ISLAND
(41.707447, -71.522488)",
NEW HAMPSHIRE,2016,5,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"NEW HAMPSHIRE
(43.657736, -71.500736)",
NEW MEXICO,2016,5,,-,0,,1,,,-,2,,,-,0,,1,,,-,,-,,-,0,,3,,,-,2,,"NEW MEXICO
(34.520396, -106.244402)",
SOUTH DAKOTA,2016,5,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
COLORADO,2016,5,1,,0,,3,,1,,,-,,-,0,,1,,,-,1,,,-,0,,4,,,-,4,,"COLORADO
(38.841772, -106.132562)",
OREGON,2016,5,,-,0,,3,,1,,3,,,-,0,,3,,1,,,-,1,,0,,1,,1,,,-,"OREGON
(44.567912, -120.156945)",
PUERTO RICO,2016,5,,-,0,,1,,,-,1,,,-,0,,3,,,-,6,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
NORTH DAKOTA,2016,5,,-,0,,3,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
MISSISSIPPI,2016,5,,-,0,,1,,,-,,-,,-,1,,4,,1,,7,,,U,0,,0,,,U,,U,"MISSISSIPPI
(32.738663, -89.537312)",
ARIZONA,2016,5,,-,1,,4,,5,,4,,,-,0,,3,,2,,,-,,U,0,,0,,,U,,U,"ARIZONA
(34.869712, -111.760902)",
MAINE,2016,5,,-,0,,1,,2,,1,,,-,0,,2,,3,,,-,,-,0,,3,,2,,5,,"MAINE
(45.252223, -68.986647)",
DELAWARE,2016,5,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,,U,0,,0,,,U,,U,"DELAWARE
(39.008676, -75.574561)",
WASHINGTON,2016,5,,-,0,,5,,,-,,-,1,,0,,3,,1,,1,,1,,1,,8,,1,,1,,"WASHINGTON
(47.517368, -120.467672)",
FLORIDA,2016,5,,-,2,,8,,11,,8,,5,,9,,15,,37,,28,,4,,2,,7,,20,,7,,"FLORIDA
(28.915325, -81.922409)",
GUAM,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
ALASKA,2016,5,,-,0,,1,,,-,1,,,-,0,,2,,,-,,-,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
MARYLAND,2016,5,,-,0,,2,,2,,2,,,-,1,,4,,3,,4,,,-,0,,4,,1,,2,,"MARYLAND
(39.290443, -76.612333)",
NEW JERSEY,2016,5,,-,1,,3,,,-,5,,,-,1,,5,,,-,7,,,-,1,,6,,,-,12,,"NEW JERSEY
(40.104655, -74.386686)",
UTAH,2016,5,,-,0,,1,,,-,,-,,-,0,,2,,,-,2,,,-,0,,4,,,-,2,,"UTAH
(39.359772, -111.584173)",
CALIFORNIA,2016,5,,-,3,,10,,2,,17,,,-,3,,7,,5,,12,,,-,1,,4,,3,,4,,"CALIFORNIA
(37.640735, -121.002435)",
TENNESSEE,2016,5,,-,0,,2,,,-,,-,4,,5,,10,,17,,26,,1,,3,,9,,10,,13,,"TENNESSEE
(35.681402, -85.774444)",
