Reporting Area,MMWR Year,MMWR Week,"Mumps, Current week","Mumps, Current week, flag","Mumps, Previous 52 weeks Med","Mumps, Previous 52 weeks Med, flag","Mumps, Previous 52 weeks Max","Mumps, Previous 52 weeks Max, flag","Mumps, Cum 2016","Mumps, Cum 2016, flag","Mumps, Cum 2015","Mumps, Cum 2015, flag","Pertussis, Current week","Pertussis, Current week, flag","Pertussis, Previous 52 weeks Med","Pertussis, Previous 52 weeks Med, flag","Pertussis, Previous 52 weeks Max","Pertussis, Previous 52 weeks Max, flag","Pertussis, Cum 2016","Pertussis, Cum 2016, flag","Pertussis, Cum 2015","Pertussis, Cum 2015, flag","Rabies, animal, Current week","Rabies, animal, Current week, flag","Rabies, animal, Previous 52 weeks Med","Rabies, animal, Previous 52 weeks Med, flag","Rabies, animal, Previous 52 weeks Max","Rabies, animal, Previous 52 weeks Max, flag","Rabies, animal, Cum 2016","Rabies, animal, Cum 2016, flag","Rabies, animal, Cum 2015","Rabies, animal, Cum 2015, flag",Location 1,Location 2
NEW YORK,2016,3,,-,0,,3,,1,,1,,13,,11,,40,,30,,36,,4,,7,,14,,16,,7,,"NEW YORK
(42.826892, -75.544286)",
NEW JERSEY,2016,3,,-,0,,2,,,-,,-,,-,7,,15,,,-,17,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
UTAH,2016,3,,-,0,,0,,,-,,-,,-,6,,24,,1,,38,,,-,0,,4,,,-,,-,"UTAH
(39.359772, -111.584173)",
ARKANSAS,2016,3,,-,0,,1,,,-,1,,,-,1,,7,,,-,3,,,-,0,,7,,,-,3,,"ARKANSAS
(34.748745, -92.275105)",
ILLINOIS,2016,3,,-,6,,33,,1,,5,,,-,12,,25,,1,,43,,,-,1,,18,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
CONNECTICUT,2016,3,,-,0,,1,,,-,,-,,-,1,,4,,,-,2,,,-,3,,12,,2,,5,,"CONNECTICUT
(41.544654, -72.651713)",
PUERTO RICO,2016,3,,-,0,,1,,,-,2,,,-,0,,2,,,-,1,,,-,0,,2,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
ALABAMA,2016,3,,-,0,,1,,,-,,-,,-,3,,9,,1,,10,,1,,2,,6,,4,,3,,"ALABAMA
(32.839182, -86.631125)",
VERMONT,2016,3,,-,0,,1,,,-,,-,,-,0,,6,,6,,1,,,-,0,,2,,,-,,-,"VERMONT
(43.622479, -72.51927)",
MICHIGAN,2016,3,,-,0,,2,,1,,,-,1,,8,,25,,16,,45,,,-,0,,4,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
NORTH CAROLINA,2016,3,,-,0,,1,,,-,1,,,-,5,,40,,,-,43,,2,,7,,12,,7,,10,,"NORTH CAROLINA
(35.47995, -79.180571)",
IOWA,2016,3,3,,0,,31,,31,,1,,,-,2,,10,,3,,18,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
VIRGINIA,2016,3,,-,0,,5,,,-,3,,,-,5,,21,,,-,6,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
SOUTH CAROLINA,2016,3,,-,0,,0,,,-,,-,,-,3,,17,,9,,10,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
ARIZONA,2016,3,,-,0,,1,,,-,,-,10,,11,,30,,33,,43,,,N,0,,0,,,N,,N,"ARIZONA
(34.869712, -111.760902)",
OREGON,2016,3,,-,0,,1,,,-,,-,,-,9,,27,,3,,28,,,-,0,,4,,,-,,-,"OREGON
(44.567912, -120.156945)",
IDAHO,2016,3,,-,0,,3,,,-,3,,,-,3,,20,,4,,10,,,-,0,,1,,,-,,-,"IDAHO
(43.680635, -114.364237)",
NEVADA,2016,3,,-,0,,0,,,-,,-,,-,2,,8,,,-,8,,,-,0,,2,,,-,,-,"NEVADA
(39.491833, -117.070159)",
PENNSYLVANIA,2016,3,,-,0,,2,,,-,3,,21,,16,,33,,67,,65,,,-,8,,26,,,-,20,,"PENNSYLVANIA
(40.789676, -77.858055)",
NEW HAMPSHIRE,2016,3,,-,0,,1,,,-,,-,,-,1,,3,,1,,,-,1,,0,,2,,1,,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MARYLAND,2016,3,,-,0,,5,,,-,1,,,-,2,,8,,2,,16,,,-,7,,20,,4,,12,,"MARYLAND
(39.290443, -76.612333)",
MAINE,2016,3,,-,0,,0,,,-,,-,4,,4,,21,,17,,46,,,-,0,,3,,3,,1,,"MAINE
(45.252223, -68.986647)",
INDIANA,2016,3,,-,0,,1,,,-,,-,,-,4,,9,,,-,9,,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
WASHINGTON,2016,3,,-,0,,3,,,-,,-,,-,18,,120,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
GEORGIA,2016,3,,-,0,,0,,,-,,-,,-,3,,12,,,-,15,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
OHIO,2016,3,2,,0,,2,,3,,8,,21,,13,,53,,71,,79,,,-,0,,5,,,-,4,,"OHIO
(40.056807, -82.405897)",
HAWAII,2016,3,,-,0,,1,,,-,,-,,-,1,,4,,1,,2,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
CALIFORNIA,2016,3,,-,0,,2,,,-,,-,3,,58,,101,,13,,282,,,-,4,,37,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
NEW MEXICO,2016,3,,-,0,,1,,,-,,-,,-,4,,14,,,-,19,,,-,0,,1,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
WEST VIRGINIA,2016,3,,-,0,,0,,,-,1,,,-,1,,7,,,-,4,,,-,1,,4,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
LOUISIANA,2016,3,,-,0,,1,,,-,,-,,-,1,,5,,,-,2,,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
FLORIDA,2016,3,,-,0,,1,,,-,,-,8,,7,,14,,28,,15,,1,,0,,51,,3,,53,,"FLORIDA
(28.915325, -81.922409)",
NEBRASKA,2016,3,,-,0,,1,,,-,,-,8,,5,,74,,21,,108,,,-,0,,5,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
UNITED STATES,2016,4,5,,17,,75,,69,,51,,123,,355,,538,,652,,1938,,17,,66,,118,,59,,185,,,
NEW ENGLAND,2016,4,,-,0,,3,,,-,,-,3,,12,,31,,31,,85,,1,,5,,13,,7,,8,,,
MID. ATLANTIC,2016,4,,-,2,,12,,3,,10,,29,,42,,68,,139,,178,,8,,15,,32,,24,,33,,,
NEW YORK CITY,2016,4,,-,1,,10,,2,,4,,,-,6,,22,,4,,16,,,-,0,,0,,,-,,-,"NEW YORK CITY
",
E.N. CENTRAL,2016,4,2,,7,,46,,17,,16,,28,,51,,108,,144,,350,,,-,1,,18,,,-,4,,,
W.N. CENTRAL,2016,4,1,,1,,31,,45,,3,,5,,23,,106,,29,,372,,1,,2,,9,,2,,7,,,
S. ATLANTIC,2016,4,,-,1,,5,,,-,6,,10,,26,,73,,60,,153,,3,,14,,36,,17,,111,,,
DIST. OF COL.,2016,4,,-,0,,0,,,-,,-,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,4,,-,0,,1,,,-,5,,2,,10,,31,,60,,63,,2,,2,,6,,6,,4,,,
W.S. CENTRAL,2016,4,,-,0,,6,,,-,3,,22,,31,,67,,34,,33,,1,,19,,70,,2,,18,,,
MOUNTAIN,2016,4,1,,0,,3,,1,,7,,13,,48,,85,,109,,308,,,-,1,,5,,,-,,-,,
PACIFIC,2016,4,1,,0,,3,,3,,1,,11,,92,,221,,46,,396,,1,,0,,4,,1,,,-,,
AMER. SAMOA,2016,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,U,,-,,-,,U,,U,"AMER. SAMOA
",
C.N.M.I.,2016,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
MAINE,2016,4,,-,0,,0,,,-,,-,2,,4,,21,,23,,55,,,-,0,,3,,3,,1,,"MAINE
(45.252223, -68.986647)",
IDAHO,2016,4,,-,0,,3,,,-,6,,3,,2,,20,,7,,12,,,-,0,,1,,,-,,-,"IDAHO
(43.680635, -114.364237)",
WISCONSIN,2016,4,,-,0,,17,,2,,,-,,-,10,,21,,11,,84,,,N,0,,0,,,N,,N,"WISCONSIN
(44.395526, -89.834513)",
NORTH DAKOTA,2016,4,,-,0,,0,,,-,,-,,-,0,,4,,,-,3,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
ARKANSAS,2016,4,,-,0,,1,,,-,1,,,-,1,,7,,2,,3,,,-,0,,7,,,-,4,,"ARKANSAS
(34.748745, -92.275105)",
ARIZONA,2016,4,1,,0,,1,,1,,,-,10,,11,,30,,50,,58,,,N,0,,0,,,N,,N,"ARIZONA
(34.869712, -111.760902)",
NORTH CAROLINA,2016,4,,-,0,,1,,,-,1,,,-,5,,40,,2,,47,,1,,7,,12,,8,,15,,"NORTH CAROLINA
(35.47995, -79.180571)",
IOWA,2016,4,1,,0,,31,,45,,1,,,-,2,,10,,3,,23,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
ILLINOIS,2016,4,,-,6,,33,,9,,7,,,-,13,,25,,11,,50,,,-,1,,18,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
OHIO,2016,4,,-,0,,2,,3,,9,,27,,13,,53,,98,,132,,,-,0,,5,,,-,4,,"OHIO
(40.056807, -82.405897)",
ALASKA,2016,4,1,,0,,0,,1,,,-,3,,1,,10,,6,,13,,1,,0,,2,,1,,,-,"ALASKA
(64.836661, -147.738891)",
PENNSYLVANIA,2016,4,,-,0,,2,,,-,3,,17,,16,,33,,94,,81,,,-,8,,26,,,-,24,,"PENNSYLVANIA
(40.789676, -77.858055)",
TENNESSEE,2016,4,,-,0,,1,,,-,2,,,-,3,,12,,6,,29,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
NEW MEXICO,2016,4,,-,0,,1,,,-,,-,,-,4,,14,,,-,28,,,-,0,,1,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
PUERTO RICO,2016,4,,-,0,,1,,,-,2,,,-,0,,2,,,-,1,,,-,0,,2,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
WYOMING,2016,4,,-,0,,0,,,-,,-,,-,0,,4,,1,,4,,,-,0,,2,,,-,,-,"WYOMING
(43.23558, -108.110518)",
MISSOURI,2016,4,,-,0,,1,,,-,,-,,-,0,,9,,,-,33,,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
INDIANA,2016,4,,-,0,,1,,,-,,-,,-,4,,9,,2,,14,,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
GEORGIA,2016,4,,-,0,,0,,,-,,-,,-,3,,12,,,-,24,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
DELAWARE,2016,4,,-,0,,1,,,-,,-,,-,0,,3,,4,,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
NEW JERSEY,2016,4,,-,0,,2,,,-,2,,,-,7,,15,,,-,24,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
SOUTH DAKOTA,2016,4,,-,0,,0,,,-,,-,,-,0,,2,,,-,1,,,-,0,,2,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
KANSAS,2016,4,,-,0,,0,,,-,,-,,-,6,,18,,,-,72,,,-,2,,6,,1,,7,,"KANSAS
(38.345528, -98.201847)",
NEVADA,2016,4,,-,0,,0,,,-,,-,,-,2,,8,,,-,10,,,-,0,,2,,,-,,-,"NEVADA
(39.491833, -117.070159)",
KENTUCKY,2016,4,,-,0,,1,,,-,3,,2,,3,,25,,42,,15,,,-,0,,2,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
NEW HAMPSHIRE,2016,4,,-,0,,1,,,-,,-,,-,1,,3,,1,,1,,,-,0,,2,,1,,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MONTANA,2016,4,,-,0,,0,,,-,,-,,-,3,,18,,1,,44,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
NEW YORK,2016,4,,-,0,,3,,1,,1,,12,,11,,42,,41,,57,,8,,7,,14,,24,,9,,"NEW YORK
(42.826892, -75.544286)",
MASSACHUSETTS,2016,4,,-,0,,2,,,-,,-,,-,4,,13,,,-,24,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
SOUTH CAROLINA,2016,4,,-,0,,0,,,-,,-,,-,3,,17,,9,,19,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
WASHINGTON,2016,4,,-,0,,3,,,-,,-,7,,18,,120,,7,,3,,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
OREGON,2016,4,,-,0,,1,,1,,,-,,-,10,,27,,7,,35,,,-,0,,4,,,-,,-,"OREGON
(44.567912, -120.156945)",
OKLAHOMA,2016,4,,-,0,,1,,,-,,-,,-,0,,9,,,-,,-,1,,0,,23,,1,,1,,"OKLAHOMA
(35.468494, -97.521264)",
ALABAMA,2016,4,,-,0,,1,,,-,,-,,-,3,,9,,12,,17,,2,,2,,6,,6,,4,,"ALABAMA
(32.839182, -86.631125)",
VIRGINIA,2016,4,,-,0,,5,,,-,3,,4,,5,,26,,9,,10,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
COLORADO,2016,4,,-,0,,3,,,-,1,,,-,18,,31,,48,,101,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
MARYLAND,2016,4,,-,0,,5,,,-,1,,,-,2,,8,,2,,24,,,-,7,,20,,4,,17,,"MARYLAND
(39.290443, -76.612333)",
FLORIDA,2016,4,,-,0,,1,,,-,,-,6,,7,,14,,34,,20,,2,,0,,25,,5,,78,,"FLORIDA
(28.915325, -81.922409)",
HAWAII,2016,4,,-,0,,1,,1,,,-,,-,1,,4,,1,,2,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
UTAH,2016,4,,-,0,,0,,,-,,-,,-,6,,24,,2,,51,,,-,0,,4,,,-,,-,"UTAH
(39.359772, -111.584173)",
RHODE ISLAND,2016,4,,-,0,,1,,,-,,-,,-,0,,4,,,-,,-,,-,0,,2,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
MINNESOTA,2016,4,,-,0,,1,,,-,2,,,-,7,,14,,,-,58,,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
LOUISIANA,2016,4,,-,0,,1,,,-,1,,,-,1,,5,,2,,4,,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
CALIFORNIA,2016,4,,-,0,,2,,,-,1,,1,,56,,101,,25,,343,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
NEBRASKA,2016,4,,-,0,,1,,,-,,-,5,,5,,74,,26,,182,,1,,0,,5,,1,,,-,"NEBRASKA
(41.640503, -99.367122)",
CONNECTICUT,2016,4,,-,0,,1,,,-,,-,,-,1,,4,,,-,4,,,-,3,,12,,2,,7,,"CONNECTICUT
(41.544654, -72.651713)",
WEST VIRGINIA,2016,4,,-,0,,0,,,-,1,,,-,1,,7,,,-,8,,,-,1,,4,,,-,1,,"WEST VIRGINIA
(38.668501, -80.709421)",
MISSISSIPPI,2016,4,,-,0,,1,,,-,,-,,-,0,,2,,,-,2,,,-,0,,2,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
MICHIGAN,2016,4,2,,0,,2,,3,,,-,1,,8,,25,,22,,70,,,-,0,,4,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
TEXAS,2016,4,,-,0,,5,,,-,1,,22,,28,,67,,30,,26,,,-,16,,69,,1,,13,,"TEXAS
(31.827233, -99.423022)",
GUAM,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
VERMONT,2016,4,,-,0,,1,,,-,,-,1,,0,,6,,7,,1,,1,,0,,2,,1,,,-,"VERMONT
(43.622479, -72.51927)",
UNITED STATES,2016,5,4,,18,,75,,127,,58,,119,,355,,539,,888,,2473,,30,,72,,124,,105,,238,,,
NEW ENGLAND,2016,5,,-,0,,3,,,-,,-,7,,12,,31,,40,,98,,7,,5,,13,,19,,12,,,
MID. ATLANTIC,2016,5,,-,2,,12,,3,,12,,24,,42,,68,,170,,222,,8,,15,,32,,32,,42,,,
NEW YORK CITY,2016,5,,-,1,,10,,2,,5,,,-,6,,22,,4,,20,,,-,0,,0,,,-,,-,"NEW YORK CITY
",
E.N. CENTRAL,2016,5,1,,7,,46,,23,,19,,23,,51,,85,,204,,427,,1,,1,,18,,1,,5,,,
W.N. CENTRAL,2016,5,2,,1,,31,,94,,3,,3,,23,,90,,36,,462,,1,,2,,9,,6,,10,,,
S. ATLANTIC,2016,5,,-,1,,5,,,-,6,,15,,26,,73,,91,,224,,3,,14,,31,,20,,129,,,
DIST. OF COL.,2016,5,,-,0,,0,,,-,,-,2,,0,,2,,2,,1,,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,5,,-,0,,1,,1,,5,,7,,10,,33,,84,,85,,4,,2,,6,,10,,7,,,
W.S. CENTRAL,2016,5,,-,0,,6,,,-,4,,12,,32,,83,,57,,58,,5,,19,,71,,15,,28,,,
MOUNTAIN,2016,5,1,,0,,3,,2,,7,,20,,48,,85,,133,,370,,,-,1,,5,,,-,,-,,
PACIFIC,2016,5,,-,0,,3,,4,,2,,8,,92,,221,,73,,527,,1,,4,,13,,2,,5,,,
AMER. SAMOA,2016,5,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,U,,-,,-,,U,,U,"AMER. SAMOA
",
C.N.M.I.,2016,5,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
ARKANSAS,2016,5,,-,0,,1,,,-,1,,1,,1,,7,,6,,3,,,-,0,,7,,,-,4,,"ARKANSAS
(34.748745, -92.275105)",
INDIANA,2016,5,,-,0,,1,,,-,,-,,-,4,,9,,6,,16,,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
PENNSYLVANIA,2016,5,,-,0,,2,,,-,3,,15,,16,,33,,115,,97,,,-,8,,26,,,-,31,,"PENNSYLVANIA
(40.789676, -77.858055)",
IOWA,2016,5,2,,1,,31,,86,,1,,,-,2,,10,,4,,33,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
ALASKA,2016,5,,-,0,,1,,1,,,-,5,,1,,10,,11,,21,,1,,0,,2,,2,,,-,"ALASKA
(64.836661, -147.738891)",
WYOMING,2016,5,,-,0,,0,,,-,,-,,-,0,,4,,1,,4,,,-,0,,2,,,-,,-,"WYOMING
(43.23558, -108.110518)",
NEW YORK,2016,5,,-,0,,3,,1,,1,,9,,11,,42,,50,,71,,8,,7,,14,,32,,11,,"NEW YORK
(42.826892, -75.544286)",
KANSAS,2016,5,,-,0,,1,,1,,,-,,-,6,,18,,,-,81,,,-,2,,6,,4,,8,,"KANSAS
(38.345528, -98.201847)",
CONNECTICUT,2016,5,,-,0,,1,,,-,,-,,-,1,,4,,1,,6,,4,,3,,12,,10,,9,,"CONNECTICUT
(41.544654, -72.651713)",
MAINE,2016,5,,-,0,,0,,,-,,-,7,,4,,21,,30,,62,,2,,0,,3,,5,,2,,"MAINE
(45.252223, -68.986647)",
NEW JERSEY,2016,5,,-,0,,2,,,-,3,,,-,7,,15,,1,,34,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
MISSOURI,2016,5,,-,0,,1,,,-,,-,,-,0,,9,,,-,38,,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
WISCONSIN,2016,5,,-,0,,17,,2,,1,,1,,11,,22,,27,,92,,,N,0,,0,,,N,,N,"WISCONSIN
(44.395526, -89.834513)",
HAWAII,2016,5,,-,0,,1,,2,,,-,,-,1,,4,,2,,2,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
MONTANA,2016,5,,-,0,,0,,,-,,-,,-,3,,18,,1,,53,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
MASSACHUSETTS,2016,5,,-,0,,2,,,-,,-,,-,4,,13,,,-,26,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
COLORADO,2016,5,1,,0,,3,,1,,1,,18,,18,,31,,66,,120,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
LOUISIANA,2016,5,,-,0,,1,,,-,1,,,-,1,,5,,4,,8,,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
ARIZONA,2016,5,,-,0,,1,,1,,,-,2,,11,,30,,55,,81,,,N,0,,0,,,N,,N,"ARIZONA
(34.869712, -111.760902)",
OHIO,2016,5,1,,0,,2,,4,,10,,22,,13,,35,,120,,167,,1,,0,,5,,1,,5,,"OHIO
(40.056807, -82.405897)",
IDAHO,2016,5,,-,0,,1,,,-,6,,,-,2,,20,,6,,16,,,-,0,,1,,,-,,-,"IDAHO
(43.680635, -114.364237)",
GEORGIA,2016,5,,-,0,,0,,,-,,-,2,,3,,12,,7,,33,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
SOUTH DAKOTA,2016,5,,-,0,,0,,,-,,-,,-,0,,2,,,-,1,,1,,0,,2,,1,,1,,"SOUTH DAKOTA
(44.35371, -100.373709)",
MARYLAND,2016,5,,-,0,,5,,,-,1,,1,,2,,6,,4,,28,,,-,7,,20,,4,,23,,"MARYLAND
(39.290443, -76.612333)",
FLORIDA,2016,5,,-,0,,1,,,-,,-,10,,7,,14,,44,,30,,,-,0,,6,,5,,84,,"FLORIDA
(28.915325, -81.922409)",
NEW HAMPSHIRE,2016,5,,-,0,,1,,,-,,-,,-,1,,3,,1,,3,,1,,0,,2,,2,,1,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
VIRGINIA,2016,5,,-,0,,5,,,-,3,,,-,5,,26,,9,,15,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
MISSISSIPPI,2016,5,,-,0,,1,,,-,,-,,-,0,,2,,,-,2,,,-,0,,2,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
VERMONT,2016,5,,-,0,,1,,,-,,-,,-,0,,6,,8,,1,,,-,0,,2,,1,,,-,"VERMONT
(43.622479, -72.51927)",
CALIFORNIA,2016,5,,-,0,,2,,,-,2,,1,,52,,102,,41,,439,,,-,3,,13,,,-,5,,"CALIFORNIA
(37.640735, -121.002435)",
RHODE ISLAND,2016,5,,-,0,,1,,,-,,-,,-,0,,4,,,-,,-,,-,0,,2,,1,,,-,"RHODE ISLAND
(41.707447, -71.522488)",
ILLINOIS,2016,5,,-,6,,33,,14,,8,,,-,13,,26,,23,,63,,,-,1,,18,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
MICHIGAN,2016,5,,-,0,,2,,3,,,-,,-,8,,25,,28,,89,,,-,0,,4,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
TEXAS,2016,5,,-,0,,5,,,-,2,,11,,28,,81,,47,,47,,4,,16,,70,,13,,23,,"TEXAS
(31.827233, -99.423022)",
UTAH,2016,5,,-,0,,0,,,-,,-,,-,6,,24,,2,,52,,,-,0,,4,,,-,,-,"UTAH
(39.359772, -111.584173)",
OREGON,2016,5,,-,0,,2,,1,,,-,,-,10,,27,,10,,46,,,-,0,,4,,,-,,-,"OREGON
(44.567912, -120.156945)",
KENTUCKY,2016,5,,-,0,,1,,,-,3,,3,,3,,27,,57,,18,,,-,0,,2,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
DELAWARE,2016,5,,-,0,,1,,,-,,-,,-,0,,3,,4,,2,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
WASHINGTON,2016,5,,-,0,,3,,,-,,-,2,,18,,120,,9,,19,,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
NEW MEXICO,2016,5,,-,0,,1,,,-,,-,,-,4,,14,,2,,31,,,-,0,,1,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
GUAM,2016,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NORTH CAROLINA,2016,5,,-,0,,1,,,-,1,,,-,5,,40,,6,,87,,3,,7,,12,,11,,21,,"NORTH CAROLINA
(35.47995, -79.180571)",
TENNESSEE,2016,5,,-,0,,1,,,-,2,,3,,3,,9,,9,,39,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
PUERTO RICO,2016,5,,-,0,,1,,,-,2,,,-,0,,2,,,-,3,,,-,0,,2,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
NEBRASKA,2016,5,,-,0,,1,,,-,,-,3,,5,,53,,32,,235,,,-,0,,5,,1,,1,,"NEBRASKA
(41.640503, -99.367122)",
NEVADA,2016,5,,-,0,,0,,,-,,-,,-,1,,8,,,-,13,,,-,0,,2,,,-,,-,"NEVADA
(39.491833, -117.070159)",
MINNESOTA,2016,5,,-,0,,4,,7,,2,,,-,7,,13,,,-,71,,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
NORTH DAKOTA,2016,5,,-,0,,0,,,-,,-,,-,0,,4,,,-,3,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
LOUISIANA,2016,6,,-,0,,1,,,-,1,,,-,1,,5,,4,,8,,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
ALABAMA,2016,5,,-,0,,1,,1,,,-,1,,3,,9,,18,,26,,4,,2,,6,,10,,7,,"ALABAMA
(32.839182, -86.631125)",
OKLAHOMA,2016,5,,-,0,,1,,,-,,-,,-,0,,9,,,-,,-,1,,0,,23,,2,,1,,"OKLAHOMA
(35.468494, -97.521264)",
SOUTH CAROLINA,2016,5,,-,0,,0,,,-,,-,,-,3,,17,,15,,20,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
WEST VIRGINIA,2016,5,,-,0,,0,,,-,1,,,-,1,,7,,,-,8,,,-,0,,4,,,-,1,,"WEST VIRGINIA
(38.668501, -80.709421)",
UNITED STATES,2016,6,3,,19,,75,,179,,61,,137,,355,,532,,1136,,2902,,25,,72,,124,,132,,289,,,
NEW ENGLAND,2016,6,,-,0,,3,,,-,,-,2,,11,,31,,48,,113,,,-,5,,13,,19,,14,,,
MID. ATLANTIC,2016,6,,-,2,,12,,3,,13,,37,,42,,68,,216,,261,,10,,15,,32,,42,,55,,,
NEW YORK CITY,2016,6,,-,1,,10,,2,,5,,,-,7,,22,,4,,23,,,-,0,,0,,,-,,-,"NEW YORK CITY
",
E.N. CENTRAL,2016,6,1,,8,,46,,48,,19,,27,,51,,88,,263,,479,,,-,1,,18,,1,,5,,,
W.N. CENTRAL,2016,6,1,,1,,35,,118,,3,,3,,22,,76,,44,,538,,1,,2,,9,,8,,12,,,
