Reporting Area,MMWR Year,MMWR Week,"Salmonellosis, Current week","Salmonellosis, Current week, flag","Salmonellosis, Previous 52 weeks Med","Salmonellosis, Previous 52 weeks Med, flag","Salmonellosis, Previous 52 weeks Max","Salmonellosis, Previous 52 weeks Max, flag","Salmonellosis, Cum 2014","Salmonellosis, Cum 2014, flag","Salmonellosis, Cum 2013","Salmonellosis, Cum 2013, flag",Location 1,Location 2
VIRGIN ISL.,2014,29,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
NORTH DAKOTA,2014,18,,-,1,,7,,18,,33,,"NORTH DAKOTA
(47.47531738700047, -100.11842599699969)",
CONNECTICUT,2014,18,,-,7,,21,,88,,96,,"CONNECTICUT
(41.56266394200048, -72.64983753699966)",
DIST. OF COL.,2014,18,,-,0,,3,,3,,19,,"DIST. OF COL.
(39.52368635500045, -99.11415045099966)",
OKLAHOMA,2014,18,,-,12,,149,,79,,157,,"OKLAHOMA
(35.472034350000456, -97.52106845499969)",
NEW JERSEY,2014,18,,-,16,,46,,111,,220,,"NEW JERSEY
(40.1305700530005, -74.27368565099965)",
VIRGIN ISL.,2014,18,,-,0,,0,,,-,,-,"VIRGIN ISL.
(39.52368635500045, -99.11415045099966)",
NEW YORK,2014,18,19,,25,,76,,264,,258,,"NEW YORK
(42.82700023900048, -75.54396639699968)",
ARKANSAS,2014,18,7,,13,,37,,76,,81,,"ARKANSAS
(34.748651751000466, -92.27448794899965)",
VERMONT,2014,18,3,,1,,6,,27,,20,,"VERMONT
(43.62538292400046, -72.51763944499965)",
KENTUCKY,2014,18,9,,9,,21,,119,,124,,"KENTUCKY
(37.645973909000475, -84.77496612599964)",
COLORADO,2014,18,7,,12,,35,,127,,147,,"COLORADO
(38.84384047000049, -106.13360888799969)",
LOUISIANA,2014,18,4,,19,,43,,154,,227,,"LOUISIANA
(31.312662564000448, -92.44567554599968)",
IDAHO,2014,18,1,,2,,9,,37,,31,,"IDAHO
(43.682630058000484, -114.3637261449997)",
WYOMING,2014,18,,-,0,,4,,2,,13,,"WYOMING
(43.23554147100049, -108.10982744299969)",
CALIFORNIA,2014,18,39,,88,,174,,1131,,1313,,"CALIFORNIA
(37.638640488000476, -120.99999889499969)",
NORTH CAROLINA,2014,18,10,,35,,136,,430,,295,,"NORTH CAROLINA
(35.46622388600048, -79.15924924699965)",
FLORIDA,2014,18,88,,111,,228,,1175,,1115,,"FLORIDA
(28.932042899000464, -81.92895558499964)",
IOWA,2014,18,1,,9,,36,,102,,137,,"IOWA
(42.469404401000475, -93.81648936699969)",
VIRGINIA,2014,18,8,,19,,41,,184,,205,,"VIRGINIA
(37.54268075100049, -78.45788924199968)",
ILLINOIS,2014,18,,-,30,,65,,273,,432,,"ILLINOIS
(40.48501278700047, -88.99770813999965)",
NEW YORK CITY,2014,18,23,,19,,52,,239,,275,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
OREGON,2014,18,3,,6,,25,,87,,100,,"OREGON
(44.567446178000466, -120.15502977999972)",
PUERTO RICO,2014,18,,-,6,,43,,71,,136,,"PUERTO RICO
(26.649497232000442, -98.34556876399967)",
TENNESSEE,2014,18,13,,16,,36,,182,,172,,"TENNESSEE
(35.680943063000484, -85.77448642199965)",
NEW HAMPSHIRE,2014,18,,-,3,,11,,34,,40,,"NEW HAMPSHIRE
(43.6559537330005, -71.50035726399966)",
SOUTH CAROLINA,2014,18,4,,20,,63,,161,,184,,"SOUTH CAROLINA
(33.99882060100049, -81.04536765699964)",
OHIO,2014,18,30,,23,,42,,305,,275,,"OHIO
(40.06021029700048, -82.40425685299965)",
RHODE ISLAND,2014,18,1,,2,,13,,23,,27,,"RHODE ISLAND
(41.70828281900049, -71.52246918099962)",
WEST VIRGINIA,2014,18,,-,3,,9,,27,,48,,"WEST VIRGINIA
(38.665511497000466, -80.71263935099967)",
DELAWARE,2014,18,,-,2,,8,,17,,16,,"DELAWARE
(39.00883351400046, -75.57773943699965)",
MASSACHUSETTS,2014,18,2,,18,,56,,201,,281,,"MASSACHUSETTS
(42.27687306500047, -72.08268985899963)",
GEORGIA,2014,18,8,,34,,102,,298,,348,,"GEORGIA
(32.83968004200045, -83.62757601199968)",
MISSOURI,2014,18,10,,17,,38,,129,,204,,"MISSOURI
(38.63579372300046, -92.56629737199967)",
NEBRASKA,2014,18,,-,4,,20,,32,,73,,"NEBRASKA
(41.64104043900045, -99.36571864599966)",
MARYLAND,2014,18,7,,16,,37,,185,,197,,"MARYLAND
(39.2905806980005, -76.60925970899967)",
WASHINGTON,2014,18,16,,10,,43,,112,,146,,"WASHINGTON
(47.522287905000496, -120.47002746299972)",
UNITED STATES,2014,19,393,,952,,1610,,9197,,11251,,,
NEW ENGLAND,2014,19,15,,32,,79,,432,,556,,,
MID. ATLANTIC,2014,19,65,,94,,195,,947,,1251,,,
E.N. CENTRAL,2014,19,37,,93,,173,,998,,1454,,,
W.N. CENTRAL,2014,19,13,,54,,120,,405,,866,,,
S. ATLANTIC,2014,19,113,,248,,461,,2616,,2554,,,
E.S. CENTRAL,2014,19,18,,58,,150,,682,,630,,,
W.S. CENTRAL,2014,19,56,,130,,726,,946,,1351,,,
MOUNTAIN,2014,19,27,,56,,260,,625,,780,,,
PACIFIC,2014,19,49,,120,,221,,1546,,1809,,,
WEST VIRGINIA,2014,19,,-,3,,9,,30,,56,,"WEST VIRGINIA
(38.665511497000466, -80.71263935099967)",
NEW HAMPSHIRE,2014,19,,-,3,,12,,34,,42,,"NEW HAMPSHIRE
(43.6559537330005, -71.50035726399966)",
WYOMING,2014,19,,-,0,,7,,2,,15,,"WYOMING
(43.23554147100049, -108.10982744299969)",
MICHIGAN,2014,19,6,,17,,42,,199,,285,,"MICHIGAN
(44.66131575600048, -84.71438724399968)",
GUAM,2014,19,,-,,-,,-,,-,,-,"GUAM
(13.355173397000442, 144.70297250000056)",
DELAWARE,2014,19,,-,2,,8,,18,,18,,"DELAWARE
(39.00883351400046, -75.57773943699965)",
LOUISIANA,2014,19,6,,24,,47,,164,,255,,"LOUISIANA
(31.312662564000448, -92.44567554599968)",
NORTH DAKOTA,2014,19,,-,1,,7,,21,,34,,"NORTH DAKOTA
(47.47531738700047, -100.11842599699969)",
ARIZONA,2014,19,3,,18,,34,,191,,267,,"ARIZONA
(34.865973091000455, -111.76380949799972)",
MINNESOTA,2014,19,,-,12,,54,,,-,221,,"MINNESOTA
(46.35564867700049, -94.79419697699967)",
NEW YORK,2014,19,32,,25,,76,,296,,285,,"NEW YORK
(42.82700023900048, -75.54396639699968)",
WISCONSIN,2014,19,,-,14,,41,,90,,231,,"WISCONSIN
(44.3931903350005, -89.81636715299965)",
MONTANA,2014,19,2,,2,,9,,39,,23,,"MONTANA
(47.066526051000494, -109.42441687999968)",
IOWA,2014,19,2,,9,,36,,106,,136,,"IOWA
(42.469404401000475, -93.81648936699969)",
SOUTH DAKOTA,2014,19,,-,3,,10,,38,,60,,"SOUTH DAKOTA
(44.35313342000046, -100.37352811899967)",
IDAHO,2014,19,,-,3,,9,,40,,33,,"IDAHO
(43.682630058000484, -114.3637261449997)",
MISSISSIPPI,2014,19,,-,14,,40,,114,,137,,"MISSISSIPPI
(32.74551123200047, -89.53802764499966)",
OHIO,2014,19,31,,23,,42,,336,,299,,"OHIO
(40.06021029700048, -82.40425685299965)",
DIST. OF COL.,2014,19,,-,0,,3,,3,,20,,"DIST. OF COL.
(39.52368635500045, -99.11415045099966)",
AMER. SAMOA,2014,19,,-,,-,,-,,-,,-,"AMER. SAMOA
(39.52368635500045, -99.11415045099966)",
MAINE,2014,19,4,,2,,11,,34,,41,,"MAINE
(45.254228663000504, -68.98502952999962)",
OKLAHOMA,2014,19,,-,12,,151,,79,,169,,"OKLAHOMA
(35.472034350000456, -97.52106845499969)",
NEW YORK CITY,2014,19,21,,21,,50,,260,,289,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
ALASKA,2014,19,2,,1,,7,,29,,23,,"ALASKA
(64.84507923900048, -147.72205669099972)",
SOUTH CAROLINA,2014,19,1,,20,,60,,162,,178,,"SOUTH CAROLINA
(33.99882060100049, -81.04536765699964)",
CALIFORNIA,2014,19,32,,89,,174,,1214,,1438,,"CALIFORNIA
(37.638640488000476, -120.99999889499969)",
COLORADO,2014,19,18,,11,,35,,145,,164,,"COLORADO
(38.84384047000049, -106.13360888799969)",
OREGON,2014,19,2,,6,,25,,94,,104,,"OREGON
(44.567446178000466, -120.15502977999972)",
PENNSYLVANIA,2014,19,12,,26,,63,,249,,435,,"PENNSYLVANIA
(40.79373106100047, -77.86069775999965)",
ILLINOIS,2014,19,,-,30,,65,,278,,451,,"ILLINOIS
(40.48501278700047, -88.99770813999965)",
NEW MEXICO,2014,19,,-,6,,19,,60,,113,,"NEW MEXICO
(34.52088247800049, -106.24057768899968)",
VERMONT,2014,19,1,,1,,6,,29,,23,,"VERMONT
(43.62538292400046, -72.51763944499965)",
PUERTO RICO,2014,19,,-,6,,43,,87,,146,,"PUERTO RICO
(26.649497232000442, -98.34556876399967)",
MASSACHUSETTS,2014,19,4,,17,,56,,218,,315,,"MASSACHUSETTS
(42.27687306500047, -72.08268985899963)",
NEBRASKA,2014,19,,-,4,,20,,32,,79,,"NEBRASKA
(41.64104043900045, -99.36571864599966)",
WASHINGTON,2014,19,12,,10,,47,,124,,159,,"WASHINGTON
(47.522287905000496, -120.47002746299972)",
GEORGIA,2014,19,10,,34,,102,,317,,367,,"GEORGIA
(32.83968004200045, -83.62757601199968)",
NEW JERSEY,2014,19,,-,16,,46,,142,,242,,"NEW JERSEY
(40.1305700530005, -74.27368565099965)",
NEVADA,2014,19,,-,4,,205,,25,,65,,"NEVADA
(39.49324126500045, -117.07183978499972)",
MARYLAND,2014,19,2,,15,,37,,186,,208,,"MARYLAND
(39.2905806980005, -76.60925970899967)",
FLORIDA,2014,19,84,,111,,228,,1262,,1195,,"FLORIDA
(28.932042899000464, -81.92895558499964)",
TENNESSEE,2014,19,10,,16,,36,,200,,186,,"TENNESSEE
(35.680943063000484, -85.77448642199965)",
ARKANSAS,2014,19,6,,13,,36,,82,,94,,"ARKANSAS
(34.748651751000466, -92.27448794899965)",
RHODE ISLAND,2014,19,6,,1,,13,,29,,29,,"RHODE ISLAND
(41.70828281900049, -71.52246918099962)",
NORTH CAROLINA,2014,19,7,,35,,136,,437,,296,,"NORTH CAROLINA
(35.46622388600048, -79.15924924699965)",
VIRGIN ISL.,2014,19,,-,0,,0,,,-,,-,"VIRGIN ISL.
(39.52368635500045, -99.11415045099966)",
MISSOURI,2014,19,11,,17,,38,,141,,225,,"MISSOURI
(38.63579372300046, -92.56629737199967)",
KANSAS,2014,19,,-,7,,18,,67,,111,,"KANSAS
(38.34774033400049, -98.20077655499966)",
UTAH,2014,19,4,,6,,17,,123,,100,,"UTAH
(39.36070374600047, -111.5871285339997)",
TEXAS,2014,19,44,,79,,545,,621,,833,,"TEXAS
(31.827243635000457, -99.4267664729997)",
INDIANA,2014,19,,-,12,,27,,95,,188,,"INDIANA
(39.76691364600049, -86.14995579899966)",
KENTUCKY,2014,19,2,,9,,21,,129,,129,,"KENTUCKY
(37.645973909000475, -84.77496612599964)",
C.N.M.I.,2014,19,,-,,-,,-,,-,,-,"C.N.M.I.
(39.52368635500045, -99.11415045099966)",
HAWAII,2014,19,1,,6,,13,,85,,85,,"HAWAII
(21.30485166200043, -157.85774691599974)",
CONNECTICUT,2014,19,,-,7,,21,,88,,106,,"CONNECTICUT
(41.56266394200048, -72.64983753699966)",
VIRGINIA,2014,19,9,,19,,41,,201,,216,,"VIRGINIA
(37.54268075100049, -78.45788924199968)",
ALABAMA,2014,19,6,,19,,80,,239,,178,,"ALABAMA
(32.84057327200048, -86.63185803899967)",
UNITED STATES,2014,20,375,,953,,1620,,9962,,12169,,,
NEW ENGLAND,2014,20,16,,32,,79,,492,,632,,,
MID. ATLANTIC,2014,20,52,,86,,195,,1004,,1354,,,
E.N. CENTRAL,2014,20,23,,91,,173,,1129,,1575,,,
W.N. CENTRAL,2014,20,14,,50,,120,,432,,948,,,
S. ATLANTIC,2014,20,119,,249,,478,,2777,,2741,,,
E.S. CENTRAL,2014,20,22,,59,,150,,729,,685,,,
W.S. CENTRAL,2014,20,58,,130,,724,,1059,,1476,,,
MOUNTAIN,2014,20,20,,56,,260,,690,,856,,,
PACIFIC,2014,20,51,,120,,222,,1650,,1902,,,
SOUTH CAROLINA,2014,20,,-,20,,60,,162,,192,,"SOUTH CAROLINA
(33.99882060100049, -81.04536765699964)",
MINNESOTA,2014,20,,-,12,,54,,,-,239,,"MINNESOTA
(46.35564867700049, -94.79419697699967)",
OREGON,2014,20,3,,6,,25,,100,,109,,"OREGON
(44.567446178000466, -120.15502977999972)",
PENNSYLVANIA,2014,20,13,,25,,63,,263,,473,,"PENNSYLVANIA
(40.79373106100047, -77.86069775999965)",
DELAWARE,2014,20,,-,2,,8,,18,,19,,"DELAWARE
(39.00883351400046, -75.57773943699965)",
FLORIDA,2014,20,82,,111,,228,,1346,,1298,,"FLORIDA
(28.932042899000464, -81.92895558499964)",
ALASKA,2014,20,1,,1,,7,,30,,22,,"ALASKA
(64.84507923900048, -147.72205669099972)",
COLORADO,2014,20,12,,11,,35,,157,,183,,"COLORADO
(38.84384047000049, -106.13360888799969)",
LOUISIANA,2014,20,6,,24,,47,,178,,285,,"LOUISIANA
(31.312662564000448, -92.44567554599968)",
VIRGINIA,2014,20,7,,18,,41,,217,,233,,"VIRGINIA
(37.54268075100049, -78.45788924199968)",
NEW YORK,2014,20,21,,25,,76,,317,,310,,"NEW YORK
(42.82700023900048, -75.54396639699968)",
MASSACHUSETTS,2014,20,11,,17,,56,,247,,368,,"MASSACHUSETTS
(42.27687306500047, -72.08268985899963)",
MISSOURI,2014,20,11,,14,,38,,153,,252,,"MISSOURI
(38.63579372300046, -92.56629737199967)",
MISSISSIPPI,2014,20,,-,14,,40,,120,,155,,"MISSISSIPPI
(32.74551123200047, -89.53802764499966)",
NORTH CAROLINA,2014,20,8,,35,,136,,455,,297,,"NORTH CAROLINA
(35.46622388600048, -79.15924924699965)",
MARYLAND,2014,20,7,,15,,37,,194,,219,,"MARYLAND
(39.2905806980005, -76.60925970899967)",
WASHINGTON,2014,20,11,,10,,47,,133,,178,,"WASHINGTON
(47.522287905000496, -120.47002746299972)",
NEW MEXICO,2014,20,,-,6,,19,,60,,121,,"NEW MEXICO
(34.52088247800049, -106.24057768899968)",
OKLAHOMA,2014,20,10,,12,,151,,116,,174,,"OKLAHOMA
(35.472034350000456, -97.52106845499969)",
ALABAMA,2014,20,3,,19,,80,,251,,190,,"ALABAMA
(32.84057327200048, -86.63185803899967)",
GEORGIA,2014,20,15,,36,,100,,351,,398,,"GEORGIA
(32.83968004200045, -83.62757601199968)",
TENNESSEE,2014,20,11,,16,,36,,214,,201,,"TENNESSEE
(35.680943063000484, -85.77448642199965)",
NORTH DAKOTA,2014,20,,-,1,,7,,22,,37,,"NORTH DAKOTA
(47.47531738700047, -100.11842599699969)",
SOUTH DAKOTA,2014,20,1,,3,,10,,40,,64,,"SOUTH DAKOTA
(44.35313342000046, -100.37352811899967)",
MICHIGAN,2014,20,2,,16,,42,,211,,300,,"MICHIGAN
(44.66131575600048, -84.71438724399968)",
UTAH,2014,20,,-,6,,17,,132,,111,,"UTAH
(39.36070374600047, -111.5871285339997)",
ILLINOIS,2014,20,,-,28,,65,,315,,501,,"ILLINOIS
(40.48501278700047, -88.99770813999965)",
ARIZONA,2014,20,1,,17,,34,,215,,284,,"ARIZONA
(34.865973091000455, -111.76380949799972)",
VIRGIN ISL.,2014,20,,-,0,,0,,,-,,-,"VIRGIN ISL.
(39.52368635500045, -99.11415045099966)",
CALIFORNIA,2014,20,36,,88,,175,,1302,,1497,,"CALIFORNIA
(37.638640488000476, -120.99999889499969)",
HAWAII,2014,20,,-,6,,13,,85,,96,,"HAWAII
(21.30485166200043, -157.85774691599974)",
AMER. SAMOA,2014,20,,-,,-,,-,,-,,-,"AMER. SAMOA
(39.52368635500045, -99.11415045099966)",
DIST. OF COL.,2014,20,,-,0,,3,,4,,21,,"DIST. OF COL.
(39.52368635500045, -99.11415045099966)",
C.N.M.I.,2014,20,,-,,-,,-,,-,,-,"C.N.M.I.
(39.52368635500045, -99.11415045099966)",
VERMONT,2014,20,1,,1,,6,,31,,26,,"VERMONT
(43.62538292400046, -72.51763944499965)",
INDIANA,2014,20,,-,11,,27,,95,,202,,"INDIANA
(39.76691364600049, -86.14995579899966)",
IOWA,2014,20,2,,9,,36,,114,,148,,"IOWA
(42.469404401000475, -93.81648936699969)",
NEW YORK CITY,2014,20,18,,21,,50,,276,,312,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
CONNECTICUT,2014,20,,-,7,,21,,105,,118,,"CONNECTICUT
(41.56266394200048, -72.64983753699966)",
NEVADA,2014,20,,-,4,,205,,30,,69,,"NEVADA
(39.49324126500045, -117.07183978499972)",
WISCONSIN,2014,20,,-,14,,41,,151,,251,,"WISCONSIN
(44.3931903350005, -89.81636715299965)",
KENTUCKY,2014,20,8,,9,,21,,144,,139,,"KENTUCKY
(37.645973909000475, -84.77496612599964)",
MAINE,2014,20,3,,2,,6,,37,,45,,"MAINE
(45.254228663000504, -68.98502952999962)",
MONTANA,2014,20,4,,2,,9,,44,,32,,"MONTANA
(47.066526051000494, -109.42441687999968)",
KANSAS,2014,20,,-,7,,18,,71,,123,,"KANSAS
(38.34774033400049, -98.20077655499966)",
TEXAS,2014,20,32,,79,,543,,672,,915,,"TEXAS
(31.827243635000457, -99.4267664729997)",
GUAM,2014,20,,-,,-,,-,,-,,-,"GUAM
(13.355173397000442, 144.70297250000056)",
NEW HAMPSHIRE,2014,20,1,,4,,12,,43,,45,,"NEW HAMPSHIRE
(43.6559537330005, -71.50035726399966)",
OHIO,2014,20,21,,23,,42,,357,,321,,"OHIO
(40.06021029700048, -82.40425685299965)",
PUERTO RICO,2014,20,1,,9,,47,,98,,163,,"PUERTO RICO
(26.649497232000442, -98.34556876399967)",
WYOMING,2014,20,1,,1,,7,,9,,20,,"WYOMING
(43.23554147100049, -108.10982744299969)",
RHODE ISLAND,2014,20,,-,1,,13,,29,,30,,"RHODE ISLAND
(41.70828281900049, -71.52246918099962)",
IDAHO,2014,20,2,,3,,9,,43,,36,,"IDAHO
(43.682630058000484, -114.3637261449997)",
WEST VIRGINIA,2014,20,,-,3,,9,,30,,64,,"WEST VIRGINIA
(38.665511497000466, -80.71263935099967)",
NEBRASKA,2014,20,,-,4,,20,,32,,85,,"NEBRASKA
(41.64104043900045, -99.36571864599966)",
ARKANSAS,2014,20,10,,13,,36,,93,,102,,"ARKANSAS
(34.748651751000466, -92.27448794899965)",
NEW JERSEY,2014,20,,-,15,,46,,148,,259,,"NEW JERSEY
(40.1305700530005, -74.27368565099965)",
UNITED STATES,2014,21,410,,953,,1620,,10761,,13139,,,
NEW ENGLAND,2014,21,6,,32,,79,,524,,674,,,
MID. ATLANTIC,2014,21,41,,76,,195,,1052,,1452,,,
E.N. CENTRAL,2014,21,29,,90,,173,,1228,,1712,,,
W.N. CENTRAL,2014,21,17,,45,,120,,474,,1018,,,
S. ATLANTIC,2014,21,163,,249,,478,,3032,,2997,,,
E.S. CENTRAL,2014,21,5,,61,,150,,759,,746,,,
W.S. CENTRAL,2014,21,94,,130,,724,,1229,,1590,,,
MOUNTAIN,2014,21,6,,53,,260,,707,,912,,,
PACIFIC,2014,21,49,,120,,222,,1756,,2038,,,
NEW MEXICO,2014,21,,-,5,,19,,60,,124,,"NEW MEXICO
(34.52088247800049, -106.24057768899968)",
ALASKA,2014,21,2,,1,,7,,32,,26,,"ALASKA
(64.84507923900048, -147.72205669099972)",
DELAWARE,2014,21,,-,2,,8,,18,,20,,"DELAWARE
(39.00883351400046, -75.57773943699965)",
NORTH DAKOTA,2014,21,,-,1,,7,,22,,38,,"NORTH DAKOTA
(47.47531738700047, -100.11842599699969)",
MASSACHUSETTS,2014,21,2,,17,,56,,254,,392,,"MASSACHUSETTS
(42.27687306500047, -72.08268985899963)",
OREGON,2014,21,1,,6,,25,,103,,115,,"OREGON
(44.567446178000466, -120.15502977999972)",
GUAM,2014,21,,-,,-,,-,,-,,-,"GUAM
(13.355173397000442, 144.70297250000056)",
WEST VIRGINIA,2014,21,,-,2,,9,,30,,68,,"WEST VIRGINIA
(38.665511497000466, -80.71263935099967)",
FLORIDA,2014,21,119,,111,,228,,1465,,1398,,"FLORIDA
(28.932042899000464, -81.92895558499964)",
GEORGIA,2014,21,18,,34,,100,,387,,434,,"GEORGIA
(32.83968004200045, -83.62757601199968)",
SOUTH CAROLINA,2014,21,4,,20,,60,,210,,210,,"SOUTH CAROLINA
(33.99882060100049, -81.04536765699964)",
KENTUCKY,2014,21,,-,9,,21,,144,,148,,"KENTUCKY
(37.645973909000475, -84.77496612599964)",
PUERTO RICO,2014,21,,-,9,,47,,98,,176,,"PUERTO RICO
(26.649497232000442, -98.34556876399967)",
RHODE ISLAND,2014,21,1,,1,,13,,30,,31,,"RHODE ISLAND
(41.70828281900049, -71.52246918099962)",
UTAH,2014,21,2,,6,,16,,141,,115,,"UTAH
(39.36070374600047, -111.5871285339997)",
OKLAHOMA,2014,21,14,,12,,151,,173,,185,,"OKLAHOMA
(35.472034350000456, -97.52106845499969)",
AMER. SAMOA,2014,21,,-,,-,,-,,-,,-,"AMER. SAMOA
(39.52368635500045, -99.11415045099966)",
NEBRASKA,2014,21,,-,4,,20,,32,,88,,"NEBRASKA
(41.64104043900045, -99.36571864599966)",
OHIO,2014,21,28,,23,,42,,385,,357,,"OHIO
(40.06021029700048, -82.40425685299965)",
MISSISSIPPI,2014,21,,-,12,,40,,132,,169,,"MISSISSIPPI
(32.74551123200047, -89.53802764499966)",
NEW HAMPSHIRE,2014,21,,-,4,,12,,50,,47,,"NEW HAMPSHIRE
(43.6559537330005, -71.50035726399966)",
IOWA,2014,21,1,,9,,36,,117,,171,,"IOWA
(42.469404401000475, -93.81648936699969)",
ALABAMA,2014,21,1,,19,,80,,261,,207,,"ALABAMA
(32.84057327200048, -86.63185803899967)",
MINNESOTA,2014,21,,-,12,,54,,,-,253,,"MINNESOTA
(46.35564867700049, -94.79419697699967)",
ARIZONA,2014,21,,-,17,,34,,218,,303,,"ARIZONA
(34.865973091000455, -111.76380949799972)",
MAINE,2014,21,1,,2,,6,,40,,51,,"MAINE
(45.254228663000504, -68.98502952999962)",
CALIFORNIA,2014,21,29,,88,,175,,1382,,1604,,"CALIFORNIA
(37.638640488000476, -120.99999889499969)",
NORTH CAROLINA,2014,21,8,,35,,136,,485,,346,,"NORTH CAROLINA
(35.46622388600048, -79.15924924699965)",
KANSAS,2014,21,,-,7,,18,,86,,135,,"KANSAS
(38.34774033400049, -98.20077655499966)",
NEW JERSEY,2014,21,,-,14,,46,,149,,278,,"NEW JERSEY
(40.1305700530005, -74.27368565099965)",
NEW YORK CITY,2014,21,,-,20,,50,,276,,333,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
VERMONT,2014,21,1,,1,,6,,32,,29,,"VERMONT
(43.62538292400046, -72.51763944499965)",
WISCONSIN,2014,21,,-,13,,41,,171,,275,,"WISCONSIN
(44.3931903350005, -89.81636715299965)",
HAWAII,2014,21,,-,6,,13,,89,,107,,"HAWAII
(21.30485166200043, -157.85774691599974)",
COLORADO,2014,21,,-,11,,35,,157,,201,,"COLORADO
(38.84384047000049, -106.13360888799969)",
SOUTH DAKOTA,2014,21,,-,3,,10,,43,,69,,"SOUTH DAKOTA
(44.35313342000046, -100.37352811899967)",
C.N.M.I.,2014,21,,-,,-,,-,,-,,-,"C.N.M.I.
(39.52368635500045, -99.11415045099966)",
CONNECTICUT,2014,21,1,,7,,21,,118,,124,,"CONNECTICUT
(41.56266394200048, -72.64983753699966)",
MARYLAND,2014,21,9,,15,,37,,205,,234,,"MARYLAND
(39.2905806980005, -76.60925970899967)",
TENNESSEE,2014,21,4,,16,,36,,222,,222,,"TENNESSEE
(35.680943063000484, -85.77448642199965)",
ARKANSAS,2014,21,12,,13,,36,,105,,116,,"ARKANSAS
(34.748651751000466, -92.27448794899965)",
PENNSYLVANIA,2014,21,21,,23,,63,,291,,504,,"PENNSYLVANIA
(40.79373106100047, -77.86069775999965)",
MISSOURI,2014,21,16,,14,,38,,174,,264,,"MISSOURI
(38.63579372300046, -92.56629737199967)",
MONTANA,2014,21,,-,2,,5,,44,,36,,"MONTANA
(47.066526051000494, -109.42441687999968)",
IDAHO,2014,21,4,,3,,9,,47,,39,,"IDAHO
(43.682630058000484, -114.3637261449997)",
WYOMING,2014,21,,-,1,,7,,9,,20,,"WYOMING
(43.23554147100049, -108.10982744299969)",
WASHINGTON,2014,21,17,,10,,47,,150,,186,,"WASHINGTON
(47.522287905000496, -120.47002746299972)",
VIRGINIA,2014,21,5,,18,,41,,223,,264,,"VIRGINIA
(37.54268075100049, -78.45788924199968)",
VIRGIN ISL.,2014,21,,-,0,,0,,,-,,-,"VIRGIN ISL.
(39.52368635500045, -99.11415045099966)",
LOUISIANA,2014,21,5,,23,,47,,195,,310,,"LOUISIANA
(31.312662564000448, -92.44567554599968)",
ILLINOIS,2014,21,,-,26,,65,,329,,545,,"ILLINOIS
(40.48501278700047, -88.99770813999965)",
MICHIGAN,2014,21,1,,17,,42,,225,,319,,"MICHIGAN
(44.66131575600048, -84.71438724399968)",
NEW YORK,2014,21,20,,25,,76,,336,,337,,"NEW YORK
(42.82700023900048, -75.54396639699968)",
DIST. OF COL.,2014,21,,-,1,,3,,9,,23,,"DIST. OF COL.
(39.52368635500045, -99.11415045099966)",
TEXAS,2014,21,63,,78,,543,,756,,979,,"TEXAS
(31.827243635000457, -99.4267664729997)",
INDIANA,2014,21,,-,11,,27,,118,,216,,"INDIANA
(39.76691364600049, -86.14995579899966)",
NEVADA,2014,21,,-,3,,205,,31,,74,,"NEVADA
(39.49324126500045, -117.07183978499972)",
UNITED STATES,2014,22,473,,921,,1620,,11595,,13871,,,
NEW ENGLAND,2014,22,10,,31,,79,,568,,717,,,
CONNECTICUT,2014,22,,-,7,,21,,129,,134,,"CONNECTICUT
",
MAINE,2014,22,2,,2,,5,,42,,55,,"MAINE
",
MASSACHUSETTS,2014,22,4,,17,,56,,279,,416,,"MASSACHUSETTS
",
NEW HAMPSHIRE,2014,22,,-,4,,12,,50,,52,,"NEW HAMPSHIRE
",
RHODE ISLAND,2014,22,3,,2,,13,,35,,31,,"RHODE ISLAND
",
VERMONT,2014,22,1,,1,,6,,33,,29,,"VERMONT
",
MID. ATLANTIC,2014,22,64,,70,,195,,1142,,1553,,,
NEW JERSEY,2014,22,,-,14,,46,,150,,299,,"NEW JERSEY
",
NEW YORK,2014,22,28,,24,,76,,365,,365,,"NEW YORK
",
NEW YORK CITY,2014,22,17,,19,,50,,309,,356,,"NEW YORK CITY
",
PENNSYLVANIA,2014,22,19,,23,,63,,318,,533,,"PENNSYLVANIA
",
E.N. CENTRAL,2014,22,41,,88,,173,,1322,,1851,,,
ILLINOIS,2014,22,,-,26,,65,,353,,604,,"ILLINOIS
",
INDIANA,2014,22,,-,11,,27,,131,,234,,"INDIANA
",
MICHIGAN,2014,22,2,,16,,42,,239,,335,,"MICHIGAN
",
OHIO,2014,22,39,,23,,42,,424,,386,,"OHIO
",
WISCONSIN,2014,22,,-,13,,41,,175,,292,,"WISCONSIN
",
W.N. CENTRAL,2014,22,19,,42,,120,,518,,1061,,,
IOWA,2014,22,,-,8,,36,,120,,178,,"IOWA
",
KANSAS,2014,22,,-,7,,18,,91,,144,,"KANSAS
",
MINNESOTA,2014,22,,-,11,,54,,,-,266,,"MINNESOTA
",
MISSOURI,2014,22,19,,16,,37,,200,,263,,"MISSOURI
",
