 Reporting Area,MMWR Year,MMWR Week,"Giardiasis, Current week","Giardiasis, Current week, flag","Giardiasis, Previous 52 weeks Med","Giardiasis, Previous 52 weeks Max","Giardiasis, Previous 52 weeks Med, flag","Giardiasis, Previous 52 weeks Max, flag","Giardiasis, Cum 2015","Giardiasis, Cum 2015, flag","Giardiasis, Cum 2014","Giardiasis, Cum 2014, flag","Gonorrhea,Current week","Gonorrhea,Current week, flag","Gonorrhea,Previous 52 weeks Med","Gonorrhea,Previous 52 weeks Med, flag","Gonorrhea, Previous 52 weeks Max","Gonorrhea, Previous 52 weeks Max, flag","Gonorrhea, Cum 2015","Gonorrhea, Cum 2015, flag","Gonorrhea, Cum 2014","Gonorrhea, Cum 2014, flag","Haemophilus influenzae, invasive§, All ages, all serotypes,Current week","Haemophilus influenzae, invasive§, All ages, all serotypes,Current week, flag","Haemophilus influenzae, invasive§, All ages, all serotypes, Previous 52 weeks Med","Haemophilus influenzae, invasive§, All ages, all serotypes, Previous 52 weeks Med, flag","Haemophilus influenzae, invasive§, All ages, all serotypes, Previous 52 weeks Max","Haemophilus influenzae, invasive§, All ages, all serotypes, Previous 52 weeks Max, flag","Haemophilus influenzae, invasive§, All ages, all serotypes, Cum 2015","Haemophilus influenzae, invasive§, All ages, all serotypes, Cum 2015, flag","Haemophilus influenzae, invasive§, All ages, all serotypes, Cum 2014","Haemophilus influenzae, invasive§, All ages, all serotypes, Cum 2014, flag",Location 1,Location 2
WEST VIRGINIA,2015,3,,-,1,,6,,,-,2,,8,,16,,26,,41,,54,,,-,0,,5,,,-,4,,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
NEW YORK,2015,3,13,,17,,29,,33,,19,,115,,123,,218,,313,,156,,3,,2,,14,,7,,8,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
NEW MEXICO,2015,3,,-,1,,7,,2,,3,,6,,40,,71,,73,,104,,1,,1,,3,,5,,1,,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
LOUISIANA,2015,3,2,,3,,15,,5,,11,,3,,136,,325,,4,,265,,2,,0,,4,,3,,4,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
WISCONSIN,2015,3,3,,7,,22,,11,,18,,52,,76,,107,,210,,240,,,-,0,,4,,,-,7,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
ILLINOIS,2015,3,,-,0,,5,,,-,16,,9,,223,,279,,162,,695,,,-,3,,6,,1,,7,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
PENNSYLVANIA,2015,3,5,,13,,23,,27,,46,,260,,238,,321,,699,,721,,2,,3,,8,,13,,17,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
ALABAMA,2015,3,,-,3,,10,,3,,13,,119,,138,,184,,408,,351,,1,,1,,3,,6,,10,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
OKLAHOMA,2015,3,,-,0,,0,,,-,,-,18,,87,,130,,144,,275,,,-,2,,5,,7,,3,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
UTAH,2015,3,,-,4,,11,,5,,13,,11,,26,,48,,61,,88,,,-,1,,6,,3,,3,,"UTAH
(39.36070123200005, -111.58712831499997)",
ARKANSAS,2015,3,,-,2,,6,,2,,3,,96,,168,,285,,265,,512,,1,,1,,5,,3,,3,,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
WASHINGTON,2015,3,,-,7,,30,,,-,,-,124,,87,,128,,225,,187,,,-,0,,1,,,-,,-,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
MISSOURI,2015,3,1,,5,,13,,4,,10,,127,,142,,193,,472,,382,,1,,1,,4,,2,,15,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
PUERTO RICO,2015,3,,-,0,,3,,,-,10,,,-,9,,30,,,-,6,,,-,0,,1,,,-,,-,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
COLORADO,2015,3,,-,7,,16,,,-,14,,29,,58,,86,,143,,157,,,-,1,,4,,,-,8,,"COLORADO
(38.84384342200008, -106.13360911499996)",
KENTUCKY,2015,3,,N,0,,0,,,N,,N,56,,78,,166,,101,,182,,,-,0,,3,,2,,3,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
GEORGIA,2015,3,,-,11,,22,,,-,41,,121,,257,,322,,592,,533,,,-,2,,6,,4,,5,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
MICHIGAN,2015,3,,-,9,,17,,7,,17,,89,,178,,264,,387,,481,,,-,2,,6,,9,,6,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
RHODE ISLAND,2015,3,,-,0,,5,,,-,,-,2,,11,,41,,21,,11,,1,,0,,3,,1,,,-,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
MAINE,2015,3,1,,3,,8,,3,,6,,,-,4,,11,,,-,19,,,-,0,,2,,,-,,-,"MAINE
(45.25422910300006, -68.98502586699993)",
IDAHO,2015,3,,-,3,,9,,3,,3,,,-,5,,20,,10,,12,,,-,0,,3,,1,,1,,"IDAHO
(43.68263174800006, -114.36372693399994)",
NORTH DAKOTA,2015,3,,-,1,,2,,1,,,-,,-,12,,23,,10,,41,,,-,0,,2,,,-,,-,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
ARIZONA,2015,3,,-,2,,11,,3,,2,,,-,139,,204,,85,,261,,,-,1,,8,,1,,10,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
CONNECTICUT,2015,3,,-,4,,10,,,-,9,,,-,40,,81,,,-,176,,,-,1,,3,,,-,2,,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
NEW HAMPSHIRE,2015,3,,-,1,,6,,,-,2,,,-,4,,10,,,-,13,,,-,0,,2,,,-,1,,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
TEXAS,2015,3,,N,0,,0,,,N,,N,513,,654,,964,,2170,,1960,,,-,0,,2,,2,,,-,"TEXAS
(31.827240467000024, -99.42676785299994)",
NORTH CAROLINA,2015,3,,N,0,,0,,,N,,N,155,,241,,512,,680,,868,,5,,2,,22,,11,,10,,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
MARYLAND,2015,3,4,,4,,12,,14,,19,,,-,110,,188,,97,,250,,3,,1,,5,,11,,9,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
NEW YORK CITY,2015,3,17,,14,,31,,43,,37,,130,,261,,367,,781,,727,,3,,2,,6,,12,,8,,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
MINNESOTA,2015,3,,-,0,,0,,,-,,-,,-,76,,104,,,-,230,,,-,2,,7,,,-,8,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
WYOMING,2015,3,,-,0,,2,,,-,1,,,-,1,,8,,,-,5,,,-,0,,1,,,-,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
SOUTH CAROLINA,2015,3,3,,2,,10,,6,,5,,150,,157,,231,,447,,579,,2,,1,,5,,10,,1,,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
DELAWARE,2015,3,,-,0,,2,,2,,2,,16,,23,,46,,32,,59,,1,,0,,3,,2,,,-,"DELAWARE
(39.00883389200004, -75.57773597599999)",
HAWAII,2015,3,,-,1,,3,,,-,2,,,-,18,,30,,,-,43,,,-,0,,2,,,-,1,,"HAWAII
(21.30485232600006, -157.85774798099996)",
MISSISSIPPI,2015,3,,N,0,,0,,,N,,N,38,,113,,256,,52,,640,,,-,1,,2,,3,,2,,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
OREGON,2015,3,2,,7,,14,,13,,12,,61,,43,,131,,179,,129,,2,,1,,4,,7,,5,,"OREGON
(44.56745049300008, -120.15502935599994)",
INDIANA,2015,3,,-,2,,10,,,-,6,,72,,138,,280,,296,,354,,,-,2,,4,,,-,7,,"INDIANA
(39.766913353000064, -86.14995646699998)",
ALASKA,2015,3,1,,1,,8,,1,,4,,6,,25,,38,,37,,92,,,-,0,,2,,,-,,-,"ALASKA
(64.84507799500005, -147.72205958799998)",
MONTANA,2015,3,3,,2,,4,,4,,2,,14,,8,,16,,40,,14,,,-,0,,3,,,-,1,,"MONTANA
(47.06652795700006, -109.42441587999997)",
NEBRASKA,2015,3,,-,2,,9,,5,,5,,11,,28,,55,,52,,59,,,-,0,,3,,,-,1,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
NEVADA,2015,3,,-,1,,5,,1,,4,,,-,51,,123,,24,,283,,,-,0,,2,,,-,1,,"NEVADA
(39.49324221300003, -117.07183885899997)",
CALIFORNIA,2015,3,3,,35,,68,,57,,45,,124,,846,,1032,,2042,,1568,,,-,0,,3,,,-,3,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
MASSACHUSETTS,2015,3,,-,12,,26,,,-,31,,,-,71,,113,,,-,201,,,-,2,,8,,,-,10,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
VIRGINIA,2015,3,1,,5,,18,,7,,2,,122,,147,,372,,167,,183,,,-,2,,5,,5,,4,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
KANSAS,2015,3,,-,2,,6,,2,,5,,12,,49,,75,,120,,132,,,-,0,,3,,,-,3,,"KANSAS
(38.347742794000055, -98.20077822999997)",
GUAM,2015,3,,-,,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
IOWA,2015,3,,-,4,,11,,,-,11,,14,,30,,54,,59,,76,,,-,0,,2,,,-,,-,"IOWA
(42.469401411000035, -93.81648725599996)",
UNITED STATES,2015,4,120,,234,,383,,520,,718,,2996,,6486,,7310,,19524,,23018,,39,,61,,97,,250,,313,,,
NEW ENGLAND,2015,4,5,,25,,49,,13,,67,,9,,133,,190,,56,,535,,1,,4,,10,,6,,20,,,
MID. ATLANTIC,2015,4,21,,46,,76,,129,,166,,508,,760,,950,,2884,,2711,,8,,10,,21,,46,,53,,,
E.N. CENTRAL,2015,4,10,,25,,52,,66,,116,,280,,922,,1178,,2314,,3785,,2,,9,,19,,37,,52,,,
W.N. CENTRAL,2015,4,4,,15,,38,,18,,41,,146,,354,,429,,1044,,1287,,,-,4,,11,,5,,32,,,
S. ATLANTIC,2015,4,53,,46,,89,,139,,175,,592,,1390,,1759,,3893,,4864,,14,,16,,31,,78,,74,,,
DIST. OF COL.,2015,4,,-,1,,3,,,-,4,,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,4,1,,3,,10,,8,,17,,192,,445,,649,,1205,,2082,,6,,5,,12,,33,,24,,,
W.S. CENTRAL,2015,4,7,,5,,19,,15,,23,,728,,1049,,1365,,3698,,3952,,6,,4,,10,,21,,18,,,
MOUNTAIN,2015,4,2,,20,,43,,22,,56,,64,,334,,436,,564,,1260,,,-,6,,13,,11,,30,,,
PACIFIC,2015,4,17,,53,,102,,110,,57,,477,,1047,,1269,,3866,,2542,,2,,3,,7,,13,,10,,,
AMER. SAMOA,2015,4,,-,,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,4,,-,,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,4,,-,0,,0,,,-,,-,,-,1,,6,,,-,12,,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
OHIO,2015,4,5,,7,,21,,35,,27,,66,,306,,370,,799,,1282,,2,,2,,11,,23,,18,,"OHIO
(40.060212455000055, -82.40425667899996)",
UTAH,2015,4,,-,4,,11,,6,,19,,12,,26,,48,,81,,110,,,-,1,,6,,3,,4,,"UTAH
(39.36070123200005, -111.58712831499997)",
NEBRASKA,2015,4,2,,2,,9,,7,,8,,19,,28,,55,,101,,74,,,-,0,,3,,,-,1,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
HAWAII,2015,4,,-,1,,3,,1,,2,,11,,19,,30,,77,,50,,,-,0,,2,,,-,1,,"HAWAII
(21.30485232600006, -157.85774798099996)",
IOWA,2015,4,,-,4,,11,,1,,11,,5,,30,,54,,86,,100,,,-,0,,2,,,-,,-,"IOWA
(42.469401411000035, -93.81648725599996)",
ALASKA,2015,4,4,,1,,8,,5,,4,,5,,24,,38,,54,,128,,,-,0,,2,,1,,,-,"ALASKA
(64.84507799500005, -147.72205958799998)",
CALIFORNIA,2015,4,8,,35,,68,,82,,26,,273,,879,,1071,,3143,,1959,,,-,0,,3,,1,,,-,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
WASHINGTON,2015,4,,-,7,,30,,,-,4,,128,,88,,128,,353,,242,,,-,0,,1,,,-,,-,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
KENTUCKY,2015,4,,N,0,,0,,,N,,N,76,,78,,166,,184,,226,,,-,0,,3,,2,,3,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
DIST. OF COL.,2015,43,,-,0,,4,,17,,59,,80,,44,,137,,2214,,1541,,,-,0,,3,,6,,7,,"DIST. OF COL.
",
FLORIDA,2015,4,20,,21,,54,,63,,76,,,-,397,,517,,773,,1510,,3,,4,,12,,21,,28,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
NORTH CAROLINA,2015,4,,N,0,,0,,,N,,N,252,,234,,512,,934,,1214,,6,,2,,22,,17,,13,,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
NEW JERSEY,2015,4,,-,1,,9,,,-,29,,43,,124,,170,,429,,539,,,-,3,,5,,5,,14,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
CONNECTICUT,2015,4,,-,4,,10,,,-,12,,,-,40,,81,,,-,219,,,-,1,,3,,,-,2,,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
IDAHO,2015,4,2,,3,,9,,5,,3,,1,,5,,21,,16,,19,,,-,0,,3,,1,,1,,"IDAHO
(43.68263174800006, -114.36372693399994)",
MINNESOTA,2015,4,,-,0,,0,,,-,,-,,-,76,,104,,,-,292,,,-,2,,7,,,-,13,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
VERMONT,2015,4,5,,3,,8,,10,,5,,3,,1,,6,,4,,3,,1,,0,,2,,3,,2,,"VERMONT
(43.62538389600007, -72.51763667599994)",
NEW HAMPSHIRE,2015,4,,-,1,,6,,,-,2,,,-,4,,10,,,-,15,,,-,0,,2,,,-,2,,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
NEW YORK CITY,2015,4,8,,14,,31,,51,,51,,82,,266,,372,,1041,,965,,1,,2,,6,,13,,10,,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
NORTH DAKOTA,2015,4,,-,1,,2,,1,,,-,1,,11,,23,,20,,60,,,-,0,,2,,1,,,-,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
GEORGIA,2015,4,28,,11,,22,,38,,57,,124,,259,,322,,883,,739,,,-,2,,6,,5,,8,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
OKLAHOMA,2015,4,,-,0,,0,,,-,,-,24,,86,,130,,223,,379,,3,,2,,5,,10,,7,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
TENNESSEE,2015,4,,N,0,,0,,,N,,N,81,,129,,211,,503,,510,,4,,2,,7,,18,,6,,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
MAINE,2015,4,,-,3,,8,,3,,8,,5,,5,,11,,21,,20,,,-,0,,2,,2,,,-,"MAINE
(45.25422910300006, -68.98502586699993)",
WISCONSIN,2015,4,,-,7,,22,,12,,23,,45,,74,,107,,274,,334,,,-,0,,3,,,-,11,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
MARYLAND,2015,4,2,,4,,12,,17,,25,,51,,112,,194,,227,,315,,1,,1,,5,,12,,10,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
RHODE ISLAND,2015,4,,-,0,,5,,,-,,-,1,,11,,41,,31,,11,,,-,0,,3,,1,,,-,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
ALABAMA,2015,4,1,,3,,10,,8,,17,,,-,136,,184,,408,,522,,1,,1,,3,,8,,12,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
KANSAS,2015,4,,-,2,,6,,2,,6,,14,,49,,78,,160,,181,,,-,0,,3,,1,,3,,"KANSAS
(38.347742794000055, -98.20077822999997)",
GUAM,2015,4,,-,,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
MONTANA,2015,4,,-,2,,4,,4,,3,,10,,9,,16,,53,,20,,,-,0,,3,,,-,2,,"MONTANA
(47.06652795700006, -109.42441587999997)",
ARIZONA,2015,4,,-,2,,11,,3,,3,,,-,139,,204,,85,,365,,,-,1,,8,,1,,11,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
WEST VIRGINIA,2015,4,,-,1,,6,,,-,3,,4,,16,,26,,50,,68,,,-,0,,5,,,-,4,,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
MISSOURI,2015,4,2,,5,,13,,7,,13,,105,,142,,193,,641,,524,,,-,1,,4,,3,,15,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
MICHIGAN,2015,4,5,,9,,17,,19,,26,,84,,178,,264,,550,,743,,,-,2,,7,,10,,7,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
NEVADA,2015,4,,-,1,,5,,1,,4,,,-,51,,123,,24,,358,,,-,0,,2,,1,,1,,"NEVADA
(39.49324221300003, -117.07183885899997)",
TEXAS,2015,4,,N,0,,0,,,N,,N,598,,657,,968,,2974,,2507,,,-,0,,2,,2,,,-,"TEXAS
(31.827240467000024, -99.42676785299994)",
COLORADO,2015,4,,-,7,,16,,,-,20,,29,,57,,86,,199,,238,,,-,1,,4,,,-,9,,"COLORADO
(38.84384342200008, -106.13360911499996)",
PUERTO RICO,2015,4,,-,0,,3,,,-,11,,,-,8,,30,,,-,23,,,-,0,,1,,,-,,-,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
MISSISSIPPI,2015,4,,N,0,,0,,,N,,N,35,,112,,256,,110,,824,,1,,1,,2,,5,,3,,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
PENNSYLVANIA,2015,4,6,,13,,23,,38,,54,,214,,241,,321,,932,,957,,2,,3,,8,,16,,21,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
INDIANA,2015,4,,-,3,,10,,,-,7,,77,,139,,280,,431,,458,,,-,2,,4,,,-,8,,"INDIANA
(39.766913353000064, -86.14995646699998)",
WYOMING,2015,4,,-,0,,2,,,-,1,,,-,1,,8,,,-,8,,,-,0,,1,,,-,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
DELAWARE,2015,4,,-,0,,2,,2,,2,,24,,23,,46,,56,,75,,1,,0,,3,,3,,1,,"DELAWARE
(39.00883389200004, -75.57773597599999)",
LOUISIANA,2015,4,3,,3,,15,,9,,19,,4,,136,,328,,134,,400,,,-,0,,4,,3,,5,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
SOUTH CAROLINA,2015,4,3,,3,,10,,10,,5,,,-,157,,231,,447,,726,,2,,1,,5,,14,,4,,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
NEW YORK,2015,4,7,,17,,29,,40,,32,,169,,123,,229,,482,,250,,5,,2,,14,,12,,8,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
VIRGINIA,2015,4,,-,5,,18,,9,,3,,137,,152,,372,,523,,217,,1,,2,,5,,6,,6,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
OREGON,2015,4,5,,7,,14,,22,,21,,60,,43,,131,,239,,163,,2,,1,,4,,11,,9,,"OREGON
(44.56745049300008, -120.15502935599994)",
ILLINOIS,2015,4,,-,0,,4,,,-,33,,8,,229,,297,,260,,968,,,-,3,,7,,4,,8,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
MASSACHUSETTS,2015,4,,-,12,,26,,,-,40,,,-,71,,113,,,-,267,,,-,1,,8,,,-,14,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
ARKANSAS,2015,4,4,,2,,6,,6,,4,,102,,168,,285,,367,,666,,3,,1,,5,,6,,6,,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
SOUTH DAKOTA,2015,4,,-,2,,9,,,-,3,,2,,16,,27,,36,,56,,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
NEW MEXICO,2015,4,,-,1,,7,,3,,3,,12,,41,,71,,106,,142,,,-,1,,3,,5,,2,,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
UNITED STATES,2015,5,120,,234,,383,,720,,930,,4052,,6492,,7334,,26842,,29159,,35,,61,,100,,322,,385,,,
NEW ENGLAND,2015,5,3,,25,,49,,24,,91,,4,,129,,190,,74,,685,,1,,4,,10,,11,,23,,,
MID. ATLANTIC,2015,5,18,,46,,76,,151,,226,,635,,755,,954,,3787,,3491,,8,,10,,21,,59,,68,,,
E.N. CENTRAL,2015,5,8,,26,,52,,78,,141,,329,,926,,1182,,3232,,4788,,2,,9,,22,,47,,58,,,
W.N. CENTRAL,2015,5,8,,15,,38,,29,,57,,149,,354,,430,,1307,,1647,,1,,4,,11,,8,,42,,,
S. ATLANTIC,2015,5,39,,46,,89,,195,,208,,1554,,1395,,1760,,6347,,6029,,11,,15,,31,,100,,95,,,
DIST. OF COL.,2015,5,,-,0,,3,,,-,5,,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,"DIST. OF COL.
",
E.S. CENTRAL,2015,5,2,,3,,10,,14,,18,,333,,444,,649,,1685,,2601,,4,,5,,12,,38,,26,,,
W.S. CENTRAL,2015,5,5,,6,,19,,21,,26,,548,,1046,,1365,,4485,,5044,,3,,4,,10,,24,,20,,,
MOUNTAIN,2015,5,9,,20,,43,,38,,87,,55,,328,,436,,902,,1678,,,-,6,,13,,14,,40,,,
PACIFIC,2015,5,28,,53,,102,,170,,76,,445,,1056,,1284,,5023,,3196,,5,,3,,7,,21,,13,,,
AMER. SAMOA,2015,5,,-,,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,5,,-,,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,5,,-,0,,0,,,-,,-,,-,1,,6,,,-,15,,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
WYOMING,2015,5,,-,0,,2,,,-,3,,,-,1,,8,,,-,13,,,-,0,,1,,,-,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
CONNECTICUT,2015,5,,-,4,,10,,8,,20,,,-,39,,81,,,-,288,,,-,1,,3,,,-,3,,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
SOUTH CAROLINA,2015,5,1,,3,,10,,12,,9,,122,,158,,231,,732,,840,,1,,1,,5,,15,,8,,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
GEORGIA,2015,5,13,,11,,33,,63,,64,,128,,259,,322,,1120,,915,,,-,2,,7,,10,,14,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
VERMONT,2015,5,2,,3,,8,,12,,6,,2,,1,,6,,7,,3,,,-,0,,2,,3,,2,,"VERMONT
(43.62538389600007, -72.51763667599994)",
MARYLAND,2015,5,1,,4,,12,,19,,31,,95,,113,,196,,370,,409,,,-,1,,5,,12,,10,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
HAWAII,2015,5,,-,1,,3,,1,,2,,,-,19,,30,,77,,64,,,-,0,,2,,,-,3,,"HAWAII
(21.30485232600006, -157.85774798099996)",
NEVADA,2015,5,,-,1,,5,,2,,5,,1,,50,,123,,55,,461,,,-,0,,2,,1,,1,,"NEVADA
(39.49324221300003, -117.07183885899997)",
MASSACHUSETTS,2015,5,,-,12,,26,,,-,50,,,-,71,,113,,,-,341,,,-,2,,8,,,-,14,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
NEW MEXICO,2015,5,1,,1,,7,,4,,6,,20,,42,,71,,164,,193,,,-,1,,3,,8,,4,,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
IOWA,2015,5,,-,4,,11,,2,,16,,4,,30,,54,,111,,133,,,-,0,,2,,,-,,-,"IOWA
(42.469401411000035, -93.81648725599996)",
VIRGINIA,2015,5,2,,5,,18,,13,,4,,148,,147,,372,,670,,370,,,-,2,,5,,10,,6,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
NORTH DAKOTA,2015,5,,-,1,,2,,2,,1,,,-,11,,23,,20,,75,,,-,0,,2,,1,,,-,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
TENNESSEE,2015,5,,N,0,,0,,,N,,N,48,,127,,211,,551,,653,,2,,2,,7,,19,,7,,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
WEST VIRGINIA,2015,5,1,,1,,6,,3,,4,,8,,16,,26,,63,,89,,,-,1,,5,,2,,4,,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
OKLAHOMA,2015,5,,-,0,,0,,,-,,-,30,,85,,130,,296,,485,,3,,2,,5,,13,,7,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
NEW YORK CITY,2015,5,,-,14,,31,,51,,64,,149,,266,,373,,1357,,1220,,,-,1,,6,,13,,13,,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
COLORADO,2015,5,,-,7,,16,,,-,33,,32,,58,,86,,275,,305,,,-,1,,4,,,-,11,,"COLORADO
(38.84384342200008, -106.13360911499996)",
LOUISIANA,2015,5,4,,3,,15,,15,,21,,,-,136,,328,,134,,530,,,-,0,,4,,3,,6,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
ILLINOIS,2015,5,,-,0,,4,,,-,35,,6,,231,,302,,379,,1236,,,-,3,,7,,4,,9,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
UTAH,2015,5,,-,4,,11,,12,,26,,2,,26,,48,,98,,140,,,-,1,,6,,3,,5,,"UTAH
(39.36070123200005, -111.58712831499997)",
KENTUCKY,2015,5,,N,0,,0,,,N,,N,79,,77,,166,,268,,335,,,-,0,,3,,2,,4,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
ALABAMA,2015,5,2,,3,,10,,14,,18,,149,,135,,184,,686,,639,,2,,1,,3,,12,,12,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
NEW HAMPSHIRE,2015,5,1,,1,,6,,1,,3,,,-,4,,10,,,-,16,,,-,0,,2,,3,,2,,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
ARKANSAS,2015,5,1,,2,,6,,6,,5,,93,,168,,285,,460,,804,,,-,1,,5,,6,,7,,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
SOUTH DAKOTA,2015,5,1,,2,,9,,1,,6,,,-,16,,27,,44,,73,,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
WASHINGTON,2015,5,5,,7,,45,,7,,5,,100,,88,,128,,453,,317,,,-,0,,2,,,-,,-,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
DELAWARE,2015,5,,-,0,,2,,2,,2,,24,,24,,46,,80,,94,,,-,0,,3,,3,,2,,"DELAWARE
(39.00883389200004, -75.57773597599999)",
FLORIDA,2015,5,21,,21,,54,,83,,89,,226,,397,,517,,1566,,1901,,5,,4,,12,,26,,37,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
WISCONSIN,2015,5,,-,7,,22,,14,,30,,31,,74,,107,,337,,416,,,-,0,,3,,1,,12,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
