Reporting Area,MMWR Year,MMWR Week,"Mumps, Current week","Mumps, Current week, flag","Mumps, Previous 52 weeks Med","Mumps, Previous 52 weeks Med, flag","Mumps, Previous 52 weeks Max","Mumps, Previous 52 weeks Max, flag","Mumps, Cum 2014","Mumps, Cum 2014, flag","Mumps, Cum 2013","Mumps, Cum 2013, flag","Pertussis, Current week","Pertussis, Current week, flag","Pertussis, Previous 52 weeks Med","Pertussis, Previous 52 weeks Med, flag","Pertussis, Previous 52 weeks Max","Pertussis, Previous 52 weeks Max, flag","Pertussis, Cum 2014","Pertussis, Cum 2014, flag","Pertussis, Cum 2013","Pertussis, Cum 2013, flag","Rabies, animal, Current week","Rabies, animal, Current week, flag","Rabies, animal, Previous 52 weeks Med","Rabies, animal, Previous 52 weeks Med, flag","Rabies, animal, Previous 52 weeks Max","Rabies, animal, Previous 52 weeks Max, flag","Rabies, animal, Cum 2014","Rabies, animal, Cum 2014, flag","Rabies, animal, Cum 2013","Rabies, animal, Cum 2013, flag",Location 1,Location 2
KANSAS,2014,14,,-,0,,0,,,-,,-,,-,7,,22,,41,,53,,,-,1,,5,,7,,16,,"KANSAS
(38.34774033400049, -98.20077655499966)",
OKLAHOMA,2014,14,,-,0,,1,,,-,,-,,-,0,,36,,1,,14,,,-,0,,31,,13,,4,,"OKLAHOMA
(35.472034350000456, -97.52106845499969)",
NEW YORK CITY,2014,14,,-,1,,24,,62,,5,,,-,1,,10,,4,,28,,,-,0,,0,,,-,,-,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
ALASKA,2014,14,,-,0,,1,,,-,,-,,-,4,,11,,12,,152,,,-,0,,2,,,-,4,,"ALASKA
(64.84507923900048, -147.72205669099972)",
NEVADA,2014,14,,-,0,,2,,,-,1,,,-,3,,12,,38,,32,,,-,0,,3,,1,,2,,"NEVADA
(39.49324126500045, -117.07183978499972)",
PUERTO RICO,2014,14,,-,0,,1,,,-,2,,,-,0,,6,,4,,3,,,-,0,,4,,5,,,-,"PUERTO RICO
(26.649497232000442, -98.34556876399967)",
VERMONT,2014,14,,-,0,,1,,,-,,-,,-,1,,7,,5,,74,,2,,1,,4,,9,,13,,"VERMONT
(43.62538292400046, -72.51763944499965)",
OREGON,2014,14,,-,0,,1,,,-,2,,2,,9,,26,,87,,99,,,-,0,,2,,,-,2,,"OREGON
(44.567446178000466, -120.15502977999972)",
HAWAII,2014,14,,-,0,,1,,,-,,-,,-,1,,4,,4,,5,,,-,0,,0,,,-,,-,"HAWAII
(21.30485166200043, -157.85774691599974)",
MINNESOTA,2014,14,,-,0,,2,,,-,,-,,-,12,,37,,,-,181,,,-,0,,0,,,-,,-,"MINNESOTA
(46.35564867700049, -94.79419697699967)",
ARIZONA,2014,14,,-,0,,1,,2,,,-,6,,18,,76,,69,,423,,,N,0,,0,,,N,,N,"ARIZONA
(34.865973091000455, -111.76380949799972)",
UNITED STATES,2014,15,54,,7,,100,,332,,166,,134,,533,,941,,5259,,6257,,37,,62,,133,,427,,744,,,
NEW ENGLAND,2014,15,,-,0,,25,,1,,12,,7,,17,,38,,117,,297,,3,,5,,13,,37,,77,,,
CONNECTICUT,2014,15,,-,0,,2,,,-,4,,,-,1,,6,,5,,9,,,-,2,,12,,14,,36,,,
MAINE,2014,15,,-,0,,0,,,-,1,,7,,5,,16,,63,,119,,,-,1,,4,,5,,13,,,
MASSACHUSETTS,2014,15,,-,0,,25,,1,,7,,,-,5,,22,,19,,61,,,-,0,,0,,,-,,-,,
NEW HAMPSHIRE,2014,15,,-,0,,0,,,-,,-,,-,1,,9,,9,,25,,1,,0,,2,,3,,10,,,
RHODE ISLAND,2014,15,,-,0,,1,,,-,,-,,-,2,,19,,16,,8,,,-,0,,4,,4,,3,,,
C.N.M.I.,2014,27,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VERMONT,2014,15,,-,0,,1,,,-,,-,,-,0,,7,,5,,75,,2,,1,,4,,11,,15,,,
MID. ATLANTIC,2014,15,,-,2,,25,,72,,12,,18,,31,,56,,379,,565,,6,,6,,19,,63,,77,,,
NEW JERSEY,2014,15,,-,0,,19,,4,,2,,,-,4,,12,,37,,152,,,-,0,,0,,,-,,-,,
NEW YORK,2014,15,,-,0,,2,,2,,1,,18,,14,,40,,196,,193,,6,,6,,19,,63,,77,,,
NEW YORK CITY,2014,15,,-,1,,24,,62,,5,,,-,1,,10,,4,,31,,,-,0,,0,,,-,,-,,
PENNSYLVANIA,2014,15,,-,0,,5,,4,,4,,,-,12,,20,,142,,189,,,-,0,,0,,,-,,-,,
E.N. CENTRAL,2014,15,53,,1,,96,,236,,14,,16,,97,,200,,1135,,1031,,,-,2,,24,,,-,6,,,
ILLINOIS,2014,15,,-,0,,4,,9,,7,,,-,14,,35,,107,,171,,,-,0,,6,,,-,4,,,
INDIANA,2014,15,,-,0,,3,,11,,1,,,-,11,,29,,67,,78,,,-,0,,1,,,-,,-,,
MICHIGAN,2014,15,,-,0,,1,,2,,1,,,-,20,,44,,211,,143,,,-,0,,5,,,-,1,,,
OHIO,2014,15,53,,0,,96,,212,,5,,16,,27,,104,,557,,258,,,-,0,,19,,,-,1,,,
WISCONSIN,2014,15,,-,0,,1,,2,,,-,,-,21,,54,,193,,381,,,N,0,,0,,,N,,N,,
W.N. CENTRAL,2014,15,,-,0,,2,,2,,3,,6,,42,,95,,333,,554,,2,,2,,9,,14,,35,,,
IOWA,2014,15,,-,0,,1,,1,,,-,,-,3,,12,,28,,120,,,-,0,,0,,,-,,-,,
KANSAS,2014,15,,-,0,,0,,,-,,-,,-,7,,22,,41,,60,,,-,1,,5,,7,,17,,,
MINNESOTA,2014,15,,-,0,,2,,,-,1,,,-,12,,37,,76,,187,,,-,0,,0,,,-,,-,,
MISSOURI,2014,15,,-,0,,2,,1,,1,,6,,9,,33,,106,,126,,2,,0,,3,,3,,13,,,
NEBRASKA,2014,15,,-,0,,0,,,-,,-,,-,5,,14,,64,,43,,,-,0,,0,,,-,,-,,
NORTH DAKOTA,2014,15,,-,0,,1,,,-,1,,,-,1,,7,,1,,8,,,-,0,,0,,,-,,-,,
SOUTH DAKOTA,2014,15,,-,0,,0,,,-,,-,,-,1,,8,,17,,10,,,-,0,,4,,4,,5,,,
S. ATLANTIC,2014,15,,-,0,,37,,8,,97,,12,,49,,91,,754,,562,,6,,14,,31,,101,,338,,,
DELAWARE,2014,15,,-,0,,0,,,-,,-,,-,1,,34,,167,,10,,,-,0,,0,,,-,,-,,
DIST. OF COL.,2014,15,,-,0,,4,,4,,,-,,-,0,,4,,7,,13,,,-,0,,0,,,-,,-,,
FLORIDA,2014,15,,-,0,,1,,,-,,-,,-,16,,63,,218,,116,,,-,0,,9,,21,,103,,,
GEORGIA,2014,15,,-,0,,4,,4,,,-,,-,3,,11,,47,,112,,,-,0,,0,,,-,,-,,
MARYLAND,2014,15,,-,0,,26,,,-,45,,,-,3,,10,,34,,51,,5,,7,,17,,71,,80,,,
NORTH CAROLINA,2014,15,,-,0,,1,,,-,,-,6,,12,,29,,182,,125,,,-,0,,0,,,-,,-,,
SOUTH CAROLINA,2014,15,,-,0,,1,,,-,,-,,-,3,,8,,18,,58,,,-,0,,0,,,-,,-,,
VIRGINIA,2014,15,,-,0,,18,,,-,52,,6,,7,,28,,75,,73,,,-,6,,14,,,-,137,,,
WEST VIRGINIA,2014,15,,-,0,,0,,,-,,-,,-,0,,3,,6,,4,,1,,1,,6,,9,,18,,"WEST, VIRGINIA
",
E.S. CENTRAL,2014,15,,-,0,,3,,3,,4,,2,,15,,37,,219,,221,,1,,1,,4,,9,,12,,,
C.N.M.I.,2014,30,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
ALABAMA,2014,15,,-,0,,1,,,-,1,,,-,3,,8,,43,,44,,1,,1,,3,,6,,8,,,
KENTUCKY,2014,15,,-,0,,0,,,-,1,,,-,7,,28,,87,,85,,,-,0,,3,,3,,3,,,
MISSISSIPPI,2014,15,,-,0,,0,,,-,,-,,-,1,,4,,15,,21,,,-,0,,2,,,-,1,,,
TENNESSEE,2014,15,,-,0,,3,,3,,2,,2,,5,,10,,74,,71,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2014,15,1,,0,,3,,5,,5,,41,,88,,380,,636,,529,,19,,18,,78,,200,,163,,,
ARKANSAS,2014,15,1,,0,,1,,1,,1,,2,,9,,29,,88,,80,,6,,1,,34,,40,,17,,,
LOUISIANA,2014,15,,-,0,,1,,,-,1,,,-,3,,11,,16,,13,,,-,0,,0,,,-,,-,,
OKLAHOMA,2014,15,,-,0,,1,,,-,,-,,-,0,,36,,1,,14,,,-,0,,31,,13,,5,,,
TEXAS,2014,15,,-,0,,3,,4,,3,,39,,71,,351,,531,,422,,13,,16,,72,,147,,141,,,
MOUNTAIN,2014,15,,-,0,,2,,3,,3,,11,,104,,181,,951,,1730,,,-,1,,9,,2,,4,,,
ARIZONA,2014,15,,-,0,,1,,2,,,-,1,,17,,76,,72,,494,,,N,0,,0,,,N,,N,,
COLORADO,2014,15,,-,0,,1,,1,,1,,,-,27,,63,,342,,404,,,-,0,,0,,,-,,-,,
IDAHO,2014,15,,-,0,,0,,,-,,-,5,,5,,14,,94,,53,,,-,0,,4,,,-,,-,,
MONTANA,2014,15,,-,0,,0,,,-,,-,5,,9,,27,,77,,212,,,N,0,,0,,,N,,N,,
NEVADA,2014,15,,-,0,,2,,,-,1,,,-,3,,12,,39,,32,,,-,0,,3,,1,,2,,,
NEW MEXICO,2014,15,,-,0,,1,,,-,,-,,-,9,,24,,85,,195,,,-,0,,1,,,-,2,,,
UTAH,2014,15,,-,0,,1,,,-,1,,,-,23,,42,,242,,336,,,-,0,,4,,1,,,-,,
WYOMING,2014,15,,-,0,,0,,,-,,-,,-,1,,12,,,-,4,,,-,0,,0,,,-,,-,,
PACIFIC,2014,15,,-,0,,2,,2,,16,,21,,62,,172,,735,,768,,,-,3,,13,,1,,32,,,
ALASKA,2014,15,,-,0,,1,,,-,,-,,-,3,,11,,12,,153,,,-,0,,2,,1,,4,,,
CALIFORNIA,2014,15,,-,0,,2,,2,,13,,18,,41,,67,,591,,325,,,-,3,,12,,,-,26,,,
HAWAII,2014,15,,-,0,,1,,,-,,-,,-,1,,4,,4,,6,,,-,0,,0,,,-,,-,,
OREGON,2014,15,,-,0,,1,,,-,2,,3,,8,,26,,96,,109,,,-,0,,2,,,-,2,,,
WASHINGTON,2014,15,,-,0,,1,,,-,1,,,-,10,,131,,32,,175,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2014,15,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,,
C.N.M.I.,2014,15,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,
GUAM,2014,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
PUERTO RICO,2014,15,,-,0,,1,,,-,2,,,-,0,,6,,5,,3,,1,,0,,4,,8,,,-,,
VIRGIN ISL.,2014,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
UNITED STATES,2014,16,50,,7,,102,,393,,181,,131,,535,,945,,5634,,6650,,46,,62,,133,,510,,836,,,
NEW ENGLAND,2014,16,,-,0,,25,,1,,15,,6,,17,,38,,125,,309,,,-,5,,13,,53,,88,,,
CONNECTICUT,2014,16,,-,0,,0,,,-,4,,,-,1,,6,,6,,10,,,-,3,,12,,30,,39,,"CONNECTICUT
(41.56266394200048, -72.64983753699966)",
MID. ATLANTIC,2014,16,2,,2,,25,,76,,13,,18,,31,,57,,405,,590,,12,,6,,19,,75,,82,,,
E.N. CENTRAL,2014,16,47,,1,,97,,290,,14,,24,,97,,200,,1186,,1081,,1,,2,,24,,1,,6,,,
W.N. CENTRAL,2014,16,,-,0,,2,,2,,4,,,-,46,,95,,338,,571,,,-,2,,9,,15,,44,,,
S. ATLANTIC,2014,16,1,,0,,34,,10,,106,,21,,52,,91,,807,,593,,1,,13,,31,,104,,356,,,
E.S. CENTRAL,2014,16,,-,0,,3,,4,,4,,4,,16,,36,,233,,233,,4,,1,,4,,13,,12,,,
W.S. CENTRAL,2014,16,,-,0,,3,,5,,6,,29,,88,,380,,688,,575,,27,,21,,78,,245,,204,,,
MOUNTAIN,2014,16,,-,0,,2,,3,,3,,12,,102,,176,,1013,,1875,,,-,0,,10,,2,,5,,,
PACIFIC,2014,16,,-,0,,2,,2,,16,,17,,63,,172,,839,,823,,1,,3,,13,,2,,39,,,
WYOMING,2014,16,,-,0,,0,,,-,,-,,-,1,,12,,,-,4,,,-,0,,0,,,-,,-,"WYOMING
(43.23554147100049, -108.10982744299969)",
TENNESSEE,2014,16,,-,0,,3,,3,,2,,3,,5,,10,,80,,75,,,-,0,,0,,,-,,-,"TENNESSEE
(35.680943063000484, -85.77448642199965)",
OHIO,2014,16,46,,0,,95,,258,,5,,24,,27,,104,,581,,264,,1,,0,,19,,1,,1,,"OHIO
(40.06021029700048, -82.40425685299965)",
WEST VIRGINIA,2014,16,,-,0,,0,,,-,,-,,-,0,,3,,6,,4,,1,,1,,6,,10,,18,,"WEST VIRGINIA
(38.665511497000466, -80.71263935099967)",
ILLINOIS,2014,16,,-,0,,4,,13,,7,,,-,14,,35,,108,,191,,,-,0,,6,,,-,4,,"ILLINOIS
(40.48501278700047, -88.99770813999965)",
NEBRASKA,2014,16,,-,0,,0,,,-,,-,,-,5,,15,,66,,43,,,-,0,,0,,,-,,-,"NEBRASKA
(41.64104043900045, -99.36571864599966)",
GUAM,2014,16,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.355173397000442, 144.70297250000056)",
ARIZONA,2014,16,,-,0,,1,,2,,,-,,-,17,,76,,72,,526,,,N,0,,0,,,N,,N,"ARIZONA
(34.865973091000455, -111.76380949799972)",
KENTUCKY,2014,16,,-,0,,0,,,-,1,,,-,7,,28,,87,,90,,,-,0,,3,,3,,3,,"KENTUCKY
(37.645973909000475, -84.77496612599964)",
MASSACHUSETTS,2014,16,,-,0,,25,,1,,10,,,-,5,,22,,19,,68,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.27687306500047, -72.08268985899963)",
SOUTH DAKOTA,2014,16,,-,0,,0,,,-,,-,,-,1,,8,,17,,10,,,-,0,,4,,5,,9,,"SOUTH DAKOTA
(44.35313342000046, -100.37352811899967)",
COLORADO,2014,16,,-,0,,1,,1,,1,,,-,27,,63,,368,,431,,,-,0,,0,,,-,,-,"COLORADO
(38.84384047000049, -106.13360888799969)",
LOUISIANA,2014,16,,-,0,,1,,,-,1,,,-,3,,11,,18,,16,,,-,0,,0,,,-,,-,"LOUISIANA
(31.312662564000448, -92.44567554599968)",
CALIFORNIA,2014,16,,-,0,,2,,2,,13,,17,,43,,67,,691,,359,,,-,3,,12,,,-,32,,"CALIFORNIA
(37.638640488000476, -120.99999889499969)",
NEW MEXICO,2014,16,,-,0,,1,,,-,,-,,-,10,,24,,90,,201,,,-,0,,1,,,-,2,,"NEW MEXICO
(34.52088247800049, -106.24057768899968)",
DIST. OF COL.,2014,16,,-,0,,4,,4,,,-,1,,0,,4,,8,,14,,,-,0,,0,,,-,,-,"DIST. OF COL.
(39.52368635500045, -99.11415045099966)",
DELAWARE,2014,16,,-,0,,0,,,-,,-,,-,1,,34,,167,,10,,,-,0,,0,,,-,,-,"DELAWARE
(39.00883351400046, -75.57773943699965)",
NEW HAMPSHIRE,2014,16,,-,0,,0,,,-,,-,,-,1,,9,,9,,26,,,-,0,,2,,3,,10,,"NEW HAMPSHIRE
(43.6559537330005, -71.50035726399966)",
IOWA,2014,16,,-,0,,1,,1,,,-,,-,3,,12,,31,,123,,,-,0,,0,,,-,,-,"IOWA
(42.469404401000475, -93.81648936699969)",
PENNSYLVANIA,2014,16,,-,0,,5,,4,,4,,3,,12,,20,,147,,197,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.79373106100047, -77.86069775999965)",
MINNESOTA,2014,16,,-,0,,1,,,-,1,,,-,17,,40,,76,,189,,,-,0,,0,,,-,,-,"MINNESOTA
(46.35564867700049, -94.79419697699967)",
GEORGIA,2014,16,,-,0,,4,,4,,,-,,-,4,,11,,67,,115,,,-,0,,0,,,-,,-,"GEORGIA
(32.83968004200045, -83.62757601199968)",
PUERTO RICO,2014,16,,-,0,,1,,,-,2,,,-,0,,6,,5,,3,,,-,0,,4,,8,,,-,"PUERTO RICO
(26.649497232000442, -98.34556876399967)",
SOUTH CAROLINA,2014,16,,-,0,,1,,,-,,-,,-,3,,9,,18,,60,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(33.99882060100049, -81.04536765699964)",
MICHIGAN,2014,16,,-,0,,1,,2,,1,,,-,20,,44,,223,,150,,,-,0,,5,,,-,1,,"MICHIGAN
(44.66131575600048, -84.71438724399968)",
C.N.M.I.,2014,16,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
(39.52368635500045, -99.11415045099966)",
VERMONT,2014,16,,-,0,,1,,,-,,-,,-,0,,7,,5,,77,,,-,1,,4,,11,,15,,"VERMONT
(43.62538292400046, -72.51763944499965)",
NEW JERSEY,2014,16,,-,0,,19,,4,,2,,,-,4,,12,,41,,156,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.1305700530005, -74.27368565099965)",
NEW YORK CITY,2014,16,,-,1,,24,,64,,6,,,-,1,,10,,5,,32,,,-,0,,0,,,-,,-,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
IDAHO,2014,16,,-,0,,0,,,-,,-,4,,5,,14,,98,,56,,,-,0,,4,,,-,,-,"IDAHO
(43.682630058000484, -114.3637261449997)",
MISSISSIPPI,2014,16,,-,0,,0,,,-,,-,,-,1,,4,,15,,21,,,-,0,,2,,,-,1,,"MISSISSIPPI
(32.74551123200047, -89.53802764499966)",
VIRGINIA,2014,16,1,,0,,16,,2,,59,,3,,7,,30,,78,,78,,,-,6,,14,,,-,149,,"VIRGINIA
(37.54268075100049, -78.45788924199968)",
MONTANA,2014,16,,-,0,,0,,,-,,-,8,,8,,27,,88,,227,,,N,0,,0,,,N,,N,"MONTANA
(47.066526051000494, -109.42441687999968)",
WISCONSIN,2014,16,1,,0,,2,,5,,,-,,-,21,,54,,201,,398,,,N,0,,0,,,N,,N,"WISCONSIN
(44.3931903350005, -89.81636715299965)",
INDIANA,2014,16,,-,0,,3,,12,,1,,,-,11,,29,,73,,78,,,-,0,,1,,,-,,-,"INDIANA
(39.76691364600049, -86.14995579899966)",
OKLAHOMA,2014,16,,-,0,,1,,,-,,-,,-,0,,36,,1,,14,,,-,0,,31,,13,,19,,"OKLAHOMA
(35.472034350000456, -97.52106845499969)",
MISSOURI,2014,16,,-,0,,2,,1,,2,,,-,9,,33,,106,,135,,,-,0,,3,,3,,13,,"MISSOURI
(38.63579372300046, -92.56629737199967)",
HAWAII,2014,16,,-,0,,1,,,-,,-,,-,1,,4,,5,,7,,,-,0,,0,,,-,,-,"HAWAII
(21.30485166200043, -157.85774691599974)",
NEW YORK,2014,16,2,,0,,2,,4,,1,,15,,14,,40,,212,,205,,12,,6,,19,,75,,82,,"NEW YORK
(42.82700023900048, -75.54396639699968)",
VIRGIN ISL.,2014,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
(39.52368635500045, -99.11415045099966)",
WASHINGTON,2014,16,,-,0,,1,,,-,1,,,-,9,,131,,32,,178,,,-,0,,0,,,-,,-,"WASHINGTON
(47.522287905000496, -120.47002746299972)",
ALASKA,2014,16,,-,0,,1,,,-,,-,,-,3,,11,,12,,159,,1,,0,,2,,2,,5,,"ALASKA
(64.84507923900048, -147.72205669099972)",
NORTH CAROLINA,2014,16,,-,0,,1,,,-,,-,5,,11,,29,,187,,129,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.46622388600048, -79.15924924699965)",
NEVADA,2014,16,,-,0,,2,,,-,1,,,-,3,,12,,41,,32,,,-,0,,3,,1,,3,,"NEVADA
(39.49324126500045, -117.07183978499972)",
UTAH,2014,16,,-,0,,1,,,-,1,,,-,22,,42,,256,,398,,,-,0,,4,,1,,,-,"UTAH
(39.36070374600047, -111.5871285339997)",
MAINE,2014,16,,-,0,,0,,,-,1,,2,,5,,16,,66,,120,,,-,1,,4,,5,,17,,"MAINE
(45.254228663000504, -68.98502952999962)",
NORTH DAKOTA,2014,16,,-,0,,0,,,-,1,,,-,1,,7,,1,,11,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.47531738700047, -100.11842599699969)",
FLORIDA,2014,16,,-,0,,1,,,-,,-,11,,16,,63,,239,,129,,,-,0,,11,,23,,103,,"FLORIDA
(28.932042899000464, -81.92895558499964)",
TEXAS,2014,16,,-,0,,3,,4,,4,,29,,71,,351,,577,,459,,4,,18,,72,,169,,168,,"TEXAS
(31.827243635000457, -99.4267664729997)",
AMER. SAMOA,2014,16,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA
(39.52368635500045, -99.11415045099966)",
RHODE ISLAND,2014,16,,-,0,,1,,,-,,-,4,,2,,19,,20,,8,,,-,0,,4,,4,,7,,"RHODE ISLAND
(41.70828281900049, -71.52246918099962)",
ALABAMA,2014,16,,-,0,,1,,1,,1,,1,,3,,8,,51,,47,,4,,1,,3,,10,,8,,"ALABAMA
(32.84057327200048, -86.63185803899967)",
MARYLAND,2014,16,,-,0,,26,,,-,47,,1,,3,,12,,37,,54,,,-,7,,17,,71,,86,,"MARYLAND
(39.2905806980005, -76.60925970899967)",
OREGON,2014,16,,-,0,,1,,,-,2,,,-,8,,26,,99,,120,,,-,0,,2,,,-,2,,"OREGON
(44.567446178000466, -120.15502977999972)",
KANSAS,2014,16,,-,0,,0,,,-,,-,,-,7,,22,,41,,60,,,-,1,,5,,7,,22,,"KANSAS
(38.34774033400049, -98.20077655499966)",
ARKANSAS,2014,16,,-,0,,1,,1,,1,,,-,9,,29,,92,,86,,23,,1,,34,,63,,17,,"ARKANSAS
(34.748651751000466, -92.27448794899965)",
UNITED STATES,2014,17,46,,7,,103,,464,,207,,114,,535,,953,,5940,,7123,,41,,62,,133,,576,,939,,,
NEW ENGLAND,2014,17,,-,0,,25,,1,,19,,8,,17,,38,,145,,324,,3,,5,,13,,57,,96,,,
MID. ATLANTIC,2014,17,1,,2,,25,,81,,17,,6,,31,,57,,413,,622,,10,,6,,19,,85,,89,,,
E.N. CENTRAL,2014,17,43,,1,,97,,353,,15,,14,,97,,200,,1247,,1137,,1,,2,,24,,2,,7,,,
W.N. CENTRAL,2014,17,,-,0,,2,,3,,4,,,-,47,,95,,383,,605,,1,,2,,7,,20,,60,,,
S. ATLANTIC,2014,17,2,,0,,34,,12,,121,,26,,52,,91,,863,,627,,5,,13,,31,,116,,374,,,
E.S. CENTRAL,2014,17,,-,0,,3,,4,,4,,6,,16,,36,,245,,250,,3,,1,,4,,16,,13,,,
W.S. CENTRAL,2014,17,,-,0,,3,,5,,6,,18,,88,,380,,726,,652,,18,,21,,78,,276,,253,,,
MOUNTAIN,2014,17,,-,0,,2,,3,,3,,17,,102,,176,,1058,,2023,,,-,0,,10,,2,,5,,,
PACIFIC,2014,17,,-,0,,2,,2,,18,,19,,63,,172,,860,,883,,,-,3,,13,,2,,42,,,
DELAWARE,2014,17,,-,0,,0,,,-,,-,,-,1,,34,,167,,10,,,-,0,,0,,,-,,-,"DELAWARE
(39.00883351400046, -75.57773943699965)",
OHIO,2014,17,41,,0,,95,,299,,6,,14,,27,,104,,595,,283,,,-,0,,19,,1,,2,,"OHIO
(40.06021029700048, -82.40425685299965)",
NEW JERSEY,2014,17,,-,0,,19,,4,,2,,,-,4,,12,,41,,163,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.1305700530005, -74.27368565099965)",
ARKANSAS,2014,17,,-,0,,1,,1,,1,,1,,9,,29,,96,,91,,4,,1,,34,,67,,51,,"ARKANSAS
(34.748651751000466, -92.27448794899965)",
MASSACHUSETTS,2014,17,,-,0,,25,,1,,14,,,-,5,,22,,30,,72,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.27687306500047, -72.08268985899963)",
WASHINGTON,2014,17,,-,0,,1,,,-,1,,19,,9,,131,,51,,191,,,-,0,,0,,,-,,-,"WASHINGTON
(47.522287905000496, -120.47002746299972)",
WISCONSIN,2014,17,2,,0,,6,,15,,,-,,-,21,,54,,214,,411,,,N,0,,0,,,N,,N,"WISCONSIN
(44.3931903350005, -89.81636715299965)",
PUERTO RICO,2014,17,,-,0,,1,,,-,2,,,-,0,,6,,5,,4,,,-,0,,4,,8,,,-,"PUERTO RICO
(26.649497232000442, -98.34556876399967)",
OKLAHOMA,2014,17,,-,0,,1,,,-,,-,,-,0,,36,,1,,14,,,-,0,,31,,13,,19,,"OKLAHOMA
(35.472034350000456, -97.52106845499969)",
WEST VIRGINIA,2014,17,,-,0,,0,,,-,,-,,-,0,,3,,8,,4,,2,,1,,6,,13,,20,,"WEST VIRGINIA
(38.665511497000466, -80.71263935099967)",
VIRGINIA,2014,17,,-,0,,16,,2,,73,,1,,7,,30,,87,,88,,,-,6,,14,,,-,158,,"VIRGINIA
(37.54268075100049, -78.45788924199968)",
NEW MEXICO,2014,17,,-,0,,1,,,-,,-,,-,10,,24,,90,,211,,,-,0,,1,,,-,2,,"NEW MEXICO
(34.52088247800049, -106.24057768899968)",
HAWAII,2014,17,,-,0,,1,,,-,,-,,-,1,,4,,5,,10,,,-,0,,0,,,-,,-,"HAWAII
(21.30485166200043, -157.85774691599974)",
MARYLAND,2014,17,,-,0,,26,,,-,47,,2,,3,,12,,42,,59,,3,,7,,17,,77,,93,,"MARYLAND
(39.2905806980005, -76.60925970899967)",
OREGON,2014,17,,-,0,,1,,,-,2,,,-,8,,26,,99,,128,,,-,0,,2,,,-,2,,"OREGON
(44.567446178000466, -120.15502977999972)",
NORTH DAKOTA,2014,17,,-,0,,0,,,-,1,,,-,1,,7,,1,,11,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.47531738700047, -100.11842599699969)",
GUAM,2014,17,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.355173397000442, 144.70297250000056)",
VIRGIN ISL.,2014,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
(39.52368635500045, -99.11415045099966)",
GEORGIA,2014,17,,-,0,,4,,4,,,-,,-,4,,11,,79,,118,,,-,0,,0,,,-,,-,"GEORGIA
(32.83968004200045, -83.62757601199968)",
ALASKA,2014,17,,-,0,,1,,,-,,-,,-,3,,11,,14,,166,,,-,0,,2,,2,,5,,"ALASKA
(64.84507923900048, -147.72205669099972)",
NORTH CAROLINA,2014,17,,-,0,,1,,,-,,-,11,,11,,29,,198,,130,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.46622388600048, -79.15924924699965)",
KENTUCKY,2014,17,,-,0,,0,,,-,1,,4,,7,,28,,96,,98,,,-,0,,3,,3,,3,,"KENTUCKY
(37.645973909000475, -84.77496612599964)",
MAINE,2014,17,,-,0,,0,,,-,1,,5,,5,,16,,71,,124,,1,,1,,3,,6,,19,,"MAINE
(45.254228663000504, -68.98502952999962)",
MICHIGAN,2014,17,,-,0,,1,,3,,1,,,-,20,,44,,246,,159,,,-,0,,5,,,-,1,,"MICHIGAN
(44.66131575600048, -84.71438724399968)",
