Reporting Area,MMWR Year,MMWR Week,"Shiga toxin-producing E. coli (STEC)§, Current week","Shiga toxin-producing E. coli (STEC)§, Current week, flag","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Med","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Med, flag","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Max","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Max, flag","Shiga toxin-producing E. coli (STEC)§, Cum 2015","Shiga toxin-producing E. coli (STEC)§, Cum 2015, flag","Shiga toxin-producing E. coli (STEC)§, Cum 2014","Shiga toxin-producing E. coli (STEC)§, Cum 2014, flag","Shigellosis, Current week","Shigellosis, Current week, flag","Shigellosis, Previous 52 weeks Med","Shigellosis, Previous 52 weeks Med, flag","Shigellosis, Previous 52 weeks Max","Shigellosis, Previous 52 weeks Max, flag","Shigellosis, Cum 2015","Shigellosis, Cum 2015, flag","Shigellosis, Cum 2014","Shigellosis, Cum 2014, flag",Location 1,Location 2
VERMONT,2015,3,,-,0,,2,,,-,1,,,-,0,,2,,,-,,-,"VERMONT
(43.62538389600007, -72.51763667599994)",
ARIZONA,2015,3,,-,1,,5,,,-,6,,1,,7,,18,,15,,18,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
NEVADA,2015,3,,-,0,,5,,,-,1,,,-,0,,6,,,-,5,,"NEVADA
(39.49324221300003, -117.07183885899997)",
PUERTO RICO,2015,3,,-,0,,1,,,-,3,,,-,0,,3,,,-,,-,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
IDAHO,2015,3,,-,2,,9,,1,,1,,,-,0,,2,,1,,3,,"IDAHO
(43.68263174800006, -114.36372693399994)",
MARYLAND,2015,3,,-,1,,5,,1,,4,,7,,6,,12,,19,,6,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
NEW HAMPSHIRE,2015,3,,-,0,,2,,,-,1,,,-,0,,2,,,-,1,,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
MISSOURI,2015,3,3,,4,,14,,8,,4,,21,,24,,63,,62,,15,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
WASHINGTON,2015,3,,-,1,,32,,,-,,-,1,,2,,15,,1,,,-,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
UNITED STATES,2015,4,17,,97,,209,,96,,163,,203,,398,,558,,922,,871,,,
NEW ENGLAND,2015,4,,-,3,,15,,,-,8,,,-,6,,14,,1,,18,,,
MID. ATLANTIC,2015,4,2,,9,,26,,8,,22,,47,,21,,68,,199,,58,,,
E.N. CENTRAL,2015,4,3,,12,,43,,11,,32,,7,,69,,145,,87,,89,,,
W.N. CENTRAL,2015,4,3,,10,,35,,19,,15,,26,,47,,93,,113,,130,,,
S. ATLANTIC,2015,4,3,,10,,23,,20,,28,,42,,85,,157,,186,,291,,,
DIST. OF COL.,2015,4,,-,0,,1,,,-,,-,,-,0,,4,,,-,5,,"DIST. OF COL.
",
E.S. CENTRAL,2015,4,1,,4,,15,,4,,14,,11,,35,,59,,89,,130,,,
W.S. CENTRAL,2015,4,1,,14,,42,,11,,21,,32,,70,,249,,111,,82,,,
MOUNTAIN,2015,4,1,,10,,28,,6,,19,,1,,13,,24,,23,,56,,,
RHODE ISLAND,2015,6,,-,0,,2,,,-,,-,,-,0,,7,,1,,,-,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
PACIFIC,2015,4,3,,18,,62,,17,,4,,37,,27,,58,,113,,17,,,
AMER. SAMOA,2015,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
MONTANA,2015,4,1,,1,,4,,2,,,-,1,,0,,7,,4,,1,,"MONTANA
(47.06652795700006, -109.42441587999997)",
NEW YORK CITY,2015,4,,-,1,,5,,4,,3,,30,,7,,51,,140,,20,,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
NEW JERSEY,2015,4,,-,1,,8,,,-,5,,,-,3,,14,,,-,11,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
PENNSYLVANIA,2015,4,,-,3,,9,,,-,10,,1,,3,,14,,7,,11,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
WYOMING,2015,4,,-,0,,3,,,-,,-,,-,0,,6,,,-,11,,"WYOMING
(43.23554100600006, -108.10982701399996)",
WEST VIRGINIA,2015,4,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
NEW YORK,2015,4,2,,3,,15,,4,,4,,16,,4,,23,,52,,16,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
VIRGINIA,2015,4,,-,2,,6,,3,,2,,1,,4,,16,,6,,5,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
KANSAS,2015,4,,-,1,,7,,2,,1,,,-,1,,4,,5,,5,,"KANSAS
(38.347742794000055, -98.20077822999997)",
FLORIDA,2015,4,3,,2,,9,,6,,11,,18,,45,,95,,59,,80,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
MICHIGAN,2015,4,,-,2,,8,,,-,7,,2,,4,,19,,13,,10,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
GEORGIA,2015,4,,-,1,,8,,3,,4,,11,,18,,28,,48,,47,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
MISSISSIPPI,2015,4,,-,0,,3,,,-,1,,,-,3,,11,,1,,20,,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
KENTUCKY,2015,4,1,,1,,7,,1,,5,,6,,6,,30,,41,,5,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
IDAHO,2015,4,,-,2,,9,,1,,1,,,-,0,,2,,1,,3,,"IDAHO
(43.68263174800006, -114.36372693399994)",
DELAWARE,2015,4,,-,0,,2,,,-,,-,,-,1,,4,,2,,5,,"DELAWARE
(39.00883389200004, -75.57773597599999)",
NORTH DAKOTA,2015,4,,-,0,,3,,,-,2,,,-,0,,2,,,-,2,,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
MINNESOTA,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
LOUISIANA,2015,4,,-,0,,2,,1,,1,,1,,2,,10,,11,,10,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
NEVADA,2015,4,,-,0,,5,,1,,1,,,-,0,,6,,,-,5,,"NEVADA
(39.49324221300003, -117.07183885899997)",
TENNESSEE,2015,4,,-,2,,9,,3,,6,,5,,15,,31,,34,,79,,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
INDIANA,2015,4,,-,1,,11,,,-,3,,,-,26,,75,,9,,11,,"INDIANA
(39.766913353000064, -86.14995646699998)",
IOWA,2015,4,,-,2,,14,,,-,3,,2,,2,,12,,8,,26,,"IOWA
(42.469401411000035, -93.81648725599996)",
GUAM,2015,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
MASSACHUSETTS,2015,4,,-,2,,6,,,-,3,,,-,3,,9,,,-,11,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
VERMONT,2015,4,,-,0,,2,,,-,1,,,-,0,,2,,,-,,-,"VERMONT
(43.62538389600007, -72.51763667599994)",
OKLAHOMA,2015,4,,-,1,,12,,,-,2,,7,,1,,16,,20,,4,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
NORTH CAROLINA,2015,4,,-,1,,5,,6,,5,,4,,4,,85,,24,,135,,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
TEXAS,2015,4,,-,10,,38,,8,,16,,24,,49,,134,,77,,61,,"TEXAS
(31.827240467000024, -99.42676785299994)",
UTAH,2015,4,,-,1,,6,,2,,2,,,-,0,,4,,1,,5,,"UTAH
(39.36070123200005, -111.58712831499997)",
NEW MEXICO,2015,4,,-,1,,6,,,-,4,,,-,1,,6,,1,,1,,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
ARIZONA,2015,4,,-,1,,5,,,-,6,,,-,7,,18,,16,,26,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
MISSOURI,2015,4,2,,4,,14,,13,,4,,24,,25,,63,,91,,16,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
OREGON,2015,4,3,,3,,9,,7,,2,,1,,0,,6,,1,,3,,"OREGON
(44.56745049300008, -120.15502935599994)",
COLORADO,2015,4,,-,2,,14,,,-,5,,,-,1,,5,,,-,4,,"COLORADO
(38.84384342200008, -106.13360911499996)",
PUERTO RICO,2015,4,,-,0,,1,,,-,3,,,-,0,,3,,,-,,-,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
RHODE ISLAND,2015,4,,-,0,,2,,,-,,-,,-,0,,7,,,-,,-,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
WISCONSIN,2015,4,,-,1,,13,,,-,12,,,-,6,,20,,20,,3,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
ARKANSAS,2015,4,1,,2,,5,,2,,2,,,-,7,,197,,3,,7,,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
HAWAII,2015,4,,-,0,,4,,4,,2,,,-,0,,2,,1,,1,,"HAWAII
(21.30485232600006, -157.85774798099996)",
SOUTH DAKOTA,2015,4,,-,0,,4,,,-,1,,,-,9,,32,,,-,80,,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
NEW HAMPSHIRE,2015,4,,-,0,,2,,,-,1,,,-,0,,2,,,-,1,,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
CONNECTICUT,2015,4,,-,1,,4,,,-,3,,,-,1,,5,,1,,5,,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
MARYLAND,2015,4,,-,1,,5,,1,,5,,7,,6,,12,,27,,8,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
ALASKA,2015,4,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,"ALASKA
(64.84507799500005, -147.72205958799998)",
WASHINGTON,2015,4,,-,1,,32,,,-,,-,,-,2,,15,,1,,,-,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
OHIO,2015,4,3,,3,,12,,10,,3,,5,,11,,22,,42,,51,,"OHIO
(40.060212455000055, -82.40425667899996)",
ALABAMA,2015,4,,-,0,,3,,,-,2,,,-,8,,28,,13,,26,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
SOUTH CAROLINA,2015,4,,-,0,,2,,1,,1,,1,,2,,13,,20,,6,,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
ILLINOIS,2015,4,,-,3,,11,,1,,7,,,-,12,,67,,3,,14,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
CALIFORNIA,2015,4,,-,11,,26,,6,,,-,36,,22,,53,,109,,12,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
NEBRASKA,2015,4,1,,1,,9,,4,,4,,,-,3,,18,,9,,1,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
MAINE,2015,4,,-,0,,4,,,-,,-,,-,0,,3,,,-,1,,"MAINE
(45.25422910300006, -68.98502586699993)",
UNITED STATES,2015,5,26,,98,,209,,147,,201,,278,,399,,558,,1294,,1050,,,
NEW ENGLAND,2015,5,,-,4,,15,,8,,8,,,-,6,,14,,5,,19,,,
MID. ATLANTIC,2015,5,4,,9,,27,,15,,28,,20,,21,,70,,226,,67,,,
E.N. CENTRAL,2015,5,1,,12,,43,,12,,37,,12,,69,,149,,115,,102,,,
W.N. CENTRAL,2015,5,2,,11,,35,,28,,17,,21,,47,,93,,136,,159,,,
S. ATLANTIC,2015,5,4,,10,,21,,23,,32,,76,,84,,157,,285,,347,,,
DIST. OF COL.,2015,5,,-,0,,1,,,-,,-,,-,0,,4,,,-,5,,"DIST. OF COL.
",
E.S. CENTRAL,2015,5,5,,4,,16,,10,,18,,30,,35,,59,,127,,146,,,
W.S. CENTRAL,2015,5,8,,14,,50,,21,,30,,34,,70,,249,,157,,106,,,
MOUNTAIN,2015,5,,-,10,,28,,8,,26,,2,,13,,24,,31,,63,,,
PACIFIC,2015,5,2,,19,,62,,22,,5,,83,,28,,58,,212,,41,,,
AMER. SAMOA,2015,5,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,5,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
LOUISIANA,2015,5,,-,0,,2,,2,,1,,3,,2,,10,,14,,12,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
MAINE,2015,5,,-,0,,4,,1,,,-,,-,0,,3,,,-,1,,"MAINE
(45.25422910300006, -68.98502586699993)",
NEW JERSEY,2015,5,,-,1,,8,,2,,7,,,-,3,,14,,4,,13,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
SOUTH DAKOTA,2015,5,,-,1,,4,,2,,1,,,-,9,,32,,,-,98,,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
OKLAHOMA,2015,5,,-,1,,12,,,-,2,,5,,2,,16,,24,,4,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
WEST VIRGINIA,2015,5,,-,0,,3,,1,,,-,,-,0,,2,,,-,,-,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
COLORADO,2015,5,,-,2,,14,,,-,6,,,-,1,,5,,,-,6,,"COLORADO
(38.84384342200008, -106.13360911499996)",
WYOMING,2015,5,,-,0,,3,,,-,,-,,-,0,,6,,,-,11,,"WYOMING
(43.23554100600006, -108.10982701399996)",
GEORGIA,2015,5,,-,2,,8,,3,,5,,14,,18,,30,,83,,56,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
MICHIGAN,2015,5,,-,2,,8,,,-,7,,1,,4,,19,,17,,11,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
HAWAII,2015,5,,-,0,,4,,4,,2,,,-,0,,2,,1,,2,,"HAWAII
(21.30485232600006, -157.85774798099996)",
MISSOURI,2015,5,,-,4,,14,,14,,4,,19,,26,,63,,112,,19,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
IDAHO,2015,5,,-,2,,9,,1,,6,,,-,0,,2,,1,,3,,"IDAHO
(43.68263174800006, -114.36372693399994)",
WISCONSIN,2015,5,,-,1,,13,,,-,13,,1,,6,,20,,23,,3,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
NEW HAMPSHIRE,2015,5,,-,0,,2,,,-,1,,,-,0,,2,,,-,1,,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
PENNSYLVANIA,2015,5,,-,3,,9,,1,,10,,1,,3,,14,,9,,12,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
ARIZONA,2015,5,,-,1,,5,,,-,7,,2,,7,,18,,22,,28,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
CONNECTICUT,2015,5,,-,1,,4,,5,,3,,,-,1,,5,,5,,5,,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
NORTH DAKOTA,2015,5,,-,0,,3,,2,,2,,,-,0,,2,,,-,3,,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
MONTANA,2015,5,,-,1,,4,,2,,,-,,-,0,,7,,4,,1,,"MONTANA
(47.06652795700006, -109.42441587999997)",
NORTH CAROLINA,2015,5,1,,1,,5,,7,,5,,5,,4,,85,,29,,149,,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
TEXAS,2015,5,8,,10,,46,,17,,25,,24,,49,,151,,114,,76,,"TEXAS
(31.827240467000024, -99.42676785299994)",
MASSACHUSETTS,2015,5,,-,2,,6,,,-,3,,,-,3,,9,,,-,12,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
DELAWARE,2015,5,,-,0,,2,,,-,,-,,-,1,,4,,2,,6,,"DELAWARE
(39.00883389200004, -75.57773597599999)",
MARYLAND,2015,5,,-,1,,5,,1,,6,,7,,6,,12,,34,,15,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
ALASKA,2015,5,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,"ALASKA
(64.84507799500005, -147.72205958799998)",
KANSAS,2015,5,,-,1,,7,,4,,3,,,-,1,,4,,5,,6,,"KANSAS
(38.347742794000055, -98.20077822999997)",
OHIO,2015,5,1,,3,,12,,11,,5,,10,,11,,22,,52,,58,,"OHIO
(40.060212455000055, -82.40425667899996)",
NEW YORK CITY,2015,5,,-,1,,5,,4,,3,,,-,7,,51,,140,,25,,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
RHODE ISLAND,2015,5,,-,0,,2,,,-,,-,,-,0,,7,,,-,,-,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
INDIANA,2015,5,,-,1,,11,,,-,4,,,-,26,,75,,13,,12,,"INDIANA
(39.766913353000064, -86.14995646699998)",
GUAM,2015,5,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
UTAH,2015,5,,-,1,,6,,2,,2,,,-,0,,4,,1,,6,,"UTAH
(39.36070123200005, -111.58712831499997)",
PUERTO RICO,2015,5,,-,0,,1,,,-,3,,,-,0,,3,,,-,,-,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
VIRGINIA,2015,5,,-,2,,6,,3,,2,,1,,4,,16,,8,,7,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
NEW YORK,2015,5,4,,3,,15,,8,,8,,19,,5,,23,,73,,17,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
NEBRASKA,2015,5,2,,1,,9,,6,,4,,2,,3,,18,,11,,1,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
NEW MEXICO,2015,5,,-,1,,6,,2,,4,,,-,1,,6,,2,,3,,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
MISSISSIPPI,2015,5,,-,0,,3,,,-,1,,,-,3,,11,,5,,22,,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
ILLINOIS,2015,5,,-,3,,11,,1,,8,,,-,12,,71,,10,,18,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
ARKANSAS,2015,5,,-,2,,5,,2,,2,,2,,7,,197,,5,,14,,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
OREGON,2015,5,,-,3,,9,,9,,2,,,-,0,,6,,1,,3,,"OREGON
(44.56745049300008, -120.15502935599994)",
ALABAMA,2015,5,,-,0,,3,,,-,2,,,-,8,,28,,13,,28,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
MINNESOTA,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
VERMONT,2015,5,,-,0,,2,,2,,1,,,-,0,,2,,,-,,-,"VERMONT
(43.62538389600007, -72.51763667599994)",
FLORIDA,2015,5,3,,2,,9,,7,,13,,49,,45,,95,,108,,100,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
KENTUCKY,2015,5,1,,1,,7,,2,,8,,24,,6,,30,,67,,5,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
IOWA,2015,5,,-,2,,14,,,-,3,,,-,2,,12,,8,,32,,"IOWA
(42.469401411000035, -93.81648725599996)",
CALIFORNIA,2015,5,,-,11,,26,,7,,,-,83,,23,,53,,208,,35,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
TENNESSEE,2015,5,4,,2,,9,,8,,7,,6,,15,,31,,42,,91,,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
SOUTH CAROLINA,2015,5,,-,0,,2,,1,,1,,,-,2,,13,,21,,9,,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
WASHINGTON,2015,5,2,,1,,32,,2,,1,,,-,2,,17,,1,,,-,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
NEVADA,2015,5,,-,0,,5,,1,,1,,,-,0,,6,,1,,5,,"NEVADA
(39.49324221300003, -117.07183885899997)",
UNITED STATES,2015,6,13,,98,,210,,176,,245,,190,,400,,559,,1580,,1227,,,
NEW ENGLAND,2015,6,,-,4,,15,,7,,9,,,-,6,,14,,7,,22,,,
MID. ATLANTIC,2015,6,4,,9,,27,,20,,30,,65,,21,,71,,318,,76,,,
E.N. CENTRAL,2015,6,,-,12,,43,,13,,43,,7,,69,,149,,137,,113,,,
W.N. CENTRAL,2015,6,2,,11,,35,,34,,24,,24,,47,,93,,177,,183,,,
S. ATLANTIC,2015,6,2,,10,,21,,28,,39,,45,,86,,157,,338,,399,,,
DIST. OF COL.,2015,6,,-,0,,1,,,-,,-,,-,0,,4,,,-,5,,"DIST. OF COL.
",
E.S. CENTRAL,2015,6,1,,4,,16,,12,,19,,6,,35,,62,,145,,176,,,
W.S. CENTRAL,2015,6,3,,14,,52,,28,,41,,26,,70,,249,,191,,136,,,
MOUNTAIN,2015,6,1,,10,,28,,10,,33,,3,,13,,24,,42,,71,,,
PACIFIC,2015,6,,-,19,,62,,24,,7,,14,,29,,83,,225,,51,,,
AMER. SAMOA,2015,6,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,6,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
ALABAMA,2015,6,,-,0,,3,,,-,2,,,-,7,,28,,17,,37,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
MARYLAND,2015,6,,-,1,,5,,2,,6,,4,,6,,12,,38,,21,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
MONTANA,2015,6,1,,1,,4,,4,,1,,,-,0,,7,,4,,1,,"MONTANA
(47.06652795700006, -109.42441587999997)",
ARIZONA,2015,6,,-,1,,5,,,-,9,,3,,7,,18,,33,,32,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
CALIFORNIA,2015,6,,-,11,,26,,7,,,-,9,,23,,83,,216,,40,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
OHIO,2015,6,,-,3,,12,,11,,6,,5,,11,,22,,57,,63,,"OHIO
(40.060212455000055, -82.40425667899996)",
MISSISSIPPI,2015,6,,-,0,,3,,,-,2,,,-,3,,11,,6,,24,,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
VIRGINIA,2015,6,,-,2,,6,,3,,2,,,-,4,,16,,8,,9,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
KENTUCKY,2015,6,,-,1,,7,,2,,8,,2,,6,,30,,76,,7,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
PENNSYLVANIA,2015,6,,-,3,,9,,1,,12,,2,,3,,14,,16,,14,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
VERMONT,2015,6,,-,0,,2,,2,,1,,,-,0,,2,,,-,,-,"VERMONT
(43.62538389600007, -72.51763667599994)",
NEW HAMPSHIRE,2015,6,,-,0,,2,,,-,1,,,-,0,,2,,,-,1,,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
MASSACHUSETTS,2015,6,,-,2,,6,,,-,4,,,-,3,,9,,,-,15,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
OKLAHOMA,2015,6,1,,1,,12,,1,,2,,5,,2,,16,,29,,5,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
NEW YORK,2015,6,1,,3,,15,,9,,8,,15,,5,,23,,88,,21,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
NEW YORK CITY,2015,6,3,,1,,5,,8,,3,,48,,7,,51,,210,,26,,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
NORTH DAKOTA,2015,6,,-,0,,3,,2,,2,,,-,0,,2,,,-,3,,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
IOWA,2015,6,,-,2,,14,,1,,5,,1,,2,,12,,10,,35,,"IOWA
(42.469401411000035, -93.81648725599996)",
NORTH CAROLINA,2015,6,1,,1,,5,,8,,8,,6,,4,,85,,35,,153,,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
FLORIDA,2015,6,1,,3,,9,,8,,14,,33,,45,,95,,141,,125,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
GEORGIA,2015,6,,-,2,,8,,5,,8,,2,,19,,36,,91,,70,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
NEW JERSEY,2015,6,,-,1,,8,,2,,7,,,-,3,,14,,4,,15,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
ALASKA,2015,6,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,"ALASKA
(64.84507799500005, -147.72205958799998)",
PUERTO RICO,2015,6,,-,0,,1,,,-,3,,,-,0,,3,,,-,,-,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
NEVADA,2015,6,,-,0,,5,,1,,2,,,-,0,,6,,1,,5,,"NEVADA
(39.49324221300003, -117.07183885899997)",
NEW MEXICO,2015,6,,-,1,,6,,2,,5,,,-,1,,6,,2,,3,,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
ARKANSAS,2015,6,,-,2,,5,,3,,3,,,-,7,,197,,5,,16,,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
OREGON,2015,6,,-,3,,9,,10,,3,,,-,0,,6,,1,,3,,"OREGON
(44.56745049300008, -120.15502935599994)",
WYOMING,2015,6,,-,0,,3,,,-,,-,,-,0,,6,,,-,12,,"WYOMING
(43.23554100600006, -108.10982701399996)",
MAINE,2015,6,,-,0,,4,,1,,,-,,-,0,,3,,,-,1,,"MAINE
(45.25422910300006, -68.98502586699993)",
WEST VIRGINIA,2015,6,,-,0,,3,,1,,,-,,-,0,,2,,,-,,-,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
IDAHO,2015,6,,-,2,,9,,1,,6,,,-,0,,2,,1,,3,,"IDAHO
(43.68263174800006, -114.36372693399994)",
KANSAS,2015,6,,-,1,,7,,5,,4,,,-,1,,4,,5,,7,,"KANSAS
(38.347742794000055, -98.20077822999997)",
GUAM,2015,6,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
MINNESOTA,2015,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
HAWAII,2015,6,,-,0,,4,,5,,2,,,-,0,,2,,1,,2,,"HAWAII
(21.30485232600006, -157.85774798099996)",
TENNESSEE,2015,6,1,,2,,9,,10,,7,,4,,14,,31,,46,,108,,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
MISSOURI,2015,6,1,,4,,14,,17,,8,,19,,28,,63,,145,,21,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
WISCONSIN,2015,6,,-,1,,13,,,-,16,,1,,6,,20,,24,,3,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
SOUTH DAKOTA,2015,6,,-,1,,4,,2,,1,,,-,9,,32,,2,,115,,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
WASHINGTON,2015,6,,-,2,,32,,2,,2,,5,,2,,17,,6,,5,,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
COLORADO,2015,6,,-,2,,14,,,-,8,,,-,1,,5,,,-,9,,"COLORADO
(38.84384342200008, -106.13360911499996)",
